pose_landmarking_mem.committed_Committed_AS,pose_landmarking_system.active_processes_active,pose_landmarking_system.cpu_user,pose_landmarking_system.file_nr_used_used,pose_landmarking_system.processes_running,pose_landmarking_system.ram_buffers,pose_landmarking_system.ram_cached,pose_landmarking_system.ram_free,pose_landmarking_system.ram_used,Target
31840.61,1655,10.050251,15285,4,26.73828,1927.508,318.8867,4517.961,6
32092.42,1656,14.56229,15349,5,26.73828,1927.508,323.5,4513.348,6
31838.86,1655,10.310142,15349,4,26.76172,1927.508,320.2773,4516.547,6
32092.42,1656,9.966499,15317,5,26.76172,1927.516,312.8086,4524.008,6
31838.88,1655,12.816189,15349,6,26.77734,1927.879,315.4453,4520.992,6
31838.78,1655,10.561609,15317,4,26.77734,1927.883,311.5234,4524.91,6
31840.77,1656,9.747899,15317,5,26.78516,1927.875,308.3242,4528.109,6
31838.8,1655,10.344828,15317,6,26.78516,1927.883,314.1094,4522.316,6
31838.84,1655,10.327456,15317,4,26.78516,1927.883,312.6836,4523.742,6
31838.86,1656,10.606061,15285,4,26.81641,1927.898,307.5469,4528.832,6
31838.86,1656,9.823678,15285,4,26.81641,1927.898,305.4258,4530.953,6
31977.75,1664,10.151007,15285,6,26.81641,1927.902,297.8477,4538.527,6
31838.86,1656,10.0,15285,4,26.81641,1927.902,304.5391,4531.836,6
31838.73,1656,10.344828,15285,4,26.81641,1927.902,311.4766,4524.898,6
31838.73,1656,9.823678,15285,4,26.82422,1927.902,306.4531,4529.914,6
31838.7,1656,10.579345,15285,12,26.82422,1927.902,304.7969,4531.57,6
31840.72,1657,10.513036,15317,5,26.82422,1927.906,306.25,4530.113,6
31838.83,1656,10.243493,15349,4,26.82422,1927.91,302.4688,4533.891,6
31838.83,1656,9.915966,15349,4,26.82422,1927.965,302.668,4533.637,6
31838.83,1656,10.075567,15317,4,26.83203,1928.09,300.168,4536.004,6
31838.83,1656,10.579345,15285,4,26.83203,1928.133,307.8867,4528.242,6
31840.84,1657,10.57047,15285,5,26.83203,1928.133,306.7031,4529.426,6
31838.86,1656,10.016835,15285,5,26.83203,1928.137,308.6484,4527.477,6
31838.86,1656,9.639564,15317,4,26.83203,1928.137,307.4219,4528.703,6
31836.86,1656,10.858586,15349,7,26.84375,1928.145,313.7422,4522.363,6
31838.71,1656,10.260723,15349,4,26.84375,1928.148,311.5273,4524.574,6
31840.7,1657,10.084034,15317,5,26.85938,1928.16,328.4062,4507.668,6
31838.72,1656,10.234899,15317,4,26.85938,1928.223,324.8672,4511.145,6
31838.73,1656,10.0,15349,4,26.85938,1928.223,326.2188,4509.793,6
31838.74,1655,10.79258,15349,4,26.85938,1928.227,325.6797,4510.328,6
31838.74,1655,10.00841,15317,4,26.85938,1928.227,321.1992,4514.809,6
31840.59,1656,10.084034,15317,6,26.86719,1928.227,317.8164,4518.184,6
31838.74,1655,10.0,15349,4,26.86719,1928.23,322.4883,4513.508,6
31840.61,1657,10.747271,15349,5,26.86719,1928.23,321.0938,4514.902,6
31838.74,1655,10.243493,15381,4,26.86719,1928.234,314.4141,4521.578,6
31838.71,1655,10.0,15381,4,26.86719,1928.234,313.1289,4522.863,6
31840.57,1656,10.15953,15381,5,26.875,1928.234,303.5039,4532.48,6
31838.73,1655,10.092515,15381,5,26.875,1928.234,300.8438,4535.141,6
31838.73,1655,10.420168,15381,5,26.875,1928.234,310.5312,4525.453,6
31838.74,1655,9.831933,15381,4,26.875,1928.238,312.2969,4523.684,6
31838.74,1655,10.176619,15381,4,26.875,1928.242,308.6758,4527.301,6
31840.57,1656,10.504202,15349,5,26.89062,1928.242,307.918,4528.043,6
31976.2,1657,10.43771,15349,5,26.89062,1928.242,299.6445,4536.316,6
31838.86,1655,9.966499,15349,4,26.89062,1928.242,310.2305,4525.73,6
31838.86,1655,10.402685,15381,4,26.89062,1928.246,309.3047,4526.652,6
31874.64,1660,16.9506,15381,5,27.23047,1931.961,308.8984,4523.004,6
32129.77,1663,22.38176,15381,6,27.26562,1932.07,290.0234,4541.734,6
31874.09,1662,10.495382,15381,4,27.27344,1932.074,296.7695,4534.977,6
31874.09,1662,9.723386,15381,4,27.27344,1932.074,303.3984,4528.348,6
31874.09,1662,10.654362,15349,4,27.27344,1932.074,296.5898,4535.156,6
31874.03,1662,10.134003,15349,4,27.27734,1932.078,296.207,4535.531,6
32079.6,1662,10.402685,15349,5,27.27734,1932.09,297.582,4534.145,6
31880.46,1662,11.838791,15413,5,27.28516,1932.234,287.2852,4544.289,6
31880.46,1662,10.376569,15381,4,27.28516,1932.234,282.3906,4549.184,6
31880.46,1662,10.720268,15349,8,27.28516,1932.234,286.082,4545.492,6
31846.75,1658,9.647651,15317,4,27.28516,1932.348,285.7422,4545.719,6
31879.63,1658,9.579832,15317,5,27.46875,1932.48,287.3086,4543.836,6
31846.88,1658,10.831234,15285,5,27.46875,1932.48,296.5469,4534.598,6
31845.88,1658,11.176471,15317,4,27.46875,1932.547,294.9766,4536.102,6
31844.79,1659,15.993266,15317,5,27.46875,1932.555,297.8555,4533.215,6
31846.91,1659,9.798995,15317,4,27.46875,1932.559,295.6172,4535.449,6
31848.77,1660,10.092515,15285,5,27.46875,1932.559,298.8867,4532.18,6
31846.91,1659,9.899329,15285,4,27.48438,1932.562,297.7188,4533.328,6
31846.94,1658,10.420168,15285,4,27.48438,1932.574,294.4414,4536.594,6
31844.51,1658,10.15953,15285,5,27.48438,1932.574,292.0508,4538.984,6
31842.77,1657,10.336134,15253,4,27.48438,1932.578,291.7344,4539.297,6
31844.48,1657,10.00841,15285,5,27.48438,1932.578,291.4883,4539.543,6
31842.78,1656,10.15953,15285,5,27.49219,1932.578,286.8359,4544.188,6
31842.78,1656,9.991604,15285,4,27.5,1932.578,298.9609,4532.055,6
31844.48,1657,10.344828,15317,5,27.54297,1932.594,308.9062,4522.051,6
31842.78,1656,10.234899,15349,4,27.54297,1932.594,312.0781,4518.879,6
31844.5,1657,9.991604,15349,5,27.54297,1932.594,311.0898,4519.867,6
31842.78,1656,10.344828,15349,4,27.54297,1932.594,307.6445,4523.312,6
31842.95,1657,9.983221,15349,5,27.54297,1932.594,309.6055,4521.352,6
31843.57,1657,10.301508,15381,5,27.55078,1932.594,311.1328,4519.816,6
31899.14,1656,10.681245,15381,5,27.58984,1932.578,308.3438,4522.582,6
32095.55,1656,10.092515,15381,5,27.60547,1932.578,308.0781,4522.832,6
31841.98,1655,9.899329,15381,4,27.60547,1932.582,304.2812,4526.625,6
31841.98,1654,9.671993,15381,4,27.60547,1932.582,307.8203,4523.086,6
32095.55,1655,9.991604,15413,5,27.60547,1932.582,309.2695,4521.637,6
31841.93,1654,10.420168,15413,4,27.60547,1932.582,304.5859,4526.32,6
32095.49,1655,9.974853,15413,5,27.61328,1932.582,302.3945,4528.504,6
31841.93,1654,9.991604,15413,5,27.61328,1932.582,298.5859,4532.312,6
31841.93,1654,9.587889,15381,4,27.61328,1932.582,297.3789,4533.52,6
31945.45,1654,10.168067,15381,5,27.61328,1932.586,292.1836,4538.711,6
31869.45,1656,15.606446,15349,6,27.64453,1932.598,290.5859,4540.266,6
31881.16,1660,15.976331,15317,13,27.65234,1932.68,290.2227,4540.539,6
31878.66,1660,17.40959,15349,4,27.65234,1932.68,297.9219,4532.84,6
31878.67,1660,10.176619,15349,6,27.65234,1932.684,296.9688,4533.789,6
31880.39,1661,9.747899,15381,5,27.65234,1932.684,302.7656,4527.992,6
31878.68,1660,9.899329,15381,5,27.65234,1932.688,298.4336,4532.32,6
31878.68,1660,10.10101,15381,4,27.66016,1932.688,295.9727,4534.773,6
31878.68,1660,10.151007,15317,5,27.66016,1932.688,288.4453,4542.301,6
31878.68,1660,9.899329,15381,4,27.66016,1932.691,296.2383,4534.504,6
31880.41,1661,10.084034,15413,5,27.66016,1932.691,305.4844,4525.258,6
31878.65,1660,10.57047,15413,4,27.66016,1932.691,303.2422,4527.5,6
31845.03,1656,10.185185,15381,4,27.67578,1932.695,307.418,4523.305,6
31845.02,1656,10.301508,15349,10,27.67578,1932.695,310.3281,4520.395,6
31845.07,1656,10.0,15349,4,27.67578,1932.82,312.2695,4518.328,6
31846.79,1657,10.075567,15349,17,27.69922,1932.809,307.3516,4523.234,6
31845.07,1656,10.22632,15381,4,27.69922,1932.824,307.3945,4523.176,6
31845.1,1657,9.707113,15381,4,27.69922,1932.824,306.1914,4524.379,6
31845.1,1657,10.234899,15413,4,27.69922,1932.824,318.8203,4511.75,6
31845.1,1657,9.715243,15413,4,27.69922,1932.824,319.6328,4510.938,6
31846.82,1658,9.655751,15381,5,27.69922,1932.828,311.4531,4519.113,6
31845.07,1657,10.142498,15349,4,27.70703,1932.828,309.2266,4521.332,6
31904.76,1657,10.075567,15317,5,27.70703,1932.828,312.0195,4518.539,6
31846.23,1659,10.15953,15285,5,27.70703,1932.828,315.1445,4515.414,6
31845.1,1657,9.671993,15285,5,27.71484,1932.832,315.6523,4514.895,6
31846.82,1658,10.344828,15317,5,27.71484,1932.832,310.6328,4519.914,6
31845.07,1657,10.813076,15317,4,27.71484,1932.832,309.0898,4521.457,6
31845.07,1657,10.185185,15317,4,27.71484,1932.836,303.7344,4526.809,6
31845.07,1657,10.075567,15317,5,27.71484,1932.836,301.0273,4529.516,6
31845.07,1657,10.428932,15317,4,27.72266,1932.832,303.6641,4526.875,6
32098.63,1657,9.991604,15317,5,27.72266,1932.836,302.0117,4528.523,6
31844.98,1657,10.588235,15349,4,27.72266,1932.828,293.7188,4536.824,6
31844.16,1656,9.907641,15381,4,27.74609,1932.816,293.2734,4537.258,6
31846.12,1657,10.00841,15381,7,27.74609,1932.82,303.9336,4526.594,6
31851.23,1656,10.672269,15381,4,27.74609,1932.82,295.1055,4535.422,6
31853.22,1657,9.924306,15381,5,27.74609,1932.824,300.5625,4529.961,6
31849.01,1657,10.765349,15349,4,27.75781,1932.617,293.5898,4537.129,6
31849.01,1657,9.991604,15381,4,27.76562,1932.84,292.2344,4538.254,6
31851.02,1658,10.57047,15349,5,27.76562,1932.844,298.8789,4531.605,6
31849.18,1657,10.168067,15349,4,27.76562,1932.844,300.3984,4530.086,6
31850.91,1658,9.991604,15381,6,27.76562,1932.844,303.9688,4526.516,6
31853.31,1658,10.92437,15349,6,27.76562,1932.844,301.4219,4529.062,6
31853.38,1658,10.168067,15381,5,27.77344,1932.844,304.0469,4526.43,6
31855.1,1659,10.59714,15413,7,27.77344,1932.848,307.7109,4522.762,6
31849.25,1657,9.966499,15413,4,27.77344,1932.848,306.7617,4523.711,6
31850.97,1658,10.0,15413,5,27.77344,1932.848,305.5859,4524.887,6
31849.25,1657,9.907641,15381,4,27.78125,1932.848,310.0,4520.465,6
31849.25,1657,9.848485,15381,4,27.78125,1932.855,310.6836,4519.773,6
31850.95,1658,10.185185,15317,6,27.78125,1932.855,314.5586,4515.898,6
31849.25,1657,10.234899,15285,4,27.78125,1932.859,322.5039,4507.949,6
31850.99,1658,10.681245,15285,5,27.78125,1932.859,319.8242,4510.629,6
31849.11,1657,10.43771,15317,4,27.78906,1932.859,308.543,4521.902,6
31849.12,1657,10.234899,15285,4,27.78906,1932.996,306.8008,4523.508,6
31863.44,1659,9.823678,15285,6,27.78906,1933.0,316.6133,4513.691,6
31849.24,1657,10.756303,15285,4,27.78906,1933.0,309.2578,4521.047,6
31850.96,1658,9.840202,15285,5,27.78906,1933.004,305.4766,4524.824,6
31849.24,1657,11.008403,15285,4,27.78906,1933.004,304.4375,4525.863,6
31849.24,1657,9.715243,15285,4,27.79688,1933.004,304.3906,4525.902,6
31850.95,1658,10.43771,15317,6,27.79688,1933.004,302.1406,4528.152,6
31849.24,1657,10.050251,15317,4,27.80859,1933.0,305.957,4524.328,6
31852.85,1661,10.025274,15349,6,27.80859,1933.008,310.5977,4519.68,6
31849.11,1657,10.336134,15317,4,27.80859,1933.008,314.7617,4515.516,6
31849.23,1657,10.672269,15317,4,27.82031,1933.023,307.9688,4522.281,6
31850.94,1659,10.663308,15349,5,27.82031,1933.023,310.6562,4519.594,6
31849.24,1658,10.058676,15349,4,27.82031,1933.039,304.3711,4525.863,6
31850.96,1659,9.983221,15381,5,27.82031,1933.039,299.9648,4530.27,6
31848.41,1657,10.915197,15381,4,27.85156,1933.031,294.9609,4535.25,6
31848.41,1657,10.367893,15381,4,27.85156,1933.031,296.5742,4533.637,6
32050.95,1657,10.041841,15349,5,27.85156,1933.031,288.1094,4542.102,6
31848.41,1657,10.075567,15349,4,27.85156,1933.031,289.3164,4540.895,6
32102.22,1657,10.067114,15317,5,27.85156,1933.031,299.8633,4530.348,6
31848.52,1657,9.991604,15317,6,27.85938,1933.035,301.3711,4528.828,6
31848.52,1657,9.807209,15381,4,27.85938,1933.035,313.6406,4516.559,6
31853.78,1659,10.663308,15413,6,27.85938,1933.039,305.1914,4525.004,6
31851.82,1658,10.765349,15381,4,27.875,1933.043,306.4648,4523.711,6
31848.75,1658,9.563758,15381,7,27.875,1933.043,302.6914,4527.484,6
31848.75,1658,10.756303,15349,4,27.875,1933.043,301.6758,4528.5,6
31848.75,1658,9.815436,15349,4,27.875,1933.043,310.168,4520.008,6
31850.48,1658,10.606061,15349,5,27.875,1933.043,315.8867,4514.289,6
31848.75,1657,9.831933,15381,4,27.88281,1933.039,312.9023,4517.27,6
31848.77,1657,10.243493,15349,4,27.88281,1933.047,303.0508,4527.113,6
31848.8,1657,10.318792,15349,4,27.88281,1933.047,299.5781,4530.586,6
31848.81,1657,9.915966,15317,4,27.88281,1933.047,303.5391,4526.625,6
31850.54,1658,9.823678,15317,5,27.88281,1933.047,304.6406,4525.523,6
31977.35,1665,10.092515,15349,20,27.89844,1933.051,295.457,4534.688,6
31848.77,1657,10.15953,15317,4,27.89844,1933.051,301.2852,4528.859,6
31850.98,1658,12.489451,15317,6,27.89844,1933.055,308.8359,4521.305,6
31885.7,1664,14.708369,15317,5,27.94531,1933.199,312.1641,4517.785,6
31884.38,1665,10.95198,15381,6,27.94531,1932.977,304.2578,4525.914,6
31886.08,1664,10.654362,15413,5,27.95312,1933.219,297.3945,4532.527,6
31884.08,1663,9.747899,15381,4,27.97656,1933.219,294.9336,4534.965,6
31883.93,1663,10.747271,15381,4,27.97656,1933.219,308.4531,4521.445,6
31883.93,1663,9.831933,15381,4,27.97656,1933.223,307.832,4522.062,6
31886.03,1663,10.075567,15381,6,27.97656,1933.227,310.3984,4519.492,6
31882.93,1662,10.840336,15381,4,27.98828,1933.227,306.707,4523.172,6
31881.38,1662,10.025274,15349,4,27.99609,1933.227,308.8125,4521.059,6
31882.61,1662,10.234899,15349,5,27.99609,1933.227,304.9688,4524.902,6
31851.36,1662,21.07926,15285,6,28.03906,1933.262,300.0586,4529.734,6
31851.61,1660,10.151007,15317,5,28.03906,1933.309,296.0977,4533.648,6
31846.7,1659,9.991604,15317,4,28.03906,1933.309,290.9297,4538.816,6
31846.7,1659,10.151007,15317,4,28.03906,1933.309,290.6836,4539.062,6
31848.51,1660,10.813076,15317,5,28.03906,1933.309,282.5273,4547.219,6
31846.68,1663,9.831933,15317,18,28.04688,1933.309,280.1211,4549.617,6
31848.6,1664,10.428932,15317,6,28.04688,1933.309,282.1406,4547.598,6
31846.75,1663,9.983221,15317,4,28.04688,1933.309,279.6562,4550.082,6
31846.75,1663,10.151007,15317,4,28.04688,1933.309,283.1953,4546.543,6
31848.45,1658,9.983221,15317,5,28.04688,1933.309,281.8711,4547.867,6
31846.75,1657,10.252101,15349,4,28.04688,1933.309,284.6016,4545.137,6
31848.47,1658,9.623431,15349,5,28.05469,1933.309,286.3984,4543.332,6
31846.75,1657,10.521886,15349,4,28.07812,1933.309,289.6094,4540.098,6
31846.76,1654,9.731544,15349,4,28.07812,1933.309,289.7617,4539.945,6
31848.44,1655,10.579345,15317,5,28.07812,1933.312,282.3672,4547.336,6
31846.8,1654,9.983221,15317,4,28.07812,1933.312,282.8242,4546.879,6
31848.52,1655,9.983221,15317,5,28.07812,1933.312,280.5273,4549.176,6
31846.8,1654,10.469012,15317,4,28.08594,1933.312,279.9648,4549.73,6
31859.29,1655,9.631491,15317,6,28.08594,1933.312,279.2969,4550.398,6
31848.53,1656,10.858586,15317,5,28.10156,1933.324,287.9805,4541.688,6
31846.82,1655,9.715243,15317,4,28.125,1933.312,286.9961,4542.66,6
31847.72,1655,10.402685,15317,6,28.125,1933.312,287.2422,4542.414,6
31846.0,1654,9.682805,15317,4,28.13281,1933.301,287.0078,4542.652,6
31846.05,1654,10.142498,15285,4,28.14844,1933.301,291.0039,4538.641,6
32103.28,1656,14.045416,15317,5,28.17969,1933.309,289.2188,4540.387,6
31883.15,1660,12.900506,15349,4,28.17969,1933.332,291.5977,4537.984,6
31910.85,1660,10.720268,15381,4,28.18359,1933.344,286.4062,4543.16,6
31881.29,1660,10.588235,15349,4,28.18359,1933.344,284.9531,4544.613,6
31881.29,1660,9.991604,15381,4,28.1875,1933.359,284.5664,4544.98,6
31882.8,1661,10.402685,15349,5,28.19141,1933.359,279.9648,4549.578,6
31881.29,1660,9.856782,15349,4,28.19531,1933.359,282.2188,4547.32,6
32131.57,1660,9.655751,15349,5,28.19531,1933.359,283.2852,4546.254,6
31881.29,1660,9.731544,15349,4,28.19531,1933.359,290.375,4539.164,6
31881.28,1659,10.588235,15349,4,28.19531,1933.363,304.5664,4524.969,6
31882.77,1660,10.663308,15349,5,28.19531,1933.363,303.6875,4525.848,6
31847.64,1654,10.588235,15285,4,28.22656,1933.367,299.8477,4529.652,6
31847.71,1654,9.907641,15285,5,28.22656,1933.367,299.7539,4529.746,6
31847.82,1655,10.774411,15285,5,28.22656,1933.367,298.9609,4530.539,6
31847.82,1655,9.974853,15349,4,28.22656,1933.371,295.9492,4533.547,6
31849.8,1656,10.344828,15349,5,28.22656,1933.371,298.582,4530.914,6
31847.83,1655,10.176619,15381,4,28.23438,1933.371,300.2148,4529.273,6
31847.83,1655,9.899329,15381,4,28.23438,1933.371,294.0859,4535.402,6
31847.83,1655,10.193766,15349,4,28.23438,1933.371,289.543,4539.945,6
31847.83,1655,10.067114,15349,4,28.25781,1933.375,298.5117,4530.949,6
31849.46,1656,10.327456,15381,5,28.25781,1933.375,297.8008,4531.66,6
31851.83,1656,10.10101,15381,4,28.25781,1933.375,296.1484,4533.312,6
31851.83,1656,10.344828,15381,4,28.25781,1933.375,295.9922,4533.469,6
31851.83,1656,10.092515,15381,4,28.25781,1933.504,290.9727,4538.359,6
31851.96,1656,10.151007,15381,4,28.26562,1933.504,309.6602,4519.664,6
31953.75,1663,11.101766,15349,7,28.26562,1933.504,307.6953,4521.629,6
31847.8,1655,10.075567,15317,9,28.26562,1933.508,318.8008,4510.52,6
31847.81,1655,9.739715,15317,5,28.26562,1933.508,318.9648,4510.355,6
31847.83,1656,10.756303,15317,4,28.26562,1933.508,312.6953,4516.625,6
31847.83,1655,10.151007,15317,4,28.27344,1933.508,311.4688,4517.844,6
31849.59,1656,10.53075,15317,5,28.27344,1933.516,308.0,4521.305,6
31846.92,1654,9.915966,15285,4,28.29688,1933.492,310.2461,4519.059,6
31846.92,1654,9.924306,15253,4,28.29688,1933.508,314.8633,4514.426,6
31847.05,1654,10.672269,15253,4,28.29688,1933.508,318.9648,4510.324,6
31847.05,1654,10.092515,15317,4,28.29688,1933.508,315.7695,4513.52,6
31849.03,1655,10.058676,15317,5,28.29688,1933.512,312.4336,4516.852,6
31847.05,1654,10.0,15317,5,28.30469,1933.508,309.4297,4519.852,6
31847.11,1654,10.681245,15317,5,28.30469,1933.516,312.2344,4517.039,6
31847.11,1654,10.193766,15285,5,28.30469,1933.516,310.2773,4518.996,6
31847.11,1654,9.790795,15285,4,28.30469,1933.516,310.207,4519.066,6
31848.93,1655,10.690236,15285,6,28.30469,1933.52,314.2188,4515.051,6
31847.07,1654,10.318792,15285,4,28.3125,1933.52,313.7695,4515.492,6
31847.08,1654,10.185185,15317,5,28.32031,1933.52,309.3867,4519.867,6
31847.09,1654,10.058676,15317,4,28.33594,1933.52,308.4531,4520.785,6
31847.09,1654,10.327456,15317,4,28.33594,1933.52,313.7695,4515.469,6
31849.07,1655,9.983221,15349,5,28.33594,1933.523,309.7109,4519.523,6
31847.09,1654,10.327456,15349,12,28.33594,1933.523,316.1445,4513.09,6
31847.09,1654,9.958159,15349,4,28.33594,1933.523,314.4258,4514.809,6
31847.11,1654,9.983221,15317,4,28.34375,1933.523,315.6797,4513.547,6
31848.11,1657,10.794979,15349,5,28.34375,1933.527,314.543,4514.68,6
31848.8,1655,10.058676,15317,5,28.34375,1933.527,303.1875,4526.035,6
31846.99,1654,10.495382,15253,4,28.34375,1933.527,299.8906,4529.332,6
31847.0,1654,9.723386,15285,4,28.34375,1933.531,304.8203,4524.398,6
31847.05,1654,10.989933,15285,4,28.35156,1933.531,305.7031,4523.508,6
31847.07,1654,10.0,15285,5,28.35156,1933.535,297.5625,4531.645,6
31848.79,1654,10.411419,15285,5,28.36719,1933.535,295.9922,4533.199,6
31847.07,1653,10.058676,15253,4,28.375,1933.535,298.6641,4530.52,6
31847.07,1653,9.782609,15253,15,28.375,1933.539,297.5859,4531.594,6
31865.67,1653,10.26936,15317,5,28.375,1933.539,303.75,4525.43,6
31847.07,1653,10.084034,15317,4,28.375,1933.543,305.3984,4523.777,6
31848.76,1654,10.57047,15317,5,28.375,1933.543,303.0234,4526.152,6
31847.0,1654,10.455312,15317,4,28.38281,1933.684,302.5664,4526.461,6
31845.0,1654,10.15953,15349,4,28.38281,1933.691,299.3672,4529.652,6
31847.01,1654,10.548523,15349,4,28.38281,1933.695,292.0586,4536.957,6
31847.01,1654,10.292887,15317,4,28.38281,1933.695,298.1914,4530.824,6
31848.73,1655,10.411419,15349,5,28.38281,1933.711,290.0312,4538.969,6
31847.01,1654,9.991604,15349,6,28.39062,1933.711,287.5938,4541.398,6
31847.01,1654,10.344828,15349,4,28.39062,1933.711,280.1953,4548.797,6
31847.01,1654,9.823678,15349,5,28.39062,1933.711,278.4414,4550.551,6
31847.01,1654,10.168067,15349,4,28.39062,1933.711,282.8242,4546.168,6
31848.83,1655,10.176619,15349,5,28.39062,1933.715,282.6211,4546.367,6
31846.98,1654,10.336134,15381,4,28.39844,1933.715,283.75,4545.23,6
31847.0,1654,9.907641,15381,5,28.39844,1933.719,292.3594,4536.617,6
31847.05,1654,10.840336,15381,4,28.41406,1933.719,293.7617,4535.199,6
31847.05,1654,10.243493,15317,4,28.41406,1933.719,298.957,4530.004,6
31848.9,1655,10.252101,15317,5,28.41406,1933.723,291.9336,4537.023,6
31847.05,1654,9.907641,15317,4,28.41406,1933.723,300.3477,4528.609,6
31847.05,1654,10.084034,15349,4,28.41406,1933.723,301.7734,4527.184,6
31846.93,1654,10.353535,15317,5,28.42188,1933.723,298.0898,4530.859,6
31846.93,1654,9.974853,15317,4,28.42188,1933.723,309.1875,4519.762,6
31848.62,1655,10.495382,15317,5,28.42188,1933.727,308.6445,4520.301,6
31846.97,1654,10.067114,15349,4,28.42188,1933.727,306.7695,4522.176,6
31846.97,1654,9.815436,15349,4,28.42188,1933.727,312.2578,4516.688,6
31851.11,1656,10.606061,15285,4,28.42969,1933.727,314.4727,4514.465,6
31851.14,1656,10.252101,15285,4,28.4375,1933.727,313.9297,4515.0,6
31852.91,1657,10.747271,15285,5,28.4375,1933.73,314.875,4514.051,6
31847.43,1655,9.915966,15317,4,28.4375,1933.73,320.5547,4508.371,6
31847.05,1657,10.353535,15349,6,28.4375,1933.734,317.8242,4511.098,6
31847.05,1655,9.815436,15349,4,28.4375,1933.738,314.5586,4514.359,6
31847.05,1655,10.765349,15349,4,28.44531,1933.738,315.0156,4513.895,6
32100.46,1656,10.495382,15317,5,28.44531,1933.738,320.6836,4508.227,6
31846.91,1655,10.151007,15381,5,28.44531,1933.738,325.3438,4503.566,6
31846.84,1655,10.0,15381,4,28.44531,1933.742,321.8984,4507.008,6
31853.93,1655,10.99916,15349,19,28.46094,1933.742,313.5625,4515.328,6
31853.93,1655,9.756098,15381,4,28.46094,1933.742,306.8242,4522.066,6
32104.43,1656,9.891031,15349,6,28.46094,1933.742,305.6172,4523.273,6
31850.87,1655,10.521886,15349,4,28.46094,1933.742,304.5898,4524.301,6
31849.15,1655,14.658804,15349,5,28.46094,1933.746,297.3047,4531.582,6
31849.15,1655,10.336134,15285,4,28.48438,1933.746,300.8867,4527.977,6
31849.15,1655,9.707113,15317,4,28.48438,1933.75,300.9453,4527.914,6
31878.57,1655,12.783852,15349,5,28.48438,1933.875,296.2578,4532.477,6
31849.12,1655,10.552764,15349,4,28.48438,1933.875,293.8438,4534.891,6
31849.12,1655,10.142498,15349,6,28.48438,1933.879,291.0664,4537.664,6
31850.96,1656,10.209205,15349,5,28.5,1933.879,289.8438,4538.871,6
31849.14,1655,10.15953,15349,16,28.53125,1933.844,296.5391,4532.18,6
31851.01,1656,9.966499,15349,7,28.53125,1933.879,294.7383,4533.945,6
31849.16,1655,9.93266,15349,4,28.53125,1933.883,302.3242,4526.355,6
31849.16,1655,10.041841,15317,4,28.53125,1933.883,299.8164,4528.863,6
31851.12,1656,10.353535,15317,5,28.53125,1933.883,295.0312,4533.648,6
31849.16,1655,10.579345,15349,4,28.53906,1933.883,296.957,4531.715,6
31850.96,1656,10.989933,15349,5,28.53906,1933.887,297.5312,4531.137,6
31848.99,1655,10.402685,15413,4,28.53906,1933.891,295.5938,4533.07,6
31849.0,1655,9.924306,15413,4,28.53906,1933.891,296.8125,4531.852,6
31850.89,1656,10.588235,15413,18,28.53906,1933.891,295.6836,4532.98,6
31849.05,1655,10.168067,15381,4,28.53906,1933.895,289.4023,4539.258,6
31850.91,1656,10.142498,15349,5,28.54688,1933.895,293.7969,4534.855,6
31849.05,1655,10.92437,15349,5,28.54688,1933.895,298.1914,4530.461,6
31849.06,1655,9.924306,15349,5,28.54688,1933.895,297.7031,4530.949,6
31850.89,1656,10.336134,15349,5,28.54688,1933.902,303.3477,4525.297,6
31849.06,1655,9.840202,15381,4,28.54688,1933.902,301.2773,4527.367,6
32463.19,1659,10.840336,15349,7,28.55469,1933.902,298.6367,4530.0,6
31848.97,1655,10.084034,15349,4,28.55469,1933.906,299.2578,4529.375,6
31849.06,1655,10.495382,15349,4,28.55469,1933.906,297.5352,4531.098,6
31848.78,1656,10.353535,15317,5,28.55859,1933.922,297.0703,4531.543,6
31849.07,1655,9.731544,15285,4,28.55859,1933.922,300.9297,4527.684,6
31850.8,1656,10.327456,15317,8,28.56641,1933.922,300.6562,4527.949,6
31849.05,1655,10.252101,15317,4,28.57812,1933.934,294.5391,4534.043,6
31849.05,1655,10.151007,15317,4,28.57812,1933.934,297.6562,4530.926,6
31850.76,1656,10.084034,15285,5,28.57812,1933.934,297.832,4530.75,6
31855.18,1655,11.204718,15285,5,28.58203,1934.605,280.7891,4547.117,6
31856.88,1656,9.907641,15253,5,28.58203,1934.715,279.9648,4547.832,6
31855.16,1655,10.614996,15253,6,28.58984,1934.715,281.3828,4546.406,6
31855.17,1655,9.731544,15253,5,28.58984,1934.719,281.3828,4546.402,6
31847.09,1656,10.26936,15349,9,28.58984,1934.719,293.7891,4533.996,6
31845.48,1655,10.579345,15349,4,28.58984,1934.723,291.0156,4536.766,6
32099.05,1656,9.840202,15317,5,28.58984,1934.723,296.6523,4531.129,6
31845.48,1655,10.318792,15317,4,28.60547,1934.723,294.5078,4533.258,6
31842.71,1655,9.941028,15349,4,28.60547,1934.723,301.2109,4526.555,6
32058.16,1655,10.654362,15349,5,28.60547,1934.727,307.3945,4520.367,6
31842.75,1655,9.924306,15317,4,28.60547,1934.852,317.1562,4510.48,6
31946.1,1655,10.38526,15317,5,28.60547,1934.852,315.2656,4512.371,6
31842.68,1655,10.521886,15285,4,28.61328,1934.852,308.8438,4518.785,6
