pose_landmarking_mem.committed_Committed_AS,pose_landmarking_system.active_processes_active,pose_landmarking_system.cpu_user,pose_landmarking_system.file_nr_used_used,pose_landmarking_system.processes_running,pose_landmarking_system.ram_buffers,pose_landmarking_system.ram_cached,pose_landmarking_system.ram_free,pose_landmarking_system.ram_used,Target
32568.25,1655,9.555742,15317,5,54.57031,1654.6406,178.2227,4903.66,6
31836.74,1654,10.477787,15317,5,54.57031,1654.6406,177.1133,4904.77,6
31838.74,1655,10.495382,15349,5,54.59375,1654.6445,173.9531,4907.902,6
31836.76,1654,10.15953,15317,4,54.59375,1654.6445,171.9336,4909.922,6
31836.77,1654,10.0,15317,4,54.59375,1654.6445,170.2852,4911.57,6
31836.77,1654,10.327456,15317,4,54.59375,1654.6445,173.9609,4907.895,6
31836.79,1654,10.058676,15317,4,54.59375,1654.6484,169.5664,4912.285,6
31838.77,1655,10.286678,15349,5,54.60156,1654.6445,168.2734,4913.574,6
31838.66,1657,10.243493,15317,5,54.60156,1654.6484,165.90625,4915.938,6
31836.61,1654,10.142498,15317,4,54.60156,1654.6484,169.5078,4912.336,6
31834.73,1654,10.59714,15317,4,54.60547,1654.6602,178.8789,4902.949,6
31836.73,1654,9.807209,15349,4,54.60547,1654.6641,183.9883,4897.836,6
31838.45,1656,10.092515,15349,8,54.60938,1654.6602,184.7812,4897.043,6
31836.73,1654,10.185185,15349,6,54.62109,1654.6641,184.1406,4897.668,6
31836.79,1654,10.747271,15349,4,54.62109,1654.668,182.5742,4899.23,6
31836.79,1654,10.10101,15317,4,54.62109,1654.6719,174.6484,4907.152,6
31836.79,1654,10.075567,15349,12,54.62109,1654.6758,174.332,4907.465,6
31838.77,1655,10.428932,15349,5,54.62109,1654.6758,175.6406,4906.156,6
31836.79,1654,10.252101,15349,4,54.62891,1654.6758,174.8164,4906.973,6
31836.61,1654,10.588235,15317,4,54.62891,1654.6758,171.9453,4909.844,6
31836.65,1654,9.974853,15317,4,54.62891,1654.6758,172.4062,4909.383,6
31836.65,1654,10.252101,15317,4,54.62891,1654.6758,169.8047,4911.984,6
31838.59,1655,9.756098,15349,5,54.62891,1654.6758,170.5352,4911.254,6
31836.73,1654,10.252101,15349,4,54.63672,1654.6719,174.7344,4907.051,6
31836.73,1654,9.647651,15349,4,54.63672,1654.6875,173.8633,4907.906,6
31834.74,1654,10.699242,15349,4,54.63672,1654.6953,173.668,4908.094,6
31836.77,1654,10.495382,15317,4,54.63672,1654.7031,175.4609,4906.293,6
31838.62,1655,10.176619,15317,5,54.63672,1654.832,178.2891,4903.336,6
31836.77,1654,10.151007,15285,4,54.64453,1654.832,174.0,4907.617,6
31836.65,1654,10.202361,15317,4,54.64453,1654.8398,169.9844,4911.625,6
31836.74,1654,10.606061,15317,4,54.64453,1654.8398,171.5156,4910.094,6
32568.3,1655,9.631491,15317,6,54.64453,1654.8398,168.8594,4912.75,6
31842.62,1656,10.260723,15349,5,54.66016,1654.8398,164.76562,4916.828,6
31840.9,1655,10.252101,15381,4,54.67578,1654.8398,157.93359,4923.645,6
31840.93,1655,10.495382,15381,4,54.67578,1654.8438,163.12109,4918.453,6
31836.78,1654,9.848485,15381,4,54.67578,1654.9648,162.94531,4918.508,6
31836.78,1654,10.168067,15413,4,54.67578,1654.9648,163.78125,4917.672,6
31838.51,1655,9.974853,15413,5,54.67578,1654.9648,165.42188,4916.031,6
31836.79,1654,9.899329,15381,8,54.68359,1654.9688,177.3203,4904.121,6
31836.73,1654,10.645432,15381,4,54.68359,1654.9688,178.1992,4903.242,6
31836.72,1654,10.353535,15413,4,54.68359,1654.9727,173.5078,4907.93,6
31836.72,1654,10.15953,15381,4,54.69141,1654.9727,170.1992,4911.23,6
31838.43,1655,10.420168,15349,6,54.69141,1654.9727,171.8672,4909.562,6
31836.71,1654,10.310142,15349,4,54.69922,1654.9727,170.9883,4910.434,6
31836.71,1654,10.084034,15349,4,54.69922,1654.9727,174.3516,4907.07,6
31838.22,1657,10.486577,15317,6,54.69922,1654.9727,181.0703,4900.352,6
31836.71,1654,9.958159,15285,5,54.69922,1654.9727,180.875,4900.547,6
32090.28,1655,9.882747,15253,9,54.69922,1654.9766,177.1875,4904.23,6
31836.72,1654,10.217755,15285,4,54.70703,1654.9766,168.082,4913.328,6
31836.73,1654,9.555742,15285,4,54.70703,1654.9766,169.6133,4911.797,6
31836.76,1654,10.142498,15349,4,54.70703,1654.9805,174.0312,4907.375,6
31836.83,1654,10.252101,15349,4,54.70703,1654.9805,178.7852,4902.621,6
32095.48,1654,15.767285,15413,5,54.70703,1654.9844,167.48047,4913.922,6
31842.09,1654,9.831933,15381,4,54.73047,1654.9609,169.5742,4911.828,6
31838.91,1654,10.738255,15317,4,54.73047,1654.9844,181.0703,4900.309,6
31840.81,1655,12.026913,15349,5,54.73047,1654.9844,180.625,4900.754,6
31838.91,1654,9.503785,15349,4,54.73047,1654.9922,182.3281,4899.043,6
31841.02,1655,10.151007,15413,5,54.73047,1654.9922,181.3633,4900.008,6
31838.91,1654,10.185185,15381,4,54.73828,1654.9922,185.6953,4895.668,6
31838.73,1654,10.067114,15381,4,54.73828,1654.9922,185.3438,4896.02,6
31840.72,1655,10.075567,15349,5,54.73828,1654.9922,186.5391,4894.824,6
31838.77,1654,9.93266,15317,5,54.73828,1654.9961,185.9766,4895.383,6
32572.3,1656,10.168067,15349,6,54.73828,1654.9961,185.1367,4896.223,6
31838.8,1654,11.017662,15349,4,54.76953,1654.9961,184.5469,4896.781,6
31838.8,1654,9.756098,15349,4,54.76953,1655.0,186.6367,4894.688,6
31840.64,1655,10.243493,15317,5,54.76953,1655.0,196.1367,4885.188,6
31838.8,1654,10.084034,15317,4,54.76953,1655.0,194.6328,4886.691,6
31840.66,1653,10.344828,15317,5,54.76953,1655.0039,195.4336,4885.887,6
31838.8,1652,10.243493,15317,4,54.77734,1655.1289,192.8711,4888.316,6
31838.75,1652,10.344828,15349,4,54.77734,1655.1289,198.3828,4882.805,6
31840.57,1653,10.59714,15349,5,54.77734,1655.1289,194.6914,4886.496,6
31838.88,1653,9.671993,15317,4,54.77734,1655.1289,193.4531,4887.734,6
31838.6,1654,10.058676,15317,18,54.77734,1655.1328,195.6562,4885.527,6
31838.88,1653,10.43771,15381,4,54.78516,1655.1367,193.0078,4888.164,6
31838.88,1653,10.15953,15349,4,54.78516,1655.1445,192.2695,4888.895,6
31840.72,1654,10.99916,15349,5,54.78516,1655.1484,190.5156,4890.645,6
31838.88,1653,9.891031,15349,5,54.78516,1655.1484,188.6172,4892.543,6
31840.73,1654,10.00841,15349,5,54.78516,1655.1523,181.5273,4899.629,6
31838.88,1653,9.924306,15349,4,54.79297,1655.1523,180.7773,4900.371,6
31838.74,1653,10.858586,15349,4,54.79297,1655.1523,189.75,4891.398,6
31840.6,1654,10.142498,15349,5,54.79297,1655.1562,187.4883,4893.656,6
31838.77,1653,10.318792,15349,4,54.79297,1655.1562,184.8594,4896.285,6
31842.63,1657,9.983221,15349,6,54.79297,1655.1562,183.4688,4897.676,6
31838.79,1653,10.00841,15349,8,54.80078,1655.1484,182.6875,4898.457,6
31838.79,1653,9.907641,15349,4,54.80078,1655.1562,181.1641,4899.973,6
31840.75,1654,10.327456,15317,5,54.80078,1655.1562,181.4219,4899.715,6
31838.79,1653,10.016835,15317,4,54.80469,1655.1758,179.6875,4901.426,6
31840.83,1653,10.672269,15317,5,54.80469,1655.1758,192.1719,4888.941,6
31838.85,1652,10.075567,15349,4,54.8125,1655.1758,191.2227,4889.883,6
31838.8,1652,10.234899,15349,4,54.8125,1655.1797,184.0469,4897.055,6
31840.79,1653,10.15953,15413,5,54.8125,1655.1797,193.6289,4887.473,6
31838.9,1651,10.521886,15349,5,54.8125,1655.1797,195.9023,4885.199,6
31840.76,1652,10.041841,15349,16,54.8125,1655.1797,193.7344,4887.367,6
32570.46,1652,9.991604,15349,5,54.84375,1655.1953,190.4883,4890.566,6
31838.91,1651,10.0,15349,4,54.84375,1655.1953,192.8672,4888.188,6
31840.75,1652,10.327456,15381,5,54.84375,1655.1953,187.8281,4893.227,6
31838.91,1651,9.731544,15381,4,54.84375,1655.1953,186.8359,4894.219,6
31840.89,1652,10.134003,15413,5,54.84375,1655.1953,183.9727,4897.082,6
31843.05,1652,10.15953,15413,4,54.85156,1655.1953,183.2969,4897.75,6
31843.02,1652,10.813076,15381,4,54.85156,1655.1953,181.1875,4899.859,6
31845.03,1653,9.907641,15381,5,54.85156,1655.1992,175.8164,4905.227,6
31838.92,1651,9.874477,15349,5,54.85156,1655.2031,175.1172,4905.922,6
31840.9,1652,10.050251,15317,5,54.85938,1655.2031,172.8516,4908.18,6
31835.99,1651,20.38753,15317,4,54.85938,1655.2031,168.8555,4912.176,6
31835.99,1651,10.243493,15317,4,54.85938,1655.2031,172.0898,4908.941,6
31837.95,1652,9.974853,15317,5,54.85938,1655.2031,177.2109,4903.82,6
31835.99,1651,10.252101,15317,5,54.85938,1655.2031,190.3984,4890.633,6
31837.97,1652,9.974853,15317,5,54.86719,1655.207,187.5117,4893.508,6
31836.12,1652,10.243493,15317,4,54.86719,1655.207,196.8203,4884.199,6
31835.95,1652,10.084034,15253,4,54.86719,1655.332,196.7109,4884.184,6
31837.94,1653,10.57047,15285,7,54.86719,1655.3359,203.6016,4877.289,6
31836.08,1652,10.513036,15317,4,54.86719,1655.3359,200.8008,4880.09,6
31841.01,1653,10.495382,15317,5,54.875,1655.3359,202.3945,4878.488,6
31839.16,1652,10.260723,15349,4,54.875,1655.3398,200.1094,4880.77,6
31836.1,1652,9.991604,15349,4,54.875,1655.3398,197.7188,4883.16,6
31838.09,1653,10.92437,15317,5,54.875,1655.3438,192.4805,4888.395,6
31836.12,1652,10.075567,15317,4,54.875,1655.3438,195.6328,4885.242,6
31838.11,1653,10.058676,15285,5,54.88281,1655.3438,194.332,4886.535,6
31837.12,1654,10.252101,15285,5,54.88281,1655.3438,194.7734,4886.094,6
31835.95,1652,10.486577,15285,4,54.88281,1655.3438,196.8594,4884.008,6
31837.68,1653,10.43771,15285,5,54.88281,1655.3477,203.4531,4877.41,6
31835.99,1652,9.915966,15285,5,54.88281,1655.3477,202.9375,4877.926,6
31837.71,1653,10.0,15285,5,54.89062,1655.3477,219.793,4861.062,6
31836.07,1652,10.504202,15285,6,54.89062,1655.3516,215.7148,4865.137,6
32567.61,1652,9.983221,15253,5,54.89062,1655.3516,215.4922,4865.359,6
31837.78,1653,10.327456,15253,5,54.89062,1655.3516,212.0586,4868.793,6
31836.07,1652,10.142498,15253,4,54.89062,1655.3555,214.4609,4866.387,6
31837.94,1653,10.614996,15285,5,54.89844,1655.3555,220.7227,4860.117,6
31836.09,1651,10.217755,15285,4,54.89844,1655.3555,218.4375,4862.402,6
31835.91,1651,10.151007,15349,4,54.89844,1655.4805,210.3047,4870.41,6
31837.78,1652,10.168067,15317,5,54.89844,1655.4844,209.5547,4871.156,6
31836.03,1651,10.59714,15285,4,54.89844,1655.4844,211.9648,4868.746,6
31837.75,1652,9.815436,15285,10,54.90625,1655.4844,213.832,4866.871,6
31836.04,1651,10.472973,15285,4,54.91016,1655.4805,205.9453,4874.758,6
31836.04,1651,10.033445,15285,4,54.91016,1655.5,204.3008,4876.383,6
31837.74,1652,11.111111,15253,5,54.91016,1655.5,204.2812,4876.402,6
31836.04,1651,9.924306,15285,5,54.91016,1655.5039,203.6406,4877.039,6
31837.76,1652,10.075567,15285,5,54.91797,1655.4961,206.3555,4874.324,6
31836.04,1651,9.983221,15317,4,54.91797,1655.5156,205.5703,4875.09,6
31836.07,1651,11.083123,15317,4,54.91797,1655.5156,208.793,4871.867,6
31837.79,1652,9.991604,15317,5,54.91797,1655.5195,207.8867,4872.77,6
31836.09,1651,10.486577,15317,5,54.91797,1655.5195,202.4258,4878.23,6
31837.75,1652,9.882747,15349,5,54.92578,1655.5117,201.3047,4879.352,6
31836.03,1651,9.991604,15349,4,54.92578,1655.5195,196.1367,4884.512,6
31836.03,1651,10.234899,15349,4,54.92578,1655.5234,196.1367,4884.508,6
31837.74,1652,10.084034,15349,5,54.92578,1655.5234,186.4102,4894.234,6
31836.04,1651,9.891031,15349,4,54.92578,1655.5234,201.1797,4879.465,6
31835.89,1652,10.284281,15317,5,54.93359,1655.5273,203.9375,4876.695,6
31836.04,1651,10.813076,15317,4,54.9375,1655.5391,199.1797,4881.438,6
31835.98,1651,10.22632,15317,4,54.9375,1655.543,197.0977,4883.516,6
31837.71,1651,10.310142,15317,5,54.9375,1655.6055,199.5781,4880.973,6
31836.08,1650,10.460251,15317,5,54.9375,1655.6055,206.3828,4874.168,6
31837.8,1651,9.94152,15317,7,54.95312,1655.5898,204.6641,4875.887,6
31836.08,1650,10.142498,15285,4,54.96875,1655.6211,207.4922,4873.012,6
31836.08,1650,9.571788,15317,4,54.96875,1655.6094,206.5664,4873.949,6
32569.34,1651,10.075567,15317,6,54.96875,1655.6094,201.6445,4878.871,6
31836.08,1649,9.924306,15317,4,54.96875,1655.6094,197.6484,4882.867,6
31837.8,1650,10.151007,15349,5,54.96875,1655.6133,196.7891,4883.723,6
31836.11,1649,10.084034,15349,4,55.03125,1655.7422,195.7773,4884.543,6
31835.99,1649,10.00841,15349,4,55.03125,1655.8047,194.3008,4885.957,6
31837.8,1651,10.756303,15349,5,55.03125,1655.8086,188.6484,4891.605,6
31835.97,1650,10.00841,15349,10,55.03125,1655.8086,188.5898,4891.664,6
31837.7,1651,9.915966,15317,5,55.03906,1655.8008,195.0625,4885.191,6
31835.97,1650,9.882747,15349,4,55.03906,1655.8086,203.1055,4877.141,6
31835.97,1650,10.681245,15381,4,55.03906,1655.8125,202.6484,4877.594,6
31837.68,1650,10.092515,15349,6,55.03906,1655.8125,197.9219,4882.32,6
31835.97,1649,10.234899,15349,5,55.03906,1655.8125,204.8359,4875.406,6
31837.7,1650,9.915966,15349,5,55.04688,1655.8008,206.7188,4873.527,6
31835.97,1650,10.428932,15349,4,55.04688,1655.8047,204.9922,4875.25,6
31835.86,1650,9.991604,15349,4,55.04688,1655.8047,207.2031,4873.039,6
31837.6,1651,10.252101,15381,6,55.04688,1655.8047,207.8398,4872.402,6
31835.89,1650,9.756098,15349,4,55.0625,1655.8086,203.2344,4876.988,6
31840.67,1651,11.026936,15317,18,55.0625,1655.8086,204.5,4875.723,6
31838.95,1650,10.00841,15285,4,55.0625,1655.8125,202.6836,4877.535,6
31835.88,1650,9.747899,15285,4,55.0625,1655.8164,210.2305,4869.984,6
31837.59,1651,10.151007,15285,5,55.0625,1655.8164,209.4102,4870.805,6
31835.93,1650,10.411419,15285,4,55.07031,1655.8164,210.8398,4869.367,6
31837.65,1651,10.15953,15285,5,55.07031,1655.8164,206.4531,4873.754,6
31835.93,1650,10.243493,15285,4,55.07031,1655.8203,203.4336,4876.77,6
31835.88,1650,10.234899,15285,4,55.07031,1655.8203,203.6055,4876.598,6
31837.61,1651,10.00841,15285,7,55.07031,1655.8203,203.7656,4876.438,6
31835.92,1650,10.176619,15285,6,55.07812,1655.8203,203.2891,4876.906,6
31837.64,1651,9.823678,15253,5,55.07812,1655.8203,198.1484,4882.047,6
31835.92,1650,9.924306,15253,9,55.07812,1655.8242,199.0156,4881.176,6
31836.0,1650,10.623946,15285,4,55.07812,1655.8242,197.3672,4882.824,6
31837.71,1651,10.0,15317,5,55.07812,1655.8281,194.5234,4885.664,6
32567.55,1651,10.234899,15317,5,55.08594,1655.8281,197.9648,4882.215,6
31837.73,1651,9.831933,15317,5,55.08594,1655.8281,203.8008,4876.379,6
31836.01,1650,10.672269,15285,4,55.08594,1655.8281,203.6836,4876.496,6
31836.95,1653,10.234899,15285,5,55.08594,1655.832,205.6328,4874.543,6
31837.65,1651,10.344828,15317,5,55.08594,1655.832,203.3828,4876.793,6
31835.95,1650,9.815436,15317,4,55.09375,1655.832,202.7305,4877.438,6
31837.67,1651,9.991604,15317,10,55.09375,1655.832,203.7773,4876.391,6
31835.95,1650,10.411419,15317,4,55.09375,1655.832,196.043,4884.125,6
31835.95,1650,10.075567,15285,4,55.09375,1655.8359,195.4688,4884.695,6
31837.66,1651,10.521886,15285,5,55.09375,1655.8711,199.625,4880.504,6
31835.99,1650,10.579345,15253,5,55.10156,1655.875,196.543,4883.574,6
31841.99,1652,10.058676,15253,5,55.10156,1655.875,193.0742,4887.043,6
31840.14,1650,9.983221,15317,4,55.10156,1655.875,194.1055,4886.012,6
31840.03,1650,10.654362,15349,4,55.10156,1655.875,195.2305,4884.887,6
31839.22,1650,10.469012,15349,5,55.10156,1655.875,191.9883,4888.129,6
31837.38,1649,10.168067,15317,4,55.45703,1661.3359,184.1562,4890.145,6
31839.67,1650,10.663308,15285,6,55.97266,1662.9023,180.6016,4891.617,6
31902.25,1650,12.426532,15285,5,56.27344,1679.699,162.81641,4892.305,6
31838.4,1649,14.225589,15285,5,43.0,1802.559,219.8672,4725.668,6
31840.11,1650,18.53412,15317,6,43.07812,1803.574,191.3164,4753.125,6
31838.4,1649,18.36563,15349,5,43.07812,1803.801,194.1289,4750.086,6
31848.75,1691,13.124471,15285,7,43.64844,1806.496,181.9375,4759.012,6
31839.64,1651,16.28692,15317,8,50.08984,1810.805,153.37109,4776.828,6
31843.11,1652,15.195246,15381,6,45.80859,1898.648,177.2891,4669.348,6
31844.86,1653,10.632911,15381,9,21.90234,2086.543,198.9219,4483.727,6
31842.74,1655,12.20339,15381,7,18.72266,1946.121,367.9883,4458.262,6
31858.47,1656,28.69198,15349,5,19.13672,1949.191,310.4844,4512.281,6
32098.98,1773,16.071429,15413,6,21.39844,1951.684,320.1094,4497.902,6
31843.68,1658,16.751269,15349,5,22.17188,1976.199,315.2617,4477.461,6
31983.35,1661,12.647555,15413,6,23.01953,1993.98,294.4258,4479.668,6
31844.23,1659,15.838248,15349,6,23.1875,2056.816,241.082,4470.008,6
31842.52,1658,11.204718,15349,4,23.25781,2062.887,235.5156,4469.434,6
31844.25,1659,10.765349,15349,5,23.3125,2048.336,255.2852,4464.16,6
31839.21,1657,11.382799,15349,4,23.49219,2050.77,250.8555,4465.977,6
31839.25,1657,10.318792,15349,8,23.5,2050.812,248.875,4467.906,6
31840.95,1658,10.327456,15413,5,23.5,2050.941,245.8555,4470.797,6
31839.25,1657,10.15953,15381,4,23.63672,2050.941,243.7656,4472.75,6
31840.97,1658,10.10101,15381,5,23.63672,2050.945,242.0977,4474.414,6
31839.25,1657,10.942761,15317,4,23.64844,2050.945,239.332,4477.168,6
31839.25,1657,10.067114,15285,4,23.65625,2050.938,237.1172,4479.383,6
31840.96,1658,10.318792,15253,7,23.65625,2050.977,232.1484,4484.312,6
31839.19,1657,10.353535,15317,4,23.65625,2051.023,231.1602,4485.254,6
31842.2,1658,9.815436,15317,5,23.78516,2051.031,242.2812,4473.996,6
31840.42,1656,10.495382,15317,5,23.92188,2051.059,245.8594,4470.254,6
31840.45,1656,10.15953,15285,4,23.92969,2051.059,237.7344,4478.371,6
31842.16,1657,10.234899,15285,5,23.92969,2051.078,234.2773,4481.809,6
31843.53,1656,10.774411,15253,4,23.92969,2051.176,231.125,4484.863,6
31845.29,1657,10.260723,15285,5,23.9375,2051.172,236.7266,4479.258,6
31840.61,1656,10.672269,15285,4,23.94141,2051.711,225.7031,4489.738,6
31843.17,1657,21.27839,15317,4,23.94141,2051.711,218.0273,4497.414,6
31843.78,1658,10.513036,15317,9,23.94531,2052.43,213.0117,4501.707,6
31840.11,1657,10.00841,15317,4,23.94531,2052.59,223.5508,4491.008,6
32093.68,1658,10.393965,15349,20,23.94531,2052.59,222.3672,4492.191,6
31839.95,1656,10.579345,15381,4,23.96875,2052.594,219.3789,4495.152,6
31839.95,1657,9.840202,15381,4,23.96875,2052.594,224.8359,4489.695,6
32093.59,1658,10.243493,15317,8,23.96875,2052.594,222.9102,4491.621,6
31840.02,1657,10.016835,15285,4,23.96875,2052.594,210.7305,4503.801,6
31841.75,1658,10.075567,15285,5,23.99609,2052.594,215.9375,4498.566,6
31840.03,1657,10.151007,15285,4,23.99609,2052.594,216.5273,4497.977,6
31840.09,1657,10.681245,15285,4,23.99609,2052.598,210.1445,4504.355,6
31841.09,1660,10.084034,15317,6,23.99609,2052.598,206.957,4507.543,6
31840.09,1656,10.336134,15317,8,24.00391,2052.707,206.8867,4507.496,6
31841.82,1657,10.243493,15285,5,24.00391,2052.707,206.1602,4508.223,6
31839.95,1656,10.376569,15285,4,24.00391,2052.707,204.5742,4509.809,6
31838.23,1656,9.983221,15285,4,24.00391,2052.711,205.4219,4508.957,6
32092.21,1657,9.991604,15317,5,24.00391,2052.711,203.2969,4511.082,6
31838.65,1656,9.205021,15317,5,24.01172,2052.711,203.0859,4511.285,6
31840.38,1657,9.463987,15317,5,24.01172,2052.711,201.7305,4512.641,6
31838.65,1656,10.411419,15285,4,24.01172,2052.711,203.8438,4510.527,6
31838.65,1656,10.168067,15285,4,24.01172,2052.84,196.5781,4517.664,6
31844.45,1658,10.59714,15285,6,24.01562,2052.906,195.5234,4518.648,6
31842.75,1657,10.185185,15285,4,24.02344,2052.914,203.2227,4510.934,6
31844.48,1658,9.639564,15285,5,24.02344,2052.922,202.3672,4511.781,6
31842.79,1657,10.876897,15285,4,24.02344,2052.938,205.1836,4508.949,6
31838.64,1656,9.571788,15285,4,24.02344,2052.945,207.3008,4506.824,6
32092.29,1656,10.849453,15285,5,24.02344,2052.977,203.875,4510.219,6
31838.99,1656,9.723386,15285,5,24.03125,2052.988,202.1484,4511.926,6
31839.21,1656,10.075567,15253,5,24.03125,2052.996,212.3008,4501.766,6
31838.73,1655,10.15953,15253,4,24.03125,2052.996,211.8281,4502.238,6
31838.8,1655,10.15953,15221,4,24.04688,2052.988,216.8203,4497.238,6
31840.5,1656,9.647651,15285,5,24.04688,2053.004,211.2344,4502.809,6
31839.05,1655,10.084034,15317,4,24.04688,2053.008,209.1758,4504.863,6
32092.61,1656,10.075567,15317,5,24.04688,2053.023,212.0273,4501.996,6
31838.8,1655,11.176471,15317,5,24.05078,2053.031,210.4336,4503.578,6
31838.8,1656,9.848485,15317,4,24.42969,2053.328,209.582,4503.754,6
31840.32,1657,10.00841,15349,6,24.42969,2053.332,216.6992,4496.633,6
31838.81,1656,10.243493,15317,4,24.42969,2053.332,215.0,4498.332,6
31868.39,1656,10.168067,15317,4,24.46094,2053.328,210.4648,4502.84,6
31838.83,1656,10.402685,15317,4,24.46094,2053.344,211.1875,4502.102,6
31838.83,1656,10.0,15285,4,24.46094,2053.344,213.4727,4499.816,6
31838.83,1657,10.15953,15317,5,24.46094,2053.344,211.9766,4501.312,6
31838.84,1656,9.840202,15317,5,24.46094,2053.344,206.9375,4506.352,6
32092.2,1656,9.639564,15317,18,24.46875,2053.34,215.6133,4497.672,6
31887.42,1656,10.681245,15317,5,24.46875,2053.348,212.7773,4500.5,6
31838.84,1656,10.033727,15349,4,24.46875,2053.348,207.0078,4506.27,6
31838.91,1657,10.486577,15349,5,24.46875,2053.348,213.9844,4499.293,6
31838.91,1656,9.899329,15349,4,24.46875,2053.383,216.3359,4496.906,6
31868.48,1656,9.831933,15349,5,24.47656,2053.375,214.6133,4498.629,6
31838.91,1656,10.176619,15317,4,24.47656,2053.383,220.1953,4493.039,6
31838.94,1656,10.428932,15317,5,24.47656,2053.391,219.5273,4493.699,6
31840.93,1657,10.260723,15317,6,24.47656,2053.391,216.6289,4496.598,6
31838.95,1656,10.058676,15317,4,24.47656,2053.391,216.5352,4496.691,6
31838.95,1656,10.016835,15349,4,24.48438,2053.391,208.5547,4504.664,6
31838.8,1656,10.376569,15349,4,24.48438,2053.395,207.3008,4505.914,6
31838.8,1656,9.924306,15349,4,24.48438,2053.398,225.7031,4487.508,6
31840.79,1657,10.402685,15317,5,24.48438,2053.398,223.2422,4489.969,6
31834.87,1656,10.402685,15349,4,24.48438,2053.398,221.1328,4492.078,6
31834.94,1656,10.0,15317,4,24.48438,2053.402,225.6289,4487.578,6
31834.94,1656,9.848485,15317,4,24.49219,2053.395,214.1562,4499.051,6
31830.93,1656,9.739715,15285,4,24.49219,2053.531,215.2539,4497.816,6
31834.78,1660,10.336134,15317,7,24.49219,2053.531,206.1172,4506.953,6
31830.94,1656,10.075567,15317,4,24.49219,2053.531,203.7148,4509.355,6
31830.95,1656,10.38526,15349,19,24.49219,2053.531,204.0586,4509.012,6
31830.86,1656,10.284281,15317,4,24.5,2053.531,201.5,4511.562,6
31830.86,1657,10.0,15317,4,24.5,2053.531,199.6484,4513.414,6
31832.73,1658,10.350584,15285,6,24.5,2053.551,197.082,4515.961,6
31830.88,1657,9.966499,15285,5,24.5,2053.551,207.8242,4505.219,6
31830.88,1657,9.715243,15285,4,24.5,2053.551,205.7773,4507.266,6
31830.88,1657,9.563758,15285,4,24.50781,2053.594,200.4648,4512.527,6
31830.95,1657,10.411419,15285,4,24.50781,2053.598,199.3594,4513.629,6
31832.67,1658,10.075567,15285,5,24.50781,2053.605,202.9062,4510.074,6
31830.95,1657,10.067114,15285,4,24.50781,2053.605,201.8203,4511.16,6
31830.95,1657,9.823678,15285,4,24.51562,2053.602,197.6367,4515.34,6
31830.9,1657,10.92437,15285,4,24.51562,2053.609,195.7656,4517.203,6
32562.46,1658,9.907641,15253,5,24.51562,2053.609,194.5352,4518.434,6
31832.64,1658,9.671993,15253,5,24.51562,2053.609,195.0273,4517.941,6
31830.91,1657,10.050251,15317,4,24.51562,2053.621,193.8203,4519.137,6
31830.91,1657,9.93266,15349,4,24.53125,2053.605,198.3711,4514.586,6
31830.92,1657,10.495382,15317,4,24.54297,2053.691,199.2891,4513.57,6
31830.92,1657,9.823678,15317,4,24.54297,2053.691,189.3398,4523.52,6
31832.65,1658,10.084034,15349,6,24.54297,2053.723,194.4375,4518.391,6
31828.94,1657,10.606061,15317,4,24.54297,2053.723,199.9219,4512.906,6
31830.94,1657,9.747899,15317,17,24.54688,2053.742,202.1406,4510.664,6
31830.85,1657,11.083123,15381,4,24.55469,2053.742,195.9766,4516.82,6
31830.86,1657,9.571788,15413,4,24.55469,2053.742,197.1758,4515.621,6
32084.48,1658,10.774411,15413,5,24.55469,2053.742,199.375,4513.422,6
31830.86,1657,9.899329,15413,4,24.55469,2053.746,198.9062,4513.887,6
31830.86,1657,10.15953,15413,4,24.55469,2053.746,191.1562,4521.637,6
31830.87,1657,9.663866,15349,4,24.5625,2053.746,186.8906,4525.895,6
31830.87,1657,10.151007,15349,4,24.5625,2053.746,192.5469,4520.238,6
31830.87,1658,9.655751,15381,5,24.5625,2053.746,197.9727,4514.812,6
31830.87,1657,10.43771,15381,4,24.5625,2053.746,205.75,4507.035,6
31830.89,1657,9.907641,15349,4,24.5625,2053.75,200.2188,4512.562,6
31832.82,1658,10.756303,15381,5,24.57031,2053.75,197.3594,4515.414,6
31830.96,1657,10.588235,15317,4,24.57422,2053.766,197.125,4515.629,6
31832.97,1658,10.0,15317,6,24.58984,2053.75,199.5273,4513.227,6
31831.0,1657,10.402685,15317,4,24.58984,2053.766,197.418,4515.32,6
31832.88,1660,10.59714,15349,5,24.63281,2053.723,205.6328,4507.105,6
31832.98,1658,10.10952,15285,5,24.63281,2053.77,202.3281,4510.363,6
31831.01,1657,9.983221,15285,4,24.63281,2053.77,196.6055,4516.086,6
31832.86,1658,10.234899,15285,5,24.63281,2053.77,193.5547,4519.137,6
31831.01,1657,10.00841,15285,4,24.63281,2053.77,189.7344,4522.957,6
31831.01,1657,9.891031,15253,4,24.64062,2053.777,188.2617,4524.414,6
31832.57,1658,10.765349,15317,5,24.64062,2053.777,186.043,4526.633,6
31830.89,1657,9.899329,15317,4,24.64062,2053.777,186.9609,4525.715,6
32564.16,1658,10.084034,15317,6,24.64062,2053.902,187.7617,4524.789,6
