gesture_recognition_mem.committed_Committed_AS,gesture_recognition_system.active_processes_active,gesture_recognition_system.cpu_user,gesture_recognition_system.file_nr_used_used,gesture_recognition_system.processes_running,gesture_recognition_system.ram_buffers,gesture_recognition_system.ram_cached,gesture_recognition_system.ram_free,gesture_recognition_system.ram_used,Target
29352.56,1620,18.10345,14944,6,47.10156,1503.9297,590.7578,4649.305,5
29353.25,1620,13.967438,14944,3,47.10156,1503.9414,567.2109,4672.84,5
29641.24,1621,23.35891,15008,5,47.10156,1503.9531,538.457,4701.582,5
29353.25,1620,27.4359,14944,5,47.11328,1504.0547,506.4141,4733.512,5
29359.38,1620,18.79828,14944,4,47.12891,1504.0547,533.2344,4706.676,5
29612.41,1621,20.44674,14944,11,47.12891,1504.0586,543.9766,4695.93,5
29359.37,1621,11.864407,14944,5,47.12891,1504.0586,545.293,4694.613,5
29359.4,1621,10.076207,14912,4,47.12891,1504.0664,574.7539,4665.145,5
29362.28,1622,15.619694,14944,4,47.12891,1504.1562,550.5625,4689.246,5
29362.09,1621,16.751269,14912,5,47.14453,1504.1719,568.1445,4671.633,5
29362.09,1622,12.753378,14880,4,47.14453,1504.1719,568.3789,4671.398,5
29354.33,1622,12.286689,14880,4,47.14453,1504.3008,568.6094,4671.039,5
29352.36,1621,12.277731,14912,5,47.14453,1504.3008,560.3359,4679.312,5
29376.04,1621,13.47936,14976,5,47.14453,1504.3086,561.7656,4677.875,5
29380.59,1620,34.72696,14944,10,47.16016,1504.3047,537.9648,4701.664,5
29350.96,1620,22.82333,14944,5,47.16016,1504.7891,541.7734,4697.371,5
29350.79,1620,13.169074,14944,4,47.16016,1504.8828,594.6289,4644.422,5
29352.93,1621,11.64557,14944,4,47.16016,1504.8828,589.6172,4649.434,5
28713.54,1613,13.90059,14912,14,47.16016,1504.8867,566.6055,4672.441,5
28677.88,1610,19.10774,14944,21,47.16797,1504.8906,591.832,4647.203,5
29355.52,1621,25.12733,15008,6,47.19141,1504.8945,560.0195,4678.988,5
29357.3,1620,16.568047,15008,7,47.19141,1504.9141,581.6797,4657.309,5
29365.09,1621,14.611486,15040,6,47.19141,1504.918,561.0703,4677.914,5
29365.97,1623,27.3497,14976,7,47.19922,1504.9375,531.2109,4707.746,5
29352.72,1620,27.97971,14976,18,47.19922,1505.0352,548.0664,4690.793,5
29356.22,1620,25.88832,14944,5,47.19922,1505.0391,570.1289,4668.727,5
29362.08,1621,17.54685,15008,6,47.19922,1505.0547,551.4102,4687.43,5
29358.37,1620,23.37884,14976,5,47.21875,1505.0703,584.2109,4654.594,5
29355.37,1620,21.21471,15008,8,47.21875,1505.0742,583.6836,4655.117,5
29608.37,1620,12.735043,15040,3,47.21875,1505.0742,602.9336,4635.867,5
29355.38,1621,12.253642,15040,4,47.23047,1505.0781,582.5391,4656.246,5
29355.38,1620,12.63877,15040,3,47.25391,1505.0664,592.4688,4646.305,5
30081.8,1622,12.040991,15040,16,47.25391,1505.0547,592.3008,4646.484,5
29358.01,1620,19.93186,15008,19,47.26172,1505.0664,554.4375,4684.328,5
29358.89,1620,22.5724,15072,5,47.26172,1505.0742,571.0273,4667.73,5
29600.45,1621,13.401187,15008,5,47.26172,1505.0781,563.0938,4675.66,5
29347.56,1620,20.66046,14976,7,47.26172,1505.0781,584.5859,4654.168,5
29348.71,1620,13.935811,15008,5,47.26172,1505.0781,580.582,4658.172,5
29605.68,1622,13.86306,15008,4,47.26953,1505.082,572.8945,4665.848,5
29384.88,1621,16.397621,14976,7,47.27734,1505.25,546.6836,4691.883,5
29348.79,1620,16.638514,14944,6,47.27734,1505.2578,567.4961,4671.062,5
29369.75,1623,14.225589,14976,4,47.29297,1505.2578,558.293,4680.25,5
29348.86,1622,23.14189,14976,8,47.30078,1505.2773,551.3398,4687.176,5
29350.48,1624,12.238055,14976,5,47.32422,1505.3359,573.6133,4664.82,5
29348.61,1621,15.488215,14944,5,47.32422,1505.3359,555.7695,4682.664,5
29348.62,1621,13.769941,14944,4,47.32422,1505.3398,582.3906,4656.039,5
29353.34,1625,13.914501,14976,17,47.32422,1505.3398,590.6094,4647.82,5
29356.47,1625,23.63331,14976,17,47.35547,1507.7656,567.957,4668.016,5
29353.41,1627,14.297729,15008,4,47.375,1507.7734,561.5938,4674.352,5
29347.21,1629,14.715719,14976,6,47.37891,1507.9141,584.9023,4650.898,5
29350.52,1629,14.814815,14976,4,47.37891,1507.9141,565.3594,4670.441,5
29343.35,1629,13.732098,14976,4,47.39453,1508.0391,561.4062,4674.254,5
29347.03,1630,16.441821,14976,5,47.39453,1508.0547,569.7383,4665.906,5
29347.23,1630,25.44529,15008,4,47.39453,1508.0742,559.5664,4676.059,5
28674.2,1621,23.23404,14976,4,47.40234,1508.0977,564.7188,4670.875,5
28676.84,1621,18.08874,15008,5,47.41016,1508.1055,586.2109,4649.367,5
28766.21,1621,12.872975,14944,4,47.41016,1508.1055,585.707,4649.871,5
28668.26,1621,12.93617,14976,5,47.41797,1508.1055,591.0781,4644.492,5
28667.04,1620,12.903226,14944,5,47.41797,1508.1055,595.2695,4640.301,5
28672.82,1620,12.542373,14880,4,47.41797,1508.1094,602.7188,4632.848,5
28674.97,1621,13.458262,14912,5,47.41797,1508.1094,579.1211,4656.445,5
28673.2,1620,20.25424,14880,4,47.41797,1508.1094,587.6211,4647.945,5
28676.71,1620,16.271186,14880,7,47.42969,1508.1094,609.332,4626.223,5
28677.93,1620,11.749789,14912,5,47.4375,1508.1133,594.8984,4640.645,5
28711.35,1622,15.325995,15008,7,47.45312,1508.1445,589.082,4646.414,5
28682.82,1621,20.47377,14976,7,47.46094,1508.2422,544.8125,4690.578,5
28683.09,1621,22.8474,15008,7,47.46094,1508.2461,575.1914,4660.195,5
28678.72,1618,31.31399,14976,6,47.46094,1508.2539,561.2617,4674.117,5
28678.75,1617,16.115352,15008,7,47.46094,1508.3242,584.8672,4650.441,5
28678.76,1617,13.1822,14976,4,47.59766,1508.3398,581.5977,4653.559,5
28678.76,1615,10.933558,14976,4,47.60547,1508.3398,603.4453,4631.703,5
28683.71,1615,11.596639,14976,6,47.60547,1508.3398,590.7461,4644.402,5
28683.71,1615,15.23569,14944,6,47.60547,1508.3398,578.4492,4656.699,5
28683.79,1615,20.49111,14944,4,47.61328,1508.3633,578.1836,4656.934,5
28683.77,1615,19.27913,14944,5,47.61328,1508.3633,598.5664,4636.551,5
28683.77,1615,12.846348,15008,3,47.61328,1508.3633,597.6523,4637.465,5
28685.57,1616,14.58508,14944,10,47.61328,1508.3633,618.5117,4616.605,5
28683.87,1615,12.742616,14976,6,47.62109,1508.3555,628.6094,4606.508,5
28683.87,1615,17.83011,14976,4,47.62109,1508.3594,601.3984,4633.715,5
28691.12,1616,12.984823,14944,5,47.62109,1508.3633,598.8633,4636.246,5
28680.79,1615,12.647555,14912,5,47.62109,1508.3633,599.5156,4635.594,5
28681.71,1614,13.095238,14912,4,47.62109,1508.3633,581.0273,4654.082,5
28669.41,1613,13.787234,14912,4,47.62891,1508.3633,605.9805,4629.121,5
28669.41,1613,13.570823,14944,4,47.62891,1508.3672,618.1523,4616.945,5
28669.42,1613,12.851064,14944,5,47.62891,1508.3672,622.1445,4612.953,5
28669.42,1613,13.039797,14912,5,47.62891,1508.3672,629.125,4605.973,5
28669.5,1613,11.685013,14912,6,47.62891,1508.3672,628.5039,4606.594,5
28680.59,1614,17.63203,14880,5,47.63672,1508.3789,616.6953,4618.383,5
28674.95,1614,23.02464,14816,5,47.64844,1508.3867,583.4141,4651.645,5
28673.35,1614,24.00339,14848,5,47.64844,1508.3906,593.1445,4641.91,5
28672.59,1614,17.0068,14848,11,47.64844,1508.5664,600.2578,4634.621,5
29354.38,1626,12.615643,14944,8,47.66406,1508.5586,612.582,4622.289,5
29357.56,1628,19.30272,14944,6,47.67188,1508.6055,575.7578,4659.059,5
29352.41,1624,19.71113,14880,25,47.67969,1508.6211,558.3789,4676.414,5
29351.99,1625,15.351993,14880,5,47.67969,1508.6289,564.7344,4670.051,5
29348.99,1625,10.43771,14912,5,47.67969,1508.6289,575.457,4659.328,5
29354.35,1624,11.064543,14944,4,47.67969,1508.6289,591.7422,4643.043,5
29371.39,1626,23.3165,14944,4,47.67969,1508.6328,582.5586,4652.223,5
29354.71,1624,22.00675,14912,9,47.6875,1508.6602,568.1953,4666.551,5
29356.12,1625,17.20067,14944,6,47.69531,1508.6641,559.7031,4675.031,5
29358.74,1625,16.134454,14976,4,47.69531,1508.6641,575.8633,4658.871,5
29358.31,1625,17.47899,14976,4,47.70312,1508.6758,585.2539,4649.461,5
29353.56,1625,13.204373,14912,3,47.72656,1508.6523,587.0898,4647.625,5
29351.4,1626,21.30872,14944,5,47.75,1508.6914,584.1289,4650.523,5
29349.51,1624,20.89301,14976,6,47.75781,1508.707,614.5977,4620.031,5
29364.74,1624,17.73649,15008,16,47.75781,1508.7578,597.9297,4636.648,5
29368.25,1624,26.24473,15040,6,47.75781,1508.7773,582.582,4651.977,5
29367.85,1624,12.331081,15072,4,47.75781,1508.7812,602.6562,4631.898,5
30090.25,1626,11.384877,15040,6,47.75781,1508.7812,580.2422,4654.312,5
29362.62,1625,18.37607,14976,6,47.78125,1508.793,567.8711,4666.648,5
29359.95,1625,23.80137,14944,5,47.78516,1508.8047,553.0703,4681.434,5
29360.14,1625,36.38699,14944,27,47.78516,1508.8203,549.1797,4685.309,5
29359.79,1626,27.63045,14976,7,47.78906,1508.8359,574.918,4659.551,5
29355.08,1625,16.09589,14976,5,47.8125,1508.8398,577.0742,4657.367,5
29359.22,1626,14.480409,15008,4,47.8125,1508.8398,554.0898,4680.352,5
29699.36,1632,23.14261,15008,6,47.83203,1508.8789,556.4844,4677.898,5
29359.83,1625,22.8988,14976,7,47.84766,1508.8711,547.918,4686.457,5
29359.86,1625,18.39179,14976,4,47.85547,1508.8711,580.7344,4653.633,5
29612.97,1625,12.93617,14944,6,47.87109,1508.875,571.6992,4662.648,5
29359.99,1624,25.31753,14976,23,47.87891,1508.8984,569.9023,4664.414,5
29362.12,1624,27.82534,14976,5,47.89844,1508.8906,591.2734,4643.031,5
29366.35,1625,18.21277,14976,4,47.89844,1508.8906,594.1172,4640.188,5
29367.81,1624,14.540816,15008,8,47.90625,1508.8945,565.4688,4668.824,5
29367.98,1623,18.3432,15008,5,47.91406,1508.9219,560.2539,4674.004,5
29617.15,1624,30.86735,15040,8,47.92969,1508.9531,529.6953,4704.516,5
29364.17,1623,32.0643,15040,7,47.92969,1508.9648,563.3516,4670.848,5
29362.96,1623,13.839662,15040,4,47.9375,1508.957,562.707,4671.492,5
30122.7,1626,16.414141,15008,5,47.9375,1509.1055,549.6406,4684.41,5
29356.42,1623,24.07718,14976,10,47.94922,1509.125,495.8203,4738.199,5
29356.37,1623,32.40271,14944,6,47.95703,1509.1367,527.957,4706.043,5
29357.84,1625,20.13536,14976,5,47.95703,1509.1484,514.4648,4719.523,5
29356.11,1625,18.3277,15008,5,47.95703,1509.1484,520.1875,4713.801,5
29356.17,1624,14.576271,15008,3,47.97266,1509.1445,569.9766,4664.0,5
29604.49,1624,11.139241,15008,18,47.97266,1509.1367,563.625,4670.359,5
29369.51,1625,11.908784,15008,18,47.97266,1509.1367,558.3477,4675.637,5
29390.49,1625,18.18182,15040,5,47.98047,1509.1562,546.9688,4686.988,5
29355.2,1624,28.66894,14976,7,47.98047,1509.1602,520.7305,4713.223,5
29355.46,1624,32.36052,14976,5,47.98047,1509.4727,543.1641,4690.477,5
29355.57,1624,17.89384,14976,5,47.98047,1509.4727,555.7422,4677.898,5
29357.3,1627,12.105712,14976,8,47.98828,1509.4766,555.8945,4677.734,5
29355.57,1624,12.892282,14976,5,47.98828,1509.4766,561.9727,4671.656,5
29348.21,1627,11.749789,14944,4,47.98828,1509.4766,569.1953,4664.434,5
29608.04,1625,12.711864,15008,5,47.98828,1509.4766,577.4805,4656.148,5
29354.91,1624,23.65957,14976,6,47.98828,1509.4961,546.9375,4686.672,5
29354.91,1624,26.29347,14976,5,48.00781,1509.5156,567.5977,4665.973,5
29356.63,1625,17.17687,14976,3,48.00781,1509.5234,592.5781,4640.984,5
29354.81,1624,16.69506,14976,5,48.00781,1509.5234,573.6836,4659.879,5
29354.82,1624,14.261315,14976,15,48.00781,1509.5273,571.3164,4662.242,5
29355.45,1625,9.59596,14976,17,48.00781,1509.5273,596.3359,4637.223,5
29353.75,1624,13.344595,14944,6,48.00781,1509.5391,570.5469,4663.0,5
29354.5,1625,14.911542,14944,6,48.02344,1509.5469,583.8594,4649.664,5
30085.7,1628,20.40644,14944,11,48.02734,1509.5586,545.2734,4688.234,5
29359.42,1625,30.28765,14944,9,48.05078,1509.5664,550.0977,4683.379,5
28685.87,1615,19.62775,14944,4,48.05469,1509.582,557.7812,4675.676,5
28687.68,1616,12.829227,14944,8,48.05469,1509.5859,606.1797,4627.273,5
28716.35,1616,17.01769,14976,9,48.27734,1509.6836,557.1328,4676.0,5
28685.68,1615,26.07959,14944,7,48.28906,1509.707,524.9961,4708.102,5
28895.03,1615,33.84224,14912,5,48.41406,1509.7266,565.5547,4667.398,5
28685.89,1615,18.12024,14912,5,48.41406,1509.7266,604.957,4627.996,5
28685.91,1615,14.525609,14912,4,48.41406,1509.7266,586.0469,4646.906,5
28716.98,1617,20.0,14976,5,48.41406,1509.7461,579.6367,4653.297,5
28685.97,1615,26.51515,14976,6,48.45312,1509.7617,565.0469,4667.832,5
28686.02,1615,12.319456,14976,3,48.45312,1509.7617,555.8242,4677.055,5
28686.04,1616,11.955594,14976,7,48.48438,1509.7852,566.75,4666.074,5
28683.41,1615,17.06485,14912,8,48.5,1509.8086,548.3242,4684.461,5
28684.38,1615,22.5945,14944,10,48.5,1509.8125,551.1797,4681.602,5
28686.11,1616,30.65068,14976,6,48.5,1509.9492,563.8867,4668.758,5
28690.76,1615,13.87234,14976,5,48.5,1509.957,556.2148,4676.422,5
28782.09,1621,18.27498,15008,7,48.51172,1509.9766,532.5977,4700.008,5
28687.7,1615,18.25939,14944,10,48.51172,1509.9844,552.7734,4679.824,5
28677.91,1615,11.336717,14944,8,48.51172,1509.9883,581.8164,4650.777,5
28687.7,1615,9.974641,14912,10,48.54297,1509.9883,596.5625,4636.0,5
28687.7,1616,11.939035,14912,8,48.54297,1509.9883,578.6172,4653.945,5
28687.7,1615,13.994911,14912,8,48.54297,1509.9883,602.1719,4630.391,5
28669.88,1615,12.5,14880,7,48.54297,1509.9922,607.1133,4625.445,5
28935.91,1616,14.431239,14848,9,48.55078,1510.0,618.7109,4613.832,5
28682.94,1616,14.650767,14880,6,48.55078,1510.0,586.1133,4646.43,5
28682.94,1615,16.568047,14976,23,48.55859,1510.0078,560.6172,4671.91,5
28690.31,1616,20.38917,14976,9,48.55859,1510.0156,530.5781,4701.941,5
28692.99,1615,21.92243,14976,9,48.55859,1510.1914,534.2891,4698.055,5
28695.86,1615,18.81857,14944,8,48.56641,1510.2188,566.2109,4666.098,5
28698.46,1616,16.554054,14944,6,48.56641,1510.2188,570.1328,4662.176,5
28718.62,1616,21.22483,14912,6,48.58984,1510.207,545.418,4686.879,5
28703.61,1615,21.18143,14976,6,48.59766,1510.2109,522.793,4709.492,5
28713.58,1616,29.35702,14880,5,48.62891,1510.2148,527.2188,4705.031,5
28699.75,1615,28.38983,14976,5,48.62891,1510.2188,520.543,4711.703,5
28699.9,1615,18.08149,14976,4,48.62891,1510.2188,568.625,4663.621,5
28953.11,1616,13.632515,14944,4,48.62891,1510.2227,536.0625,4696.18,5
29376.79,1627,19.221,14976,6,48.63672,1510.2422,532.1758,4700.039,5
29372.28,1625,21.24044,14976,5,48.65234,1510.2695,519.5898,4712.582,5
29403.79,1627,16.83761,15008,5,48.65234,1510.2852,525.3438,4706.812,5
29369.23,1625,25.38593,14976,13,48.66016,1510.2969,486.7148,4745.422,5
29368.86,1625,27.63045,14976,13,48.66016,1510.3047,512.2344,4719.895,5
29367.59,1626,12.232678,14944,5,48.66016,1510.3086,513.9883,4718.137,5
29372.22,1630,16.80887,14944,7,48.66797,1510.3242,519.6172,4712.484,5
29370.36,1627,19.52259,14944,6,48.66797,1510.332,495.9453,4736.148,5
29368.95,1628,14.164546,14944,4,48.66797,1510.332,507.7539,4724.34,5
29363.12,1627,12.785775,14944,5,48.66797,1510.332,496.6797,4735.414,5
30122.31,1630,15.423729,14944,4,48.66797,1510.3477,505.7109,4726.367,5
29362.75,1627,25.08475,15008,8,48.69922,1510.3516,516.4727,4715.57,5
29362.76,1628,14.817951,15008,4,48.69922,1510.3555,517.6875,4714.352,5
29375.07,1624,18.8823,15008,7,48.70703,1510.3672,514.8633,4717.156,5
29363.9,1623,20.21997,15040,5,48.70703,1510.3711,527.7188,4704.297,5
29364.15,1623,14.924115,15040,5,48.70703,1510.5,520.5547,4711.332,5
29367.35,1623,14.069082,14976,8,48.70703,1510.5,543.5898,4688.297,5
29369.48,1623,26.4631,14976,9,48.71484,1510.5195,549.2539,4682.605,5
29372.09,1623,15.979815,14976,10,48.71484,1510.5195,541.2148,4690.645,5
29360.83,1623,13.781513,14976,4,48.71484,1510.5195,539.3711,4692.488,5
29361.02,1623,20.2862,15008,5,48.71484,1510.5312,546.0664,4685.781,5
29365.42,1623,19.69569,15008,5,48.72266,1510.5391,521.8047,4710.027,5
29365.54,1622,24.36975,14976,4,48.72266,1510.5508,500.8008,4731.02,5
29365.54,1622,22.31544,14976,6,48.72266,1510.5508,514.3438,4717.477,5
29371.58,1624,13.333333,15008,13,48.72266,1510.5586,524.3281,4707.484,5
29370.16,1623,13.586498,15008,5,48.72266,1510.5625,508.6445,4723.164,5
29372.1,1623,18.17413,14976,7,48.73438,1510.582,515.125,4716.652,5
29372.68,1624,16.737109,15008,4,48.74219,1510.5977,508.4062,4723.348,5
29364.96,1622,13.293819,15008,5,48.74219,1510.5977,521.25,4710.504,5
29361.97,1622,23.40426,14976,4,48.75,1510.625,541.1562,4690.562,5
29363.28,1623,12.765957,14976,4,48.76562,1510.625,568.3047,4663.398,5
29362.66,1622,15.726496,14976,14,48.77344,1510.6211,550.7305,4680.969,5
29363.55,1622,14.638298,14976,10,48.78125,1510.6211,558.0781,4673.613,5
29364.03,1622,12.246622,14976,4,48.78125,1510.6211,557.4023,4674.289,5
29364.03,1622,16.129032,14976,4,48.78125,1510.6328,541.3945,4690.285,5
29364.14,1622,14.578005,14976,4,48.82031,1510.6602,564.4688,4667.145,5
29368.03,1624,13.050847,14976,4,48.82812,1510.6641,545.0508,4686.551,5
29363.97,1621,23.15522,15008,5,48.84375,1510.6641,545.2148,4686.371,5
29365.42,1621,16.624258,15040,4,48.84375,1510.6758,567.5664,4664.008,5
29520.81,1633,14.650767,15008,4,48.84375,1510.6797,574.2891,4657.281,5
29368.52,1621,11.724724,14944,7,48.84375,1510.6797,535.6133,4695.957,5
29357.42,1621,15.182358,14976,6,48.85156,1510.6914,548.8711,4682.68,5
29397.99,1622,16.257409,14976,3,48.85156,1510.6992,547.0273,4684.516,5
29362.85,1621,12.184874,14944,7,48.85156,1510.7031,548.3633,4683.176,5
29362.91,1621,25.0,14944,8,48.85156,1510.7227,538.4062,4693.113,5
29362.91,1621,16.483516,14944,4,48.85156,1510.7344,559.1641,4672.344,5
29364.64,1622,11.354079,14912,17,48.85938,1510.7578,537.3555,4694.121,5
29362.96,1621,8.999159,14944,5,48.86719,1510.7617,559.6484,4671.816,5
29358.66,1622,10.075567,14976,4,48.86719,1510.7617,552.2031,4679.262,5
29360.57,1622,14.045416,14944,4,48.86719,1510.7617,555.2734,4676.191,5
29358.73,1621,12.837838,14976,8,48.86719,1510.7617,555.9648,4675.5,5
29358.77,1621,10.663308,14944,5,48.86719,1510.7656,553.8242,4677.637,5
29369.96,1623,12.922297,14976,4,48.875,1510.7695,536.6914,4694.758,5
29358.85,1621,17.41336,14944,7,48.88281,1510.7891,523.0234,4708.398,5
29375.43,1624,14.069082,14944,4,48.88281,1510.8711,523.6055,4707.734,5
29377.04,1626,11.214953,14976,4,48.88281,1510.9961,519.7695,4711.445,5
28693.85,1613,8.843537,15008,6,48.89844,1511.0039,520.4883,4710.703,5
28727.3,1614,19.67632,15040,4,48.89844,1511.0156,526.3047,4704.875,5
28693.8,1613,18.99059,15040,10,48.91016,1511.0234,521.6562,4709.504,5
28693.98,1613,13.338997,15008,3,48.91016,1511.0273,525.5195,4705.637,5
28693.99,1613,11.904762,14944,16,48.91016,1511.0273,514.2305,4716.926,5
28694.75,1613,11.233108,14912,4,48.91016,1511.0312,540.9688,4690.184,5
28706.31,1614,22.88136,14912,8,48.91016,1511.0391,536.0977,4695.047,5
28701.79,1613,19.82979,14944,6,48.92578,1511.0469,531.8477,4699.273,5
28710.54,1616,14.213198,14944,6,48.92578,1511.0508,529.5312,4701.586,5
28731.36,1615,17.44681,14976,7,48.92578,1511.0625,530.8945,4700.211,5
28710.08,1614,20.08475,14912,8,48.93359,1511.0742,508.3555,4722.73,5
28698.31,1614,13.670886,14912,8,48.93359,1511.0742,525.2266,4705.859,5
28696.07,1613,17.86913,14976,5,48.93359,1511.0742,537.8398,4693.246,5
28697.77,1614,12.174643,15008,4,48.93359,1511.0742,527.5586,4703.527,5
28700.61,1613,16.624473,15008,5,48.94141,1511.0898,548.8477,4682.215,5
28698.84,1612,21.77966,15040,5,48.94141,1511.0938,537.9961,4693.062,5
28698.84,1612,11.336717,15008,5,48.94141,1511.0938,544.4492,4686.609,5
28698.91,1612,12.310287,15008,3,48.94141,1511.0977,538.0703,4692.984,5
28698.91,1612,22.55068,15008,16,48.94922,1511.1172,522.9453,4708.082,5
28697.15,1612,16.357504,14976,16,48.94922,1511.1172,541.0977,4689.93,5
28697.15,1612,13.087248,14944,5,48.94922,1511.1172,516.8359,4714.191,5
28697.16,1612,17.29958,14944,4,48.95703,1511.2578,524.0781,4706.801,5
29491.34,1614,12.900506,14944,6,48.95703,1511.2578,523.1758,4707.703,5
28697.26,1611,16.316232,14944,7,48.95703,1511.2578,545.8984,4684.98,5
28940.05,1611,11.327134,14944,4,48.95703,1511.2578,556.7188,4674.16,5
28692.79,1611,10.0,14944,8,48.95703,1511.2578,551.957,4678.922,5
28692.79,1611,16.666667,14976,7,48.97266,1511.2891,547.9492,4682.883,5
28695.61,1613,13.667233,14912,4,48.97266,1511.2773,560.5078,4670.336,5
28694.21,1614,16.112532,14944,11,48.98047,1511.2891,556.2461,4674.578,5
28694.21,1612,25.8312,14944,5,48.98438,1511.3008,522.1562,4708.652,5
28947.2,1613,11.411665,14944,7,49.0,1511.3008,541.3984,4689.395,5
28694.23,1612,15.843271,14912,8,49.00781,1511.3164,529.2578,4701.512,5
28694.0,1612,16.751701,14912,4,49.00781,1511.3281,532.6484,4698.109,5
28695.72,1613,12.755102,14976,4,49.00781,1511.3281,531.8633,4698.895,5
28694.04,1612,12.118644,14944,5,49.00781,1511.3281,531.1719,4699.586,5
28691.85,1612,8.930076,14944,4,49.00781,1511.3281,526.6562,4704.102,5
28692.98,1612,16.229924,14976,4,49.01172,1511.3281,553.9727,4676.781,5
28692.98,1612,15.802889,14976,4,49.02344,1511.3477,526.3633,4704.359,5
28693.04,1612,15.736041,14912,4,49.02344,1511.3516,534.5742,4696.145,5
28693.99,1612,11.962932,14912,4,49.04688,1511.4766,547.6406,4682.93,5
28712.41,1613,15.12605,14912,5,49.05469,1511.4883,532.5938,4697.957,5
28698.5,1613,32.09459,14912,6,49.0625,1511.4961,543.3281,4687.207,5
28789.78,1618,18.71838,14880,4,49.0625,1511.4961,556.9609,4673.574,5
28702.03,1612,10.370995,14976,5,49.0625,1511.5,570.7305,4659.801,5
28704.27,1615,17.78154,14976,3,49.0625,1511.5,558.3516,4672.18,5
28697.52,1613,15.749365,15008,6,49.0625,1511.5,528.7109,4701.82,5
28697.65,1612,25.67114,15008,8,49.07031,1511.5156,528.5703,4701.938,5
28696.43,1611,19.05565,15008,5,49.07031,1511.5156,537.4414,4693.066,5
28696.43,1612,15.138772,14976,4,49.07031,1511.5156,560.582,4669.926,5
28695.21,1612,12.595097,14976,10,49.07031,1511.5195,566.5547,4663.949,5
28695.21,1612,14.382979,14944,6,49.07031,1511.5195,533.8984,4696.605,5
28690.09,1612,9.375,14880,4,49.08594,1511.5234,563.2539,4667.23,5
28689.97,1612,11.894647,14848,5,49.08594,1511.5273,539.9688,4690.512,5
28691.84,1614,8.361775,14880,4,49.08594,1511.5273,567.2891,4663.191,5
28691.38,1612,15.749365,14880,4,49.08594,1511.5312,558.043,4672.434,5
28693.17,1613,10.391823,14880,4,49.08594,1511.6562,536.3594,4693.992,5
28693.52,1612,8.773424,14848,5,49.09375,1511.6562,567.7539,4662.59,5
28702.98,1613,17.9661,14944,4,49.09375,1511.6562,549.9141,4680.43,5
28701.57,1614,15.470085,14912,3,49.09375,1511.6797,527.5039,4702.816,5
28701.75,1613,12.733447,14944,5,49.10156,1511.6836,535.4844,4694.824,5
29425.04,1621,15.012723,14944,5,49.14453,1511.8125,512.5352,4717.602,5
28729.57,1614,21.49533,14944,24,49.14453,1511.8281,482.7773,4747.344,5
28701.76,1613,14.529915,14944,7,49.14453,1511.8281,504.1211,4726.0,5
28697.53,1611,12.07483,15008,8,49.14453,1511.8281,511.9062,4718.215,5
28697.54,1611,24.55546,14976,11,49.14453,1511.8398,466.7891,4763.32,5
28697.54,1612,15.659574,14976,4,49.15234,1511.8438,507.5742,4722.523,5
28705.17,1611,9.359191,14976,5,49.15234,1511.8477,506.7578,4723.336,5
28777.18,1614,11.878686,14944,7,49.15234,1511.8516,495.6758,4734.414,5
28705.71,1611,21.94915,15040,9,49.16406,1511.8711,461.5312,4768.527,5
28705.69,1611,27.54237,15040,7,49.16406,1511.8711,480.0703,4749.988,5
28709.13,1611,24.53626,14976,16,49.16406,1511.8828,480.3242,4749.723,5
28709.13,1611,23.88562,14944,4,49.16406,1511.8828,480.0625,4749.984,5
28705.51,1611,13.998324,14944,7,49.16406,1511.8828,480.7383,4749.309,5
28707.26,1612,15.878378,14944,3,49.17188,1511.8867,503.2773,4726.758,5
28695.75,1611,8.074012,14912,5,49.17188,1511.8867,518.5664,4711.469,5
28697.71,1611,9.052453,14880,6,49.17188,1511.8906,524.7266,4705.305,5
28704.32,1611,12.351946,14912,13,49.17188,1512.0195,514.75,4715.152,5
28704.32,1611,23.08998,14912,11,49.18359,1512.0547,492.4609,4737.395,5
28713.17,1611,20.34043,14912,4,49.18359,1512.0586,496.418,4733.434,5
28714.1,1611,29.2517,14944,5,49.18359,1512.0664,508.2852,4721.559,5
28714.1,1611,20.787,14912,5,49.19531,1512.0859,488.9297,4740.883,5
28700.92,1611,17.59657,14912,4,49.19531,1512.0859,512.5547,4717.258,5
28700.83,1611,14.16309,14976,4,49.19531,1512.0859,500.5508,4729.262,5
28700.85,1611,9.787234,14944,4,49.19531,1512.0859,527.8008,4702.012,5
28700.71,1611,13.663535,14976,5,49.21875,1512.0898,528.957,4700.828,5
28700.72,1611,11.489362,14976,4,49.22656,1512.0938,521.1914,4708.582,5
28700.79,1611,10.668925,14944,4,49.22656,1512.0977,539.4336,4690.336,5
28699.64,1610,10.95198,14944,3,49.22656,1512.1094,541.5469,4688.211,5
28699.67,1610,9.50764,14944,3,49.25,1512.1133,541.5977,4688.133,5
28695.92,1611,8.87574,14912,3,49.25,1512.1016,532.6406,4697.102,5
28695.92,1610,8.144416,14912,11,49.25,1512.1016,527.1641,4702.578,5
28695.92,1610,7.885906,14912,16,49.25,1512.1016,534.7852,4694.957,5
28695.28,1610,8.961473999999999,14944,4,49.25,1512.1055,550.168,4679.57,5
28695.64,1611,10.402685,14944,4,49.25,1512.1211,532.0117,4697.711,5
28695.68,1610,10.033445,14976,5,49.25781,1512.1211,538.457,4691.258,5
