gesture_recognition_mem.committed_Committed_AS,gesture_recognition_system.active_processes_active,gesture_recognition_system.cpu_user,gesture_recognition_system.file_nr_used_used,gesture_recognition_system.processes_running,gesture_recognition_system.ram_buffers,gesture_recognition_system.ram_cached,gesture_recognition_system.ram_free,gesture_recognition_system.ram_used,Target
26652.55,1571,11.87447,14752,4,39.59766,1743.668,523.6289,4484.199,5
26659.36,1575,6.846999,14784,3,39.59766,1743.668,517.8906,4489.938,5
26659.36,1575,7.245156,14784,4,39.66016,1743.793,526.3359,4481.305,5
26659.39,1575,8.213378,14784,4,39.66016,1743.793,526.0781,4481.562,5
26642.81,1572,8.234295,14784,4,39.66016,1743.797,527.7695,4479.867,5
26640.04,1572,8.333333,14784,3,39.66016,1743.797,535.3594,4472.277,5
26644.19,1573,7.881356,14816,3,39.66016,1743.797,538.5078,4469.129,5
26650.15,1577,6.576728,14816,15,39.66797,1743.809,540.5625,4467.055,5
26651.0,1577,7.385399,14816,13,40.10938,1743.816,540.1328,4467.035,5
26649.49,1578,7.281964,14848,4,40.11719,1743.859,535.8594,4471.258,5
26648.89,1577,6.565657,14816,5,40.11719,1743.988,536.9688,4470.02,5
26636.54,1574,8.714044,14816,4,40.11719,1743.992,533.2266,4473.758,5
26636.54,1574,8.559322,14816,5,40.11719,1743.992,537.1836,4469.801,5
26636.54,1574,8.453085,14784,5,40.11719,1743.992,537.457,4469.527,5
26636.54,1574,8.453085,14784,4,40.11719,1743.996,541.6758,4465.305,5
26635.71,1574,8.537616,14784,4,40.125,1743.996,547.3047,4459.668,5
26635.71,1575,8.347386,14784,4,40.125,1743.996,548.375,4458.598,5
26635.71,1574,8.677338,14784,6,40.125,1743.996,552.7031,4454.27,5
26635.47,1574,8.438819,14752,4,40.125,1744.0,549.2266,4457.742,5
26635.48,1574,6.957251,14752,3,40.125,1744.0,550.7148,4456.254,5
26635.48,1576,6.532663,14752,3,40.14062,1744.0,547.293,4459.66,5
26888.48,1575,6.795302,14752,9,40.14062,1744.0,550.668,4456.285,5
26635.49,1574,6.705784,14784,13,40.14062,1744.0,549.5703,4457.383,5
26635.55,1574,8.123953,14784,5,40.14062,1744.0,547.9922,4458.961,5
26635.55,1574,8.585859,14784,4,40.14062,1744.004,549.8438,4457.105,5
26635.54,1573,8.284519,14784,4,40.14844,1744.004,550.2109,4456.73,5
26635.54,1573,8.732158,14816,4,40.14844,1744.004,545.2539,4461.688,5
26648.13,1572,8.458961,14784,4,40.14844,1744.004,545.6953,4461.246,5
26648.14,1572,8.97651,14784,4,40.14844,1744.0,537.9375,4469.008,5
26648.14,1572,8.535565,14784,4,40.17969,1744.0,536.5586,4470.355,5
26648.16,1572,8.732158,14784,5,40.17969,1744.0,537.3281,4469.586,5
26638.37,1572,8.096828,14784,3,40.17969,1744.0,537.2578,4469.656,5
26638.37,1572,7.518797,14816,3,40.17969,1744.0,541.3984,4465.516,5
26649.82,1573,7.531381,14784,3,40.17969,1744.0,544.7422,4462.172,5
26647.32,1572,10.091743,14816,4,40.24219,1744.332,515.0469,4491.473,5
26647.39,1573,7.866109,14784,15,40.24219,1744.336,506.793,4499.723,5
26649.1,1574,7.615063,14816,16,40.24219,1744.336,506.9414,4499.574,5
26647.52,1575,8.040201,14752,5,40.24219,1744.34,502.1836,4504.328,5
26647.4,1573,8.214585,14752,5,40.24609,1744.34,504.5273,4501.98,5
26640.28,1574,8.298407,14752,4,40.25391,1744.344,507.1562,4499.34,5
26638.57,1573,9.563758,14784,5,40.25391,1744.344,512.1133,4494.383,5
26638.57,1573,9.674729,14752,4,40.25391,1744.344,513.3047,4493.191,5
26650.09,1574,9.47192,14720,4,40.25391,1744.344,517.8867,4488.609,5
26653.39,1573,9.006734,14720,7,40.25391,1744.348,511.7539,4494.738,5
26654.27,1573,13.50211,14720,4,40.25391,1744.348,493.6289,4512.863,5
26645.42,1573,8.060453,14784,4,40.26172,1744.348,497.5352,4508.949,5
26656.09,1573,8.84583,14784,4,40.26172,1744.352,503.9961,4502.484,5
26656.07,1573,11.157718,14784,5,40.26172,1744.477,485.5195,4520.836,5
26657.79,1574,9.780776,14752,9,40.26172,1744.48,480.2969,4526.055,5
26642.53,1573,9.367089,14816,4,40.26172,1744.48,477.8633,4528.488,5
26642.54,1573,8.488964,14784,15,40.26953,1744.48,503.6328,4502.711,5
26644.33,1574,8.544839,14784,4,40.26953,1744.48,503.8945,4502.449,5
26645.37,1573,9.083263,14752,10,40.26953,1744.48,496.8203,4509.523,5
26642.59,1573,9.443508,14784,5,40.26953,1744.48,495.832,4510.512,5
26895.58,1573,9.511785,14784,4,40.26953,1744.52,503.2148,4503.09,5
26655.16,1573,8.622147,14784,5,40.27734,1744.52,503.4922,4502.805,5
26655.16,1573,7.939189,14816,4,40.27734,1744.52,489.5859,4516.711,5
26656.87,1574,7.027942,14848,4,40.27734,1744.523,486.6016,4519.691,5
26655.17,1573,7.698816,14816,5,40.27734,1744.523,492.0977,4514.195,5
26645.39,1573,7.457627,14848,4,40.28125,1744.523,490.1523,4516.137,5
26656.82,1574,7.341772,14880,3,40.28906,1744.527,502.7891,4503.488,5
26655.21,1573,7.9459,14880,4,40.28906,1744.621,489.582,4516.602,5
26655.21,1572,7.275804,14816,4,40.28906,1744.625,500.8828,4505.297,5
26645.48,1572,7.179054,14816,3,40.28906,1744.625,495.7617,4510.418,5
26894.95,1572,7.179054,14848,15,40.28906,1744.625,501.4062,4504.773,5
26655.27,1573,7.088608,14816,5,40.29688,1744.625,502.8984,4503.273,5
26655.27,1572,7.750631999999999,14816,4,40.29688,1744.625,488.0898,4518.082,5
26657.33,1572,7.275804,14752,5,40.29688,1744.625,487.3594,4518.812,5
26657.15,1572,7.828283,14784,5,40.29688,1744.629,487.4023,4518.766,5
26655.04,1573,7.058824,14784,4,40.30469,1744.633,488.9453,4517.211,5
26655.04,1573,7.491582,14752,4,40.30469,1744.633,474.6953,4531.461,5
26645.25,1573,7.323232,14752,4,40.30469,1744.727,472.3281,4533.734,5
26655.16,1573,8.4246,14752,4,40.30469,1744.727,490.9688,4515.094,5
26655.16,1573,9.411765,14752,5,40.30469,1744.73,482.6836,4523.375,5
26655.16,1573,8.907563,14784,4,40.3125,1744.73,491.4922,4514.559,5
26655.17,1573,8.761584,14784,4,40.3125,1744.73,488.7969,4517.254,5
26655.17,1573,8.214585,14784,3,40.3125,1744.73,494.5352,4511.516,5
26655.18,1573,7.621441,14784,3,40.3125,1744.73,489.5508,4516.5,5
26655.0,1573,7.949791,14816,17,40.3125,1744.73,488.0781,4517.973,5
26655.01,1573,7.466443,14816,15,40.3125,1744.73,483.5586,4522.492,5
26655.89,1573,8.870293,14816,6,40.32812,1744.734,480.5625,4525.469,5
27369.75,1574,10.22632,14816,4,40.32812,1744.859,483.832,4522.074,5
26646.11,1573,9.599332,14784,5,40.32812,1744.859,493.2734,4512.633,5
26650.27,1574,8.786611,14784,5,40.32812,1744.863,498.418,4507.484,5
26650.4,1574,7.885906,14784,4,40.32812,1744.863,497.9961,4507.906,5
26647.62,1575,7.575758,14784,4,40.33594,1744.863,500.2305,4505.664,5
26671.29,1573,6.82968,14816,4,40.33594,1744.867,500.4648,4505.426,5
26639.84,1573,6.751055,14816,13,40.33594,1744.867,501.7461,4504.145,5
26639.79,1573,7.718121,14784,5,40.33594,1744.867,508.2031,4497.688,5
26641.64,1575,9.348915,14784,4,40.36719,1744.867,509.1445,4496.715,5
26639.8,1573,8.885163,14752,5,40.36719,1744.867,507.4102,4498.449,5
26639.8,1573,8.922559,14752,3,40.36719,1744.992,508.2031,4497.531,5
26640.54,1574,8.080808,14752,15,40.36719,1745.0,504.2148,4501.512,5
26639.8,1573,6.93153,14752,18,40.36719,1745.0,504.0586,4501.668,5
26639.8,1573,7.269653,14784,4,40.375,1745.0,501.8203,4503.898,5
26641.77,1574,7.419899,14784,4,40.37891,1745.086,502.6953,4502.934,5
26639.83,1573,7.010135,14752,5,40.37891,1745.086,504.6289,4501.0,5
26639.89,1573,8.684654,14784,5,40.37891,1745.09,502.3359,4503.289,5
26641.16,1574,8.453085,14752,5,40.37891,1745.094,507.1094,4498.512,5
26639.8,1573,8.622147,14752,6,40.38672,1745.094,508.625,4496.988,5
26644.36,1573,7.939189,14752,4,40.38672,1745.094,508.3203,4497.293,5
26646.34,1575,9.335576,14752,4,40.38672,1745.094,505.332,4500.281,5
26644.36,1573,9.2827,14784,5,40.38672,1745.098,502.1914,4503.418,5
26644.36,1573,8.636749,14784,4,40.38672,1745.098,506.8828,4498.727,5
26646.21,1574,8.496177,14784,3,40.39453,1745.098,503.5117,4502.09,5
26647.88,1573,9.467456,14816,5,40.39453,1745.18,502.0391,4503.48,5
26652.27,1573,9.89011,14784,4,40.39453,1745.18,497.1367,4508.383,5
26657.75,1574,9.754029,14784,4,40.39453,1745.184,497.1328,4508.383,5
26660.31,1573,10.076207,14784,5,40.39453,1745.184,494.4805,4511.035,5
26664.71,1574,10.406091,14784,4,40.40234,1745.18,486.4492,4519.062,5
26669.11,1573,9.89011,14752,4,40.40234,1745.223,480.1367,4525.332,5
26673.51,1573,10.236887,14784,4,40.40234,1745.406,478.7891,4526.496,5
26677.91,1573,10.042194,14784,4,40.40234,1745.406,475.0547,4530.23,5
26683.19,1573,10.160881,14752,5,40.40234,1745.535,471.4453,4533.711,5
26693.45,1575,9.94941,14784,4,40.41016,1745.535,463.2227,4541.926,5
26695.24,1574,10.126582,14752,5,40.41016,1745.535,458.6602,4546.488,5
26703.16,1574,9.881757,14752,4,40.41016,1745.535,456.1367,4549.012,5
26957.49,1573,10.185185,14720,5,40.41016,1745.535,446.3672,4558.781,5
26716.29,1573,10.336134,14720,5,40.41016,1745.664,445.6211,4559.398,5
26725.09,1573,10.53075,14784,4,40.42578,1745.664,429.043,4575.961,5
26759.52,1574,10.336134,14784,4,40.42578,1745.664,415.9258,4589.078,5
26732.53,1574,11.25105,14816,5,40.42578,1745.668,418.8359,4586.164,5
26729.47,1574,10.548523,14784,4,40.42578,1745.68,417.5195,4587.469,5
26729.47,1574,11.129848,14816,8,40.42578,1745.68,415.875,4589.113,5
26729.52,1574,10.367893,14784,4,40.43359,1745.676,412.1914,4592.793,5
26729.52,1574,10.552764,14752,4,40.43359,1745.684,415.3477,4589.629,5
26731.24,1573,10.084034,14752,4,40.43359,1745.684,414.4141,4590.562,5
26731.64,1572,10.209205,14720,5,40.43359,1745.812,415.3008,4589.547,5
26731.65,1572,10.234899,14720,5,40.43359,1745.812,417.8906,4586.957,5
26731.41,1573,10.535117,14752,4,40.44141,1745.816,412.6914,4592.145,5
26729.55,1572,10.434057,14752,5,40.44922,1745.816,413.707,4591.121,5
26729.55,1572,10.702341,14752,4,40.44922,1745.816,416.8047,4588.023,5
26719.1,1573,11.046025,14752,4,40.44922,1745.816,412.5234,4592.305,5
26717.12,1573,11.064543,14752,6,40.44922,1745.82,457.3867,4547.438,5
26676.81,1572,10.618729,14784,4,40.44922,1745.82,455.9492,4548.875,5
26651.32,1572,10.57047,14784,4,40.45703,1745.82,482.4648,4522.352,5
26651.33,1572,10.367893,14784,8,40.45703,1745.82,493.1016,4511.715,5
26651.33,1572,8.571429,14816,6,40.45703,1745.949,491.9414,4512.746,5
26652.98,1573,9.479866,14784,4,40.45703,1745.949,490.4922,4514.195,5
26651.29,1572,11.325503,14816,5,40.45703,1745.953,490.7812,4513.902,5
26788.83,1583,10.867734,14816,4,40.47266,1745.938,488.7578,4515.926,5
26651.3,1572,10.726351,14816,10,40.47266,1745.953,481.5781,4523.09,5
26651.3,1572,8.585859,14816,4,40.47266,1745.957,490.0586,4514.605,5
26651.3,1572,7.347973,14816,5,40.47266,1745.957,488.2852,4516.379,5
26651.39,1572,7.485282,14816,4,40.47266,1745.957,488.9609,4515.703,5
26651.39,1573,7.497894,14816,4,40.48047,1745.961,487.0273,4517.625,5
26651.39,1570,8.523207,14816,4,40.48047,1745.961,493.5078,4511.145,5
26651.39,1570,8.438819,14848,5,40.48047,1745.961,492.332,4512.32,5
26651.25,1570,9.50764,14848,3,40.48047,1745.961,491.1602,4513.492,5
26651.25,1570,8.559322,14848,3,40.51172,1745.961,488.8672,4515.754,5
26651.26,1570,7.874682,14848,11,40.51172,1745.965,490.6211,4513.996,5
26650.43,1569,7.776839,14816,4,40.51172,1745.965,491.8906,4512.727,5
26650.44,1569,8.234295,14816,4,40.54297,1745.953,492.8984,4511.699,5
26650.44,1569,7.010135,14816,4,40.54297,1745.953,489.5898,4515.008,5
26652.98,1575,8.868243,14784,4,40.54297,1745.957,492.6406,4511.953,5
26650.44,1569,9.382925,14784,7,40.54297,1745.957,494.0703,4510.523,5
26650.48,1569,8.798646,14784,4,40.54297,1745.965,496.8633,4507.723,5
26654.7,1570,10.304054,14816,4,40.55078,1745.969,494.6016,4509.973,5
26654.65,1571,10.312764,14816,5,40.55078,1746.125,495.0,4509.418,5
26654.66,1570,8.578638,14816,4,40.55078,1746.125,490.6367,4513.781,5
26656.47,1571,7.341772,14784,4,40.55078,1746.125,492.0508,4512.367,5
26650.61,1569,8.593092,14784,4,40.55078,1746.129,489.3594,4515.055,5
26650.61,1569,9.335576,14784,3,40.55859,1746.129,493.7344,4510.672,5
26652.33,1570,9.747899,14784,4,40.55859,1746.129,491.5547,4512.852,5
26650.61,1569,9.772536,14784,14,40.55859,1746.129,494.4258,4509.98,5
26650.61,1569,10.336134,14784,12,40.55859,1746.133,488.9961,4515.406,5
26652.33,1570,7.627829,14784,4,40.55859,1746.133,493.4727,4510.93,5
26650.61,1569,6.672227,14752,5,40.56641,1746.133,489.8359,4514.559,5
26650.54,1569,7.453936,14784,5,40.56641,1746.133,492.6328,4511.762,5
26650.55,1569,7.866109,14848,4,40.56641,1746.137,489.332,4515.059,5
26639.88,1570,7.280335,14848,4,40.56641,1746.137,490.5586,4513.832,5
26639.88,1569,7.627829,14816,4,40.56641,1746.137,500.1562,4504.234,5
26639.91,1569,7.478992,14816,5,40.57031,1746.141,499.1367,4505.246,5
26639.92,1569,7.705192999999999,14816,5,40.57422,1746.141,495.7734,4508.605,5
26639.92,1570,8.430718,14784,4,40.57422,1746.141,499.7891,4504.59,5
26640.93,1570,9.52381,14752,4,40.58203,1746.145,497.6914,4506.676,5
26640.93,1570,9.782609,14752,4,40.58203,1746.145,502.6094,4501.758,5
26640.93,1570,9.296482,14784,3,40.58203,1746.145,500.832,4503.535,5
26640.81,1570,8.633697,14816,3,40.58984,1746.273,504.4844,4499.746,5
26889.89,1570,7.885906,14816,11,40.60156,1746.273,501.6094,4502.609,5
26640.9,1570,7.808564,14816,5,40.60156,1746.273,499.3242,4504.895,5
26640.91,1570,8.200837,14816,4,40.60156,1746.277,500.2422,4503.973,5
26642.76,1572,8.417508,14816,4,40.60156,1746.277,496.293,4507.922,5
26640.91,1570,9.680135,14816,5,40.60938,1746.281,495.8867,4508.316,5
26640.91,1570,9.503785,14816,4,40.60938,1746.281,499.2031,4505.0,5
26640.91,1570,9.535865,14816,4,40.60938,1746.285,495.5781,4508.621,5
26640.91,1571,8.600337,14784,4,40.60938,1746.285,502.3516,4501.848,5
26642.97,1570,7.251265,14816,4,40.60938,1746.285,500.4922,4503.707,5
26890.37,1570,7.13686,14816,5,40.61719,1746.289,495.7695,4508.418,5
26640.75,1570,7.38255,14816,4,40.61719,1746.289,497.7109,4506.477,5
26640.75,1569,7.575758,14784,3,40.625,1747.48,495.8125,4507.176,5
26642.6,1570,8.87574,14784,3,40.625,1747.48,497.1094,4505.879,5
26640.87,1569,8.658744,14784,4,40.625,1747.484,493.6055,4509.379,5
26640.87,1569,9.183673,14784,16,40.625,1747.484,493.0078,4509.977,5
26642.59,1572,8.791209,14752,4,40.625,1747.484,493.6641,4509.32,5
26640.87,1569,6.841216,14752,5,40.63281,1747.488,489.9609,4513.012,5
26640.88,1569,7.094595,14784,4,40.63281,1747.488,491.7656,4511.207,5
26640.88,1569,7.010135,14784,4,40.63281,1747.488,495.0508,4507.922,5
26640.76,1569,7.100592,14816,4,40.63281,1747.488,499.207,4503.766,5
26640.77,1569,8.691983,14816,4,40.63281,1747.488,498.7109,4504.262,5
26644.1,1573,8.783784,14784,4,40.64844,1747.488,504.418,4498.539,5
26680.31,1569,8.991597,14784,6,40.64844,1747.617,501.0,4501.828,5
26641.66,1569,8.915055,14784,5,40.64844,1747.617,501.6055,4501.223,5
26641.66,1569,7.101086,14752,4,40.64844,1747.617,502.4336,4500.395,5
26641.67,1569,6.861925,14752,3,40.64844,1747.617,503.1484,4499.68,5
26641.7,1569,6.700168,14784,3,40.65625,1747.621,500.7148,4502.102,5
26641.71,1570,6.968934,14752,3,40.65625,1747.621,501.1445,4501.672,5
26641.68,1570,6.795302,14752,11,40.65625,1747.621,501.9883,4500.828,5
26644.08,1570,6.939799,14784,20,40.65625,1747.625,498.9102,4503.902,5
26644.08,1571,7.472712,14784,4,40.6875,1747.75,495.6484,4507.008,5
26645.8,1572,7.640638,14816,4,40.6875,1747.75,498.2852,4504.371,5
26639.95,1570,8.779264,14848,5,40.6875,1747.754,498.6211,4504.031,5
26639.95,1570,8.389262,14784,4,40.6875,1747.754,496.8242,4505.828,5
26641.8,1571,8.816121,14816,4,40.6875,1747.754,496.1172,4506.535,5
26639.95,1570,8.542714,14816,5,40.69531,1747.758,494.6641,4507.977,5
26639.95,1570,7.58214,14784,3,40.69531,1747.758,499.1875,4503.453,5
26639.96,1571,6.644239,14784,4,40.69531,1747.758,494.8242,4507.816,5
26640.03,1571,7.226891,14784,3,40.69531,1747.762,495.0117,4507.625,5
26639.97,1571,7.419899,14816,4,40.69531,1747.766,496.1562,4506.477,5
26640.0,1571,8.535565,14848,3,40.70312,1747.762,501.1094,4501.52,5
26640.04,1570,8.823529,14752,3,40.70312,1747.766,498.9297,4503.695,5
26640.04,1570,9.014322,14816,15,40.70312,1747.77,502.1953,4500.426,5
26640.04,1571,9.487825,14816,15,40.70312,1747.773,503.4492,4499.168,5
26640.04,1570,8.340354,14816,5,40.70312,1747.773,504.9023,4497.715,5
26640.04,1569,6.745363,14848,4,40.71094,1747.773,505.6055,4497.004,5
26640.04,1569,6.937394,14784,4,40.71094,1747.773,507.8047,4494.805,5
26641.77,1570,6.986532,14784,4,40.71094,1747.777,505.8398,4496.766,5
26641.8,1569,7.497894,14784,5,40.71094,1747.777,508.25,4494.355,5
26641.69,1569,8.410429,14816,4,40.71094,1747.777,505.7539,4496.852,5
26641.78,1569,8.614865,14816,4,40.71875,1747.781,497.1172,4505.477,5
26641.78,1570,8.467401,14816,4,40.71875,1747.781,492.582,4510.012,5
26639.91,1569,7.627119,14784,3,40.71875,1747.785,495.2773,4507.312,5
26641.63,1570,6.576728,14816,3,40.71875,1747.785,498.9727,4503.617,5
26639.95,1569,6.598985,14784,5,40.71875,1747.785,498.1719,4504.418,5
26639.95,1569,6.593407,14784,3,40.71875,1747.785,500.1836,4502.406,5
26802.5,1569,7.245156,14784,15,40.73438,1747.773,497.7891,4504.797,5
26639.95,1569,8.20643,14816,16,40.73438,1747.789,495.0352,4507.535,5
26644.11,1570,8.135593,14816,4,40.73438,1747.883,502.8008,4499.676,5
26640.52,1571,8.291032,14816,4,40.73438,1747.883,498.7227,4503.754,5
26640.06,1570,8.121827,14848,5,40.74219,1748.844,499.0078,4502.5,5
26635.93,1569,6.633081,14848,4,40.75,1748.934,499.25,4502.16,5
26636.0,1569,6.908172,14816,4,40.75,1748.934,495.3945,4506.016,5
26636.0,1569,6.717045,14816,4,40.75,1748.938,494.4453,4506.961,5
26640.94,1569,6.951424,14816,4,40.75,1748.941,496.7109,4504.691,5
26640.94,1569,15.514334,14816,4,40.75,1749.012,490.0508,4511.281,5
26638.82,1569,8.83095,14816,4,40.76172,1749.133,491.7266,4509.473,5
26638.83,1569,8.710218,14784,4,40.76172,1749.137,496.0508,4505.145,5
26639.13,1571,8.396306,14784,3,40.76172,1749.137,490.0078,4511.188,5
26638.89,1570,7.041073,14816,4,40.76172,1749.137,488.2656,4512.93,5
26638.27,1572,7.376362,14816,15,40.76172,1749.137,489.9102,4511.285,5
26636.9,1569,7.29254,14816,15,40.76953,1749.137,487.5156,4513.672,5
26636.9,1569,7.615063,14752,4,40.76953,1749.137,495.3516,4505.836,5
26636.9,1569,8.51419,14752,6,40.76953,1749.141,491.5312,4509.652,5
26637.01,1570,8.724832,14784,4,40.76953,1749.156,491.457,4509.711,5
26637.01,1571,9.015025,14784,4,40.76953,1749.16,492.75,4508.414,5
26637.13,1570,8.907563,14752,5,40.77734,1749.16,491.6641,4509.492,5
26637.13,1570,7.010135,14752,5,40.77734,1749.16,493.4492,4507.707,5
26638.98,1571,7.004219,14752,4,40.77734,1749.164,496.9141,4504.238,5
26637.14,1570,6.998314,14656,4,40.77734,1749.164,495.8828,4505.27,5
26637.17,1570,7.082631,14656,4,40.77734,1749.164,498.1055,4503.047,5
27613.78,1572,8.501684000000001,14688,4,40.79297,1749.148,495.7656,4505.387,5
26637.22,1570,8.670034,14688,5,40.79297,1749.164,493.375,4507.762,5
26637.22,1570,8.945148,14688,3,40.79297,1749.164,496.0977,4505.039,5
26638.94,1571,8.791209,14688,7,40.79297,1749.164,493.4141,4507.723,5
26637.22,1570,8.298052,14720,11,40.79297,1749.168,498.4023,4502.73,5
26637.29,1570,8.185654,14720,5,40.80078,1749.168,498.8594,4502.266,5
26637.29,1571,8.593092,14752,5,40.80078,1749.172,500.2656,4500.855,5
26637.3,1572,8.164983,14752,6,40.80078,1749.172,496.8984,4504.223,5
26637.36,1571,7.504215999999999,14752,4,40.80078,1749.172,496.3438,4504.777,5
26665.24,1571,6.734007,14784,5,40.83203,1749.172,492.6562,4508.434,5
26637.44,1571,6.913997,14784,6,40.83203,1749.172,491.7031,4509.387,5
26637.44,1571,6.672297,14784,5,40.83203,1749.172,496.0938,4504.996,5
26639.16,1572,7.698816,14784,4,40.83203,1749.18,497.2773,4503.805,5
26637.52,1571,8.614865,14752,5,40.83203,1749.18,495.1992,4505.883,5
26637.62,1571,8.453085,14784,4,40.84766,1749.18,498.7695,4502.297,5
26639.47,1572,8.368555,14752,3,40.84766,1749.18,494.082,4506.984,5
26637.62,1571,7.750631999999999,14752,5,40.84766,1749.18,494.4375,4506.629,5
26637.64,1571,6.728343,14784,3,40.84766,1749.184,491.7344,4509.328,5
26637.52,1570,6.884971,14784,4,40.84766,1749.184,491.5078,4509.555,5
26637.55,1570,7.070707,14752,4,40.85547,1749.309,490.0508,4510.879,5
26637.66,1570,7.466443,14752,12,40.85547,1749.309,492.5469,4508.383,5
26639.54,1570,8.999159,14784,4,40.85547,1749.312,493.5039,4507.422,5
26639.54,1571,10.0,14816,4,40.85547,1749.312,485.3398,4515.586,5
26639.54,1570,9.335576,14784,4,40.85547,1749.312,488.5781,4512.348,5
26639.54,1570,8.410429,14784,4,40.86328,1749.312,491.6484,4509.27,5
26639.54,1570,7.304786,14848,4,40.86328,1749.316,490.0352,4510.879,5
26639.66,1570,7.286432,14816,5,40.86328,1749.32,495.7422,4505.168,5
26639.66,1570,7.627829,14816,6,40.86328,1749.32,495.6992,4505.211,5
26639.45,1571,7.441472,14848,3,40.86328,1749.32,489.7891,4511.121,5
26638.81,1570,7.756464,14848,4,40.87109,1749.32,487.9023,4513.0,5
26638.81,1570,7.711651,14880,4,40.87109,1749.336,490.0508,4510.836,5
26640.53,1572,7.220823,14848,4,40.87109,1749.336,489.1406,4511.746,5
26639.82,1570,7.485282,14880,4,40.87109,1749.336,492.4609,4508.426,5
26639.88,1570,9.327731,14848,12,40.87109,1749.34,490.4883,4510.395,5
26640.18,1571,9.647651,14816,10,40.87891,1751.523,487.9492,4510.742,5
26639.88,1570,9.18197,14816,5,40.87891,1751.602,487.1211,4511.492,5
26639.88,1570,9.343434,14816,4,40.87891,1751.602,488.0586,4510.555,5
26639.71,1571,7.263514,14816,4,40.87891,1751.602,489.207,4509.406,5
26639.01,1570,7.478992,14816,5,40.87891,1751.602,494.0938,4504.52,5
26639.04,1570,7.027942,14816,4,40.89844,1751.605,494.3984,4504.191,5
26639.04,1570,7.763713,14848,4,40.91406,1751.605,476.0898,4522.484,5
26639.14,1570,7.323232,14816,4,40.91406,1751.609,476.7227,4521.848,5
26639.14,1570,7.100592,14784,4,40.91406,1751.613,488.75,4509.816,5
26639.14,1571,7.082631,14784,3,40.91406,1751.613,489.3359,4509.23,5
26641.12,1571,7.220823,14784,3,40.91406,1751.613,488.5391,4510.027,5
26639.29,1570,6.73968,14784,4,40.92188,1751.617,486.3945,4512.16,5
26639.29,1570,6.745363,14816,3,40.92188,1751.617,489.1758,4509.379,5
26640.51,1571,6.604572,14784,3,40.92188,1751.617,486.6602,4511.895,5
26640.39,1570,7.54877,14784,11,40.92188,1751.766,482.0469,4516.359,5
26638.29,1570,9.005947,14816,5,40.92188,1751.77,480.2148,4518.188,5
26640.11,1571,10.195412,14752,5,40.92969,1751.77,485.0977,4513.297,5
26638.41,1570,9.838846,14720,6,40.92969,1751.77,484.8086,4513.586,5
26638.43,1570,9.608844,14752,4,40.92969,1751.77,489.0195,4509.375,5
26638.54,1572,8.460237,14752,5,40.99219,1751.98,485.6172,4512.504,5
26638.54,1571,8.361486,14752,6,40.99219,1751.98,484.2422,4513.879,5
26639.41,1571,7.588533,14752,5,40.99219,1751.984,486.3008,4511.816,5
26644.31,1577,8.277027,14720,4,40.99219,1751.984,487.0898,4511.027,5
26644.54,1576,10.89527,14720,4,41.48047,1762.473,473.4883,4513.652,5
26644.29,1576,9.351306,14752,3,41.48047,1763.492,466.3594,4519.762,5
26644.3,1576,6.795302,14752,3,41.48047,1763.492,462.875,4523.246,5
26646.16,1578,6.801008,14752,3,41.49609,1763.48,460.8125,4525.305,5
26650.82,1577,7.705192999999999,14752,4,41.49609,1763.484,460.207,4525.906,5
26644.31,1574,8.361204,14752,11,41.49609,1763.484,460.7188,4525.395,5
26645.27,1575,8.564232,14784,5,41.49609,1763.484,467.8203,4518.293,5
26643.43,1574,8.549873999999999,14784,5,41.49609,1763.484,464.6016,4521.512,5
26643.52,1574,8.695651999999999,14752,4,41.50391,1763.484,470.0781,4516.027,5
26643.45,1574,9.037657,14784,4,41.50391,1763.488,465.375,4520.727,5
26653.77,1574,8.688388,14784,4,41.50391,1763.488,467.707,4518.395,5
26653.58,1573,9.42452,14784,4,41.50391,1765.777,465.9883,4517.824,5
26653.77,1573,8.389262,14784,4,41.53516,1765.871,464.5469,4519.141,5
26653.77,1573,7.172996,14816,3,41.53516,1765.871,462.832,4520.855,5
26648.13,1574,6.998314,14784,3,41.53516,1765.875,462.625,4521.059,5
26651.74,1575,7.058824,14848,2,41.53516,1765.879,473.875,4509.805,5
26650.02,1573,7.989907,14816,4,41.53516,1765.879,469.875,4513.805,5
26644.0,1572,8.860759,14720,4,41.54297,1765.879,471.9492,4511.723,5
26643.06,1573,12.762385,14752,3,41.56641,1765.879,463.5703,4520.078,5
26641.34,1572,9.319899,14752,17,41.56641,1765.879,462.4609,4521.188,5
26641.48,1572,8.999159,14784,9,41.56641,1765.883,462.3828,4521.262,5
26641.54,1572,9.822185,14752,5,41.56641,1765.883,461.7891,4521.855,5
26641.41,1574,8.761584,14752,4,41.56641,1765.887,471.0977,4512.543,5
26639.53,1571,8.501684000000001,14720,4,41.56641,1765.887,473.0039,4510.637,5
26639.75,1571,8.496177,14720,4,41.57422,1765.887,471.3516,4512.281,5
26639.75,1571,6.751055,14784,4,41.57422,1765.887,471.0742,4512.559,5
26641.02,1572,6.76819,14752,4,41.57422,1765.887,476.4102,4507.223,5
26641.35,1572,7.523246,14752,7,41.57422,1765.891,474.4961,4509.133,5
26639.63,1571,11.665258,14784,4,41.57422,1765.891,464.1758,4519.453,5
