object_detection_mem.committed_Committed_AS,object_detection_system.active_processes_active,object_detection_system.cpu_user,object_detection_system.file_nr_used_used,object_detection_system.processes_running,object_detection_system.ram_buffers,object_detection_system.ram_cached,object_detection_system.ram_free,object_detection_system.ram_used,Target
22149.54,1652,7.29254,14988,9,47.9375,1876.898,967.1914,3899.07,0
22157.64,1652,7.148865,15020,21,47.9375,1876.902,957.7539,3908.504,0
22157.64,1652,7.041073,15020,14,47.9375,1876.902,955.8359,3910.422,0
22379.0,1653,6.354515,15052,4,47.96094,1876.902,956.4688,3909.766,0
22157.65,1652,6.187291,15020,12,47.96094,1876.902,959.1172,3907.117,0
22152.83,1651,6.187291,14956,8,47.96094,1876.906,964.9805,3901.25,0
22152.83,1651,6.365159,14988,9,47.96094,1876.906,962.0625,3904.168,0
22152.83,1651,6.789606,14988,4,47.96094,1876.906,965.0898,3901.141,0
22145.18,1651,10.794979,14988,14,47.96875,1876.906,977.0039,3889.219,0
22141.92,1651,7.310924,14988,20,47.96875,1876.906,974.7266,3891.496,0
22143.7,1652,7.58214,15020,26,47.96875,1876.906,978.1406,3888.082,0
22141.86,1651,7.214765,15020,25,47.96875,1876.906,979.1562,3887.066,0
22141.88,1651,7.220823,15020,4,47.96875,1876.906,981.332,3884.891,0
22141.89,1651,6.801008,15020,3,47.97656,1876.906,983.8477,3882.367,0
22141.89,1651,7.310924,15020,7,47.97656,1876.906,985.3672,3880.848,0
22141.9,1651,6.313131,15020,3,47.97656,1876.906,980.9375,3885.277,0
22141.9,1651,5.387205,15020,3,47.98438,1876.906,981.5781,3884.629,0
22141.9,1651,5.788591,15052,3,47.98828,1876.918,978.4492,3887.742,0
22141.9,1651,5.625525,14988,4,47.98828,1876.918,978.7109,3887.48,0
22393.85,1652,5.8873,14956,4,47.98828,1876.926,977.0117,3889.172,0
22141.9,1651,7.142857,14988,11,47.98828,1876.926,972.0586,3894.125,0
22141.9,1651,7.070707,14988,3,47.99609,1876.926,973.4258,3892.75,0
22141.92,1652,6.986532,15020,13,47.99609,1876.926,978.0,3888.176,0
22141.92,1652,6.711409,15020,3,47.99609,1876.926,977.4844,3888.691,0
22141.93,1652,5.971405,15052,3,47.99609,1876.926,980.6133,3885.562,0
22141.93,1652,5.532272,15020,3,47.99609,1876.926,980.3203,3885.855,0
22141.93,1652,6.197655,15020,3,48.00391,1876.926,983.0547,3883.113,0
22141.93,1652,6.454317,14988,3,48.01953,1876.918,984.1797,3881.98,0
22141.97,1652,7.466443,14988,6,48.01953,1876.926,978.8945,3887.258,0
22141.97,1652,7.196653,14988,3,48.01953,1876.926,975.9766,3890.176,0
22143.81,1653,7.698745,14988,9,48.01953,1876.926,976.6406,3889.512,0
22141.97,1652,7.370184,14988,5,48.01953,1876.926,977.2852,3888.867,0
22141.97,1652,7.208718,14956,9,48.01953,1876.926,973.6836,3892.469,0
22141.91,1653,7.220823,14956,7,48.02734,1876.926,971.8281,3894.316,0
22141.99,1652,7.419899,14956,3,48.02734,1876.93,980.168,3885.973,0
22142.0,1652,7.058824,14956,3,48.02734,1876.93,981.7148,3884.426,0
22142.0,1652,7.052897,14956,3,48.02734,1876.93,985.9492,3880.191,0
22142.0,1652,6.9747900000000005,14988,2,48.02734,1876.93,984.0117,3882.129,0
22142.0,1652,7.179054,14956,6,48.03516,1876.934,982.2812,3883.848,0
22140.0,1652,6.963087,14956,3,48.03516,1876.945,983.2227,3882.895,0
22142.0,1652,5.788591,14988,2,48.03516,1876.945,980.3711,3885.746,0
22142.0,1652,5.378151,15020,2,48.03516,1876.945,979.9648,3886.152,0
22141.99,1651,5.719092,15020,2,48.03516,1876.945,983.6211,3882.496,0
22141.99,1651,5.639731,15020,2,48.04297,1876.945,983.3359,3882.773,0
22142.0,1651,6.060606,15020,2,48.04297,1876.945,986.1523,3879.957,0
22141.96,1651,5.723906,15020,2,48.04297,1876.945,989.8203,3876.289,0
22140.34,1651,7.510549,15020,4,48.06641,1876.945,980.8477,3885.238,0
22143.4,1651,6.129303,15052,4,48.06641,1876.945,975.7188,3890.367,0
22395.35,1652,6.963087,15020,4,48.06641,1876.945,969.668,3896.418,0
22140.34,1651,8.578638,15020,3,48.06641,1876.945,974.6367,3891.449,0
22140.34,1651,7.711651,15052,3,48.06641,1876.945,980.5859,3885.5,0
22140.34,1651,7.38255,15020,3,48.07422,1876.945,981.5312,3884.547,0
22140.34,1651,7.969799,15020,3,48.07422,1876.945,986.0547,3880.023,0
22142.05,1652,7.124895,14988,8,48.07422,1876.945,985.3633,3880.715,0
22140.35,1651,7.401177,14988,3,48.07422,1876.945,988.8438,3877.234,0
22140.29,1651,7.388749,14988,2,48.07422,1876.945,985.082,3880.996,0
22141.98,1652,6.543624,14988,3,48.08203,1876.945,986.6289,3879.441,0
22140.26,1651,5.778894,14988,3,48.09766,1876.945,984.4727,3881.582,0
22144.34,1652,8.991597,15052,2,48.09766,1876.723,972.1055,3894.172,0
22146.05,1653,5.644482,15052,3,48.09766,1876.918,975.2227,3890.859,0
22365.71,1653,6.160338,15052,3,48.09766,1876.918,976.8086,3889.273,0
22140.34,1651,7.058824,15084,2,48.09766,1876.918,981.8828,3884.199,0
22142.32,1652,6.801008,15084,3,48.09766,1876.918,979.8516,3886.23,0
22140.34,1651,6.873428,15052,2,48.12109,1876.922,981.0078,3885.047,0
22140.39,1651,6.795302,15020,2,48.12109,1876.922,981.125,3884.93,0
22140.39,1651,6.818182,15020,2,48.12109,1876.922,982.6523,3883.402,0
22144.23,1652,7.070707,14988,2,48.12109,1876.922,983.4453,3882.609,0
22144.26,1652,7.401177,14988,2,48.12109,1876.922,983.832,3882.223,0
22144.27,1652,6.9747900000000005,14988,2,48.12891,1876.922,983.5703,3882.477,0
22140.26,1651,7.214765,14988,2,48.12891,1876.922,985.1445,3880.902,0
22140.73,1652,7.29254,14988,3,48.12891,1876.922,985.3125,3880.734,0
22140.26,1651,7.298658,15020,2,48.12891,1876.922,987.332,3878.715,0
22140.26,1651,7.38255,15020,2,48.12891,1876.922,986.5938,3879.453,0
22140.26,1651,7.304786,15020,2,48.12891,1876.922,990.4883,3875.559,0
22140.26,1651,7.788945,15020,2,48.13672,1876.922,988.4414,3877.598,0
22140.26,1651,7.634228,15020,2,48.13672,1876.922,987.3086,3878.73,0
22140.26,1651,7.196653,15020,2,48.13672,1876.922,984.4141,3881.625,0
22140.2,1651,7.376362,15020,2,48.14453,1876.922,990.0078,3876.023,0
22140.08,1652,6.980656,15020,3,48.14453,1876.922,991.5,3874.531,0
22140.24,1651,7.407407,14988,2,48.14453,1876.934,992.4336,3873.586,0
22144.26,1652,7.376362,14988,2,48.14453,1876.934,989.1953,3876.824,0
22144.26,1652,6.801008,14988,2,48.14453,1876.934,993.3945,3872.625,0
22145.3,1655,6.745363,15020,3,48.14453,1876.934,990.5938,3875.426,0
22140.29,1651,6.986532,15020,2,48.15234,1876.934,991.1133,3874.898,0
22140.29,1651,6.655434,15020,2,48.15234,1876.934,990.418,3875.594,0
22140.3,1651,7.035176,15020,2,48.15234,1876.934,991.1367,3874.875,0
22142.41,1652,6.605351,15020,3,48.15234,1876.938,991.1133,3874.895,0
22140.3,1651,6.890756,15052,2,48.16797,1876.938,990.082,3875.91,0
22140.29,1651,7.142857,15020,2,48.16797,1876.938,987.8477,3878.145,0
22140.31,1651,7.06476,15020,2,48.16797,1876.938,989.7422,3876.25,0
22140.31,1651,7.310924,15020,2,48.16797,1876.938,989.0586,3876.934,0
22140.32,1651,7.148865,14988,2,48.16797,1876.938,987.1484,3878.844,0
22140.32,1651,6.717045,14988,2,48.17578,1876.941,981.4883,3884.492,0
22140.32,1651,7.052897,14988,2,48.17578,1876.941,976.6719,3889.309,0
22392.27,1652,7.304786,14988,3,48.17578,1876.941,980.5,3885.48,0
22140.32,1651,7.388749,15020,2,48.17578,1876.941,981.582,3884.398,0
22140.32,1651,7.466443,15020,2,48.17578,1876.941,979.8594,3886.121,0
22142.05,1652,7.280335,15020,3,48.18359,1876.934,981.6328,3884.348,0
22140.2,1651,7.621441,15020,2,48.18359,1876.941,981.4297,3884.543,0
22140.23,1651,7.478992,14924,2,48.18359,1876.941,982.6641,3883.309,0
22141.45,1651,7.550336,14956,2,48.1875,1876.953,981.2109,3884.746,0
22143.45,1651,7.154882,14988,2,48.1875,1876.953,977.5117,3888.445,0
22145.2,1652,7.058824,14988,3,48.19531,1876.953,976.75,3889.199,0
22143.51,1651,7.124895,14988,2,48.19531,1876.953,981.1641,3884.785,0
22140.25,1651,7.29254,14988,2,48.19531,1876.953,977.5234,3888.426,0
22141.97,1652,6.297229,14988,3,48.19531,1876.953,980.1211,3885.828,0
22140.27,1651,5.564924,14988,2,48.19531,1876.953,979.9883,3885.961,0
22143.33,1651,6.055509,15020,2,48.20312,1876.945,975.2539,3890.695,0
22395.28,1652,5.457599,14988,3,48.20312,1876.953,974.9961,3890.945,0
22140.21,1651,6.035205,14956,3,48.20312,1876.953,982.2578,3883.684,0
22140.24,1651,7.124895,14956,2,48.20312,1876.953,981.0703,3884.871,0
22387.6,1651,6.980656,14988,3,48.20312,1876.953,981.0039,3884.938,0
22140.29,1651,7.148865,14988,2,48.20312,1876.953,980.7656,3885.176,0
22140.3,1651,7.142857,14988,2,48.21094,1876.953,986.2422,3879.691,0
22142.02,1652,5.625525,14988,3,48.21094,1877.0,989.9922,3875.895,0
22160.78,1651,5.733558,15020,3,48.21094,1877.0,990.5352,3875.352,0
22140.3,1651,5.788591,15020,2,48.21094,1877.0,988.582,3877.305,0
22142.02,1652,5.946399,15020,3,48.22656,1876.984,985.3594,3880.527,0
22140.36,1651,7.286432,15020,2,48.22656,1877.0,993.5078,3872.363,0
22140.36,1651,7.460184,15020,2,48.22656,1877.0,990.7383,3875.133,0
22140.24,1651,7.634228,15020,2,48.22656,1877.0,993.5117,3872.359,0
22140.28,1651,7.466443,15020,2,48.22656,1877.004,989.918,3875.949,0
22144.3,1652,5.630252,15052,2,48.22656,1877.004,985.2812,3880.586,0
22144.3,1652,5.546218,15020,2,48.24219,1876.988,982.0781,3883.789,0
22145.72,1655,6.297229,15020,3,48.24219,1877.004,981.625,3884.227,0
22140.33,1651,5.625525,15052,2,48.24219,1877.004,985.0664,3880.785,0
22392.28,1652,7.058824,15052,3,48.24219,1877.004,982.4336,3883.418,0
22140.34,1651,7.142857,15020,2,48.24219,1877.004,982.75,3883.102,0
22140.34,1651,7.070707,15020,2,48.25,1877.004,978.6523,3887.191,0
22140.34,1651,7.142857,14988,2,48.25,1877.004,976.668,3889.176,0
22140.34,1651,5.709488,14988,2,48.26562,1877.004,983.1523,3882.676,0
22140.27,1651,5.45302,15020,2,48.26562,1877.004,981.5,3884.328,0
22140.3,1651,5.280805,15052,2,48.26562,1877.004,988.4844,3877.344,0
22140.31,1651,5.378151,15020,2,48.26562,1877.004,988.0664,3877.762,0
22140.33,1652,6.806723,15020,2,48.26562,1877.004,988.6133,3877.215,0
22140.33,1652,6.538139,15020,2,48.27344,1877.004,989.1562,3876.664,0
22140.38,1652,7.06476,15052,2,48.27344,1877.004,988.9453,3876.875,0
22142.08,1653,6.818182,15052,3,48.27344,1877.004,988.3047,3877.516,0
22140.38,1652,5.946399,15052,2,48.28125,1876.996,987.9062,3877.914,0
22140.38,1652,5.699916,14988,2,48.28125,1877.004,983.5273,3882.285,0
22140.38,1652,6.677796,14956,2,48.28125,1877.016,987.5703,3878.23,0
22140.38,1652,6.015038,14956,2,48.28125,1877.016,987.0,3878.801,0
22140.39,1652,7.052897,14956,2,48.28125,1877.016,983.8867,3881.914,0
22142.24,1653,7.370184,14956,3,48.28906,1877.008,982.6289,3883.172,0
22140.41,1652,7.460184,14956,2,48.28906,1877.016,990.8633,3874.93,0
22140.41,1652,7.274247,14956,2,48.28906,1877.016,986.0781,3879.715,0
22140.75,1653,6.627517,14956,3,48.28906,1877.016,989.0508,3876.742,0
22140.42,1652,5.783738,14956,2,48.30469,1877.008,986.9336,3878.852,0
22140.42,1652,5.872483,15020,2,48.30469,1877.016,994.2539,3871.523,0
22142.26,1653,6.035205,15052,4,48.30469,1877.016,991.5586,3874.219,0
22140.42,1652,6.223717,15052,2,48.3125,1877.023,991.207,3874.555,0
22140.42,1652,7.226891,14988,2,48.3125,1877.023,987.207,3878.555,0
22141.17,1655,7.58214,14988,3,48.3125,1877.195,988.7852,3876.805,0
22140.45,1654,6.957251,15020,2,48.3125,1877.195,985.418,3880.172,0
22140.45,1654,7.364017,15020,2,48.3125,1877.195,985.4922,3880.098,0
22140.45,1653,6.795302,15020,2,48.32031,1877.195,985.5312,3880.051,0
22144.46,1654,7.310924,14988,2,48.32031,1877.195,973.1484,3892.434,0
22144.46,1654,7.154882,15020,2,48.32031,1877.195,974.5859,3890.996,0
22144.46,1654,6.801008,15020,2,48.32031,1877.195,969.9531,3895.629,0
22140.46,1653,7.466443,15052,2,48.32031,1877.195,969.832,3895.75,0
22142.18,1654,7.142857,15052,3,48.32031,1877.195,975.9609,3889.621,0
22140.46,1653,7.06476,15052,2,48.33203,1877.207,978.4531,3887.105,0
22140.46,1653,7.04698,15084,3,48.33203,1877.207,974.9414,3890.617,0
22148.03,1654,7.214765,15084,3,48.33203,1877.207,954.0312,3911.527,0
22146.34,1653,5.778894,15052,2,48.33984,1877.203,962.832,3902.723,0
22146.34,1653,5.936455,15020,2,48.33984,1877.203,961.0664,3904.488,0
22148.07,1654,6.124161,15020,3,48.33984,1877.203,962.6523,3902.902,0
22149.41,1653,7.460184,15020,2,48.33984,1877.203,963.1836,3902.371,0
22149.42,1652,7.453936,14988,2,48.33984,1877.203,958.75,3906.805,0
22150.37,1652,7.070707,15020,2,48.34766,1877.203,958.6562,3906.891,0
22150.37,1652,7.388749,14956,2,48.34766,1877.203,970.4375,3895.109,0
22150.37,1652,5.709488,14956,2,48.34766,1877.203,966.9648,3898.582,0
22158.82,1652,5.532272,14956,3,48.34766,1877.203,965.7383,3899.809,0
22157.63,1650,11.942809,14956,2,48.34766,1877.203,951.582,3913.965,0
22157.64,1650,6.134454,14988,2,48.34766,1877.199,948.25,3917.301,0
22156.34,1651,6.717045,15052,3,48.35547,1877.266,949.7305,3915.746,0
22154.55,1650,7.04698,15020,2,48.35547,1877.266,952.6719,3912.805,0
22146.48,1650,7.035176,15052,2,48.35547,1877.266,957.3281,3908.148,0
22146.59,1644,6.705784,15052,2,48.35547,1877.266,959.043,3906.434,0
22146.59,1644,5.882353,15052,2,48.35547,1877.27,959.7266,3905.746,0
22146.59,1644,5.728728,15052,2,48.36328,1877.27,959.1289,3906.336,0
22146.64,1644,5.564924,15052,2,48.36328,1877.27,963.0859,3902.379,0
22146.64,1644,5.47599,15052,2,48.36328,1877.27,962.2461,3903.219,0
22146.64,1644,6.884971,15052,2,48.39453,1877.27,961.4297,3904.004,0
22146.64,1644,6.711409,15052,2,48.41016,1877.27,960.7422,3904.676,0
22146.46,1645,7.220823,14988,2,48.41016,1877.27,963.8789,3901.539,0
22155.6,1647,7.718121,14956,3,48.41016,1877.27,957.4453,3907.973,0
22153.77,1646,7.388749,14956,2,48.41016,1877.27,960.1992,3905.219,0
22153.77,1646,7.208718,14956,2,48.41016,1877.27,957.0273,3908.391,0
22341.64,1645,7.885906,14956,3,48.41797,1877.27,959.1094,3906.301,0
22146.51,1645,7.388749,14956,2,48.41797,1877.27,958.7539,3906.656,0
22146.51,1645,7.335582,14956,2,48.41797,1877.27,963.0859,3902.324,0
22146.51,1645,7.13686,14956,2,48.41797,1877.27,963.6133,3901.797,0
22146.51,1645,7.640638,14956,3,48.42578,1877.27,968.5039,3896.898,0
22146.51,1645,7.401177,14956,2,48.42578,1877.273,969.6406,3895.758,0
22146.57,1645,6.47603,14956,2,48.42578,1877.273,965.3008,3900.098,0
22146.52,1645,5.719092,14956,2,48.42578,1877.273,966.6914,3898.707,0
22146.56,1645,5.808081,14956,2,48.42578,1877.273,966.3555,3899.043,0
22146.56,1645,5.294118,14956,2,48.43359,1877.273,965.082,3900.309,0
22147.4,1646,6.119028,14988,2,48.44141,1877.398,963.3438,3901.914,0
22147.4,1646,6.951424,15020,2,48.44141,1877.285,962.1602,3903.211,0
22147.4,1646,6.806723,14988,2,48.44141,1877.297,965.3789,3899.98,0
22147.47,1646,7.737595,15020,2,48.44141,1877.297,961.4453,3903.914,0
22177.58,1646,6.661046,15020,5,48.45703,1877.297,963.1172,3902.227,0
22147.53,1646,6.806723,15020,2,48.45703,1877.297,963.7266,3901.617,0
22147.53,1646,7.323232,15020,2,48.46484,1877.297,966.293,3899.043,0
22399.48,1647,7.280335,15020,3,48.46484,1877.297,962.1094,3903.227,0
22147.47,1646,7.304786,15020,2,48.46484,1877.297,962.5273,3902.809,0
22147.51,1646,7.370184,15020,2,48.47266,1877.289,964.625,3900.711,0
22147.51,1646,7.298658,14988,2,48.47266,1877.289,965.5469,3899.789,0
22147.51,1646,7.711651,15020,2,48.48047,1877.289,965.7852,3899.543,0
22147.52,1646,7.795474,14924,2,48.48047,1877.289,972.1562,3893.172,0
22147.52,1646,6.020067,14924,2,48.48047,1877.289,971.6641,3893.664,0
22147.52,1646,6.182122,14956,2,48.48047,1877.289,971.9219,3893.406,0
22147.52,1646,5.872483,14988,2,48.48047,1877.359,970.2852,3894.973,0
22147.52,1646,5.457599,14988,2,48.48828,1877.359,965.3516,3899.898,0
22147.52,1646,7.460184,14988,2,48.50391,1877.359,962.9805,3902.254,0
22147.52,1646,7.130872,14988,2,48.50391,1877.359,968.3594,3896.875,0
22147.46,1646,7.13686,15020,2,48.50391,1877.359,968.3047,3896.93,0
22147.43,1646,7.737595,15020,2,48.50391,1877.359,967.2578,3897.977,0
22399.39,1646,5.788591,14988,3,48.50391,1877.359,970.9727,3894.262,0
22147.45,1646,5.536913,15020,2,48.51172,1877.355,973.2461,3891.984,0
22145.45,1646,5.620805,14988,2,48.51172,1877.371,970.1953,3895.02,0
22147.45,1646,5.532272,14956,2,48.51172,1877.371,971.957,3893.258,0
22147.45,1646,6.386555,14956,2,48.51172,1877.371,971.8359,3893.379,0
22147.45,1646,7.16091,14988,2,48.52734,1877.355,963.9609,3901.254,0
22149.34,1647,7.323232,14988,3,48.52734,1877.371,969.5234,3895.676,0
22143.55,1647,7.245156,15020,2,48.52734,1877.371,978.3984,3886.801,0
22143.55,1647,5.966387,15052,2,48.52734,1877.371,974.6445,3890.555,0
22145.53,1647,5.808081,15052,4,48.53516,1877.359,974.6484,3890.555,0
22142.69,1646,5.946399,15020,2,48.53516,1877.359,976.1094,3889.094,0
22142.69,1646,5.966387,14988,2,48.53516,1877.359,973.4844,3891.719,0
22144.67,1647,7.052897,14988,3,48.53516,1877.359,975.4531,3889.75,0
22142.69,1646,7.298658,14988,2,48.53516,1877.359,974.2617,3890.941,0
22142.69,1646,7.544007,14988,2,48.53516,1877.359,973.0469,3892.156,0
22179.37,1647,12.162162,14988,5,48.54688,1877.352,932.8281,3932.371,0
22179.37,1647,18.44332,14988,4,48.54688,1877.375,932.2656,3932.91,0
22180.37,1647,10.810811,14988,2,48.54688,1877.379,929.4922,3935.68,0
22180.45,1647,11.308017,14988,2,48.54688,1877.43,934.5117,3930.609,0
22154.77,1647,11.739865,15052,4,48.54688,1877.43,951.6562,3913.465,0
22155.03,1647,12.436548,15052,3,48.55469,1877.434,951.207,3913.902,0
22159.38,1648,12.870449,15020,2,48.55469,1877.543,943.2148,3921.785,0
22177.43,1648,10.819949,15020,2,48.55469,1877.559,925.4141,3939.57,0
22179.14,1649,6.968934,14988,3,48.55469,1877.559,920.8242,3944.16,0
22167.41,1647,6.538139,14956,2,48.55469,1877.559,928.9844,3936.0,0
22149.49,1647,5.448449,14988,2,48.57031,1877.559,941.9062,3923.062,0
22149.5,1647,5.546218,14988,2,48.57031,1877.559,941.7656,3923.203,0
22153.51,1649,5.639731,15020,2,48.57031,1877.559,941.4609,3923.508,0
22153.51,1649,5.961377,14988,2,48.57031,1877.559,941.8164,3923.152,0
22352.98,1650,17.42809,14988,5,48.57031,1877.566,947.3711,3917.59,0
22151.44,1650,12.977099,14988,5,48.57031,1877.566,954.543,3910.418,0
22152.32,1650,13.508921,14988,3,48.57812,1877.566,952.9805,3911.973,0
22152.41,1650,12.277731,14988,4,48.57812,1877.566,956.5,3908.453,0
22150.41,1649,10.753599,15020,2,48.57812,1877.566,962.6758,3902.277,0
22150.41,1649,12.013536,14988,2,48.57812,1877.57,965.1367,3899.812,0
22154.59,1649,11.271186,14988,2,48.57812,1877.574,962.7383,3902.207,0
22154.85,1649,11.37321,15020,2,48.58594,1877.566,959.1133,3905.832,0
22163.13,1649,12.933221,15020,2,48.58594,1877.574,947.6406,3917.297,0
22163.46,1649,13.440406,15020,2,48.58594,1877.574,947.5117,3917.426,0
22163.77,1650,13.801863,15020,2,48.58594,1877.574,945.8086,3919.129,0
22165.73,1651,19.35757,14988,3,48.59375,1877.605,942.2188,3922.68,0
22163.75,1650,11.327134,14988,3,48.59375,1877.605,946.5117,3918.387,0
22163.73,1650,11.898734,15020,2,48.60156,1877.617,941.6758,3923.203,0
22411.38,1651,14.478114,15052,7,48.60156,1877.617,942.5195,3922.359,0
22159.43,1651,12.174643,15052,5,48.60156,1877.727,949.2227,3915.547,0
22166.71,1652,14.043993,15052,3,48.625,1877.723,942.0898,3922.66,0
22168.43,1653,13.613445,15052,3,48.625,1877.727,949.0273,3915.719,0
22166.71,1652,12.751678,15052,2,48.64062,1877.727,946.793,3917.938,0
22162.7,1651,12.984823,15020,5,48.64062,1877.727,948.7852,3915.945,0
22193.99,1654,15.3457,15020,2,48.65234,1878.027,907.7578,3956.66,0
22194.05,1654,5.733558,15020,2,48.66797,1878.031,900.5781,3963.82,0
22175.99,1654,5.986509,15020,2,48.66797,1878.105,920.0391,3944.285,0
22175.87,1656,5.991561,15020,2,48.66797,1878.105,921.75,3942.574,0
22146.8,1656,6.649832,15020,2,48.66797,1878.105,950.418,3913.906,0
22146.81,1659,7.304786,15020,2,48.66797,1878.105,948.293,3916.031,0
22146.81,1659,7.214765,15052,2,48.67578,1878.105,947.3945,3916.922,0
22146.81,1659,7.808564,15052,2,48.67578,1878.105,953.4219,3910.895,0
22393.68,1660,7.550336,15052,3,48.67578,1878.105,965.5859,3898.73,0
22141.73,1659,7.627829,15020,2,48.67578,1878.109,963.6328,3900.68,0
22141.73,1659,7.640638,15020,2,48.68359,1878.109,960.4336,3903.871,0
22143.45,1660,7.705192999999999,15020,3,48.68359,1878.109,955.5273,3908.777,0
22141.73,1659,7.011686,15052,2,48.68359,1878.109,955.582,3908.723,0
22141.67,1659,6.208054,14988,2,48.68359,1878.109,960.2734,3904.031,0
22391.66,1660,5.769231,14988,3,48.68359,1878.121,962.4922,3901.801,0
22363.16,1660,5.951383,14988,3,48.69141,1878.121,961.1484,3903.137,0
22141.71,1657,6.208054,14988,2,48.69922,1878.121,965.5078,3898.77,0
22143.69,1658,6.908172,14988,3,48.69922,1878.121,964.6875,3899.59,0
22148.71,1655,7.510549,15020,2,48.69922,1878.121,956.6016,3907.676,0
22148.73,1656,7.148865,15020,2,48.69922,1878.121,955.8281,3908.449,0
22145.67,1656,6.375839,15020,2,48.69922,1878.121,953.7969,3910.48,0
22145.45,1655,5.625525,15020,2,48.70703,1878.113,954.7539,3909.523,0
22145.46,1655,5.536913,14988,2,48.70703,1878.121,957.75,3906.52,0
22145.5,1655,5.466779,14988,2,48.70703,1878.121,956.9375,3907.332,0
22145.32,1655,6.134454,14988,2,48.70703,1878.121,959.8125,3904.457,0
22145.34,1655,7.142857,14988,2,48.70703,1878.121,960.2461,3904.023,0
22148.44,1656,7.815126,14956,2,48.71875,1878.125,958.8477,3905.406,0
22148.38,1656,7.563025,14956,2,48.71875,1878.129,957.1602,3907.09,0
22145.32,1656,7.035176,14956,1,48.73438,1878.129,958.8008,3905.434,0
22145.39,1656,5.793451,14956,1,48.73438,1878.129,964.7695,3899.465,0
22145.39,1656,6.281407,14988,1,48.73438,1878.129,961.2422,3902.992,0
22145.39,1656,5.956376,14988,1,48.73438,1878.344,961.0742,3902.945,0
22145.39,1656,6.276151,14988,2,48.73438,1878.344,964.6406,3899.379,0
22145.39,1656,7.537688,14988,2,48.73438,1878.344,961.625,3902.395,0
22145.39,1656,7.718121,15020,2,48.75,1878.344,963.3555,3900.648,0
22145.42,1656,7.472712,15020,2,48.75,1878.344,964.9219,3899.082,0
22145.43,1656,7.329402,15020,1,48.75781,1878.344,961.1094,3902.887,0
22145.43,1657,5.857741,15020,3,48.75781,1878.344,960.9961,3903.0,0
22145.43,1656,5.616094,15020,1,48.75781,1878.344,962.9453,3901.051,0
22146.1,1657,5.951383,15020,2,48.75781,1878.344,961.375,3902.621,0
22144.6,1654,5.976431,15052,2,48.75781,1878.344,964.043,3899.953,0
22144.58,1653,6.638655,15052,2,48.76562,1878.344,965.6289,3898.359,0
22144.58,1653,7.208718,15020,2,48.76562,1878.344,967.5977,3896.391,0
22396.53,1654,6.801008,15020,5,48.76562,1878.344,966.9609,3897.027,0
22144.58,1653,6.705784,15020,2,48.76562,1878.344,971.3477,3892.641,0
22148.56,1654,6.9747900000000005,15020,2,48.76562,1878.344,972.3359,3891.652,0
22150.29,1655,6.968934,14988,3,48.76562,1878.344,974.4766,3889.512,0
22148.62,1654,7.06476,14988,2,48.77344,1878.344,971.4102,3892.57,0
22146.61,1653,6.980656,14956,2,48.77344,1878.344,969.168,3894.812,0
22146.61,1653,6.801008,14988,2,48.77344,1878.344,968.3945,3895.586,0
22146.62,1653,7.376362,14988,2,48.77344,1878.344,967.957,3896.023,0
22148.32,1654,7.04698,14988,3,48.77344,1878.344,965.0352,3898.945,0
22146.62,1653,7.286432,14988,2,48.78125,1878.344,967.1094,3896.863,0
22146.63,1653,7.453936,14956,2,48.79297,1878.355,964.0195,3899.93,0
22148.48,1654,7.705192999999999,14956,3,48.79297,1878.355,968.4258,3895.523,0
22146.6,1653,7.795474,14988,2,48.79297,1878.355,968.168,3895.781,0
22146.69,1654,7.569386,15084,2,48.79297,1878.355,969.7227,3894.227,0
22146.69,1654,7.453936,15084,2,48.79297,1878.359,969.582,3894.363,0
22146.69,1654,7.460184,15084,2,48.82422,1878.352,973.4141,3890.508,0
22146.69,1654,7.148865,15020,2,48.82422,1878.359,968.6602,3895.254,0
22146.69,1654,6.896552,15020,3,48.82422,1878.359,972.5391,3891.375,0
22146.69,1654,6.722689,15020,2,48.82422,1878.359,966.2344,3897.68,0
22148.66,1655,5.966387,14988,2,48.82422,1878.359,969.1992,3894.715,0
22146.69,1654,5.285235,14988,1,48.82422,1878.359,968.1172,3895.797,0
22146.69,1654,5.719092,15052,2,48.83203,1878.359,970.6836,3893.223,0
22146.7,1654,5.961377,15020,2,48.83203,1878.359,967.5117,3896.395,0
22146.71,1654,6.694561,15020,2,48.83203,1878.359,961.043,3902.863,0
22146.71,1654,6.78392,15052,2,48.83203,1878.359,965.3164,3898.59,0
22148.44,1655,7.058824,15052,3,48.83203,1878.359,968.4531,3895.453,0
22146.72,1654,6.302521,15052,1,48.83984,1878.359,965.1875,3898.711,0
22275.63,1664,5.996622,14988,2,48.83984,1878.359,957.2656,3906.633,0
22148.52,1655,5.29857,15020,2,48.83984,1878.359,963.9336,3899.965,0
22146.85,1654,5.560236,14956,1,48.83984,1878.359,959.8125,3904.086,0
22146.85,1654,5.872483,14988,2,48.83984,1878.395,959.1914,3904.672,0
22148.57,1655,7.142857,14988,3,48.83984,1878.395,960.2578,3903.605,0
22146.7,1654,7.949791,14956,2,48.84766,1878.395,960.8789,3902.977,0
22146.69,1653,7.388749,14956,2,48.84766,1878.406,962.4844,3901.359,0
22153.87,1654,9.815436,14988,1,48.84766,1878.406,957.7266,3906.117,0
