object_detection_mem.committed_Committed_AS,object_detection_system.active_processes_active,object_detection_system.cpu_user,object_detection_system.file_nr_used_used,object_detection_system.processes_running,object_detection_system.ram_buffers,object_detection_system.ram_cached,object_detection_system.ram_free,object_detection_system.ram_used,Target
24183.42,1695,6.370495,15180,2,47.82031,2006.398,515.3906,4221.488,0
24183.42,1695,5.709488,15148,2,47.82031,2006.398,517.7812,4219.098,0
24185.59,1695,5.862647,15116,2,47.82031,2006.398,512.918,4223.961,0
24187.42,1696,5.872483,15084,2,47.83594,2006.398,518.7148,4218.148,0
24187.42,1696,5.536913,15116,2,47.83594,2006.398,516.0117,4220.852,0
24187.42,1696,5.862647,15116,2,47.83594,2006.398,519.0625,4217.801,0
24182.47,1695,5.769231,15084,2,47.83594,2006.398,517.9023,4218.961,0
24328.39,1707,6.108787,15116,3,47.83594,2006.523,512.5938,4224.145,0
24179.41,1695,5.877414,15116,2,47.83594,2006.523,515.1602,4221.578,0
24180.03,1696,5.625525,15116,3,47.84375,2006.547,516.4375,4220.27,0
24179.43,1695,6.035205,15148,2,47.84375,2006.574,521.5156,4215.164,0
24177.42,1694,6.030151,15148,3,47.84375,2006.59,520.7695,4215.895,0
24181.15,1695,6.139613,15148,3,47.84375,2006.59,524.1172,4212.547,0
24179.43,1694,7.376362,15148,2,47.84375,2006.723,522.8867,4213.645,0
24179.43,1694,7.245156,15212,2,47.84375,2006.723,519.2305,4217.301,0
24182.43,1694,12.184874,15212,2,47.85156,2006.723,516.625,4219.898,0
24182.48,1694,6.9747900000000005,15212,2,47.85156,2006.723,518.3086,4218.215,0
24179.41,1694,5.867561,15212,2,47.85156,2006.723,517.3516,4219.172,0
24179.34,1694,5.862647,15212,2,47.85156,2006.723,517.5664,4218.957,0
24179.36,1694,5.723906,15212,2,47.85156,2006.723,516.6836,4219.84,0
24179.38,1694,6.040268,15212,2,47.85938,2006.723,524.7578,4211.758,0
24429.01,1694,6.890756,15212,3,47.85938,2006.723,526.3359,4210.18,0
24179.38,1694,7.388749,15148,2,47.85938,2006.723,527.3594,4209.156,0
24179.38,1694,7.472712,15148,2,47.85938,2006.723,523.082,4213.434,0
24179.38,1694,6.818182,15148,2,47.85938,2006.723,525.25,4211.266,0
24179.38,1694,7.142857,15180,2,47.86719,2006.723,521.1094,4215.398,0
24181.09,1695,7.310924,15116,3,47.875,2006.711,515.0859,4221.426,0
24179.38,1694,7.13686,15116,2,47.875,2006.711,514.9922,4221.52,0
24179.38,1694,7.208718,15180,3,47.875,2006.711,518.4336,4218.078,0
24183.29,1695,5.719092,15180,3,47.875,2006.711,518.0508,4218.461,0
24182.54,1694,6.223717,15212,2,47.875,2006.711,518.8203,4217.691,0
24182.54,1694,5.634987,15180,2,47.88281,2006.711,515.3203,4221.184,0
24181.55,1695,5.966387,15180,3,47.88281,2006.711,517.6523,4218.852,0
24179.47,1694,5.307498,15180,2,47.88281,2006.711,517.2188,4219.285,0
24179.48,1694,5.634987,15180,2,47.88281,2006.723,525.0625,4211.43,0
24179.48,1694,5.630252,15180,2,47.88281,2006.723,521.3008,4215.191,0
24179.53,1694,5.485232,15244,2,47.88281,2006.738,527.2305,4209.246,0
24179.54,1694,6.649832,15244,2,47.89062,2006.738,527.3008,4209.168,0
24179.54,1694,6.919831,15212,2,47.89062,2006.738,536.1992,4200.27,0
24179.54,1694,6.655434,15244,2,47.89062,2006.742,533.1523,4203.312,0
24179.48,1694,7.401177,15244,2,47.89062,2006.742,534.8438,4201.621,0
24179.52,1694,5.971405,15244,2,47.90625,2006.742,528.6875,4207.762,0
24179.52,1694,5.387205,15244,1,47.90625,2006.742,530.8672,4205.582,0
24179.52,1694,5.378151,15244,1,47.91406,2006.742,526.4883,4209.953,0
24179.56,1694,5.649241,15244,1,47.91406,2006.742,529.4297,4207.012,0
24182.62,1694,6.560135,15244,2,47.91406,2006.742,518.5273,4217.914,0
24182.62,1694,7.035176,15244,2,47.91406,2006.742,520.3555,4216.086,0
24181.27,1695,6.951424,15212,3,47.91406,2006.742,520.1992,4216.242,0
24179.56,1694,6.806723,15212,2,47.91406,2006.742,525.3398,4211.102,0
24179.57,1694,6.934002,15180,2,47.92969,2006.742,521.8984,4214.527,0
24185.43,1696,6.850459,15180,3,47.92969,2006.855,520.0078,4216.305,0
24190.67,1696,7.544007,15180,2,47.92969,2006.867,510.25,4226.051,0
24213.64,1696,7.466443,15180,2,47.92969,2006.867,469.9297,4266.371,0
24206.52,1695,6.139613,15180,1,47.9375,2006.879,471.4375,4264.844,0
24206.52,1695,5.210084,15148,1,47.9375,2006.879,465.5664,4270.715,0
24185.34,1694,5.378151,15148,1,47.9375,2006.879,480.0039,4256.277,0
24187.17,1695,5.634987,15212,2,47.9375,2006.879,483.4258,4252.855,0
24185.45,1694,6.213266,15212,2,47.9375,2006.879,485.3867,4250.895,0
24185.45,1694,6.980656,15212,2,47.9375,2006.91,479.1875,4257.062,0
24180.43,1694,6.734007,15212,2,47.94531,2006.91,487.1445,4249.098,0
24180.43,1694,6.992418,15244,2,47.94531,2006.91,490.0938,4246.148,0
24180.43,1694,6.806723,15244,2,47.94531,2006.91,490.7148,4245.527,0
24182.55,1694,7.317073,15244,2,47.94531,2006.91,493.8555,4242.387,0
24180.31,1694,7.142857,15244,4,47.94531,2006.91,493.6289,4242.613,0
24334.91,1708,12.363331,15244,5,47.96875,2006.91,487.4414,4248.777,0
24187.4,1695,6.722689,15244,1,47.96875,2006.91,494.125,4242.094,0
24191.35,1695,6.060606,15244,3,47.96875,2006.91,485.6484,4250.57,0
24220.52,1694,6.223717,15244,2,47.96875,2006.91,484.1797,4252.039,0
24187.4,1694,5.555556,15212,1,47.96875,2006.914,487.6953,4248.52,0
24184.34,1694,5.971405,15244,2,47.96875,2006.914,503.5781,4232.637,0
24185.08,1696,7.04698,15244,3,47.97656,2006.914,503.0898,4233.117,0
24184.39,1692,7.226891,15212,2,47.97656,2006.918,506.1602,4230.043,0
24182.2,1693,7.634228,15244,2,47.97656,2006.93,510.7695,4225.422,0
24189.15,1693,7.737595,15244,3,47.97656,2007.016,506.9688,4229.137,0
24187.35,1692,5.803196,15212,1,47.97656,2007.012,505.9258,4230.184,0
24187.29,1692,9.840202,15244,1,47.98438,2007.012,502.8203,4233.281,0
24436.3,1693,5.778894,15212,3,47.98438,2007.012,500.625,4235.477,0
24184.23,1693,5.8873,15212,1,47.98438,2007.012,506.418,4229.684,0
24184.23,1693,7.118928,15212,2,47.98438,2007.012,504.7422,4231.359,0
24436.18,1694,7.226891,15212,3,47.98438,2007.012,507.2344,4228.867,0
24184.23,1693,7.376362,15212,2,47.98438,2007.012,505.1641,4230.938,0
24187.36,1694,8.389262,15212,2,48.0,2007.012,502.3945,4233.691,0
24436.95,1694,6.192469,15244,2,48.01562,2007.0,499.7305,4236.352,0
24184.24,1694,5.966387,15244,1,48.01562,2007.0,501.082,4235.0,0
24184.27,1694,6.113903,15244,1,48.02344,2007.0,497.9883,4238.086,0
24186.12,1695,6.281407,15244,2,48.02344,2007.0,499.3125,4236.762,0
24184.28,1694,7.04698,15212,2,48.02344,2007.0,497.7969,4238.277,0
24184.28,1693,7.304786,15180,2,48.02344,2007.0,504.125,4231.949,0
24439.94,1694,7.795474,15212,3,48.02344,2007.0,502.6719,4233.402,0
24190.42,1694,7.879296,15244,2,48.03125,2007.0,499.1523,4236.914,0
24190.42,1695,6.963087,15276,1,48.03125,2007.0,496.0195,4240.047,0
24184.29,1694,6.182122,15212,1,48.03125,2007.0,499.8398,4236.227,0
24184.29,1694,6.192469,15212,1,48.04688,2007.0,497.375,4238.676,0
24184.29,1694,5.867561,15244,1,48.04688,2007.0,501.9688,4234.082,0
24185.95,1695,6.397306,15212,3,48.04688,2007.0,501.1602,4234.891,0
24184.27,1694,7.802013,15212,2,48.05078,2007.09,495.9766,4239.98,0
24184.27,1694,7.38255,15212,2,48.05078,2007.09,500.3398,4235.617,0
24184.27,1694,7.401177,15212,2,48.05078,2007.094,498.0703,4237.883,0
24190.29,1694,8.761584,15180,2,48.05859,2007.094,482.4922,4253.453,0
24192.13,1695,7.070707,15212,3,48.05859,2007.094,482.7773,4253.168,0
24190.29,1694,7.130872,15180,2,48.05859,2007.094,483.6641,4252.281,0
24190.29,1694,7.608696,15212,2,48.05859,2007.094,484.4688,4251.477,0
24439.2,1694,7.220823,15212,3,48.06641,2007.094,483.0625,4252.875,0
24189.47,1693,7.401177,15212,2,48.06641,2007.098,495.4688,4240.465,0
24189.47,1692,7.407407,15212,2,48.06641,2007.098,492.4961,4243.438,0
24192.47,1692,7.575758,15212,2,48.06641,2007.109,488.2656,4247.656,0
24192.5,1691,6.705784,15180,1,48.06641,2007.109,486.0859,4249.836,0
24189.45,1692,6.04534,15180,1,48.06641,2007.109,492.957,4242.965,0
24189.45,1692,5.704698,15212,1,48.07422,2007.105,491.6836,4244.234,0
24192.71,1692,5.89722,15244,1,48.07422,2007.109,488.0195,4247.895,0
24192.71,1692,6.291946,15244,3,48.08203,2007.109,480.8555,4255.051,0
24200.68,1692,12.816189,15212,1,48.08203,2007.109,467.7969,4268.109,0
24200.68,1692,6.879195,15212,1,48.08203,2007.109,461.375,4274.531,0
24194.36,1692,7.076664,15148,2,48.08203,2007.109,459.1602,4276.746,0
24197.48,1692,6.867672,15148,1,48.08203,2007.109,452.0156,4283.891,0
24192.68,1692,5.61139,15148,1,48.08203,2007.109,456.8555,4279.051,0
24189.62,1692,5.541562,15180,1,48.08984,2007.109,451.7227,4284.176,0
24189.62,1692,5.61139,15180,1,48.08984,2007.109,448.0625,4287.836,0
24189.62,1692,5.236486,15212,1,48.08984,2007.109,446.625,4289.273,0
24183.65,1692,12.721146,15244,2,48.11328,2007.086,447.1211,4288.777,0
24185.02,1695,6.806723,15244,3,48.11328,2007.109,440.5195,4295.355,0
24320.94,1702,6.806723,15276,5,48.12891,2007.109,433.2031,4302.656,0
24437.72,1693,8.263069,15308,3,48.14453,2007.109,441.8906,4293.953,0
24187.66,1693,5.639731,15308,1,48.14453,2007.109,442.1758,4293.668,0
24221.6,1693,5.981466,15308,1,48.14453,2007.109,401.7266,4334.117,0
24221.6,1693,5.738397,15308,1,48.14453,2007.109,399.543,4336.301,0
24221.52,1693,6.060606,15244,1,48.14453,2007.125,396.3477,4339.48,0
24221.46,1693,7.647059,15244,1,48.15234,2007.125,395.9141,4339.906,0
24191.46,1693,7.142857,15276,3,48.15234,2007.125,414.3477,4321.473,0
24189.63,1692,6.968934,15276,1,48.15234,2007.125,419.9414,4315.879,0
24189.63,1692,7.058824,15276,2,48.15234,2007.125,427.3281,4308.492,0
24191.48,1693,6.867672,15276,3,48.15234,2007.125,429.2617,4306.559,0
24184.54,1692,6.986532,15276,1,48.16016,2007.125,443.1328,4292.68,0
24184.54,1692,7.38255,15244,1,48.16016,2007.125,444.7148,4291.098,0
24184.54,1692,7.298658,15244,1,48.16016,2007.125,452.4531,4283.359,0
24184.55,1692,7.298658,15212,1,48.16016,2007.258,452.4297,4283.25,0
24186.64,1693,7.640638,15244,2,48.16797,2007.391,455.5156,4280.023,0
24188.57,1689,7.070707,15212,1,48.16797,2007.469,462.8711,4272.59,0
24188.5,1689,7.815126,15212,1,48.16797,2007.469,461.4258,4274.035,0
24190.39,1690,6.543624,15212,2,48.16797,2007.469,460.9219,4274.539,0
24184.53,1688,5.941423,15212,1,48.16797,2007.469,465.7305,4269.73,0
24184.53,1688,6.182122,15212,1,48.16797,2007.469,468.5234,4266.938,0
24184.53,1688,6.040268,15180,1,48.17578,2007.469,470.4805,4264.973,0
24184.53,1688,6.688963,15180,1,48.17578,2007.469,470.9883,4264.465,0
24184.53,1688,7.370184,15148,1,48.17578,2007.469,474.9336,4260.52,0
24186.25,1689,7.118928,15148,2,48.17578,2007.469,473.3242,4262.129,0
24184.53,1688,7.388749,15180,1,48.17578,2007.469,467.0508,4268.402,0
24184.54,1688,7.401177,15180,1,48.18359,2007.469,466.2383,4269.207,0
24219.85,1688,7.13686,15180,2,48.18359,2007.469,472.9258,4262.52,0
24186.66,1688,7.569386,15148,1,48.18359,2007.473,472.6758,4262.766,0
24186.69,1688,7.744108,15212,1,48.18359,2007.473,474.7617,4260.68,0
24184.57,1688,6.560135,15212,1,48.18359,2007.473,476.6289,4258.812,0
24184.58,1688,7.407407,15212,1,48.19141,2007.465,479.7656,4255.676,0
24186.29,1689,7.370184,15244,2,48.20703,2007.473,479.3555,4256.062,0
24184.58,1688,6.908172,15276,1,48.22266,2007.473,480.875,4254.527,0
24184.59,1688,7.142857,15276,1,48.22266,2007.477,477.0039,4258.395,0
24185.74,1688,7.148865,15244,2,48.24609,2007.477,484.9727,4250.402,0
24183.76,1687,7.16091,15244,1,48.24609,2007.477,480.2578,4255.117,0
24183.76,1687,6.986532,15244,1,48.24609,2007.477,484.7109,4250.664,0
24183.76,1687,6.951424,15276,1,48.24609,2007.477,484.6992,4250.676,0
24183.82,1687,8.326325,15276,2,48.24609,2007.254,477.8945,4257.703,0
24183.83,1687,7.017544,15244,1,48.25391,2007.477,477.6562,4257.711,0
24183.83,1687,6.957251,15244,1,48.25391,2007.477,476.6719,4258.695,0
24183.83,1687,6.879195,15212,1,48.26172,2007.477,472.7578,4262.602,0
24185.66,1688,5.373636,15180,2,48.26172,2007.477,474.2578,4261.102,0
24179.82,1687,5.550883,15180,1,48.26172,2007.477,477.6562,4257.703,0
24179.82,1687,5.5696200000000005,15180,1,48.26172,2007.477,481.6719,4253.688,0
24179.83,1687,5.812974,15212,1,48.26172,2007.477,484.1094,4251.25,0
24179.84,1687,6.890756,15212,1,48.26172,2007.477,489.2188,4246.141,0
24179.84,1687,6.896552,15212,1,48.26953,2007.477,487.3164,4248.035,0
24181.54,1688,7.323232,15212,2,48.26953,2007.477,487.2969,4248.055,0
24179.59,1687,7.239057,15244,1,48.26953,2007.477,486.2695,4249.082,0
24179.61,1687,5.793451,15244,1,48.26953,2007.477,487.2773,4248.074,0
24185.47,1689,5.803196,15244,2,48.26953,2007.477,486.0117,4249.34,0
24183.64,1688,5.644482,15244,1,48.27734,2007.477,490.4102,4244.934,0
24183.64,1688,5.788591,15244,1,48.27734,2007.477,481.2148,4254.129,0
24181.6,1688,6.896552,15276,2,48.27734,2007.477,484.5234,4250.82,0
24179.64,1687,7.124895,15276,2,48.27734,2007.477,486.2656,4249.078,0
24270.97,1691,7.13686,15244,2,48.27734,2007.477,483.5195,4251.824,0
24431.58,1687,7.124895,15244,2,48.27734,2007.477,485.7461,4249.598,0
24179.64,1687,7.634228,15212,1,48.28516,2007.477,486.7188,4248.617,0
24179.64,1687,7.550336,15212,1,48.28516,2007.477,485.625,4249.711,0
24181.77,1687,8.207705,15212,1,48.28516,2007.477,482.4844,4252.852,0
24179.67,1687,7.401177,15212,1,48.28516,2007.477,484.7305,4250.605,0
24179.68,1687,6.532663,15212,1,48.28516,2007.48,484.7852,4250.547,0
24179.68,1687,6.020067,15212,1,48.29297,2007.48,481.0977,4254.227,0
24178.82,1687,5.956376,15244,1,48.30859,2007.445,482.3242,4253.02,0
24178.82,1687,6.20285,15180,1,48.30859,2007.48,480.0156,4255.293,0
24177.49,1688,6.103679,15148,2,48.30859,2007.48,482.0625,4253.246,0
24175.77,1687,5.783738,15116,1,48.30859,2007.48,481.8594,4253.449,0
24175.77,1687,5.867561,15116,1,48.32422,2007.48,482.6953,4252.598,0
24177.47,1688,6.192469,15148,2,48.33203,2007.48,481.8047,4253.48,0
24175.77,1687,5.616094,15148,1,48.33203,2007.48,482.3555,4252.93,0
24175.77,1687,5.847953,15148,1,48.33203,2007.48,484.3672,4250.918,0
24175.77,1687,5.597327,15180,1,48.33203,2007.48,484.1914,4251.094,0
24175.77,1687,5.872483,15212,1,48.34766,2007.594,488.3516,4246.805,0
24179.79,1688,6.20285,15212,1,48.34766,2007.594,487.8633,4247.293,0
24177.79,1688,7.569386,15180,1,48.34766,2007.594,488.7773,4246.379,0
24179.79,1688,6.908172,15212,1,48.36328,2007.688,486.0039,4249.043,0
24175.78,1687,7.226891,15148,1,48.36328,2007.688,486.5391,4248.508,0
24177.89,1688,6.963087,15212,2,48.36328,2007.824,484.5898,4250.32,0
24175.79,1687,6.789606,15212,1,48.36328,2007.824,483.9688,4250.941,0
24175.79,1687,6.951424,15180,1,48.36328,2007.824,483.1836,4251.727,0
24427.73,1687,6.861925,15180,2,48.37109,2007.824,484.5742,4250.328,0
24175.79,1687,7.041073,15180,3,48.37109,2007.824,482.6719,4252.23,0
24175.81,1687,6.968934,15180,1,48.37891,2007.824,483.9102,4250.984,0
24175.82,1687,7.226891,15212,1,48.37891,2007.824,481.7031,4253.191,0
24176.95,1690,7.317073,15148,2,48.37891,2007.824,482.9492,4251.945,0
24177.53,1688,6.9747900000000005,15180,2,48.37891,2007.824,480.3867,4254.508,0
24177.95,1687,5.728728,15212,1,48.37891,2007.824,479.6914,4255.203,0
24177.95,1688,5.951383,15212,1,48.38672,2007.824,479.1641,4255.723,0
24182.9,1689,5.981466,15180,1,48.38672,2007.824,481.2969,4253.59,0
24182.9,1689,5.457599,15244,1,48.38672,2007.824,479.5781,4255.309,0
24179.84,1689,6.890756,15244,2,48.38672,2007.828,477.9453,4256.938,0
24177.8,1689,6.884971,15244,2,48.38672,2007.828,480.6758,4254.207,0
24178.78,1688,12.184874,15244,1,48.39453,2007.828,481.3984,4253.477,0
24175.8,1688,7.537688,15244,1,48.39453,2007.828,481.5469,4253.328,0
24176.26,1689,7.317073,15244,3,48.39453,2007.84,480.9141,4253.949,0
24175.82,1688,7.118928,15244,1,48.39453,2007.84,478.8945,4255.969,0
24175.82,1688,7.627829,15244,1,48.39453,2007.84,479.0625,4255.801,0
24175.82,1688,7.052897,15276,1,48.39453,2007.84,477.3164,4257.547,0
24178.95,1688,6.939799,15276,1,48.40234,2007.84,481.6172,4253.238,0
24175.89,1688,6.338616,15276,1,48.40234,2007.84,483.9453,4250.91,0
24427.83,1688,6.025105,15276,2,48.40234,2007.84,487.0078,4247.848,0
24175.89,1688,5.877414,15276,1,48.40234,2007.84,487.5312,4247.324,0
24182.89,1687,7.04698,15276,1,48.40234,2007.84,479.5078,4255.348,0
24434.78,1688,7.232969,15244,2,48.41016,2007.84,478.2852,4256.562,0
24179.81,1687,7.815126,15180,1,48.41016,2007.84,481.1953,4253.652,0
24179.81,1687,7.310924,15180,1,48.42578,2007.84,477.6797,4257.152,0
24179.81,1687,6.359833,15212,1,48.43359,2007.84,477.6992,4257.125,0
24179.81,1687,5.936455,15212,1,48.43359,2007.84,477.2148,4257.609,0
24179.81,1687,5.872483,15244,1,48.43359,2007.84,476.4414,4258.383,0
24181.54,1688,5.709488,15244,2,48.43359,2007.84,479.0625,4255.762,0
24180.19,1687,6.486942,15212,1,48.43359,2007.84,475.8047,4259.02,0
24180.19,1687,7.304786,15212,1,48.44922,2007.848,476.1328,4258.668,0
24292.53,1694,6.823926,15212,2,48.44922,2007.84,474.9727,4259.836,0
24180.44,1687,7.453936,15212,1,48.46484,2007.84,485.8438,4248.949,0
24180.44,1687,6.867672,15180,1,48.46484,2007.84,487.1562,4247.637,0
24180.45,1687,6.694561,15180,1,48.46484,2007.84,490.4062,4244.387,0
24188.52,1687,6.789606,15148,1,48.46484,2007.84,472.5547,4262.238,0
24190.37,1688,6.638655,15180,2,48.46484,2007.84,472.0977,4262.695,0
24188.52,1687,6.717045,15180,1,48.47266,2007.84,470.8281,4263.957,0
24190.64,1687,7.323232,15212,1,48.47266,2007.844,468.3672,4266.414,0
24213.76,1687,6.908172,15244,1,48.48047,2007.844,475.1797,4259.594,0
24217.66,1687,8.768971,15212,3,48.48828,2007.902,453.0039,4281.703,0
24217.68,1687,7.388749,15244,1,48.48828,2007.93,448.3867,4286.293,0
24221.66,1687,7.239057,15244,1,48.48828,2007.93,434.1094,4300.57,0
24192.58,1687,7.154882,15244,1,48.48828,2007.93,460.1016,4274.578,0
24189.98,1688,7.304786,15244,2,48.48828,2007.93,456.5742,4278.105,0
24189.52,1687,6.884971,15244,1,48.48828,2007.93,458.7031,4275.977,0
24189.52,1687,7.556675,15212,1,48.49609,2007.93,450.5469,4284.125,0
24186.16,1688,7.13686,15180,2,48.49609,2007.93,457.0547,4277.617,0
24185.74,1690,7.401177,15180,2,48.49609,2007.93,457.9375,4276.734,0
24184.45,1687,7.13686,15212,1,48.49609,2007.93,459.1094,4275.562,0
24184.45,1687,5.769231,15212,1,48.49609,2007.93,457.7891,4276.883,0
24184.45,1687,6.025105,15212,1,48.51172,2007.93,457.1836,4277.473,0
24184.45,1687,5.719092,15244,1,48.51172,2007.93,460.6719,4273.984,0
24209.18,1688,6.093489,15244,2,48.51172,2008.047,434.7969,4299.742,0
24212.32,1689,7.724601,15212,1,48.51562,2008.059,430.3438,4304.18,0
24212.33,1689,7.550336,15244,1,48.51562,2008.059,432.543,4301.98,0
24212.39,1689,7.737595,15276,1,48.53125,2008.117,439.3164,4295.133,0
24190.46,1688,7.407407,15212,1,48.53125,2008.117,460.0586,4274.391,0
24190.46,1688,7.556675,15212,1,48.54688,2008.117,454.5859,4279.848,0
24190.46,1688,6.957251,15212,1,48.54688,2008.117,450.8945,4283.539,0
24190.46,1688,7.13686,15212,1,48.54688,2008.121,441.7188,4292.711,0
24187.36,1689,6.9747900000000005,15212,2,48.54688,2008.121,446.5859,4287.844,0
24185.38,1688,7.16091,15212,1,48.54688,2008.125,446.2852,4288.141,0
24185.38,1688,6.986532,15212,1,48.54688,2008.125,449.7891,4284.637,0
24185.38,1688,6.980656,15212,1,48.5625,2008.242,453.3828,4280.91,0
24191.41,1689,7.485282,15244,1,48.5625,2008.242,452.1641,4282.129,0
24191.43,1689,6.627517,15244,1,48.5625,2008.242,455.2305,4279.062,0
24189.3,1689,5.196982,15244,1,48.5625,2008.242,456.5352,4277.758,0
24185.3,1688,5.541562,15276,1,48.5625,2008.246,461.4336,4272.855,0
24185.3,1688,5.793451,15212,1,48.57031,2008.246,460.7305,4273.551,0
24187.03,1689,5.47138,15212,2,48.57031,2008.246,468.8711,4265.41,0
24185.31,1688,5.550883,15244,1,48.57031,2008.246,465.0664,4269.215,0
24185.36,1688,5.728728,15244,1,48.57031,2008.246,471.2227,4263.059,0
24407.56,1689,5.555556,15244,2,48.57031,2008.246,468.3398,4265.941,0
24185.36,1689,5.541562,15244,1,48.57031,2008.246,470.1602,4264.121,0
24185.23,1689,5.723906,15276,1,48.57812,2008.258,472.5234,4261.738,0
24185.26,1689,5.541562,15276,1,48.57812,2008.312,470.957,4263.25,0
24189.29,1690,5.45302,15276,1,48.57812,2008.312,470.5703,4263.637,0
24189.29,1690,6.370495,15244,1,48.57812,2008.312,475.9141,4258.293,0
24189.29,1690,7.20268,15212,1,48.57812,2008.312,473.2305,4260.977,0
24185.32,1689,7.04698,15212,1,48.57812,2008.312,480.6523,4253.555,0
24188.39,1689,7.563025,15212,1,48.58594,2008.312,470.1094,4264.09,0
24190.24,1690,7.035176,15148,2,48.58594,2008.312,474.0312,4260.168,0
24185.33,1689,5.951383,15148,1,48.58594,2008.312,480.2109,4253.988,0
24184.5,1688,6.020067,15148,1,48.61719,2008.301,479.9531,4254.227,0
24184.5,1688,6.359833,15116,1,48.61719,2008.301,479.5547,4254.625,0
24187.62,1688,9.949833,15116,9,48.61719,2008.301,480.1641,4254.016,0
24184.51,1688,8.907563,15148,1,48.61719,2008.301,481.6562,4252.523,0
24270.55,1689,7.38255,15180,3,48.61719,2008.301,478.8828,4255.297,0
24184.52,1688,6.812447,15180,2,48.625,2008.301,478.3203,4255.852,0
24184.52,1688,7.13686,15180,1,48.625,2008.305,478.3203,4255.848,0
24347.59,1689,6.532663,15180,2,48.625,2008.316,473.4414,4260.715,0
24188.68,1689,6.113903,15212,1,48.625,2008.316,468.6289,4265.527,0
24188.68,1689,6.040268,15212,1,48.625,2008.316,464.4805,4269.676,0
24440.62,1689,5.550883,15212,2,48.625,2008.316,464.0547,4270.102,0
24185.48,1689,7.154882,15212,1,48.63281,2008.316,472.4922,4261.656,0
24185.42,1689,6.986532,15244,1,48.63281,2008.316,472.7227,4261.426,0
24187.17,1690,6.801008,15244,2,48.63281,2008.32,473.8164,4260.328,0
24187.53,1689,7.35786,15212,1,48.63281,2008.32,474.1523,4259.992,0
24185.4,1689,6.789606,15212,1,48.63281,2008.32,469.5586,4264.586,0
24185.4,1689,6.538139,15212,1,48.64062,2008.312,468.8828,4265.262,0
24185.4,1689,6.968934,15180,1,48.64844,2008.32,471.4141,4262.715,0
24186.46,1690,7.329402,15244,2,48.64844,2008.32,469.668,4264.461,0
24184.5,1689,7.070707,15244,1,48.64844,2008.32,474.625,4259.504,0
24181.45,1689,6.728343,15244,1,48.64844,2008.32,472.832,4261.297,0
24181.77,1690,7.16091,15244,2,48.66406,2008.32,477.668,4256.445,0
24181.45,1689,6.801008,15244,1,48.66406,2008.32,480.7773,4253.336,0
24181.45,1689,6.060606,15244,1,48.66406,2008.32,470.3945,4263.719,0
24183.18,1690,5.523013,15244,2,48.66406,2008.32,471.4297,4262.684,0
24181.45,1689,5.634987,15244,1,48.66406,2008.32,470.5977,4263.516,0
24181.45,1689,6.108787,15244,1,48.66406,2008.32,469.9492,4264.164,0
24181.45,1689,5.709488,15244,1,48.67188,2008.312,473.0078,4261.105,0
24181.45,1689,5.783738,15244,1,48.67969,2008.32,471.8477,4262.25,0
24181.45,1689,6.187291,15212,1,48.67969,2008.32,477.4219,4256.676,0
24181.45,1689,6.015038,15180,1,48.67969,2008.32,474.7734,4259.324,0
24181.5,1689,7.041073,15180,1,48.67969,2008.32,480.293,4253.805,0
24181.5,1689,7.20268,15180,1,48.6875,2008.324,478.4688,4255.617,0
24183.01,1690,7.808564,15180,2,48.6875,2008.332,484.4062,4249.672,0
24181.37,1689,7.214765,15148,1,48.6875,2008.332,478.9062,4255.172,0
24181.41,1689,7.407407,15212,1,48.6875,2008.332,477.8438,4256.234,0
24433.36,1690,7.142857,15212,2,48.6875,2008.332,476.7188,4257.359,0
24181.41,1689,7.472712,15212,1,48.69531,2008.32,480.6914,4253.391,0
24181.41,1689,7.310924,15180,1,48.69531,2008.332,481.0703,4253.0,0
24181.41,1689,7.058824,15212,1,48.69531,2008.332,479.0156,4255.055,0
24181.41,1689,6.734007,15212,1,48.69531,2008.332,479.7617,4254.309,0
24183.54,1689,7.718121,15212,1,48.69531,2008.336,477.5273,4256.539,0
24183.54,1689,7.052897,15244,1,48.70312,2008.344,477.9453,4256.105,0
24181.42,1689,7.388749,15212,1,48.70312,2008.344,481.957,4252.094,0
24428.82,1689,7.035176,15212,2,48.70312,2008.344,478.6641,4255.387,0
24181.43,1689,7.130872,15212,1,48.70312,2008.344,476.2734,4257.777,0
24181.43,1689,6.873428,15212,1,48.70312,2008.344,475.7852,4258.266,0
24183.15,1690,6.633081,15212,2,48.71094,2008.344,478.9805,4255.062,0
24181.49,1689,6.980656,15244,1,48.71094,2008.344,475.8047,4258.238,0
24181.49,1689,7.148865,15212,1,48.71094,2008.344,477.5859,4256.457,0
24181.49,1689,6.980656,15212,1,48.71094,2008.344,476.4727,4257.57,0
24181.49,1689,7.232969,15244,1,48.71094,2008.344,482.6328,4251.41,0
24180.63,1689,6.896552,15212,2,48.71875,2008.352,480.0312,4253.996,0
24184.68,1689,6.884971,15180,1,48.71875,2008.355,482.8516,4251.172,0
24187.74,1689,7.485282,15180,1,48.71875,2008.355,477.0273,4256.996,0
24188.21,1690,6.879195,15180,2,48.71875,2008.355,480.3867,4253.637,0
24184.61,1689,6.030151,15180,1,48.71875,2008.355,483.7383,4250.285,0
24316.23,1697,6.129303,15244,2,48.71875,2008.355,473.0547,4260.969,0
24185.54,1689,5.695142,15244,2,48.72656,2008.355,476.4062,4257.609,0
