idle1_rpi_mem.committed_Committed_AS,idle1_rpi_system.active_processes_active,idle1_rpi_system.cpu_user,idle1_rpi_system.file_nr_used_used,idle1_rpi_system.processes_running,idle1_rpi_system.ram_buffers,idle1_rpi_system.ram_cached,idle1_rpi_system.ram_free,idle1_rpi_system.ram_used,Target
3328.043,416,1.2531328,4256,3,12.523438,214.8008,185.4258,494.3789,5
3328.043,416,0.0,4256,2,12.523438,214.8008,185.6719,494.1328,5
3328.043,416,1.2562814,4256,2,12.523438,214.8008,185.6719,494.1328,5
3328.043,416,1.25,4256,2,12.523438,214.8008,185.6211,494.1836,5
3328.043,416,1.5075377,4256,2,12.523438,214.8008,185.918,493.8867,5
3328.043,416,1.0,4256,2,12.53125,214.793,185.918,493.8867,5
3328.043,416,1.5037594,4256,2,12.53125,214.8008,185.918,493.8789,5
3328.043,416,1.0025063,4256,2,12.53125,214.8008,186.1641,493.6328,5
3328.043,416,1.0,4256,2,12.53125,214.8008,186.4102,493.3867,5
3328.043,416,2.267003,4256,2,12.53125,214.8008,186.4102,493.3867,5
3328.043,416,1.0,4256,2,12.539062,214.8008,186.1641,493.625,5
3328.043,416,1.2531328,4256,2,12.539062,214.8008,186.4102,493.3789,5
3328.043,416,1.25,4256,2,12.539062,214.8008,191.0781,488.7109,5
3328.043,416,1.2594458,4256,2,12.539062,214.8008,191.0781,488.7109,5
3328.043,416,1.995012,4256,3,12.539062,214.8008,190.832,488.957,5
3328.043,416,1.25,4256,2,12.539062,214.8008,190.5859,489.2031,5
3328.043,416,1.754386,4256,2,12.539062,214.8008,190.5859,489.2031,5
3328.043,416,1.2531328,4256,2,12.539062,214.8008,190.3398,489.4492,5
3328.043,416,1.2531328,4256,2,12.539062,214.8008,190.3398,489.4492,5
3328.043,416,1.4962594,4256,2,12.546875,214.793,190.0938,489.6953,5
3328.043,416,2.01005,4256,2,12.546875,214.8008,189.8477,489.9336,5
3328.043,416,1.0,4256,2,12.546875,214.8008,189.8477,489.9336,5
3328.043,416,1.25,4256,2,12.546875,214.8008,189.8477,489.9336,5
3328.043,416,1.754386,4256,2,12.546875,214.8008,189.1367,490.6445,5
3328.043,416,2.005013,4256,2,12.546875,214.8008,188.8906,490.8906,5
3328.043,417,2.506266,4256,2,12.546875,214.8008,188.8906,490.8906,5
3328.043,417,1.5037594,4256,2,12.546875,214.8008,188.8906,490.8906,5
3328.043,417,1.0025063,4256,2,12.546875,214.8008,188.6445,491.1367,5
3328.043,417,1.5037594,4256,2,12.546875,214.8008,188.3984,491.3828,5
3328.043,417,0.2493765999999999,4256,3,12.546875,214.8008,188.6445,491.1367,5
3328.043,417,1.0050251,4256,2,12.546875,214.8008,188.1523,491.6289,5
3328.043,417,2.01005,4256,3,12.546875,214.8008,188.1523,491.6289,5
3328.043,417,1.0025063,4256,2,12.546875,214.8008,192.6172,487.1641,5
3328.043,417,1.5,4256,2,12.546875,214.8008,192.3711,487.4102,5
3328.043,417,1.5037594,4256,2,12.546875,214.8008,192.3711,487.4102,5
3328.043,417,1.2531328,4256,2,12.546875,214.8008,192.125,487.6562,5
3328.043,417,1.754386,4256,2,12.546875,214.8008,191.8789,487.9023,5
3328.043,417,1.25,4256,2,12.546875,214.8008,191.6328,488.1484,5
3328.043,417,1.0025063,4256,2,12.546875,214.8008,191.6328,488.1484,5
3328.043,417,1.0025063,4256,2,12.546875,214.8008,190.6758,489.1055,5
3328.043,417,1.5,4256,2,12.546875,214.8008,190.6758,489.1055,5
3328.043,417,1.5037594,4256,2,12.546875,214.8008,190.6758,489.1055,5
3328.043,417,1.2562814,4256,2,12.546875,214.8008,190.4297,489.3516,5
3328.043,417,0.5,4256,3,12.546875,214.8008,190.4297,489.3516,5
3328.043,417,1.25,4256,2,12.546875,214.8008,190.4297,489.3516,5
3328.043,417,1.25,4256,2,12.546875,214.8008,190.4297,489.3516,5
3328.043,417,1.2531328,4256,2,12.546875,214.8008,190.6758,489.1055,5
3328.043,417,2.506266,4256,2,12.546875,214.8008,190.6758,489.1055,5
3328.043,417,1.0,4256,2,12.546875,214.8008,190.6758,489.1055,5
3328.043,417,1.2531328,4256,2,12.546875,214.8008,190.6758,489.1055,5
3328.043,417,0.7537688,4256,3,12.554688,214.8008,190.625,489.1484,5
3328.043,417,1.25,4256,2,12.554688,214.8008,190.6758,489.0977,5
3328.043,417,2.75,4256,2,12.554688,214.8008,190.6758,489.0977,5
3328.043,417,1.0025063,4256,2,12.554688,214.8008,190.4297,489.3438,5
3328.043,417,1.2531328,4256,2,12.554688,214.8008,190.625,489.1484,5
3328.043,417,1.25,4256,3,12.554688,214.8008,190.6758,489.0977,5
3328.043,417,1.5,4256,2,12.554688,214.8008,190.6758,489.0977,5
3328.043,417,0.5012531,4256,3,12.554688,214.8008,190.6758,489.0977,5
3328.043,417,2.0,4256,2,12.554688,214.8008,190.9219,488.8516,5
3328.043,417,1.2531328,4256,2,12.554688,214.8008,190.6758,489.0977,5
3328.043,417,1.2594458,4256,2,12.5625,214.8008,190.4297,489.3359,5
3328.043,417,1.5,4256,2,12.5625,214.8008,190.4297,489.3359,5
3328.043,417,1.5037594,4256,2,12.5625,214.8555,190.1836,489.5273,5
3328.043,417,2.01005,4256,3,12.5625,214.8555,190.3789,489.332,5
3328.043,417,1.25,4256,2,12.5625,214.8555,190.3789,489.332,5
3328.043,417,1.0025063,4256,2,12.5625,214.8555,190.1836,489.5273,5
3328.043,417,1.0025063,4256,2,12.570312,214.8477,190.1836,489.5273,5
3328.043,417,1.2531328,4256,2,12.570312,214.8555,190.1836,489.5195,5
3328.043,417,2.25,4256,2,12.570312,214.8555,189.6914,490.0117,5
3328.043,417,1.0025063,4256,2,12.570312,214.8555,189.9375,489.7656,5
3328.043,417,1.5075377,4256,3,12.570312,214.8555,189.9375,489.7656,5
3328.043,417,0.2512563,4256,3,12.570312,214.8555,189.6914,490.0117,5
3328.043,417,1.2531328,4256,2,12.570312,214.8555,189.6914,490.0117,5
3328.043,417,1.754386,4256,2,12.570312,214.8555,189.4453,490.2578,5
3328.043,417,1.5,4256,2,12.570312,214.8555,189.1992,490.5039,5
3328.043,417,1.2562814,4256,2,12.570312,214.8555,189.1992,490.5039,5
3328.043,417,1.4962594,4256,2,12.570312,214.8555,189.1992,490.5039,5
3328.043,417,1.2562814,4256,2,12.570312,214.8555,188.9531,490.75,5
3328.043,417,1.2531328,4256,2,12.570312,214.8555,188.707,490.9961,5
3328.043,417,2.255639,4256,2,12.570312,214.8555,188.707,490.9961,5
3328.043,417,1.0050251,4256,2,12.570312,214.8555,188.4609,491.2422,5
3328.043,417,1.5,4256,2,12.570312,214.8555,188.4609,491.2422,5
3328.043,417,1.0025063,4256,2,12.570312,214.8555,188.2148,491.4883,5
3328.043,417,1.0075567,4256,2,12.570312,214.8555,188.2148,491.4883,5
3328.043,418,2.493766,4256,3,12.570312,214.8555,188.2148,491.4883,5
3328.043,418,0.0,4256,2,12.570312,214.8555,188.4609,491.2422,5
3328.043,418,0.9975062,4256,2,12.570312,214.8555,187.9688,491.7344,5
3328.043,418,1.5037594,4256,2,12.570312,214.8555,187.7227,491.9805,5
3328.043,418,1.0050251,4256,2,12.570312,214.8555,187.7227,491.9805,5
3328.043,418,1.5,4256,4,12.578125,214.8555,187.6719,492.0234,5
3328.043,418,2.01005,4256,2,12.578125,214.8555,187.9688,491.7266,5
3328.043,418,1.25,4256,2,12.578125,214.8555,187.7227,491.9727,5
3328.043,418,1.0025063,4256,2,12.578125,214.8555,187.7227,491.9727,5
3328.043,418,1.0025063,4256,2,12.578125,214.8555,187.2305,492.4648,5
3328.043,418,1.5075377,4256,2,12.578125,214.8555,187.2305,492.4648,5
3328.043,418,1.75,4256,2,12.578125,214.8555,186.9844,492.7109,5
3328.043,418,1.2531328,4256,2,12.578125,214.8555,186.9844,492.7109,5
3328.043,418,1.0025063,4256,2,12.578125,214.8555,187.1797,492.5156,5
3328.043,418,0.7518796999999999,4256,2,12.578125,214.8555,187.2305,492.4648,5
3328.043,418,0.5025126,4256,3,12.578125,214.8555,187.4258,492.2695,5
3328.043,418,1.25,4256,2,12.578125,214.8555,187.2305,492.4648,5
3328.043,418,1.754386,4256,2,12.578125,214.8555,187.2305,492.4648,5
3328.043,418,2.0,4256,2,12.578125,214.8555,187.2305,492.4648,5
3328.043,418,1.0025063,4256,4,12.578125,214.8555,187.4766,492.2188,5
3328.043,418,1.25,4256,2,12.585938,214.8477,187.4766,492.2188,5
3328.043,418,1.0025063,4256,2,12.585938,214.8555,187.6719,492.0156,5
3328.043,418,2.005013,4256,2,12.585938,214.8555,187.7188,491.9688,5
3328.043,418,1.25,4256,2,12.585938,214.8555,187.4766,492.2109,5
3328.043,418,1.0,4256,2,12.585938,214.8555,187.4766,492.2109,5
3328.043,418,1.25,4256,2,12.585938,214.8555,187.4766,492.2109,5
3328.043,418,1.0025063,4256,2,12.585938,214.8555,187.2305,492.457,5
3328.043,418,2.25,4256,2,12.585938,214.8555,187.2305,492.457,5
3328.043,418,0.7537688,4256,2,12.585938,214.8555,191.7734,487.9141,5
3328.043,418,0.7481297,4256,3,12.585938,214.8555,191.5273,488.1602,5
3328.043,418,0.5037783,4256,2,12.585938,214.8555,191.5273,488.1602,5
3328.043,418,1.5075377,4256,2,12.585938,214.8555,191.5273,488.1602,5
3328.043,418,1.2468828,4256,2,12.585938,214.8555,190.8164,488.8711,5
3328.043,418,1.75,4256,2,12.585938,214.8555,190.8164,488.8711,5
3328.043,418,1.741294,4256,2,12.585938,214.8555,190.5703,489.1172,5
3328.043,416,1.2658228,4256,2,12.585938,214.8555,190.5703,489.1172,5
3328.043,416,1.5,4256,2,12.585938,214.8555,190.5703,489.1172,5
3328.043,416,1.0025063,4256,2,12.585938,214.8555,190.3242,489.3633,5
3328.043,417,3.0,4256,4,12.585938,214.8555,190.3242,489.3633,5
3328.043,418,1.0025063,4256,2,12.585938,214.8555,190.3242,489.3633,5
3328.043,418,0.75,4256,2,12.585938,214.8555,190.0781,489.6094,5
3328.043,418,1.2562814,4256,2,12.585938,214.8555,190.0781,489.6094,5
3328.043,418,1.0025063,4256,2,12.59375,214.8555,189.832,489.8477,5
3328.043,418,1.75,4256,3,12.59375,214.8555,189.832,489.8477,5
3328.043,418,0.7462687,4256,2,12.59375,214.8555,189.832,489.8477,5
3328.043,418,1.0050251,4256,2,12.59375,214.8555,189.5859,490.0938,5
3328.043,418,1.25,4256,2,12.59375,214.8555,189.5859,490.0938,5
3328.043,418,1.745636,4256,2,12.59375,214.8555,189.5859,490.0938,5
3328.043,418,1.0,4256,2,12.59375,214.8555,189.1055,490.5742,5
3328.043,418,1.5037594,4256,2,12.59375,214.8555,189.1055,490.5742,5
3328.043,418,1.2531328,4256,4,12.59375,214.8555,188.3672,491.3125,5
3328.043,418,1.25,4256,2,12.59375,214.8555,187.6289,492.0508,5
3328.043,418,1.754386,4256,2,12.59375,214.8555,187.3828,492.2969,5
3328.043,418,1.2531328,4256,2,12.59375,214.8555,187.1367,492.543,5
3328.043,418,2.506266,4256,2,12.59375,214.8555,187.1367,492.543,5
3328.043,418,1.25,4256,2,12.59375,214.8555,187.1367,492.543,5
3328.043,418,1.0,4256,2,12.59375,214.8555,187.1367,492.543,5
3328.043,418,1.2562814,4256,2,12.59375,214.8555,186.8906,492.7891,5
3328.043,418,0.2493765999999999,4256,3,12.59375,214.8555,186.8906,492.7891,5
3328.043,418,1.2531328,4256,2,12.59375,214.8555,186.8906,492.7891,5
3328.043,418,1.2562814,4256,2,12.59375,214.8555,186.8906,492.7891,5
3328.043,418,1.2531328,4256,2,12.59375,214.8555,186.8906,492.7891,5
3328.043,418,1.5,4256,2,12.59375,214.8555,186.8906,492.7891,5
3328.043,418,0.7537688,4256,2,12.59375,214.8555,186.8906,492.7891,5
3328.043,418,1.2468828,4256,2,12.59375,214.8555,186.8906,492.7891,5
3328.043,418,2.005013,4256,2,12.59375,214.8555,186.8906,492.7891,5
3328.043,418,0.7518796999999999,4256,2,12.59375,214.8555,186.8906,492.7891,5
3328.043,418,1.75,4256,2,12.59375,214.8555,186.6445,493.0352,5
3328.043,418,0.9975062,4256,2,12.59375,214.8555,186.6445,493.0352,5
3328.043,418,1.2562814,4256,2,12.59375,214.8555,186.6445,493.0352,5
3328.043,418,1.25,4256,2,12.59375,214.8555,186.6445,493.0352,5
3328.043,418,1.0025063,4256,2,12.59375,214.8555,186.6445,493.0352,5
3328.043,418,0.5,4256,3,12.59375,214.8555,186.3984,493.2812,5
3328.043,418,0.75,4256,2,12.59375,214.8555,186.1523,493.5273,5
3328.043,418,0.5012531,4256,3,12.59375,214.8555,186.1523,493.5273,5
3328.043,418,1.745636,4256,2,12.601562,214.8555,186.1523,493.5195,5
3328.043,418,1.0050251,4256,2,12.601562,214.8555,185.9062,493.7656,5
3328.043,418,1.25,4256,2,12.601562,214.8555,185.9062,493.7656,5
3328.043,418,1.2531328,4256,2,12.601562,214.8555,185.6602,494.0117,5
3328.043,418,1.5075377,4256,2,12.601562,214.8555,185.6602,494.0117,5
3328.043,418,0.9975062,4256,2,12.601562,214.8555,185.6602,494.0117,5
3328.043,418,2.25,4256,2,12.601562,214.8555,185.4141,494.2578,5
3328.043,418,0.7518796999999999,4256,2,12.601562,214.8555,185.4141,494.2578,5
3328.043,418,1.511335,4256,2,12.609375,214.8555,185.4141,494.25,5
3328.043,418,1.5,4256,2,12.609375,214.8555,185.168,494.4961,5
3328.043,418,1.745636,4256,2,12.609375,214.8555,185.6602,494.0039,5
3328.043,418,1.995012,4256,3,12.609375,214.8594,185.8555,493.8047,5
3328.043,418,0.5025126,4256,2,12.609375,214.8594,185.9062,493.7539,5
3328.043,418,1.0025063,4256,2,12.609375,214.8594,185.9062,493.7539,5
3328.043,418,1.0,4256,2,12.609375,214.8594,185.9062,493.7539,5
3328.043,418,1.0025063,4256,2,12.609375,214.8594,185.8555,493.8047,5
3328.043,418,1.5037594,4256,2,12.617188,214.8594,185.9062,493.7461,5
3328.043,418,2.0,4256,2,12.617188,214.8594,185.9062,493.7461,5
3328.043,418,1.25,4256,2,12.617188,214.8594,185.6602,493.9922,5
3328.043,418,1.0050251,4256,2,12.617188,214.8594,185.9062,493.7461,5
3328.043,418,1.75,4256,2,12.617188,214.8594,185.8555,493.7969,5
3328.043,418,1.4962594,4256,2,12.617188,214.8594,186.3984,493.2539,5
3328.043,418,2.244389,4256,2,12.617188,214.8594,190.4961,489.1562,5
3328.043,418,1.754386,4256,3,12.617188,214.8594,190.0156,489.6367,5
3328.043,418,1.5037594,4256,2,12.617188,214.8594,190.0156,489.6367,5
3328.043,418,1.5037594,4256,2,12.617188,214.8594,190.0156,489.6367,5
3328.043,418,0.2493765999999999,4256,3,12.617188,214.8594,190.2617,489.3906,5
3328.043,418,0.7575757999999999,4256,2,12.617188,214.8594,190.2109,489.4414,5
3328.043,419,1.736973,4256,2,12.617188,214.8594,190.5078,489.1445,5
3328.043,419,1.5037594,4256,2,12.617188,214.8594,190.5078,489.1445,5
3328.043,419,1.0,4256,2,12.617188,214.8594,190.5078,489.1445,5
3328.043,419,1.2531328,4256,2,12.617188,214.8594,190.5078,489.1445,5
3328.043,419,1.0025063,4256,2,12.617188,214.8594,190.5078,489.1445,5
3328.043,419,2.005013,4256,2,12.617188,214.8594,190.5078,489.1445,5
3328.043,419,1.0,4256,2,12.617188,214.8594,190.7539,488.8984,5
3328.043,419,1.2562814,4256,2,12.617188,214.8594,190.5078,489.1445,5
3328.043,419,1.25,4256,2,12.617188,214.8594,190.5078,489.1445,5
3328.043,419,1.5,4256,2,12.617188,214.8594,190.7539,488.8984,5
3328.043,419,1.511335,4256,2,12.617188,214.8594,190.5078,489.1445,5
3328.043,419,1.745636,4256,3,12.617188,214.8594,190.7539,488.8984,5
3328.043,419,1.0075567,4256,3,12.632812,214.8594,190.2617,489.375,5
3328.043,419,1.0025063,4256,3,12.632812,214.8594,190.2617,489.375,5
3328.043,419,1.2468828,4256,2,12.632812,214.8594,190.2617,489.375,5
3328.043,419,1.5075377,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,1.0050251,4256,3,12.632812,214.8594,190.5078,489.1289,5
3329.008,419,1.2531328,4256,2,12.632812,214.8594,190.2617,489.375,5
3329.008,419,1.4962594,4256,2,12.632812,214.8594,190.2617,489.375,5
3329.008,419,1.2531328,4256,2,12.632812,214.8594,190.2617,489.375,5
3329.008,419,1.2531328,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,1.758794,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,1.511335,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,1.75,4256,2,12.632812,214.8594,189.7695,489.8672,5
3329.008,419,1.0025063,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,1.4925373,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,2.01005,4256,3,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,0.5,4256,2,12.632812,214.8594,189.9648,489.6719,5
3329.008,419,1.0050251,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,1.25,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,1.2531328,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,1.754386,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,2.255639,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,1.511335,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,1.0025063,4256,2,12.632812,214.8594,190.0156,489.6211,5
3329.008,419,1.754386,4256,2,12.632812,214.8594,189.7695,489.8672,5
3329.008,419,1.2468828,4256,2,12.632812,214.8594,189.7695,489.8672,5
3329.008,419,2.005013,4256,2,12.632812,214.8594,189.7695,489.8672,5
3329.008,419,1.25,4256,2,12.632812,214.8594,189.7695,489.8672,5
3329.008,419,1.0025063,4256,2,12.632812,214.8594,189.7695,489.8672,5
3329.008,419,1.754386,4256,2,12.632812,214.8594,189.7695,489.8672,5
3329.008,419,0.2506266,4256,3,12.632812,214.8594,189.7695,489.8672,5
3329.008,419,1.2531328,4256,3,12.640625,214.8594,189.7695,489.8594,5
3329.008,419,1.5075377,4256,2,12.640625,214.8594,189.5234,490.1055,5
3329.488,419,1.2531328,4256,3,12.640625,214.8594,189.2773,490.3516,5
3329.488,419,1.25,4256,2,12.640625,214.8594,189.0312,490.5977,5
3329.488,419,1.0050251,4256,2,12.640625,214.8594,188.7852,490.8438,5
3329.488,419,1.0025063,4256,3,12.640625,214.8594,188.7852,490.8438,5
3329.488,419,2.506266,4256,2,12.640625,214.8594,188.293,491.3359,5
3329.488,419,1.2531328,4256,2,12.640625,214.8594,188.5391,491.0898,5
3331.41,419,1.2468828,4256,2,12.640625,214.8594,188.0469,491.582,5
3331.41,419,1.5,4256,2,12.640625,214.8594,188.0469,491.582,5
3331.41,419,1.0025063,4256,2,12.640625,214.8594,188.293,491.3359,5
3331.41,419,1.99005,4256,2,12.640625,214.8594,188.2422,491.3867,5
3331.41,419,1.5,4256,2,12.640625,214.8594,188.5391,491.0898,5
3331.41,419,0.5,4256,3,12.640625,214.8594,188.2422,491.3867,5
3331.41,419,0.9975062,4256,2,12.640625,214.8594,188.293,491.3359,5
