idle1_rpi_mem.committed_Committed_AS,idle1_rpi_system.active_processes_active,idle1_rpi_system.cpu_user,idle1_rpi_system.file_nr_used_used,idle1_rpi_system.processes_running,idle1_rpi_system.ram_buffers,idle1_rpi_system.ram_cached,idle1_rpi_system.ram_free,idle1_rpi_system.ram_used,Target
3329.488,419,0.7518796999999999,4256,2,13.390625,218.5859,183.1914,491.9609,5
3329.488,419,1.2531328,4256,2,13.390625,218.5859,183.1914,491.9609,5
3329.488,419,1.75,4256,2,13.390625,218.5859,183.1914,491.9609,5
3329.488,419,1.2594458,4256,2,13.390625,218.5859,183.1914,491.9609,5
3329.488,419,1.5037594,4256,2,13.398438,218.5781,182.957,492.1953,5
3329.488,419,1.754386,4256,2,13.398438,218.5859,182.957,492.1875,5
3329.488,419,1.75,4256,2,13.398438,218.5859,182.957,492.1875,5
3329.488,419,1.2531328,4256,2,13.398438,218.5859,182.957,492.1875,5
3329.488,419,1.2531328,4256,2,13.398438,218.5859,182.957,492.1875,5
3329.488,419,1.0025063,4256,2,13.398438,218.5859,182.957,492.1875,5
3329.488,419,1.0025063,4256,2,13.398438,218.5859,182.7109,492.4336,5
3329.488,419,2.01005,4256,2,13.40625,218.5859,182.7109,492.4258,5
3329.488,419,1.25,4256,2,13.40625,218.5859,182.7109,492.4258,5
3329.488,418,0.7481297,4256,3,13.40625,218.5859,182.4648,492.6719,5
3329.488,418,0.5012531,4256,2,13.40625,218.5859,182.4648,492.6719,5
3329.488,418,1.5037594,4256,2,13.40625,218.5859,182.4141,492.7227,5
3329.488,418,1.0050251,4256,2,13.40625,218.5859,182.4648,492.6719,5
3329.488,418,1.2531328,4256,2,13.40625,218.5859,182.7109,492.4258,5
3329.488,418,1.25,4256,2,13.40625,218.5859,182.4648,492.6719,5
3329.488,418,1.0,4256,2,13.40625,218.5859,182.7109,492.4258,5
3329.488,418,1.5037594,4256,2,13.40625,218.5859,182.4648,492.6719,5
3329.488,418,1.0025063,4256,2,13.40625,218.5859,182.4648,492.6719,5
3329.488,418,1.99005,4256,2,13.40625,218.5859,182.2188,492.918,5
3329.488,418,1.2531328,4256,2,13.40625,218.5859,181.9727,493.1641,5
3329.488,418,1.25,4256,2,13.40625,218.5859,182.168,492.9688,5
3329.488,418,1.4962594,4256,2,13.40625,218.5859,182.2188,492.918,5
3329.488,418,1.0050251,4256,2,13.40625,218.5859,181.9727,493.1641,5
3329.488,418,2.5,4256,3,13.40625,218.5859,181.7266,493.4102,5
3329.488,418,0.2512563,4256,2,13.40625,218.5859,181.7266,493.4102,5
3329.488,418,1.75,4256,2,13.40625,218.5859,181.7266,493.4102,5
3329.488,418,1.0,4256,2,13.40625,218.5859,181.9219,493.2148,5
3329.488,418,1.5037594,4256,3,13.40625,218.5859,181.7266,493.4102,5
3329.488,418,0.75,4256,2,13.40625,218.5859,181.4805,493.6562,5
3329.488,418,1.25,4256,2,13.414062,218.5859,181.7266,493.4023,5
3329.488,418,0.7518796999999999,4256,2,13.414062,218.5859,181.25,493.8789,5
3329.488,418,1.5,4256,2,13.414062,218.5859,181.25,493.8789,5
3329.488,418,1.2531328,4256,2,13.414062,218.5859,181.1992,493.9297,5
3329.488,418,0.4987531,4256,2,13.414062,218.5859,181.0039,494.125,5
3329.488,418,2.01005,4256,2,13.414062,218.5859,181.25,493.8789,5
3329.488,418,1.4962594,4256,2,13.414062,218.5859,180.9531,494.1758,5
3329.488,418,1.0050251,4256,4,13.414062,218.5859,181.1484,493.9805,5
3329.488,418,1.25,4256,2,13.414062,218.5859,181.25,493.8789,5
3329.488,418,0.25,4256,3,13.414062,218.5859,181.0039,494.125,5
3329.488,418,1.0025063,4256,2,13.414062,218.5859,181.0039,494.125,5
3329.488,418,1.0025063,4256,2,13.414062,218.5859,185.7969,489.332,5
3329.488,418,1.754386,4256,2,13.414062,218.5859,185.0859,490.043,5
3329.488,418,1.0,4256,2,13.414062,218.5859,185.0859,490.043,5
3329.488,418,1.754386,4256,2,13.414062,218.5859,184.8398,490.2891,5
3329.488,418,1.2531328,4256,2,13.414062,218.5859,184.8398,490.2891,5
3329.488,418,2.25,4256,2,13.414062,218.5859,184.8398,490.2891,5
3329.488,418,1.754386,4256,2,13.414062,218.5859,184.8398,490.2891,5
3329.488,418,1.25,4256,2,13.414062,218.5859,184.5938,490.5352,5
3329.488,418,1.0,4256,2,13.414062,218.5859,184.5938,490.5352,5
3329.488,418,1.0025063,4256,2,13.414062,218.5859,184.3477,490.7812,5
3329.488,418,2.01005,4256,3,13.414062,218.5859,184.0508,491.0781,5
3329.488,418,1.25,4256,2,13.414062,218.5859,184.0508,491.0781,5
3329.488,418,0.7481297,4256,3,13.414062,218.5859,184.1016,491.0273,5
3329.488,418,0.5012531,4256,2,13.414062,218.5859,184.1016,491.0273,5
3329.488,418,1.0050251,4256,2,13.414062,218.5859,183.8555,491.2734,5
3329.488,418,1.2468828,4256,2,13.414062,218.5859,183.8555,491.2734,5
3329.488,418,2.75,4256,2,13.414062,218.5859,183.8555,491.2734,5
3329.488,418,1.0025063,4256,2,13.414062,218.5859,183.6094,491.5195,5
3329.488,418,1.25,4256,3,13.421875,218.5781,183.6094,491.5195,5
3329.488,418,1.2531328,4256,2,13.421875,218.5859,183.3633,491.7578,5
3329.488,418,1.2562814,4256,2,13.421875,218.5859,183.3633,491.7578,5
3329.488,418,2.005013,4256,2,13.421875,218.5859,183.3633,491.7578,5
3329.488,418,1.0,4256,2,13.421875,218.5859,182.8711,492.25,5
3329.488,418,1.4962594,4256,2,13.421875,218.5859,182.8711,492.25,5
3329.488,418,1.0025063,4256,2,13.429688,218.5781,182.625,492.4961,5
3329.488,418,1.2531328,4256,2,13.429688,218.5859,182.625,492.4883,5
3329.488,418,1.995012,4256,3,13.429688,218.5859,182.8203,492.293,5
3329.488,418,0.7556674999999999,4256,2,13.429688,218.5859,182.625,492.4883,5
3329.488,418,1.25,4256,2,13.429688,218.5859,182.5742,492.5391,5
3329.488,418,1.0025063,4256,2,13.429688,218.5859,182.625,492.4883,5
3329.488,418,1.2531328,4256,3,13.429688,218.5859,182.1445,492.9688,5
3329.488,418,1.5037594,4256,2,13.429688,218.5859,182.1445,492.9688,5
3329.488,418,2.267003,4256,2,13.429688,218.5859,181.8984,493.2148,5
3329.488,418,1.0,4256,2,13.429688,218.5859,181.4062,493.707,5
3329.488,415,1.25,4256,2,13.429688,218.5859,180.668,494.4453,5
3329.488,415,1.0050251,4256,2,13.429688,218.5859,180.1758,494.9375,5
3329.488,415,1.754386,4256,2,13.429688,218.5859,179.9297,495.1836,5
3329.488,415,2.25,4256,2,13.4375,218.5859,179.6836,495.4219,5
3329.488,415,0.75,4256,2,13.4375,218.5859,179.6836,495.4219,5
3329.488,415,1.2531328,4256,2,13.4375,218.5859,179.6836,495.4219,5
3329.488,415,0.75,4256,3,13.4375,218.5859,179.8789,495.2266,5
3329.488,415,0.5,4256,2,13.4375,218.5859,180.1758,494.9297,5
3329.488,415,2.005013,4224,2,13.4375,218.5859,180.125,494.9805,5
3329.488,415,2.01005,4224,2,13.4375,218.5859,180.125,494.9805,5
3329.488,415,1.2531328,4224,3,13.4375,218.5859,180.4219,494.6836,5
3329.488,415,1.5,4224,2,13.4375,218.5859,179.9297,495.1758,5
3329.488,415,1.5,4224,2,13.4375,218.5859,179.9258,495.1797,5
3329.488,415,1.75,4224,2,13.4375,218.5859,179.9297,495.1758,5
3329.488,415,1.2531328,4224,2,13.4375,218.5859,179.9297,495.1758,5
3329.488,415,2.25,4224,2,13.4375,218.5859,180.1758,494.9297,5
3329.488,415,0.5012531,4224,2,13.4375,218.5859,180.1758,494.9297,5
3329.488,415,1.2531328,4224,2,13.4375,218.5859,180.125,494.9805,5
3329.488,415,1.5037594,4224,2,13.4375,218.5859,180.1758,494.9297,5
3329.488,415,1.5,4224,2,13.4375,218.5859,180.4219,494.6836,5
3329.488,416,0.5012531,4224,3,13.4375,218.5859,180.668,494.4375,5
3329.488,416,1.741294,4224,2,13.4375,218.5859,184.8086,490.2969,5
3329.488,416,1.0075567,4224,2,13.4375,218.5859,184.8086,490.2969,5
3329.488,416,1.25,4224,2,13.4375,218.5859,184.8086,490.2969,5
3329.488,416,1.0,4224,2,13.4375,218.5859,184.8086,490.2969,5
3329.488,416,1.0025063,4224,2,13.4375,218.5859,184.8086,490.2969,5
3329.488,416,2.238806,4224,2,13.4375,218.5859,184.8086,490.2969,5
3329.488,416,0.7537688,4224,2,13.4375,218.5859,184.8086,490.2969,5
3329.488,416,1.2468828,4224,2,13.445312,218.5781,184.8086,490.2969,5
3329.488,416,1.2531328,4224,2,13.445312,218.5859,184.8086,490.2891,5
3329.488,416,0.75,4224,2,13.445312,218.5859,184.8086,490.2891,5
3329.488,416,2.005013,4224,3,13.445312,218.5859,184.8086,490.2891,5
3329.488,416,1.25,4224,2,13.445312,218.5859,184.8086,490.2891,5
3329.488,416,1.5,4224,3,13.445312,218.5859,184.8086,490.2891,5
3329.488,416,0.0,4224,2,13.445312,218.5859,184.8086,490.2891,5
3329.488,416,1.5075377,4224,2,13.445312,218.5859,184.8086,490.2891,5
3329.488,416,1.0,4224,2,13.445312,218.5859,184.8086,490.2891,5
3329.488,416,2.255639,4224,2,13.445312,218.5859,184.8086,490.2891,5
3329.488,416,1.0,4224,2,13.445312,218.5859,184.8086,490.2891,5
3329.488,416,1.2562814,4224,2,13.445312,218.5859,184.5625,490.5352,5
3329.488,416,1.5037594,4224,2,13.445312,218.5859,184.5625,490.5352,5
3329.488,416,1.25,4224,2,13.445312,218.5859,184.3164,490.7812,5
3329.488,416,2.255639,4224,2,13.445312,218.5859,184.0703,491.0273,5
3329.488,416,1.2562814,4224,2,13.445312,218.5859,184.0703,491.0273,5
3329.488,416,1.5,4224,2,13.445312,218.5859,183.8242,491.2734,5
3329.488,416,1.0050251,4224,2,13.445312,218.5859,183.8242,491.2734,5
3329.488,416,2.0,4224,2,13.445312,218.5859,183.8242,491.2734,5
3329.488,416,2.255639,4224,3,13.445312,218.5859,183.5781,491.5195,5
3329.488,416,0.248139,4224,2,13.445312,218.5859,183.5781,491.5195,5
3329.488,416,1.5075377,4224,2,13.445312,218.5859,183.332,491.7656,5
3329.488,416,1.2531328,4224,2,13.445312,218.5859,183.5273,491.5703,5
3329.488,416,1.25,4224,2,13.445312,218.5859,183.5781,491.5195,5
3329.488,416,1.5075377,4224,2,13.445312,218.5859,183.8242,491.2734,5
3329.488,416,2.255639,4224,2,13.445312,218.5859,183.5781,491.5195,5
3329.488,416,1.2531328,4224,2,13.445312,218.5859,183.5781,491.5195,5
3329.488,416,1.25,4224,2,13.445312,218.5859,183.8242,491.2734,5
3329.488,416,1.2531328,4224,2,13.445312,218.5859,183.5781,491.5195,5
3329.488,416,1.5,4224,2,13.445312,218.5859,183.5781,491.5195,5
3329.488,417,2.512563,4224,2,13.445312,218.5859,183.7734,491.3242,5
3329.488,417,1.75,4224,2,13.445312,218.5859,183.5273,491.5703,5
3329.488,417,1.25,4224,2,13.445312,218.5859,183.332,491.7656,5
3329.488,417,0.75,4224,2,13.445312,218.5859,183.332,491.7656,5
3329.488,417,0.2512563,4224,3,13.445312,218.5859,183.332,491.7656,5
3329.488,417,1.2531328,4224,2,13.445312,218.5859,183.0859,492.0117,5
3329.488,417,1.745636,4224,2,13.445312,218.5859,183.0859,492.0117,5
3329.488,417,1.0025063,4224,2,13.445312,218.5859,182.8398,492.2578,5
3329.488,417,1.754386,4224,2,13.445312,218.5859,182.8398,492.2578,5
3329.488,417,1.0,4224,2,13.445312,218.5859,182.8398,492.2578,5
3329.488,417,1.2531328,4224,2,13.445312,218.5859,182.5938,492.5039,5
3329.488,417,2.005013,4224,2,13.445312,218.5859,182.5938,492.5039,5
3329.488,417,0.9975062,4224,2,13.445312,218.5859,182.3477,492.75,5
3329.488,417,1.2531328,4224,2,13.445312,218.5859,182.3477,492.75,5
3329.488,417,1.2531328,4224,2,13.445312,218.5859,182.3477,492.75,5
3329.488,417,1.25,4224,2,13.453125,218.5859,182.1016,492.9883,5
3329.488,417,3.007519,4224,3,13.453125,218.5859,182.2969,492.793,5
3329.488,417,1.25,4224,2,13.453125,218.5859,182.1016,492.9883,5
3329.488,417,0.25,4224,3,13.453125,218.5859,182.2969,492.793,5
3329.488,417,1.0050251,4224,2,13.453125,218.5859,182.3477,492.7422,5
3329.488,417,1.25,4224,2,13.453125,218.5859,182.1016,492.9883,5
3329.488,417,1.0025063,4224,2,13.453125,218.5859,182.2969,492.793,5
3329.488,417,2.255639,4224,2,13.453125,218.5859,182.3477,492.7422,5
3329.488,417,1.2468828,4224,2,13.453125,218.5859,182.1016,492.9883,5
3329.488,417,1.2562814,4224,2,13.453125,218.5859,182.1016,492.9883,5
3329.488,416,1.0025063,4224,2,13.453125,218.5859,181.8555,493.2344,5
3329.488,416,1.5037594,4224,2,13.453125,218.5859,181.8555,493.2344,5
3329.488,416,2.25,4224,2,13.453125,218.5859,181.8555,493.2344,5
3329.488,416,1.5075377,4224,2,13.453125,218.5859,181.6094,493.4805,5
3329.488,416,1.2531328,4224,2,13.453125,218.5859,181.6094,493.4805,5
3329.488,416,1.5037594,4224,2,13.453125,218.5859,181.3633,493.7266,5
3329.488,416,0.7481297,4224,2,13.453125,218.5859,181.3633,493.7266,5
3329.488,416,0.25,4224,3,13.453125,218.5859,181.3633,493.7266,5
3329.488,416,2.020202,4224,2,13.453125,218.5859,181.1172,493.9727,5
3329.488,416,1.745636,4224,2,13.453125,218.5859,181.1172,493.9727,5
3329.488,416,1.0,4224,3,13.453125,218.5859,180.8711,494.2188,5
3329.488,416,1.4962594,4224,2,13.453125,218.5859,180.8711,494.2188,5
3329.488,416,0.7518796999999999,4224,2,13.453125,218.5859,180.8203,494.2695,5
3329.488,416,2.005013,4224,2,13.453125,218.5859,180.8711,494.2188,5
3329.488,416,0.9975062,4224,2,13.453125,218.5859,180.8711,494.2188,5
3329.488,416,1.75,4224,2,13.453125,218.5859,180.8711,494.2188,5
3329.488,416,1.0025063,4224,2,13.453125,218.5859,180.8711,494.2188,5
3329.488,416,1.2531328,4224,3,13.453125,218.5859,180.8711,494.2188,5
3329.488,416,2.25,4224,2,13.453125,218.5859,180.8711,494.2188,5
3329.488,416,1.5037594,4224,2,13.453125,218.5859,181.1172,493.9727,5
3329.488,416,1.0025063,4224,3,13.453125,218.5859,181.1172,493.9727,5
3329.488,416,0.4987531,4224,2,13.453125,218.5859,181.1172,493.9727,5
3329.488,416,0.9975062,4224,2,13.453125,218.5859,181.1172,493.9727,5
3329.488,416,1.5075377,4224,2,13.453125,218.5859,181.3164,493.7734,5
3329.488,416,2.5,4224,2,13.453125,218.5859,181.6133,493.4766,5
3329.488,416,1.0025063,4224,3,13.453125,218.5859,181.3672,493.7227,5
3329.488,416,1.5,4224,2,13.453125,218.5859,181.6133,493.4766,5
3329.488,416,1.5037594,4224,2,13.460938,218.5781,181.6133,493.4766,5
3329.488,416,1.0025063,4224,2,13.460938,218.5859,181.6133,493.4688,5
3329.488,416,2.506266,4224,2,13.460938,218.5859,181.6133,493.4688,5
3329.488,416,1.0025063,4224,2,13.460938,218.5859,181.6133,493.4688,5
3329.488,416,1.0,4224,2,13.460938,218.5859,181.8594,493.2227,5
3329.488,415,1.0025063,4224,2,13.460938,218.5859,181.6133,493.4688,5
3329.488,415,1.0,4224,2,13.460938,218.5859,181.5625,493.5195,5
3329.488,415,1.758794,4224,5,13.460938,218.5859,181.8086,493.2734,5
3329.488,415,0.7481297,4224,2,13.460938,218.5859,181.8086,493.2734,5
3329.488,415,1.5,4224,2,13.46875,218.5859,181.8594,493.2148,5
3329.488,415,1.2562814,4224,2,13.46875,218.5859,182.0547,493.0195,5
3329.488,415,1.2531328,4224,2,13.46875,218.5859,182.3516,492.7227,5
3329.488,415,1.754386,4224,2,13.46875,218.5859,182.3008,492.7734,5
3329.488,415,2.01005,4224,2,13.46875,218.5859,182.3516,492.7227,5
3329.488,415,1.2531328,4224,2,13.46875,218.5859,182.1055,492.9688,5
3329.488,415,1.4962594,4224,2,13.46875,218.5859,182.3516,492.7227,5
3329.488,415,1.2468828,4224,2,13.46875,218.5859,182.1055,492.9688,5
3329.488,415,1.2531328,4224,2,13.46875,218.5859,182.1055,492.9688,5
3329.488,415,2.005013,4224,3,13.46875,218.5859,182.3008,492.7734,5
3329.488,415,1.4962594,4224,3,13.46875,218.5859,181.8594,493.2148,5
3329.488,415,1.5075377,4224,2,13.46875,218.5859,181.8594,493.2148,5
3329.488,415,1.2531328,4224,2,13.46875,218.5859,181.3672,493.707,5
3329.488,415,0.5,4224,4,13.46875,218.5859,181.3672,493.707,5
3329.488,415,1.2531328,4224,2,13.46875,218.5859,181.3672,493.707,5
3329.488,415,2.493766,4224,2,13.46875,218.5859,181.3711,493.7031,5
3329.488,415,1.5037594,4224,2,13.46875,218.5859,181.5664,493.5078,5
3329.488,415,1.2531328,4224,2,13.46875,218.5859,185.0273,490.0469,5
3329.488,415,1.754386,4224,2,13.46875,218.5859,185.0781,489.9961,5
3329.488,415,1.0,4224,2,13.46875,218.5859,185.0273,490.0469,5
3329.488,415,1.758794,4224,3,13.46875,218.5859,184.832,490.2422,5
3329.488,415,0.75,4224,2,13.46875,218.5859,184.7812,490.293,5
3329.488,415,1.5037594,4224,2,13.46875,218.5859,184.5859,490.4883,5
3329.488,415,1.5,4224,2,13.46875,218.5859,184.832,490.2422,5
3329.488,415,0.7518796999999999,4224,2,13.476562,218.5859,184.5859,490.4805,5
3329.488,415,2.756892,4224,2,13.476562,218.5859,184.1211,490.9453,5
3329.488,415,1.5,4224,2,13.476562,218.5859,184.1211,490.9453,5
3329.488,415,0.25,4224,3,13.476562,218.5859,184.1211,490.9453,5
3329.488,415,1.5,4224,2,13.476562,218.5859,184.1211,490.9453,5
3329.488,415,1.2531328,4224,2,13.476562,218.5859,184.1211,490.9453,5
3329.488,415,1.25,4224,2,13.476562,218.5859,184.1211,490.9453,5
3329.488,415,2.0,4224,2,13.476562,218.5859,184.1211,490.9453,5
3329.488,415,1.2562814,4224,2,13.476562,218.5859,184.1211,490.9453,5
3329.488,415,1.754386,4224,2,13.476562,218.5859,184.1211,490.9453,5
3329.488,415,1.0,4224,3,13.476562,218.5859,184.1211,490.9453,5
3329.488,415,1.2531328,4224,2,13.476562,218.5859,183.875,491.1914,5
3329.488,415,2.0,4224,3,13.476562,218.5859,183.875,491.1914,5
3329.488,415,0.7518796999999999,4224,2,13.476562,218.5859,183.6289,491.4375,5
3329.488,415,1.2531328,4224,2,13.476562,218.5859,183.6289,491.4375,5
3329.488,415,1.0,4224,3,13.476562,218.5859,183.6289,491.4375,5
3329.488,415,1.2531328,4224,2,13.476562,218.5859,183.3828,491.6836,5
3329.488,415,0.5,4224,3,13.476562,218.5859,183.3828,491.6836,5
3329.488,415,1.754386,4224,2,13.476562,218.5859,183.1367,491.9297,5
3329.488,415,1.0025063,4224,2,13.476562,218.5859,183.1367,491.9297,5
3329.488,415,1.2562814,4224,2,13.476562,218.5859,183.3828,491.6836,5
3329.488,415,0.9950249,4224,2,13.476562,218.5859,183.1367,491.9297,5
3329.488,415,1.0025063,4224,2,13.476562,218.5859,183.3828,491.6836,5
3329.488,415,2.770781,4224,2,13.476562,218.5859,183.3828,491.6836,5
3329.488,415,1.25,4224,2,13.476562,218.5859,183.1367,491.9297,5
3329.488,415,1.5,4224,2,13.476562,218.5859,183.332,491.7344,5
3329.488,415,0.75,4224,2,13.476562,218.5859,183.3828,491.6836,5
3329.488,415,1.5,4224,2,13.476562,218.5859,183.6289,491.4375,5
3329.488,415,2.255639,4224,2,13.476562,218.5859,183.3828,491.6836,5
3329.488,415,1.5,4224,2,13.476562,218.5859,183.6289,491.4375,5
3329.488,415,0.7518796999999999,4224,2,13.476562,218.5859,183.6289,491.4375,5
3329.488,415,0.2506266,4224,3,13.476562,218.5859,183.3828,491.6836,5
3329.488,415,1.25,4224,2,13.476562,218.5859,183.6289,491.4375,5
3329.488,415,0.7518796999999999,4224,5,13.476562,218.5859,183.875,491.1914,5
3329.488,415,1.5037594,4224,2,13.476562,218.5859,183.875,491.1914,5
3329.488,415,1.2468828,4224,2,13.476562,218.5859,184.1211,490.9453,5
3329.488,415,0.7537688,4224,2,13.476562,218.5859,184.3164,490.75,5
3329.488,416,1.2562814,4224,2,13.476562,218.5859,184.1211,490.9453,5
3329.488,416,0.9975062,4224,2,13.476562,218.5859,184.3672,490.6992,5
3329.488,416,2.015113,4224,2,13.476562,218.5859,184.3672,490.6992,5
3329.488,416,1.4925373,4224,2,13.484375,218.5781,184.1211,490.9453,5
3329.488,416,1.0025063,4224,2,13.484375,218.5859,184.3164,490.7422,5
3329.488,416,1.0025063,4224,2,13.484375,218.5859,184.1211,490.9375,5
3329.488,416,1.0,4224,2,13.484375,218.5859,183.875,491.1836,5
3329.488,416,2.0,4224,3,13.484375,218.5859,183.875,491.1836,5
3329.488,416,0.25,4224,2,13.484375,218.5859,183.6289,491.4297,5
3329.488,416,1.5075377,4224,2,13.484375,218.5859,183.6289,491.4297,5
3329.488,416,1.25,4224,2,13.484375,218.5859,183.1367,491.9219,5
3329.488,416,1.0,4224,2,13.484375,218.5859,183.1367,491.9219,5
3329.488,416,0.9975062,4224,2,13.484375,218.5859,183.332,491.7266,5
3329.488,416,2.01005,4224,2,13.484375,218.5859,183.0859,491.9727,5
3329.488,416,1.5037594,4224,2,13.484375,218.5859,183.1367,491.9219,5
3329.488,416,1.5037594,4224,2,13.484375,218.5859,183.332,491.7266,5
3329.488,416,1.2468828,4224,2,13.484375,218.5859,183.0859,491.9727,5
3329.488,416,1.0,4224,2,13.484375,218.5859,182.8906,492.168,5
3329.488,416,1.25,4224,2,13.484375,218.5859,182.6445,492.4141,5
3329.488,416,1.2531328,4224,2,13.484375,218.5859,182.8398,492.2188,5
3329.488,416,1.25,4224,2,13.484375,218.5859,183.1328,491.9258,5
3329.488,416,1.0050251,4224,2,13.484375,218.5859,182.8906,492.168,5
3329.488,416,0.0,4224,3,13.484375,218.5859,183.1367,491.9219,5
3329.488,416,1.0050251,4224,3,13.484375,218.5859,182.8906,492.168,5
3329.488,416,1.754386,4224,2,13.484375,218.5859,183.1367,491.9219,5
3329.488,416,1.0,4224,2,13.484375,218.5859,183.1367,491.9219,5
3329.488,416,1.5,4224,2,13.484375,218.5859,182.8906,492.168,5
3329.488,416,1.5075377,4224,2,13.484375,218.5859,182.8906,492.168,5
3329.488,416,1.0050251,4224,2,13.484375,218.5859,182.8906,492.168,5
3329.488,416,2.0,4224,2,13.484375,218.5859,182.6445,492.4141,5
3329.488,416,1.0050251,4224,3,13.484375,218.5859,182.6445,492.4141,5
3329.488,416,0.7481297,4224,2,13.484375,218.5859,182.3984,492.6602,5
3329.488,416,1.2562814,4224,2,13.484375,218.5859,182.1523,492.9062,5
3329.488,415,1.2531328,4224,3,13.492188,218.5859,182.1523,492.8984,5
3329.488,415,1.75,4224,2,13.492188,218.5859,182.1016,492.9492,5
3329.488,415,1.25,4224,2,13.492188,218.5859,182.1523,492.8984,5
3329.488,415,0.4987531,4224,3,13.492188,218.5859,186.4414,488.6094,5
3329.488,415,0.5037783,4224,2,13.492188,218.5859,186.4414,488.6094,5
3329.488,415,1.745636,4224,2,13.492188,218.5859,186.4414,488.6094,5
3329.488,415,1.0025063,4224,2,13.492188,218.5859,186.4414,488.6094,5
3329.488,415,1.4962594,4224,2,13.492188,218.5859,186.4414,488.6094,5
3329.488,415,1.2531328,4224,2,13.492188,218.5859,186.4414,488.6094,5
3329.488,415,1.2562814,4224,2,13.5,218.5859,186.4414,488.6016,5
3329.488,415,1.0,4224,2,13.5,218.5859,185.9766,489.0664,5
3329.488,415,1.5037594,4224,2,13.5,218.5859,185.7305,489.3125,5
3329.488,415,2.25,4224,2,13.5,218.5859,185.7305,489.3125,5
3329.488,415,1.2562814,4224,2,13.5,218.5859,185.7305,489.3125,5
3329.488,415,1.0,4224,2,13.5,218.5859,185.7305,489.3125,5
3329.488,416,0.9975062,4224,2,13.5,218.5859,185.7305,489.3125,5
3329.488,417,1.5,4224,2,13.5,218.5859,185.7305,489.3125,5
3329.488,418,0.75,4224,3,13.5,218.5859,185.7305,489.3125,5
3329.488,418,1.5075377,4224,2,13.5,218.5859,185.7305,489.3125,5
3329.488,419,1.0050251,4224,2,13.5,218.5859,185.4844,489.5586,5
3331.891,419,1.2468828,4224,2,13.5,218.5859,185.4844,489.5586,5
3331.891,419,1.5037594,4224,2,13.5,218.5859,185.4844,489.5586,5
3331.891,419,1.0075567,4224,2,13.5,218.5859,185.4844,489.5586,5
3331.891,419,2.25,4224,2,13.5,218.5859,185.2383,489.8047,5
3331.891,419,0.7556674999999999,4224,2,13.5,218.5859,184.7461,490.2969,5
3331.891,419,1.5075377,4224,2,13.5,218.5859,184.7461,490.2969,5
3331.891,419,1.2531328,4224,2,13.5,218.5859,184.5,490.543,5
3331.891,419,1.2562814,4224,2,13.5,218.5859,184.2539,490.7891,5
3331.891,419,2.25,4224,2,13.5,218.5859,184.2539,490.7891,5
3331.891,419,1.5075377,4224,2,13.5,218.5859,183.7617,491.2812,5
3331.891,419,1.4962594,4224,2,13.5,218.5859,183.7617,491.2812,5
3331.891,419,0.0,4224,3,13.5,218.5859,183.5156,491.5273,5
3331.891,419,1.2531328,4224,2,13.5,218.5859,183.5156,491.5273,5
3331.891,419,1.5075377,4224,2,13.5,218.5859,183.5156,491.5273,5
3331.891,419,2.0,4224,2,13.5,218.5859,183.0234,492.0195,5
3331.891,419,1.2531328,4224,2,13.5,218.5859,182.7773,492.2656,5
3329.969,419,1.0,4224,2,13.5,218.5859,182.7773,492.2656,5
3329.969,419,1.0,4224,2,13.5,218.5859,182.7773,492.2656,5
3329.969,419,1.2531328,4224,2,13.5,218.5859,182.5312,492.5117,5
3329.969,419,2.255639,4224,2,13.5,218.5859,182.2852,492.7578,5
3329.969,419,1.0,4224,2,13.5,218.5859,182.0391,493.0039,5
3329.969,419,1.5037594,4224,2,13.5,218.5859,182.0391,493.0039,5
3329.969,419,1.2531328,4224,2,13.5,218.5859,181.793,493.25,5
3329.969,419,1.2562814,4224,2,13.5,218.5859,181.793,493.25,5
3329.969,419,2.0,4224,3,13.5,218.5859,181.5469,493.4961,5
3329.969,419,0.5,4224,2,13.5,218.5859,181.3008,493.7422,5
3329.969,419,1.5037594,4224,2,13.5,218.5859,181.0547,493.9883,5
3329.969,419,1.5075377,4224,2,13.5,218.5859,181.0547,493.9883,5
3329.969,419,1.745636,4224,2,13.5,218.5859,181.0547,493.9883,5
3329.969,419,1.5075377,4224,2,13.5,218.5859,181.0547,493.9883,5
3329.969,419,1.5037594,4224,2,13.5,218.5859,181.0547,493.9883,5
3329.969,419,1.745636,4224,2,13.5,218.5859,180.8086,494.2344,5
3329.969,419,1.25,4224,2,13.5,218.5859,180.8086,494.2344,5
3329.969,419,1.2562814,4224,2,13.5,218.5859,180.8086,494.2344,5
3329.969,419,1.0,4224,2,13.5,218.5859,180.5625,494.4805,5
3329.969,419,2.261307,4224,2,13.5,218.5859,180.5625,494.4805,5
3329.969,419,0.5012531,4224,3,13.5,218.5859,180.5625,494.4805,5
3329.969,419,1.5037594,4224,2,13.5,218.5859,180.7578,494.2852,5
3328.043,419,1.2562814,4224,2,13.5,218.5859,180.8086,494.2344,5
3328.043,419,0.0,4224,3,13.5,218.5859,180.8086,494.2344,5
3328.043,419,1.2437811,4224,2,13.507812,218.5781,180.8086,494.2344,5
3328.043,419,1.0025063,4224,2,13.507812,218.5859,181.0547,493.9805,5
3328.043,419,1.25,4224,2,13.507812,218.5859,181.0547,493.9805,5
3328.043,419,1.2562814,4224,2,13.507812,218.5859,185.7148,489.3203,5
