audio_classification_mem.committed_Committed_AS,audio_classification_system.active_processes_active,audio_classification_system.cpu_user,audio_classification_system.file_nr_used_used,audio_classification_system.processes_running,audio_classification_system.ram_buffers,audio_classification_system.ram_cached,audio_classification_system.ram_free,audio_classification_system.ram_used,Target
24674.08,1482.0,2.104377,12854.0,2.0,93.19141,2441.816,703.207,3552.883,4
24672.12,1481.0,1.853412,12822.0,2.0,93.19141,2441.816,701.6719,3554.418,4
24672.12,1481.0,2.102607,12854.0,1.0,93.19922,2441.816,705.9766,3550.105,4
24672.12,1481.0,2.015113,12822.0,2.0,93.19922,2441.816,704.5508,3551.531,4
24673.88,1482.0,2.102607,12790.0,2.0,93.19922,2441.816,706.1328,3549.949,4
24672.17,1482.0,2.016807,12822.0,3.0,93.19922,2441.816,705.2617,3550.82,4
24673.3,1484.0,1.934399,12822.0,2.0,93.19922,2441.816,707.4336,3548.648,4
24672.17,1481.0,3.299492,12822.0,1.0,93.19922,2441.82,708.6406,3547.438,4
24672.17,1481.0,1.927913,12790.0,1.0,93.20703,2441.82,713.9375,3542.133,4
24673.88,1482.0,3.209459,12822.0,2.0,93.20703,2441.82,709.3086,3546.762,4
24678.03,1483.0,2.270816,12790.0,2.0,93.20703,2441.82,705.9375,3550.133,4
24676.19,1482.0,2.270816,12790.0,1.0,93.20703,2441.82,705.3672,3550.703,4
24676.2,1482.0,2.183039,12790.0,2.0,93.20703,2441.82,705.2656,3550.805,4
24676.2,1482.0,1.844091,12758.0,1.0,93.22266,2441.809,707.4492,3548.617,4
24677.21,1483.0,2.099076,12726.0,2.0,93.23828,2441.809,705.3594,3550.691,4
24677.23,1482.0,2.436975,12758.0,2.0,93.24609,2441.824,705.2344,3550.793,4
24675.4,1481.0,1.847187,12758.0,1.0,93.24609,2441.828,706.2266,3549.797,4
24675.4,1481.0,3.125,12758.0,1.0,93.24609,2441.828,707.3672,3548.656,4
24671.39,1480.0,1.92953,12758.0,2.0,93.24609,2441.828,706.9961,3549.027,4
24927.08,1481.0,3.293919,12790.0,2.0,93.24609,2441.828,710.6328,3545.391,4
24673.23,1482.0,2.263202,12822.0,2.0,93.25391,2441.828,708.6172,3547.398,4
24671.39,1481.0,2.265101,12790.0,2.0,93.25391,2441.828,704.4766,3551.539,4
24671.39,1481.0,2.018503,12822.0,1.0,93.25391,2441.828,701.2227,3554.793,4
24671.27,1481.0,2.352941,12790.0,2.0,93.25391,2441.828,700.3438,3555.672,4
24924.05,1481.0,2.434929,12822.0,2.0,93.25391,2441.828,702.6797,3553.336,4
24673.0,1482.0,1.93115,12854.0,2.0,93.26953,2441.828,703.7656,3552.234,4
24671.29,1481.0,2.013423,12822.0,1.0,93.26953,2441.828,702.625,3553.375,4
24671.29,1481.0,3.372681,12790.0,1.0,93.26953,2441.828,703.4023,3552.598,4
24679.36,1482.0,16.090986,12822.0,7.0,93.26953,2441.828,689.0156,3566.984,4
24684.55,1482.0,3.784693,12790.0,2.0,93.26953,2441.828,681.0781,3574.922,4
24682.75,1482.0,7.058824,12822.0,2.0,93.27734,2441.828,678.5781,3577.414,4
24679.63,1484.0,2.016807,12822.0,1.0,93.27734,2441.828,677.7305,3578.262,4
24669.58,1484.0,2.011735,12790.0,1.0,93.27734,2441.836,689.4141,3566.57,4
24671.58,1486.0,2.01005,12790.0,1.0,93.27734,2441.84,690.7031,3565.277,4
24673.24,1487.0,2.432886,12822.0,2.0,93.27734,2441.84,692.3438,3563.637,4
24926.96,1486.0,2.102607,12822.0,2.0,93.27734,2441.84,689.3281,3566.652,4
24671.6,1485.0,1.927913,12790.0,1.0,93.28516,2441.84,692.2812,3563.691,4
24671.6,1485.0,2.871622,12790.0,1.0,93.28516,2441.84,694.2852,3561.688,4
24671.6,1483.0,2.016807,12790.0,1.0,93.28516,2441.84,691.5195,3564.453,4
24672.59,1484.0,3.285594,12790.0,2.0,93.28516,2441.84,693.8047,3562.168,4
24673.45,1484.0,2.104377,12822.0,2.0,93.28516,2441.84,690.6523,3565.32,4
24671.6,1483.0,2.102607,12790.0,1.0,93.29297,2441.84,692.8164,3563.148,4
24671.67,1483.0,2.183039,12790.0,1.0,93.29297,2441.84,697.4531,3558.512,4
24673.53,1486.0,1.763224,12822.0,2.0,93.29297,2441.84,698.8359,3557.129,4
24927.37,1484.0,2.104377,12854.0,2.0,93.29297,2441.84,699.8672,3556.098,4
24673.47,1483.0,2.184874,12822.0,2.0,93.30078,2441.828,698.8281,3557.141,4
24671.63,1482.0,1.93115,12822.0,1.0,93.30078,2441.828,697.4062,3558.562,4
24671.91,1482.0,3.045685,12790.0,1.0,93.30078,2441.828,701.9531,3554.016,4
24671.93,1482.0,2.184874,12790.0,1.0,93.30078,2441.828,705.4922,3550.477,4
24673.91,1483.0,3.037975,12790.0,2.0,93.30078,2441.828,703.6016,3552.367,4
24671.65,1483.0,2.265101,12790.0,2.0,93.32422,2441.836,705.2812,3550.656,4
24675.95,1483.0,2.274642,12822.0,1.0,93.32422,2441.84,704.5547,3551.379,4
24675.95,1483.0,2.097315,12790.0,1.0,93.32422,2441.84,706.168,3549.766,4
24675.95,1483.0,1.842546,12790.0,1.0,93.32422,2441.84,704.0664,3551.867,4
24677.88,1485.0,2.35492,12790.0,2.0,93.32422,2441.84,701.2344,3554.699,4
24928.0,1484.0,2.268908,12790.0,2.0,93.33203,2441.844,699.9297,3555.992,4
24671.96,1483.0,2.432886,12822.0,1.0,93.33203,2441.844,701.3359,3554.586,4
24671.98,1483.0,3.111859,12854.0,1.0,93.33203,2441.844,704.1367,3551.785,4
24671.98,1483.0,1.847187,12886.0,1.0,93.33203,2441.844,700.6055,3555.316,4
24673.42,1484.0,3.040541,12822.0,2.0,93.33203,2441.844,702.8516,3553.07,4
24673.54,1484.0,2.270816,12822.0,2.0,93.33984,2441.844,699.4531,3556.461,4
24671.7,1483.0,2.095557,12822.0,1.0,93.33984,2441.844,701.0625,3554.852,4
24671.7,1483.0,1.845638,12822.0,1.0,93.33984,2441.844,703.2227,3552.691,4
24671.7,1483.0,1.927913,12790.0,1.0,93.35547,2441.844,705.5664,3550.332,4
24673.42,1484.0,2.097315,12790.0,2.0,93.35547,2441.844,708.457,3547.441,4
24673.54,1484.0,2.011735,12822.0,2.0,93.35547,2441.844,706.5195,3549.379,4
24671.7,1483.0,2.184874,12822.0,2.0,93.35547,2441.844,709.2109,3546.688,4
24671.85,1483.0,3.462838,12822.0,1.0,93.37109,2441.844,713.0469,3542.836,4
24671.86,1483.0,2.013423,12854.0,1.0,93.37109,2441.844,711.7656,3544.117,4
24701.86,1483.0,3.045685,12854.0,1.0,93.37109,2441.844,715.0938,3540.789,4
24673.58,1483.0,2.097315,12854.0,2.0,93.37109,2441.844,713.2305,3542.652,4
24673.84,1482.0,2.686818,12822.0,2.0,93.37109,2441.844,712.1094,3543.773,4
24671.94,1481.0,2.343096,12886.0,1.0,93.37891,2441.844,708.7422,3547.133,4
24671.94,1481.0,1.926298,12854.0,1.0,93.37891,2441.844,711.1875,3544.688,4
24671.94,1481.0,1.761745,12822.0,1.0,93.37891,2441.848,708.8555,3547.016,4
24673.65,1482.0,2.263202,12790.0,2.0,93.37891,2441.848,708.4375,3547.434,4
24673.84,1482.0,2.268908,12822.0,2.0,93.37891,2441.848,707.8945,3547.977,4
24671.88,1481.0,3.040541,12822.0,1.0,93.38672,2441.848,711.5938,3544.27,4
24671.82,1481.0,2.181208,12790.0,1.0,93.39453,2441.848,711.4336,3544.422,4
24671.83,1481.0,3.040541,12758.0,1.0,93.39453,2441.848,711.332,3544.523,4
24929.66,1485.0,2.186712,12758.0,4.0,93.39453,2441.848,707.4805,3548.375,4
24673.69,1482.0,2.428811,12758.0,2.0,93.39453,2441.848,705.8242,3550.031,4
24671.86,1481.0,2.011735,12758.0,1.0,93.39453,2441.848,707.4297,3548.426,4
24671.86,1481.0,1.760268,12758.0,1.0,93.40234,2441.848,707.1367,3548.711,4
24671.92,1481.0,2.018503,12790.0,1.0,93.40234,2441.848,706.6914,3549.156,4
24925.69,1481.0,2.018503,12790.0,2.0,93.40234,2441.848,705.0078,3550.84,4
24673.62,1482.0,2.099076,12790.0,2.0,93.40234,2441.848,701.7852,3554.062,4
24671.92,1481.0,3.462838,12758.0,1.0,93.40234,2441.848,711.5859,3544.262,4
24671.92,1481.0,1.932773,12790.0,1.0,93.41797,2441.848,710.3359,3545.496,4
24671.92,1481.0,3.547297,12790.0,1.0,93.41797,2441.848,711.5312,3544.301,4
24675.86,1482.0,2.607233,12790.0,2.0,93.41797,2441.848,709.5586,3546.273,4
24927.85,1482.0,2.267003,12822.0,2.0,93.41797,2441.848,707.7383,3548.094,4
24671.88,1481.0,1.932773,12854.0,1.0,93.41797,2441.848,712.8672,3542.965,4
24669.95,1481.0,1.92953,12918.0,3.0,93.42578,2441.855,715.4062,3540.41,4
24671.95,1481.0,1.932773,12886.0,1.0,93.42578,2441.859,713.4805,3542.332,4
24673.8,1482.0,2.097315,12886.0,2.0,93.42578,2441.859,711.6406,3544.172,4
24927.91,1482.0,2.102607,12886.0,2.0,93.42578,2441.859,707.0664,3548.746,4
24671.95,1481.0,3.122363,12886.0,1.0,93.44922,2441.859,708.9492,3546.84,4
24671.95,1481.0,1.763224,12886.0,1.0,93.44922,2441.859,708.5938,3547.195,4
24671.96,1481.0,3.035413,12854.0,1.0,93.44922,2441.859,706.4336,3549.355,4
24673.68,1482.0,2.095557,12822.0,2.0,93.44922,2441.859,703.7539,3552.035,4
24673.34,1482.0,2.441077,12886.0,2.0,93.44922,2441.859,704.3164,3551.473,4
24671.96,1481.0,2.013423,12854.0,1.0,93.45703,2441.859,701.1562,3554.625,4
24671.96,1481.0,1.927913,12854.0,1.0,93.45703,2441.867,703.3203,3552.453,4
24671.96,1481.0,1.93115,12854.0,1.0,93.45703,2441.867,701.7227,3554.051,4
24673.68,1482.0,2.184874,12822.0,2.0,93.45703,2441.867,702.1875,3553.586,4
24673.94,1482.0,1.850294,12790.0,2.0,93.45703,2441.867,703.1172,3552.656,4
24671.96,1482.0,3.206751,12790.0,1.0,93.45703,2441.867,702.8984,3552.875,4
24671.9,1482.0,2.183039,12822.0,1.0,93.46484,2441.867,701.4219,3554.344,4
24671.9,1482.0,3.529412,12822.0,1.0,93.46484,2441.867,699.7031,3556.062,4
24927.87,1483.0,2.097315,12790.0,2.0,93.46484,2441.867,699.9961,3555.77,4
24673.51,1483.0,2.352941,12790.0,2.0,93.46484,2441.867,700.1016,3555.664,4
24669.8,1482.0,2.263202,12822.0,1.0,93.46484,2441.875,704.3164,3551.441,4
24671.8,1482.0,2.099076,12854.0,1.0,93.47266,2441.879,702.0195,3553.727,4
24671.81,1482.0,1.926298,12854.0,1.0,93.47266,2441.879,702.3203,3553.426,4
24673.79,1483.0,1.927913,12822.0,2.0,93.47266,2441.879,702.4805,3553.266,4
24673.53,1483.0,2.015113,12854.0,2.0,93.47266,2441.879,702.9375,3552.809,4
24671.81,1482.0,3.456998,12822.0,1.0,93.47266,2441.879,700.2031,3555.543,4
24671.81,1482.0,2.099076,12758.0,1.0,93.48047,2441.879,700.957,3554.781,4
24671.81,1482.0,3.037975,12758.0,1.0,93.48047,2441.879,699.7188,3556.02,4
24673.72,1483.0,2.099076,12758.0,2.0,93.48047,2441.879,700.625,3555.113,4
24927.84,1483.0,2.261307,12790.0,2.0,93.48047,2441.879,699.4297,3556.309,4
24671.81,1482.0,2.516779,12822.0,1.0,93.48047,2441.879,700.9688,3554.77,4
24671.84,1482.0,1.927913,12790.0,1.0,93.48828,2441.879,701.8125,3553.918,4
24671.84,1482.0,1.763224,12790.0,1.0,93.48828,2441.879,703.2656,3552.465,4
24673.56,1483.0,2.018503,12822.0,2.0,93.48828,2441.879,701.6602,3554.07,4
24673.87,1483.0,2.10615,12854.0,3.0,93.48828,2441.879,698.8086,3556.922,4
24671.9,1482.0,3.21489,12822.0,1.0,93.48828,2441.879,698.2422,3557.488,4
24671.9,1482.0,2.097315,12790.0,2.0,93.54688,2441.871,699.8359,3555.844,4
24671.91,1482.0,3.293919,12758.0,1.0,93.56641,2441.887,702.5234,3553.121,4
24927.87,1482.0,2.099076,12822.0,2.0,93.58203,2441.887,698.5664,3557.062,4
24673.61,1483.0,2.434929,12790.0,2.0,93.58203,2441.887,695.9219,3559.707,4
24671.91,1482.0,2.183039,12758.0,1.0,93.58203,2441.891,695.8398,3559.785,4
24671.78,1482.0,2.183039,12758.0,1.0,93.58203,2441.902,698.3945,3557.219,4
24671.79,1482.0,1.847187,12822.0,1.0,93.58203,2441.902,701.3242,3554.289,4
24671.8,1482.0,1.93115,12790.0,1.0,93.60156,2441.902,703.1914,3552.402,4
24673.51,1483.0,2.016807,12790.0,2.0,93.60156,2441.902,704.1562,3551.438,4
24673.64,1483.0,3.456998,12790.0,2.0,93.60156,2441.902,707.6641,3547.93,4
24672.27,1482.0,2.095557,12790.0,1.0,93.60156,2441.902,704.2461,3551.348,4
24672.27,1482.0,3.11973,12822.0,2.0,93.60938,2441.906,699.7852,3555.797,4
24672.27,1482.0,2.011735,12854.0,1.0,93.625,2441.906,697.9258,3557.641,4
24924.95,1482.0,2.184874,12790.0,2.0,93.625,2441.906,699.7148,3555.852,4
24673.99,1483.0,2.352941,12854.0,2.0,93.625,2441.906,701.9102,3553.656,4
24672.29,1482.0,2.095557,12822.0,1.0,93.625,2442.273,701.5547,3553.645,4
24672.3,1482.0,2.347024,12790.0,1.0,93.625,2442.273,701.043,3554.156,4
24672.3,1482.0,1.844091,12790.0,1.0,93.63281,2442.273,703.0938,3552.098,4
24674.29,1483.0,2.272727,12790.0,2.0,93.63281,2442.273,701.3555,3553.836,4
24928.28,1483.0,3.288364,12790.0,2.0,93.63281,2442.273,705.4375,3549.754,4
24672.31,1482.0,1.92953,12758.0,1.0,93.63281,2442.273,704.4297,3550.762,4
24672.32,1482.0,3.296703,12726.0,1.0,93.63281,2442.273,703.5898,3551.602,4
24674.44,1482.0,2.768456,12758.0,1.0,93.64844,2442.277,697.6445,3557.527,4
24676.16,1483.0,2.016807,12790.0,2.0,93.64844,2442.277,694.1562,3561.016,4
24674.17,1483.0,2.177554,12758.0,2.0,93.64844,2442.277,696.0547,3559.117,4
24672.38,1482.0,2.097315,12758.0,1.0,93.64844,2442.277,697.4219,3557.75,4
24672.18,1485.0,2.350966,12790.0,2.0,93.64844,2442.285,701.6445,3553.52,4
24672.33,1482.0,2.093802,12790.0,1.0,93.65625,2442.289,700.3867,3554.766,4
24702.34,1482.0,1.92953,12758.0,2.0,93.65625,2442.289,701.8984,3553.254,4
24674.07,1483.0,3.451178,12726.0,2.0,93.65625,2442.289,705.4531,3549.699,4
24672.35,1484.0,2.188552,12726.0,2.0,93.65625,2442.293,703.9258,3551.223,4
24672.35,1484.0,3.296703,12758.0,1.0,93.65625,2442.293,701.8125,3553.336,4
24672.35,1484.0,1.934399,12790.0,1.0,93.66406,2442.293,701.2227,3553.918,4
24674.07,1485.0,2.265101,12758.0,2.0,93.66406,2442.297,702.8711,3552.266,4
24674.25,1485.0,2.350966,12790.0,2.0,93.66406,2442.297,697.3516,3557.785,4
24672.41,1484.0,2.181208,12790.0,2.0,93.67188,2442.285,701.1133,3554.027,4
24672.41,1484.0,2.01005,12822.0,1.0,93.67188,2442.285,699.4062,3555.734,4
24679.3,1485.0,3.613445,12790.0,1.0,93.67188,2442.301,689.3086,3565.816,4
24935.27,1485.0,1.92953,12758.0,2.0,93.67188,2442.301,686.7734,3568.352,4
24677.96,1486.0,3.465765,12790.0,4.0,93.67188,2442.305,693.7344,3561.387,4
24677.71,1486.0,2.518892,12758.0,2.0,93.67969,2442.305,695.0664,3560.047,4
24673.07,1485.0,3.114478,12758.0,1.0,93.69531,2442.305,696.6406,3558.457,4
24673.08,1485.0,2.016807,12790.0,1.0,93.69531,2442.305,692.0625,3563.035,4
24673.09,1485.0,2.018503,12790.0,1.0,93.69531,2442.305,691.2695,3563.828,4
24929.05,1486.0,2.016807,12790.0,2.0,93.69531,2442.305,689.7305,3565.367,4
24674.79,1486.0,2.181208,12758.0,2.0,93.69531,2442.305,690.957,3564.141,4
24673.09,1485.0,2.181208,12758.0,1.0,93.70312,2442.316,699.0391,3556.039,4
24673.09,1485.0,2.013423,12790.0,1.0,93.70312,2442.316,699.0664,3556.012,4
24673.09,1485.0,2.183039,12790.0,2.0,93.70312,2442.316,701.7578,3553.32,4
24677.97,1486.0,3.71308,12758.0,4.0,93.70312,2442.316,702.4531,3552.625,4
24675.16,1486.0,2.347024,12758.0,2.0,93.70312,2442.316,705.5742,3549.504,4
24673.18,1485.0,3.36984,12790.0,1.0,93.70312,2442.316,704.5156,3550.562,4
24673.18,1485.0,1.845638,12790.0,1.0,93.71094,2442.316,702.5195,3552.551,4
24673.18,1485.0,1.92953,12790.0,1.0,93.71094,2442.316,702.2773,3552.793,4
24929.15,1486.0,2.097315,12822.0,3.0,93.71094,2442.316,701.5078,3553.562,4
24674.91,1486.0,2.35492,12822.0,2.0,93.77344,2442.316,698.8281,3556.18,4
24673.18,1485.0,1.93115,12854.0,1.0,93.77344,2442.316,700.7344,3554.273,4
24673.18,1485.0,1.926298,12854.0,1.0,93.77344,2442.316,702.6602,3552.348,4
24673.18,1485.0,2.013423,12854.0,2.0,93.77344,2442.316,701.4805,3553.527,4
24675.04,1486.0,3.544304,12854.0,5.0,93.77344,2442.316,703.3984,3551.609,4
24674.8,1486.0,2.097315,12886.0,2.0,93.77344,2442.316,699.3203,3555.688,4
24673.09,1485.0,3.282828,12790.0,2.0,93.78125,2442.316,699.3906,3555.609,4
24673.09,1485.0,1.93115,12790.0,1.0,93.78125,2442.32,696.7305,3558.266,4
24674.95,1488.0,2.345059,12790.0,2.0,93.78125,2442.32,693.0078,3561.988,4
24674.81,1486.0,2.011735,12822.0,2.0,93.78125,2442.32,693.2188,3561.777,4
24706.14,1485.0,3.030303,12790.0,2.0,93.78125,2442.324,691.8945,3563.098,4
24676.15,1485.0,1.93115,12790.0,1.0,93.78906,2442.324,690.2734,3564.711,4
24675.2,1484.0,12.521008,12790.0,2.0,93.82812,2442.312,687.0781,3567.879,4
24672.14,1484.0,2.099076,12822.0,1.0,93.82812,2442.312,691.4414,3563.516,4
24928.1,1486.0,3.11973,12790.0,2.0,93.82812,2442.312,692.7383,3562.219,4
24673.91,1486.0,2.186712,12790.0,2.0,93.82812,2442.312,696.8984,3558.059,4
24674.33,1486.0,3.293919,12790.0,2.0,93.82812,2442.312,700.6562,3554.301,4
24672.49,1485.0,2.013423,12790.0,1.0,93.83594,2442.312,696.625,3558.324,4
24676.51,1486.0,2.020202,12790.0,1.0,93.83594,2442.312,694.9375,3560.012,4
24676.51,1486.0,2.01005,12790.0,1.0,93.83594,2442.312,695.1523,3559.797,4
24678.49,1487.0,2.17938,12822.0,2.0,93.83594,2442.312,696.543,3558.406,4
24678.22,1487.0,2.35492,12790.0,2.0,93.83594,2442.312,694.5977,3560.352,4
24672.5,1485.0,1.847187,12758.0,1.0,93.83594,2442.312,696.4492,3558.5,4
24672.5,1485.0,1.761745,12758.0,1.0,93.84375,2442.316,697.8594,3557.078,4
24672.5,1485.0,3.114478,12758.0,1.0,93.84375,2442.316,699.7188,3555.219,4
24674.16,1486.0,2.521008,12790.0,2.0,93.84375,2442.316,698.6445,3556.293,4
24875.59,1485.0,3.117102,12790.0,2.0,93.84375,2442.316,699.9883,3554.949,4
24672.53,1485.0,2.516779,12790.0,1.0,93.84375,2442.316,698.375,3556.562,4
24672.53,1485.0,1.932773,12822.0,1.0,93.85156,2442.316,697.8281,3557.102,4
24672.53,1485.0,1.92953,12854.0,1.0,93.85938,2442.316,698.25,3556.672,4
24674.32,1486.0,2.015113,12854.0,2.0,93.85938,2442.316,698.0195,3556.902,4
24674.45,1486.0,2.016807,12854.0,2.0,93.85938,2442.316,699.457,3555.465,4
24672.59,1485.0,2.181208,12854.0,1.0,93.85938,2442.34,702.25,3552.648,4
24676.61,1486.0,2.10084,12886.0,1.0,93.85938,2442.34,702.9688,3551.93,4
24676.61,1486.0,3.040541,12854.0,1.0,93.86719,2442.34,704.5156,3550.375,4
24678.46,1487.0,2.018503,12854.0,2.0,93.86719,2442.34,710.3945,3544.496,4
24932.39,1486.0,3.212172,12854.0,2.0,93.86719,2442.344,703.8711,3551.016,4
24672.43,1485.0,2.521008,12822.0,1.0,93.88281,2442.344,700.1406,3554.73,4
24672.43,1485.0,2.341137,12822.0,2.0,93.88281,2442.344,700.0742,3554.797,4
24672.51,1485.0,1.934399,12790.0,1.0,93.88281,2442.344,703.168,3551.703,4
24674.23,1486.0,2.095557,12790.0,2.0,93.88281,2442.344,702.25,3552.621,4
24674.35,1486.0,2.348993,12790.0,2.0,93.88281,2442.344,701.6055,3553.266,4
24672.57,1485.0,2.17938,12854.0,2.0,93.88281,2442.344,700.2422,3554.629,4
24672.57,1485.0,1.845638,12854.0,1.0,93.90625,2442.348,700.8242,3554.02,4
24672.57,1485.0,3.206751,12790.0,1.0,93.90625,2442.348,700.8438,3554.0,4
24839.1,1488.0,2.184874,12822.0,3.0,93.90625,2442.457,697.6562,3557.078,4
24928.48,1486.0,3.212172,12822.0,3.0,93.90625,2442.457,697.8906,3556.844,4
24674.22,1486.0,2.441077,12822.0,2.0,93.91406,2442.457,700.0781,3554.648,4
24672.68,1485.0,2.013423,12790.0,2.0,93.91406,2442.461,700.0664,3554.656,4
24672.68,1485.0,1.842546,12822.0,1.0,93.91406,2442.461,702.0273,3552.695,4
24672.68,1485.0,1.934399,12758.0,2.0,93.91406,2442.461,701.9883,3552.734,4
24674.54,1485.0,2.177554,12726.0,3.0,93.91406,2442.461,700.543,3554.18,4
24928.65,1485.0,2.097315,12790.0,2.0,93.92188,2442.473,698.4102,3556.293,4
24672.68,1484.0,2.018503,12758.0,1.0,93.92188,2442.473,697.668,3557.035,4
24672.68,1484.0,2.015113,12790.0,1.0,93.92188,2442.473,695.543,3559.16,4
24672.68,1484.0,1.845638,12790.0,1.0,93.92188,2442.473,697.7422,3556.961,4
24674.41,1485.0,2.011735,12822.0,2.0,93.92188,2442.473,698.6602,3556.043,4
24674.73,1485.0,2.428811,12790.0,2.0,93.92969,2442.473,696.1602,3558.535,4
24672.62,1484.0,2.35492,12790.0,1.0,93.92969,2442.473,696.2227,3558.473,4
24672.63,1484.0,1.92953,12790.0,1.0,93.92969,2442.473,696.7891,3557.906,4
24672.64,1484.0,1.847187,12822.0,1.0,93.92969,2442.473,696.1094,3558.586,4
24928.61,1485.0,3.613445,12822.0,2.0,93.92969,2442.473,696.3242,3558.371,4
24674.37,1485.0,2.352941,12854.0,2.0,93.9375,2442.473,693.9023,3560.785,4
24672.65,1484.0,2.17938,12790.0,1.0,93.9375,2442.473,695.6289,3559.059,4
24672.66,1484.0,2.016807,12790.0,1.0,93.9375,2442.473,697.5391,3557.148,4
24672.66,1484.0,2.013423,12822.0,1.0,93.9375,2442.477,697.9492,3556.734,4
24674.51,1485.0,2.013423,12854.0,2.0,93.9375,2442.477,697.9609,3556.723,4
24928.62,1485.0,2.10084,12822.0,2.0,93.9375,2442.477,698.9102,3555.773,4
24672.66,1484.0,2.350966,12790.0,1.0,93.94531,2442.477,701.6992,3552.977,4
24672.67,1484.0,2.348993,12822.0,1.0,93.94531,2442.477,695.7969,3558.879,4
24672.68,1484.0,2.011735,12822.0,1.0,93.94531,2442.477,694.5703,3560.105,4
24674.4,1485.0,1.850294,12822.0,2.0,93.94531,2442.477,693.7188,3560.957,4
24674.65,1485.0,2.348993,12854.0,2.0,93.96094,2442.477,692.9844,3561.676,4
24672.69,1484.0,2.267003,12790.0,1.0,93.96094,2442.477,692.9336,3561.727,4
24672.69,1484.0,2.099076,12822.0,1.0,93.96094,2442.477,694.2266,3560.434,4
24672.69,1484.0,1.924686,12790.0,1.0,93.96094,2442.477,697.6094,3557.051,4
24928.66,1485.0,1.92953,12790.0,2.0,93.96094,2442.477,696.6289,3558.031,4
24674.4,1485.0,2.099076,12758.0,2.0,93.96875,2442.477,698.9492,3555.703,4
24674.66,1485.0,2.270816,12758.0,2.0,93.96875,2442.477,697.1992,3557.453,4
24672.63,1484.0,2.267003,12790.0,1.0,93.96875,2442.477,696.2812,3558.371,4
24672.64,1484.0,1.845638,12822.0,1.0,93.96875,2442.477,698.2031,3556.449,4
24675.72,1484.0,2.602855,12790.0,1.0,93.96875,2442.477,695.9922,3558.66,4
24867.08,1485.0,2.181208,12758.0,4.0,93.97656,2442.477,692.7227,3561.922,4
24674.36,1485.0,2.345059,12758.0,2.0,93.97656,2442.477,693.8789,3560.766,4
24672.66,1484.0,1.850294,12758.0,1.0,93.97656,2442.477,692.6484,3561.996,4
24672.66,1484.0,1.764706,12726.0,1.0,93.97656,2442.477,694.6562,3559.988,4
24672.66,1484.0,1.92953,12758.0,1.0,93.97656,2442.477,694.7852,3559.859,4
24676.57,1485.0,2.938707,12758.0,2.0,93.97656,2442.477,691.5078,3563.137,4
24925.12,1484.0,2.095557,12790.0,2.0,93.98438,2442.477,690.1016,3564.535,4
24672.73,1484.0,2.090301,12726.0,2.0,93.98438,2442.477,692.2617,3562.375,4
24672.66,1484.0,2.267003,12758.0,1.0,93.99219,2442.586,693.9141,3560.605,4
24672.68,1484.0,2.015113,12726.0,4.0,93.99219,2442.477,694.375,3560.254,4
24672.4,1485.0,2.10084,12726.0,2.0,93.99219,2442.488,703.4258,3551.191,4
24674.54,1485.0,2.099076,12726.0,2.0,93.99219,2442.488,698.9766,3555.641,4
24672.7,1484.0,2.17938,12726.0,1.0,93.99219,2442.492,695.3359,3559.277,4
24672.7,1484.0,2.013423,12726.0,1.0,93.99219,2442.492,696.0,3558.613,4
24672.7,1484.0,1.845638,12758.0,1.0,94.0,2442.492,695.9727,3558.633,4
24707.14,1484.0,2.102607,12758.0,3.0,94.01562,2442.492,697.4961,3557.094,4
24674.43,1485.0,2.432886,12758.0,2.0,94.01562,2442.492,697.7344,3556.855,4
24672.7,1484.0,2.184874,12758.0,2.0,94.01562,2442.492,698.5312,3556.059,4
24672.7,1484.0,1.93115,12790.0,1.0,94.01562,2442.492,700.6211,3553.969,4
24675.89,1484.0,2.348993,12758.0,1.0,94.01562,2442.492,692.1445,3562.445,4
24677.77,1485.0,2.17938,12758.0,2.0,94.01562,2442.492,688.8359,3565.754,4
24676.25,1485.0,2.17938,12758.0,2.0,94.02344,2442.492,690.5312,3564.051,4
24675.92,1484.0,2.097315,12758.0,1.0,94.02344,2442.492,688.1523,3566.43,4
24672.67,1484.0,2.015113,12758.0,1.0,94.02344,2442.492,692.8008,3561.781,4
24672.67,1484.0,1.927913,12790.0,1.0,94.02344,2442.492,692.4297,3562.152,4
24674.39,1485.0,1.93115,12790.0,2.0,94.03125,2442.492,691.2695,3563.305,4
24702.67,1485.0,2.099076,12758.0,3.0,94.03125,2442.492,689.5039,3565.07,4
24672.68,1484.0,2.343096,12758.0,1.0,94.03125,2442.492,689.9219,3564.652,4
24672.68,1484.0,1.932773,12758.0,1.0,94.03125,2442.492,693.2344,3561.34,4
24672.73,1484.0,2.183039,12790.0,1.0,94.03125,2442.492,694.2266,3560.348,4
24674.4,1485.0,2.099076,12758.0,2.0,94.03906,2442.496,695.8984,3558.664,4
24672.52,1485.0,2.184874,12758.0,2.0,94.03906,2442.504,698.8516,3555.703,4
24675.76,1484.0,3.439597,12758.0,1.0,94.03906,2442.508,692.4258,3562.125,4
24675.76,1484.0,2.183039,12790.0,1.0,94.03906,2442.508,692.3398,3562.211,4
24672.7,1484.0,2.01005,12822.0,1.0,94.03906,2442.508,696.4141,3558.137,4
24676.92,1488.0,2.188552,12790.0,1.0,94.04688,2442.516,688.918,3565.617,4
24676.73,1490.0,2.016807,12790.0,3.0,94.04688,2442.516,687.8711,3566.664,4
