face_detection_mem.committed_Committed_AS,face_detection_system.active_processes_active,face_detection_system.cpu_user,face_detection_system.file_nr_used_used,face_detection_system.processes_running,face_detection_system.ram_buffers,face_detection_system.ram_cached,face_detection_system.ram_free,face_detection_system.ram_used,Target
26659.44,1692.0,2.352941,14774.0,2.0,28.96484,1399.7227,1014.1484,4348.262,4
26621.79,1692.0,2.263202,14774.0,12.0,28.96484,1399.7227,1014.6484,4347.762,4
26622.4,1693.0,2.518892,14806.0,15.0,28.98047,1399.7266,1015.332,4347.059,4
26621.82,1692.0,2.194093,14870.0,13.0,28.98047,1399.7305,1009.0352,4353.352,4
26623.52,1693.0,2.780118,14806.0,14.0,28.98047,1399.7305,1013.918,4348.469,4
26642.91,1692.0,5.882353,14806.0,15.0,28.98047,1399.7305,977.3828,4385.004,4
26649.95,1693.0,5.89722,14838.0,14.0,28.98047,1399.7344,958.9844,4403.398,4
26652.26,1693.0,5.223252,14806.0,14.0,28.98828,1399.7344,970.4805,4391.895,4
26649.2,1693.0,4.483926,14838.0,13.0,28.98828,1399.7344,960.793,4401.582,4
26652.29,1699.0,5.240913,14838.0,16.0,28.98828,1399.7344,949.4531,4412.922,4
26648.65,1693.0,15.012723,14774.0,3.0,28.98828,1399.7344,966.832,4395.543,4
26684.3,1694.0,5.391744,14774.0,3.0,28.99219,1399.75,960.8203,4401.535,4
26648.65,1693.0,4.373423,14870.0,1.0,29.0,1399.7539,973.6172,4388.727,4
26650.5,1694.0,4.725738,14870.0,2.0,29.00781,1399.7539,976.6836,4385.652,4
26648.7,1693.0,16.355932,14838.0,4.0,29.00781,1399.7617,901.8125,4460.516,4
26651.46,1693.0,7.523246,14870.0,2.0,29.01172,1401.1211,920.6133,4440.352,4
26650.77,1693.0,3.959562,14806.0,1.0,29.01953,1402.3906,914.0156,4445.672,4
26651.46,1693.0,5.822785,14870.0,1.0,29.07422,1404.8789,917.5938,4439.551,4
26650.96,1693.0,3.114478,14838.0,1.0,29.08203,1404.8789,929.5742,4427.562,4
26648.86,1693.0,3.956229,14838.0,2.0,29.08203,1404.8789,935.3398,4421.797,4
26648.73,1693.0,2.936242,14806.0,1.0,29.08203,1404.8789,941.3477,4415.789,4
26795.7,1695.0,3.198653,14806.0,2.0,29.08203,1404.8828,950.2227,4406.91,4
26640.31,1697.0,2.698145,14870.0,1.0,29.08203,1404.9102,946.4258,4410.68,4
26700.87,1707.0,9.322034,14998.0,12.0,29.86328,1416.9805,878.7969,4465.457,4
26693.74,1702.0,7.010135,15030.0,8.0,29.90625,1420.2539,866.9805,4473.957,4
26691.58,1701.0,4.278523,14998.0,12.0,29.90625,1420.2539,884.1445,4456.793,4
26691.58,1701.0,3.607383,14966.0,13.0,29.90625,1420.5625,879.7188,4460.91,4
26688.84,1703.0,2.270816,14998.0,14.0,29.9375,1420.5664,879.7109,4460.883,4
26689.57,1700.0,3.888419,14934.0,14.0,29.9375,1420.5664,898.5586,4442.035,4
26685.6,1698.0,4.040404,14966.0,13.0,29.9375,1420.5664,910.9414,4429.652,4
26696.12,1705.0,5.201342,15062.0,14.0,30.65234,1420.7617,897.5273,4442.156,4
26880.98,1700.0,13.717189,14934.0,12.0,30.69141,1420.7891,885.0508,4454.566,4
26710.67,1698.0,5.325444,14902.0,13.0,30.69141,1421.0078,905.5469,4433.852,4
26685.79,1702.0,3.966245,14934.0,2.0,30.98438,1422.082,913.6641,4424.367,4
26876.6,1702.0,3.015075,14934.0,3.0,31.38281,1422.9805,912.5625,4424.172,4
26659.71,1693.0,10.169492,14870.0,1.0,37.64062,1428.6367,819.7461,4505.074,4
26922.04,1695.0,3.706824,14870.0,3.0,37.64844,1428.6406,859.5508,4465.258,4
26660.86,1695.0,3.114478,14870.0,1.0,37.64844,1428.6406,858.2461,4466.562,4
26658.41,1692.0,5.541562,14902.0,1.0,37.66406,1428.6406,931.1484,4393.645,4
26652.74,1692.0,3.436714,14870.0,1.0,37.66406,1428.6406,955.8125,4368.98,4
26656.45,1692.0,4.974705,14806.0,1.0,37.6875,1429.7773,946.5156,4377.117,4
26652.43,1692.0,6.165541,14838.0,1.0,37.6875,1429.9375,972.7852,4350.688,4
26648.42,1691.0,2.518892,14774.0,1.0,37.6875,1429.9375,971.4609,4352.012,4
26640.91,1694.0,4.442582,14806.0,1.0,37.69922,1430.0703,977.1758,4346.152,4
26642.91,1694.0,2.445194,14774.0,13.0,37.71875,1430.0742,984.5273,4338.777,4
26639.85,1694.0,2.768456,14806.0,13.0,37.73438,1430.0781,994.0625,4329.223,4
26638.6,1691.0,2.842809,14806.0,13.0,37.73438,1430.0781,996.3164,4326.969,4
26639.22,1695.0,5.143339,14774.0,14.0,37.73438,1430.0781,995.2969,4327.988,4
26635.8,1691.0,2.691337,14774.0,1.0,37.74219,1430.0781,993.9609,4329.316,4
26637.43,1692.0,3.263598,14774.0,2.0,37.74219,1430.082,997.1445,4326.129,4
26635.82,1691.0,3.616484,14774.0,1.0,37.74219,1430.082,1007.4062,4315.867,4
26635.9,1691.0,3.891709,14806.0,1.0,37.75,1430.082,1010.918,4312.348,4
26642.18,1695.0,2.689076,14806.0,2.0,37.75,1430.082,1006.5977,4316.668,4
26641.18,1695.0,2.598491,14806.0,1.0,37.75,1430.082,1004.2852,4318.98,4
26639.92,1692.0,3.634827,14838.0,1.0,37.75781,1430.082,997.0742,4326.184,4
26708.87,1699.0,6.457094,15062.0,3.0,37.78906,1430.082,926.5664,4396.66,4
26956.36,1699.0,12.922297,15094.0,4.0,37.82812,1430.4648,951.1172,4371.688,4
26748.41,1702.0,13.732098,15062.0,1.0,37.86719,1430.6055,918.5156,4404.109,4
26693.19,1701.0,11.035654,14998.0,3.0,37.93359,1430.8711,928.7461,4393.547,4
26689.96,1697.0,4.050633,14966.0,1.0,37.93359,1430.875,958.7266,4363.562,4
26691.93,1698.0,3.881857,14966.0,3.0,37.93359,1430.8789,967.1133,4355.172,4
26689.98,1697.0,5.067568,14934.0,1.0,37.93359,1430.8828,999.9609,4322.32,4
26682.26,1698.0,3.619529,14902.0,2.0,37.93359,1430.8828,1012.2344,4310.047,4
26684.05,1697.0,4.384486,14902.0,1.0,37.94141,1430.8828,994.3984,4327.875,4
26684.83,1700.0,2.869198,14966.0,1.0,37.94141,1430.8867,997.6211,4324.648,4
26644.33,1692.0,3.367003,14870.0,1.0,37.94141,1430.8867,999.6953,4322.574,4
26707.71,1702.0,4.282116,15094.0,2.0,37.98047,1440.4375,989.6016,4323.078,4
26697.64,1703.0,7.185123,14966.0,1.0,38.00391,1487.418,929.0117,4336.664,4
26709.04,1702.0,4.205214,15062.0,1.0,38.05469,1487.4883,904.1211,4361.434,4
26692.57,1698.0,10.330229,14998.0,1.0,38.39453,1487.4883,890.4023,4374.812,4
26697.05,1699.0,5.059022,15062.0,16.0,38.42188,1487.5,902.6953,4362.48,4
26643.3,1700.0,10.508475,15030.0,1.0,38.44531,1487.543,969.5039,4295.605,4
26774.76,1709.0,8.04403,14998.0,4.0,38.45312,1487.5547,967.4844,4297.605,4
26713.77,1706.0,7.372881,14998.0,3.0,38.45312,1487.8789,929.2031,4335.562,4
26697.32,1705.0,3.056027,14998.0,1.0,38.46875,1488.3281,944.2891,4320.012,4
26712.55,1706.0,7.027942,14998.0,2.0,38.47656,1488.3281,933.6289,4330.664,4
27340.97,1710.0,8.967851,14870.0,1.0,38.47656,1488.4375,912.8672,4351.316,4
27342.14,1711.0,3.744681,14902.0,2.0,38.48047,1488.4531,933.1328,4331.031,4
27328.15,1710.0,3.109244,14902.0,1.0,38.48828,1488.543,942.9297,4321.137,4
27326.87,1711.0,2.605042,14902.0,2.0,38.48828,1488.543,945.75,4318.316,4
27325.15,1710.0,2.607233,14934.0,1.0,38.50391,1488.5469,951.9336,4312.113,4
27328.84,1710.0,4.131535,14902.0,2.0,38.51172,1488.5508,954.3125,4309.723,4
27322.2,1709.0,2.866779,14902.0,1.0,38.51172,1488.5508,971.6602,4292.375,4
27323.92,1710.0,2.445194,14934.0,2.0,38.51172,1488.5508,964.9609,4299.074,4
27322.2,1708.0,3.015075,14934.0,1.0,38.51172,1488.5547,961.625,4302.406,4
27322.2,1705.0,2.96359,14934.0,1.0,38.51172,1488.5508,979.668,4284.367,4
27330.65,1705.0,5.102041,14902.0,1.0,38.51953,1488.5977,962.3164,4301.664,4
27340.79,1706.0,6.523605,14870.0,1.0,38.55078,1488.6016,865.7422,4398.203,4
27339.05,1707.0,3.547297,14902.0,2.0,38.55469,1488.7344,854.1133,4409.695,4
27335.73,1706.0,3.375527,14934.0,1.0,38.5625,1488.7383,859.5664,4404.23,4
27337.43,1706.0,3.976311,14902.0,2.0,38.5625,1488.7422,871.0703,4392.723,4
27334.06,1708.0,7.185123,14870.0,2.0,38.58594,1488.7578,866.4102,4397.344,4
27330.88,1708.0,5.165114,14870.0,1.0,38.58594,1488.7578,873.4023,4390.352,4
27344.82,1708.0,12.711864,14902.0,3.0,39.35156,1492.1602,819.5195,4440.066,4
27344.73,1708.0,16.90739,14902.0,3.0,39.62891,1499.1758,800.2344,4452.059,4
27347.32,1717.0,10.808511,14870.0,4.0,39.89844,1510.7148,753.6328,4486.852,4
27346.45,1718.0,6.418919,14934.0,2.0,40.04688,1518.0625,751.707,4481.281,4
27351.46,1718.0,10.050676,14934.0,5.0,40.06641,1518.3359,742.332,4490.363,4
27351.7,1718.0,13.135593,14934.0,4.0,40.32031,1518.5,740.0273,4492.25,4
27348.6,1719.0,6.065712,14998.0,2.0,40.32031,1518.8203,745.9883,4485.969,4
27346.88,1718.0,4.369748,14966.0,2.0,40.39453,1519.0469,746.1641,4485.492,4
27345.62,1719.0,8.510638,14998.0,4.0,40.40234,1519.0352,746.3984,4485.262,4
27342.82,1717.0,3.027754,14934.0,1.0,40.41797,1519.0352,746.4883,4485.156,4
27341.27,1719.0,2.015113,14934.0,2.0,40.44531,1518.9492,753.75,4477.953,4
27341.86,1718.0,3.375527,14902.0,1.0,40.49609,1518.9922,747.2695,4484.34,4
27346.17,1719.0,3.017603,14934.0,2.0,40.49609,1518.9922,746.0156,4485.594,4
27336.99,1717.0,2.104377,14934.0,1.0,40.49609,1518.9922,746.3047,4485.305,4
27333.82,1718.0,1.937658,14934.0,2.0,40.50391,1518.9961,754.168,4477.43,4
27340.06,1717.0,2.768456,14934.0,1.0,40.50391,1519.1094,746.6406,4484.844,4
27345.92,1719.0,3.637902,14870.0,2.0,40.50391,1519.1094,745.9961,4485.488,4
27353.89,1718.0,3.193277,14870.0,1.0,40.50391,1519.1133,728.4688,4503.012,4
27358.22,1720.0,4.63353,14870.0,16.0,40.50391,1519.1133,731.2344,4500.246,4
27352.49,1718.0,3.862301,14870.0,14.0,40.51172,1519.1133,727.9609,4503.512,4
27346.71,1718.0,5.508475,14870.0,5.0,40.51172,1519.1133,726.3477,4505.125,4
27355.95,1718.0,9.044801,14902.0,6.0,40.51172,1520.8008,683.457,4546.328,4
27354.87,1719.0,18.05907,14934.0,9.0,40.51172,1522.4688,576.707,4651.41,4
27355.84,1719.0,7.718405,14934.0,14.0,40.51172,1522.4688,563.0703,4665.047,4
27355.94,1719.0,7.692308,14902.0,4.0,40.54297,1522.4844,557.7148,4670.355,4
27363.57,1719.0,5.847458,14934.0,10.0,40.57422,1522.4688,566.6484,4661.406,4
27365.06,1720.0,3.700589,14934.0,13.0,40.57422,1522.4766,568.9609,4659.086,4
27627.11,1720.0,4.128054,14934.0,9.0,40.57422,1522.4766,570.1602,4657.887,4
27362.08,1720.0,3.703704,14902.0,6.0,40.57422,1522.4766,577.1133,4650.934,4
27359.78,1720.0,3.291139,14870.0,16.0,40.57422,1522.4766,582.5039,4645.543,4
27357.96,1719.0,4.060914,14902.0,4.0,40.58203,1522.4805,582.0742,4645.961,4
27358.9,1719.0,4.502974,14870.0,4.0,40.58203,1522.4805,591.2852,4636.75,4
27355.84,1719.0,5.276596,14902.0,17.0,40.58203,1522.4805,590.1484,4637.887,4
27345.2,1718.0,4.329372,14902.0,4.0,40.58203,1522.4805,602.5938,4625.441,4
27349.34,1718.0,5.738397,14934.0,3.0,40.58594,1523.3477,592.5508,4634.613,4
26677.46,1708.0,6.593407,14838.0,6.0,40.60547,1523.3516,587.3711,4639.77,4
27427.89,1719.0,18.34471,14806.0,6.0,38.75,1499.8008,535.4883,4717.059,4
27413.59,1718.0,8.751062,14838.0,2.0,38.76562,1499.9258,499.875,4752.531,4
27420.61,1719.0,13.248945,14934.0,15.0,38.76953,1500.1953,458.8867,4793.246,4
27420.82,1718.0,10.377358,15030.0,2.0,38.79688,1500.2188,467.3125,4784.77,4
27460.05,1718.0,12.383376,15030.0,3.0,38.9375,1500.2656,465.5078,4786.387,4
27445.89,1718.0,9.813875,14966.0,14.0,38.9375,1500.2695,486.9453,4764.945,4
27423.49,1718.0,13.575042,14966.0,2.0,39.00781,1500.2852,488.2617,4763.543,4
27414.26,1718.0,7.082631,14966.0,4.0,39.01953,1500.3047,507.9844,4743.789,4
27414.01,1719.0,12.351946,14934.0,4.0,39.0625,1500.2344,426.4688,4825.332,4
27403.08,1718.0,9.780776,14934.0,2.0,39.07031,1500.2422,426.3125,4825.473,4
27406.79,1719.0,23.75317,14870.0,6.0,39.07422,1500.2656,297.8633,4953.895,4
27400.2,1717.0,8.35443,14870.0,1.0,39.07812,1500.2812,315.7969,4935.941,4
27396.38,1717.0,6.31845,14838.0,1.0,39.08594,1500.3164,336.6328,4915.062,4
27395.13,1717.0,5.147679,14838.0,1.0,39.08594,1500.3203,335.5117,4916.18,4
27392.5,1717.0,5.223252,14870.0,3.0,39.08594,1500.3203,345.3164,4906.375,4
27394.57,1717.0,9.940527,14838.0,3.0,39.08594,1500.457,209.5586,5041.996,4
27321.18,1717.0,12.903226,14806.0,1.0,39.08594,1500.4688,305.3242,4946.219,4
27389.3,1718.0,12.298558,14806.0,5.0,39.10547,1500.4766,252.7891,4998.727,4
27328.82,1717.0,8.860759,14902.0,1.0,39.14453,1500.4688,302.3242,4949.16,4
27329.34,1717.0,7.989907,14870.0,1.0,39.14453,1500.4844,306.5742,4944.895,4
27330.84,1720.0,7.076664,14838.0,2.0,39.15234,1500.5,310.6172,4940.828,4
27330.76,1717.0,11.308017,14806.0,1.0,39.15234,1500.5078,200.6797,5050.758,4
27340.3,1718.0,11.233108,14806.0,1.0,39.16016,1500.543,203.5234,5047.871,4
27339.83,1718.0,10.726351,14838.0,1.0,38.33203,1495.6172,178.3438,5078.805,4
27337.72,1718.0,12.426036,14870.0,1.0,38.33203,1495.6328,218.1992,5038.934,4
27378.72,1717.0,12.679628,14902.0,3.0,38.33984,1495.6328,172.4414,5084.684,4
27334.72,1717.0,12.044105,14966.0,2.0,37.38281,1490.207,205.2305,5058.277,4
27340.75,1717.0,9.519798,14966.0,4.0,37.13672,1488.0312,226.0586,5039.871,4
27334.77,1717.0,10.922947,14966.0,1.0,36.40234,1483.2852,199.1758,5072.234,4
27335.25,1717.0,10.330229,14934.0,7.0,36.17578,1481.9766,199.1094,5073.836,4
27335.26,1717.0,15.131023,14838.0,2.0,35.33594,1480.4609,162.05078,5113.25,4
27334.76,1717.0,9.098568,14934.0,1.0,32.05078,1467.6914,205.7734,5085.582,4
27331.01,1717.0,6.276506,14902.0,1.0,32.08984,1467.6758,206.418,5084.914,4
27336.64,1717.0,7.993197,14902.0,1.0,32.08984,1467.707,195.0234,5096.277,4
27351.26,1717.0,10.450297,14934.0,3.0,31.83984,1447.2109,182.8398,5129.207,4
27353.55,1718.0,6.037415,14934.0,2.0,31.83984,1447.2188,210.4141,5101.625,4
27351.84,1717.0,7.463953,14934.0,1.0,31.85547,1438.9883,243.6836,5076.57,4
27353.13,1718.0,15.456081,14934.0,8.0,23.21094,1323.7852,428.4414,5015.66,4
27356.06,1718.0,6.919831,14902.0,1.0,22.85547,1315.875,420.3867,5031.98,4
27356.37,1718.0,6.791171,14902.0,1.0,22.85547,1315.8828,423.7344,5028.625,4
27345.2,1718.0,5.258694,14870.0,1.0,22.74219,1310.9062,468.9453,4988.504,4
27343.7,1717.0,5.857385,14870.0,1.0,22.75,1311.0078,466.3125,4991.027,4
27343.64,1717.0,6.779661,14902.0,1.0,22.75,1311.0391,460.2148,4997.094,4
27342.5,1717.0,6.558773,14934.0,1.0,22.77344,1313.1172,461.8789,4993.328,4
27345.07,1718.0,14.115646,14902.0,2.0,22.60547,1302.0859,451.3125,5015.094,4
27347.63,1717.0,9.168081,14902.0,1.0,22.26172,1298.3359,442.125,5028.375,4
27349.85,1718.0,19.26995,14838.0,2.0,22.14062,1294.5391,878.3047,4596.113,4
27348.66,1717.0,12.446718,14902.0,3.0,22.14062,1294.3594,892.4609,4582.137,4
27349.94,1718.0,10.084746,14902.0,2.0,22.14062,1294.3633,920.9023,4553.691,4
27350.4,1717.0,11.026293,14934.0,1.0,22.14062,1294.3711,902.9492,4571.637,4
27600.95,1718.0,8.00337,14902.0,2.0,22.14062,1294.3711,938.4766,4536.109,4
27339.71,1717.0,7.245156,14870.0,2.0,22.14844,1294.3555,932.3477,4542.246,4
27371.01,1717.0,10.867734,14838.0,3.0,22.15234,1294.375,882.7773,4591.793,4
27328.13,1717.0,20.16949,14902.0,5.0,22.18359,1294.3789,878.3516,4596.184,4
27341.13,1718.0,11.989796,14902.0,2.0,22.19922,1294.375,875.3789,4599.145,4
27343.35,1719.0,14.893617,14870.0,3.0,22.19922,1294.3477,808.543,4666.008,4
27341.13,1718.0,12.944162,14870.0,7.0,22.19922,1294.3633,826.4414,4648.094,4
27339.75,1718.0,12.680851,14870.0,5.0,22.19922,1294.3711,741.5469,4732.98,4
27337.82,1717.0,9.560068,14870.0,5.0,22.19922,1294.3945,759.7266,4714.777,4
27339.73,1718.0,16.298812,14838.0,7.0,22.20703,1294.418,710.6133,4763.859,4
27337.52,1717.0,10.362258,14838.0,2.0,22.33594,1294.7227,723.1133,4750.926,4
27352.36,1717.0,17.06282,14838.0,4.0,22.375,1294.9102,706.4844,4767.328,4
27328.47,1717.0,17.95089,14870.0,6.0,22.375,1294.9258,781.8711,4691.926,4
27324.97,1717.0,12.563238,14870.0,4.0,22.38281,1294.9141,777.3633,4696.438,4
27327.62,1717.0,15.816327,14870.0,2.0,22.39062,1294.9336,703.3008,4770.473,4
27327.2,1718.0,13.981245,14838.0,1.0,22.50391,1295.207,700.3867,4773.0,4
27428.7,1718.0,20.40816,14838.0,2.0,22.50391,1295.2227,657.6914,4815.68,4
27326.14,1718.0,12.922297,14870.0,2.0,22.51172,1295.2227,655.25,4818.113,4
27323.59,1718.0,15.972812,14870.0,3.0,22.51172,1295.2539,622.5625,4850.77,4
27322.93,1717.0,11.714771,14838.0,3.0,22.51172,1295.2695,644.043,4829.273,4
27590.26,1720.0,12.224109,14838.0,3.0,22.51172,1295.4023,627.3438,4845.84,4
27330.73,1719.0,17.42809,14838.0,2.0,22.64062,1295.6406,591.6875,4881.129,4
27333.46,1721.0,10.008482,14838.0,5.0,22.64844,1295.6406,582.0938,4890.715,4
27331.36,1719.0,16.96505,14806.0,1.0,22.64844,1295.6523,569.8281,4902.969,4
27329.21,1719.0,12.128923,14838.0,2.0,22.64844,1295.6719,576.8281,4895.949,4
27327.36,1718.0,10.186757,14838.0,1.0,22.66406,1295.6914,526.2734,4946.469,4
27328.32,1719.0,7.2095,14806.0,4.0,22.67969,1295.6797,515.2617,4957.477,4
27356.11,1718.0,13.50211,14774.0,4.0,22.67969,1295.6836,458.4297,5014.305,4
27341.59,1719.0,14.902625,14838.0,3.0,22.71094,1295.7109,814.6055,4658.07,4
27339.89,1718.0,13.23655,14870.0,1.0,22.71094,1295.7148,822.5391,4650.133,4
27340.84,1719.0,13.061917,14870.0,6.0,22.71094,1295.7266,753.9805,4718.68,4
27342.37,1718.0,14.20068,14870.0,2.0,22.71094,1295.7383,777.4883,4695.16,4
27342.34,1719.0,15.521628,14870.0,14.0,22.72656,1295.7578,703.582,4769.031,4
27340.64,1718.0,8.706678,14870.0,2.0,22.73438,1295.7578,768.7305,4703.875,4
27374.95,1719.0,10.464135,14870.0,6.0,22.73438,1295.7656,712.3711,4760.227,4
27347.77,1719.0,24.42748,14806.0,2.0,22.74219,1295.7695,706.9531,4765.633,4
27353.01,1721.0,9.778912,14870.0,2.0,22.75781,1296.1602,726.7734,4745.406,4
27338.0,1720.0,8.382727,14870.0,2.0,22.76562,1296.1602,685.0234,4787.148,4
27350.73,1720.0,14.590444,14870.0,1.0,22.79688,1296.1641,651.8906,4820.246,4
27346.79,1719.0,12.116041,14870.0,2.0,22.79688,1296.1602,675.0938,4797.047,4
27347.57,1719.0,9.897611,14838.0,4.0,22.79688,1296.2109,660.4297,4811.66,4
27367.49,1721.0,13.969336,14870.0,3.0,22.81641,1296.2227,628.1758,4843.883,4
27350.79,1719.0,10.297872,14870.0,3.0,23.25391,1296.3281,630.4688,4841.047,4
27359.48,1720.0,9.795571,14870.0,3.0,23.52734,1296.9023,630.2852,4840.383,4
27358.69,1720.0,12.362405,14838.0,3.0,23.5625,1297.2227,650.2734,4820.039,4
27360.41,1721.0,8.813559,14838.0,5.0,23.5625,1297.2227,658.8281,4811.484,4
27355.84,1720.0,7.191201,14838.0,3.0,23.58594,1297.4531,661.7578,4808.301,4
27354.18,1720.0,11.111111,14870.0,2.0,24.09375,1304.1445,619.8086,4843.051,4
27379.94,1720.0,32.65306,14902.0,5.0,24.47656,1307.8398,705.0352,4753.746,4
27630.42,1720.0,15.28608,14902.0,4.0,24.47656,1308.1289,737.3828,4721.109,4
27381.46,1719.0,11.600339,14902.0,3.0,24.5,1308.2969,739.4141,4718.887,4
27379.31,1720.0,11.375212,14934.0,6.0,24.5,1308.3008,743.8281,4714.469,4
27385.41,1720.0,10.687023,14998.0,6.0,24.5,1308.4414,772.5,4685.656,4
27384.89,1720.0,9.965928,14998.0,5.0,24.5,1308.4414,783.1641,4674.992,4
27382.78,1720.0,7.568027,14998.0,3.0,24.5,1308.4414,800.75,4657.406,4
27359.42,1719.0,9.306261,14870.0,4.0,24.83203,1308.4844,803.5703,4654.211,4
27627.2,1719.0,9.881757,14838.0,7.0,24.83984,1308.5117,811.8828,4645.863,4
27364.67,1718.0,8.220339,14838.0,5.0,24.83984,1308.4922,825.3242,4632.441,4
27364.32,1719.0,14.723404,14838.0,4.0,24.83984,1308.918,833.0859,4624.254,4
27362.0,1718.0,13.169074,14838.0,4.0,24.83984,1308.9258,769.3203,4688.012,4
27364.83,1719.0,11.440678,14838.0,9.0,24.83984,1308.9297,752.7148,4704.613,4
27365.54,1718.0,14.40678,14838.0,16.0,24.84766,1308.9414,682.0625,4775.246,4
27367.41,1719.0,10.801688,14838.0,5.0,24.87891,1308.9375,707.1758,4750.105,4
27365.7,1718.0,13.389831,14838.0,4.0,24.87891,1308.957,660.1797,4797.082,4
27365.82,1719.0,14.893617,14838.0,3.0,24.87891,1309.0625,688.1992,4768.957,4
27385.93,1719.0,12.48938,14870.0,4.0,25.01953,1309.3281,666.8945,4789.855,4
27371.14,1720.0,10.941476,14870.0,4.0,25.02734,1309.3281,609.3203,4847.422,4
27367.54,1719.0,8.860759,14902.0,3.0,25.02734,1309.3281,600.8047,4855.938,4
27366.25,1720.0,9.661017,14870.0,5.0,25.03516,1309.3398,699.832,4756.891,4
27368.58,1721.0,13.644068,14870.0,7.0,25.16797,1309.3555,700.1641,4756.41,4
27392.21,1722.0,8.438819,14902.0,6.0,25.17578,1309.3555,679.0352,4777.531,4
27462.84,1727.0,7.20339,14902.0,4.0,25.17578,1309.3555,643.4922,4813.074,4
27356.7,1721.0,5.733558,14902.0,2.0,25.18359,1309.4453,647.9648,4808.504,4
27354.87,1720.0,6.006768,14870.0,1.0,25.19922,1309.4336,671.5938,4784.871,4
27358.92,1722.0,8.622147,14870.0,5.0,25.22656,1309.418,659.0,4797.453,4
27350.66,1720.0,10.21097,14934.0,1.0,25.22656,1309.4219,654.8906,4801.559,4
27352.97,1720.0,12.489451,14934.0,4.0,25.22656,1309.4297,589.1406,4867.301,4
27353.0,1720.0,15.986395,14902.0,4.0,25.23438,1309.4492,603.2031,4853.211,4
27390.75,1720.0,15.012723,14902.0,4.0,25.25,1309.4883,577.8086,4878.551,4
27350.34,1721.0,18.77655,14902.0,3.0,25.25,1309.4922,596.5898,4859.766,4
27348.46,1720.0,13.801863,14838.0,2.0,25.25,1309.5078,606.2422,4850.098,4
27611.25,1720.0,12.182741,14838.0,3.0,25.25,1309.5234,542.1992,4914.125,4
27348.74,1719.0,9.531915,14838.0,1.0,25.25,1309.5312,549.1172,4907.199,4
27355.12,1720.0,13.969336,14774.0,2.0,25.25781,1309.7812,497.4453,4958.613,4
27363.31,1720.0,13.220339,14806.0,2.0,25.25781,1309.7969,511.5938,4944.449,4
27364.32,1721.0,20.52365,14806.0,6.0,25.25781,1309.8203,436.4688,5019.551,4
27363.39,1721.0,13.299233,14838.0,1.0,25.25781,1309.9805,473.2773,4982.582,4
27361.37,1721.0,12.86201,14870.0,6.0,25.25781,1309.9922,450.3359,5005.512,4
27356.27,1720.0,15.945717,14870.0,2.0,25.30859,1310.0234,773.125,4682.641,4
27357.97,1721.0,17.30605,14870.0,2.0,25.30859,1310.0391,797.7695,4657.98,4
27356.27,1720.0,11.789652,14902.0,3.0,25.31641,1310.0547,727.8086,4727.918,4
27405.67,1720.0,9.385666,14934.0,6.0,25.31641,1310.0547,702.9492,4752.777,4
27371.73,1720.0,12.288136,14902.0,2.0,25.33203,1310.125,743.1523,4712.488,4
27410.97,1721.0,17.86622,14934.0,4.0,25.33594,1310.1328,657.1094,4798.52,4
27373.7,1720.0,9.543919,14902.0,3.0,25.34375,1310.2773,679.0586,4776.418,4
27434.61,1720.0,11.669506,14934.0,3.0,25.34375,1310.2969,700.7422,4754.715,4
27370.48,1720.0,10.893617,14902.0,1.0,25.34375,1310.3086,669.625,4785.82,4
27395.04,1720.0,8.298052,14838.0,2.0,25.34375,1310.4219,710.5977,4744.734,4
27356.27,1720.0,12.236287,14806.0,2.0,25.34375,1310.4453,699.1133,4756.195,4
27356.39,1720.0,11.016949,14838.0,2.0,25.35156,1310.4453,750.6797,4704.621,4
27366.05,1721.0,12.510638,14902.0,1.0,25.35938,1310.457,646.4688,4808.812,4
27364.42,1720.0,9.40678,14902.0,2.0,25.36719,1310.457,652.8867,4802.387,4
27366.71,1721.0,14.454776,14838.0,2.0,25.38281,1310.4648,663.7461,4791.504,4
27364.75,1720.0,13.180272,14870.0,1.0,25.38672,1310.4727,574.5703,4880.668,4
27364.59,1721.0,8.695651999999999,14870.0,6.0,25.51562,1310.4727,580.9023,4874.207,4
27359.62,1720.0,11.849957,14838.0,2.0,25.51562,1310.4961,560.5547,4894.531,4
27357.92,1720.0,17.94218,14838.0,2.0,25.53125,1310.4961,502.9531,4952.117,4
27357.33,1719.0,9.298394,14870.0,4.0,25.55469,1310.5078,521.043,4933.992,4
27357.76,1720.0,8.376068,14838.0,2.0,25.56641,1310.5117,478.1523,4976.867,4
27352.13,1719.0,8.481764,14902.0,1.0,25.57422,1310.5273,470.793,4984.203,4
27394.82,1719.0,6.846999,14902.0,2.0,25.57422,1310.5273,460.7617,4994.234,4
27344.68,1719.0,6.402696,14870.0,2.0,25.57422,1310.543,487.7852,4967.195,4
27356.78,1720.0,19.67632,14838.0,3.0,25.59766,1310.5312,483.5195,4971.449,4
27360.47,1723.0,24.08511,14838.0,4.0,25.60938,1310.5508,496.8984,4958.039,4
27372.34,1719.0,12.870449,14838.0,6.0,25.60938,1310.5586,501.1211,4953.809,4
27714.45,1720.0,14.152542,14870.0,3.0,25.61719,1310.5703,725.875,4729.035,4
27356.34,1719.0,8.581138,14870.0,1.0,25.61719,1310.5742,726.0547,4728.852,4
