face_detection_mem.committed_Committed_AS,face_detection_system.active_processes_active,face_detection_system.cpu_user,face_detection_system.file_nr_used_used,face_detection_system.processes_running,face_detection_system.ram_buffers,face_detection_system.ram_cached,face_detection_system.ram_free,face_detection_system.ram_used,Target
28367.46,1732.0,3.610411,14870.0,2.0,45.40625,1435.2148,793.7617,4516.715,4
28141.07,1733.0,4.128054,14902.0,2.0,45.40625,1435.2148,787.2734,4523.203,4
28145.17,1733.0,13.708999,14902.0,1.0,45.40625,1435.2383,786.0703,4524.383,4
28145.18,1733.0,4.278523,14838.0,1.0,45.40625,1435.2383,779.1719,4531.281,4
28132.3,1732.0,4.12111,14870.0,1.0,45.41406,1435.2422,780.8984,4529.543,4
28420.48,1734.0,3.436714,14806.0,2.0,45.41406,1435.2422,757.8906,4552.551,4
28160.04,1735.0,2.94365,14870.0,2.0,45.41406,1435.2422,760.3516,4550.09,4
28164.66,1735.0,3.109244,14870.0,2.0,45.41406,1435.2422,757.3398,4553.102,4
28138.3,1734.0,2.591973,14838.0,1.0,45.41406,1435.2422,775.7188,4534.723,4
28140.18,1734.0,2.506266,14838.0,2.0,45.42969,1435.25,771.4023,4539.016,4
28141.84,1732.0,4.289319,14806.0,1.0,45.42969,1435.25,772.8555,4537.562,4
28143.56,1733.0,3.959562,14806.0,2.0,45.42969,1435.25,766.4062,4544.012,4
28155.72,1731.0,8.530405,14838.0,1.0,45.4375,1435.3203,729.2461,4581.094,4
28197.43,1733.0,7.148865,14870.0,8.0,45.44531,1435.3359,674.7891,4635.527,4
28152.26,1731.0,12.384162,14870.0,1.0,45.44531,1435.332,790.3672,4519.953,4
28152.28,1731.0,4.62963,14870.0,1.0,45.44531,1435.332,794.7812,4515.539,4
28142.58,1731.0,4.124579,14902.0,1.0,45.44531,1435.4258,806.5898,4503.637,4
28142.58,1731.0,3.616484,14934.0,2.0,45.44531,1435.4297,805.0938,4505.129,4
28152.37,1731.0,4.974705,14838.0,3.0,45.45312,1435.4297,783.8711,4526.344,4
28152.37,1731.0,3.613445,14870.0,1.0,45.45312,1435.4297,778.0234,4532.191,4
28152.37,1731.0,3.709949,14870.0,1.0,45.45312,1435.4297,794.3633,4515.852,4
28152.37,1731.0,3.79107,14870.0,1.0,45.45312,1435.4297,793.2617,4516.953,4
28152.38,1731.0,5.3962900000000005,14870.0,1.0,45.45312,1435.4297,780.0,4530.215,4
28152.42,1731.0,5.210084,14870.0,3.0,45.45312,1435.4297,784.7305,4525.484,4
28195.56,1731.0,3.616484,14870.0,3.0,45.46094,1435.4297,796.5508,4513.656,4
28152.43,1731.0,3.355705,14870.0,3.0,45.46094,1435.4297,792.7344,4517.473,4
28154.67,1732.0,13.674497,14838.0,6.0,45.46094,1435.4492,691.8945,4618.293,4
28155.08,1731.0,10.142498,14870.0,2.0,45.46875,1435.4609,717.8242,4592.344,4
28152.35,1731.0,6.902357,14870.0,1.0,45.47266,1435.4805,764.4883,4545.656,4
28148.88,1731.0,4.296546,14870.0,1.0,45.48047,1435.4688,683.8711,4626.277,4
28150.38,1731.0,4.717776,14870.0,1.0,45.48047,1435.5742,671.6328,4638.41,4
28151.63,1731.0,7.939189,14902.0,9.0,45.48047,1435.5859,594.168,4715.863,4
28162.2,1731.0,27.04082,14902.0,13.0,45.51172,1435.5742,612.8438,4697.168,4
28180.84,1731.0,29.94012,14870.0,7.0,45.51172,1435.5898,585.8047,4724.191,4
28183.25,1732.0,34.41503,14934.0,5.0,45.51172,1435.5898,567.9727,4742.023,4
28172.84,1732.0,22.80102,14966.0,6.0,45.51172,1436.4414,537.9453,4771.199,4
28172.89,1732.0,6.096528,14966.0,1.0,45.51953,1436.4531,427.6602,4881.465,4
28173.61,1732.0,6.339814,14966.0,3.0,45.53516,1436.4609,408.3672,4900.734,4
28173.66,1732.0,8.658744,14966.0,1.0,45.54297,1436.4648,311.6094,4997.48,4
28175.09,1732.0,8.474576,15030.0,3.0,45.54297,1436.4766,327.6797,4981.398,4
28169.31,1731.0,10.580205,14998.0,3.0,45.55859,1436.4766,329.1484,4979.914,4
26591.01,1696.0,5.456095,14934.0,4.0,45.56641,1436.5117,414.793,4894.227,4
26610.82,1697.0,13.50211,14902.0,3.0,45.57031,1436.5234,323.7734,4985.23,4
26594.34,1697.0,9.353741,14902.0,2.0,45.64062,1436.5352,340.6016,4968.32,4
26592.61,1696.0,6.593407,14838.0,1.0,45.64062,1436.5352,221.5625,5087.359,4
26592.54,1697.0,3.037975,14870.0,3.0,45.64062,1436.5352,248.0391,5060.883,4
26590.36,1696.0,3.79107,14838.0,3.0,45.64062,1436.5352,247.9062,5061.016,4
26634.87,1696.0,4.98732,14838.0,3.0,45.64062,1436.5352,258.8789,5050.043,4
26590.44,1696.0,3.878583,14838.0,2.0,45.64844,1436.5352,267.1719,5041.742,4
26600.77,1698.0,13.921902,14838.0,3.0,45.65625,1431.5938,177.7148,5136.133,4
26592.66,1696.0,8.728814,14774.0,1.0,45.67188,1431.5938,178.9453,5134.887,4
26592.54,1696.0,4.138514,14774.0,1.0,45.67188,1431.5938,189.0664,5124.766,4
26582.88,1696.0,4.040404,14774.0,1.0,45.67188,1431.5938,202.2031,5111.629,4
26582.88,1696.0,3.888419,14710.0,3.0,45.67188,1431.5938,214.3477,5099.484,4
26610.37,1698.0,12.478921,14710.0,3.0,45.68359,1389.457,252.332,5103.625,4
26592.3,1696.0,8.588435,14774.0,1.0,45.68359,1389.457,305.6836,5050.273,4
26771.88,1697.0,23.42954,14774.0,3.0,45.71484,1389.4609,280.4375,5075.484,4
26541.83,1696.0,7.659933,14774.0,1.0,45.71484,1389.4609,297.0312,5058.891,4
26531.89,1696.0,4.802022,14806.0,1.0,45.71484,1389.4609,311.5078,5044.414,4
26535.91,1697.0,3.787879,14806.0,1.0,45.71484,1389.4648,315.043,5040.875,4
26526.55,1698.0,3.936348,14806.0,2.0,45.71484,1389.8125,333.5859,5021.984,4
26528.09,1698.0,4.377104,14774.0,2.0,45.71484,1389.8164,331.3594,5024.207,4
26519.34,1697.0,4.974705,14806.0,1.0,45.72266,1389.8242,336.5547,5018.996,4
26521.35,1697.0,3.956229,14806.0,1.0,45.72266,1389.832,335.3867,5020.156,4
26518.07,1697.0,3.700589,14806.0,1.0,45.73047,1389.832,340.543,5014.992,4
26518.07,1697.0,13.299663,14806.0,1.0,45.73047,1389.832,339.332,5016.203,4
26518.07,1697.0,2.845188,14806.0,1.0,45.73047,1389.957,347.5547,5007.855,4
26655.16,1697.0,7.989907,14838.0,5.0,45.74609,1389.9609,292.7305,5062.66,4
26597.51,1698.0,5.644482,14774.0,1.0,45.74609,1389.9648,274.2305,5081.156,4
26601.08,1698.0,10.638298,14774.0,1.0,45.74609,1375.2773,341.6914,5028.383,4
26594.8,1698.0,3.201348,14774.0,1.0,45.75391,1375.2773,320.5938,5049.473,4
26591.8,1697.0,3.541315,14774.0,2.0,45.76172,1375.2656,335.293,5034.777,4
26586.89,1697.0,5.307498,14806.0,1.0,45.79297,1375.332,343.0273,5026.945,4
26586.89,1697.0,3.700589,14838.0,1.0,45.79297,1375.3359,339.7266,5030.242,4
26586.89,1697.0,4.117647,14870.0,1.0,45.79297,1375.3477,340.8789,5029.078,4
26579.1,1698.0,6.081081,14806.0,2.0,45.79297,1375.3477,359.5234,5010.434,4
26584.21,1698.0,9.838846,14806.0,4.0,45.79297,1369.8477,361.1133,5014.344,4
26614.55,1700.0,6.846999,14838.0,2.0,45.79297,1369.8594,348.0508,5027.395,4
26612.2,1698.0,3.703704,14870.0,1.0,45.80859,1369.8594,342.6562,5032.773,4
26611.09,1699.0,3.778338,14838.0,2.0,45.80859,1369.8594,333.3008,5042.129,4
26549.35,1701.0,8.185654,14838.0,1.0,45.83203,1369.8633,349.2578,5026.145,4
26793.29,1701.0,3.862301,14838.0,2.0,45.83203,1369.8516,363.293,5012.121,4
26535.25,1701.0,4.117647,14838.0,1.0,45.83203,1369.8516,372.3672,5003.047,4
26535.25,1701.0,3.719358,14870.0,1.0,45.83203,1369.8516,363.1016,5012.312,4
26535.25,1701.0,4.303797,14870.0,1.0,45.83203,1369.8516,356.9961,5018.418,4
26522.83,1700.0,4.219409,14870.0,1.0,45.83984,1369.8555,369.7734,5005.629,4
26522.83,1700.0,4.468803,14870.0,2.0,45.85547,1369.8594,365.0312,5010.352,4
26524.96,1700.0,4.814189,14870.0,1.0,45.86328,1369.8594,367.6992,5007.676,4
26524.29,1700.0,5.448449,14838.0,4.0,45.87109,1369.8633,364.3984,5010.965,4
26522.6,1699.0,13.350126,14838.0,1.0,45.87109,1369.8633,370.4805,5004.883,4
26524.34,1700.0,3.439597,14806.0,2.0,45.87109,1369.8633,369.6289,5005.734,4
26535.09,1700.0,3.015075,14742.0,3.0,45.87109,1369.8633,372.2773,5003.086,4
26536.8,1700.0,3.361345,14710.0,2.0,45.89453,1370.2383,369.8633,5005.102,4
26535.09,1699.0,3.277311,14774.0,1.0,45.89453,1370.2383,366.3438,5008.621,4
26540.11,1700.0,3.616484,14806.0,3.0,45.89453,1370.2383,364.1797,5010.785,4
26568.31,1698.0,20.88926,14838.0,2.0,45.89453,1370.2383,304.5938,5070.371,4
26884.81,1699.0,10.566357,14806.0,4.0,45.89453,1370.2422,298.0273,5076.934,4
26634.8,1698.0,5.499154,14806.0,1.0,45.91797,1370.25,269.0078,5105.922,4
26601.37,1699.0,6.864407,14806.0,2.0,45.93359,1370.25,286.3828,5088.531,4
26592.75,1697.0,3.744681,14838.0,1.0,45.93359,1370.25,310.8438,5064.07,4
26587.27,1699.0,5.017007,14838.0,2.0,45.93359,1370.2617,336.5312,5038.371,4
26586.68,1697.0,7.404255,14902.0,2.0,45.95703,1370.2695,333.6055,5041.266,4
26583.25,1698.0,3.659574,14902.0,2.0,45.95703,1370.2695,335.3438,5039.527,4
26581.48,1697.0,4.163127,14838.0,1.0,45.95703,1370.2695,339.2969,5035.574,4
26630.58,1697.0,8.298052,14838.0,1.0,45.97266,1370.2578,894.9688,4479.898,4
26596.73,1697.0,19.1164,14870.0,1.0,45.99609,1370.2695,769.4492,4605.383,4
26615.2,1698.0,7.9459,14870.0,5.0,46.00391,1370.2891,752.8945,4621.91,4
26596.73,1697.0,6.700594,14902.0,3.0,46.01172,1370.2773,657.9141,4716.895,4
26596.73,1697.0,4.244482,14870.0,3.0,46.01953,1370.2773,725.1836,4649.617,4
26596.48,1697.0,5.017007,14806.0,2.0,46.01953,1370.2773,721.5781,4653.223,4
26578.87,1697.0,3.959562,14806.0,2.0,46.01953,1370.3594,747.3125,4627.406,4
26579.04,1697.0,3.625632,14806.0,1.0,46.02734,1370.3594,763.1289,4611.582,4
26579.05,1697.0,3.547297,14806.0,1.0,46.02734,1370.3594,773.2383,4601.473,4
26841.09,1698.0,3.885135,14806.0,2.0,46.02734,1370.3594,773.7227,4600.988,4
26670.36,1709.0,5.602716,14902.0,2.0,46.25,1433.5117,673.8438,4637.492,4
28222.09,1725.0,12.07483,14838.0,4.0,46.44141,1436.6094,620.9414,4687.105,4
28398.59,1727.0,14.786325,14934.0,3.0,47.07812,1435.8789,233.1719,5074.969,4
28154.55,1733.0,17.33561,14902.0,2.0,47.08984,1436.6172,444.7383,4862.652,4
28135.47,1733.0,7.928389,14934.0,1.0,47.08984,1437.25,447.8477,4858.91,4
28128.6,1733.0,2.700422,14966.0,2.0,47.08984,1437.25,455.6289,4851.129,4
27302.18,1717.0,11.779661,14902.0,3.0,47.08984,1438.2188,590.4766,4715.312,4
27300.42,1717.0,5.87234,14902.0,2.0,47.08984,1434.2188,596.5469,4713.242,4
27299.31,1717.0,18.39662,14870.0,5.0,47.09766,1424.4766,563.8438,4755.68,4
27322.3,1718.0,12.584459,14902.0,2.0,47.16797,1424.6328,558.9805,4760.316,4
27296.71,1717.0,6.091371,14838.0,1.0,47.19141,1424.6523,600.707,4718.547,4
27303.46,1717.0,9.535865,14838.0,2.0,47.20703,1422.1133,629.1016,4692.676,4
27303.33,1717.0,6.23946,14870.0,1.0,47.24219,1419.5391,698.7461,4625.57,4
27303.39,1717.0,6.402696,14902.0,1.0,47.24219,1419.5391,616.7344,4707.582,4
27305.11,1718.0,4.300169,14902.0,3.0,47.24219,1419.543,621.3203,4702.992,4
27303.38,1717.0,4.886268,14870.0,3.0,47.25781,1419.543,631.9141,4692.383,4
27295.09,1715.0,13.636364,14870.0,4.0,47.25781,1419.543,729.5508,4594.746,4
27284.52,1714.0,12.6369,14902.0,2.0,47.25781,1419.5391,748.8008,4575.5,4
27593.73,1715.0,9.636517,14870.0,11.0,47.25781,1418.043,733.6211,4592.176,4
27301.18,1714.0,10.321489,14902.0,1.0,47.26953,1418.0625,715.082,4610.684,4
27302.9,1716.0,3.800676,14902.0,2.0,47.26953,1418.0625,754.0,4571.766,4
27305.2,1716.0,4.208754,14870.0,1.0,47.26953,1418.0625,759.6172,4566.148,4
27307.37,1718.0,4.64135,14838.0,1.0,47.27734,1418.0664,738.293,4587.461,4
27306.55,1718.0,9.830508,14870.0,2.0,47.27734,1418.0703,738.5273,4587.223,4
27300.61,1717.0,11.639762,14902.0,1.0,47.28125,1418.0781,753.1211,4572.617,4
27302.45,1718.0,4.487722,14870.0,2.0,47.28125,1418.0781,779.1328,4546.605,4
27320.99,1717.0,6.23946,14838.0,2.0,47.3125,1418.1641,745.0234,4580.598,4
27306.61,1718.0,12.5,14902.0,5.0,47.32812,1418.1797,657.5703,4668.02,4
27436.9,1722.0,8.192568,14902.0,6.0,47.33203,1418.1875,652.1406,4673.438,4
27309.75,1718.0,9.712838,14838.0,2.0,47.33203,1418.1875,772.9102,4552.668,4
27297.99,1717.0,4.806071,14838.0,1.0,47.33203,1418.1914,794.0469,4531.527,4
27296.65,1718.0,3.878583,14838.0,2.0,47.35547,1418.1797,797.6016,4527.961,4
27285.3,1719.0,4.737733,14806.0,1.0,47.36328,1418.6602,795.6172,4529.457,4
27326.96,1719.0,24.0678,14838.0,4.0,47.37109,1418.7109,663.8477,4661.168,4
27709.09,1731.0,16.044143,14902.0,6.0,47.38281,1418.7305,656.4766,4668.508,4
27279.76,1724.0,10.152284,14870.0,7.0,47.39844,1418.7305,696.3203,4628.648,4
26606.59,1715.0,16.382253,14870.0,3.0,47.42188,1418.9648,703.1523,4621.559,4
26604.42,1713.0,7.9459,14870.0,9.0,47.42188,1418.9766,682.7109,4641.988,4
26593.48,1714.0,9.68829,14902.0,3.0,47.42188,1418.9766,692.0781,4632.621,4
26590.23,1713.0,2.596315,14902.0,1.0,47.42188,1418.9805,687.832,4636.863,4
26591.95,1714.0,2.516779,14870.0,3.0,47.42188,1418.9883,698.6758,4626.012,4
26567.3,1713.0,2.263202,14870.0,1.0,47.42969,1418.9883,716.3789,4608.301,4
26564.56,1714.0,2.616034,14870.0,1.0,47.4375,1418.9844,727.3203,4597.355,4
26562.5,1714.0,5.240913,14902.0,1.0,47.45312,1419.0938,738.2344,4586.316,4
26562.5,1714.0,4.215852,14902.0,1.0,47.46094,1419.0938,742.9414,4581.602,4
26563.34,1716.0,3.878583,14902.0,2.0,47.46094,1419.0938,748.9023,4575.641,4
26561.37,1715.0,3.193277,14934.0,1.0,47.46094,1419.0977,748.043,4576.496,4
26563.07,1716.0,3.471634,14934.0,2.0,47.46094,1419.1094,755.2812,4569.246,4
26557.18,1714.0,3.891709,14902.0,1.0,47.46094,1419.1094,755.375,4569.152,4
26558.9,1713.0,4.060914,14902.0,2.0,47.46875,1419.25,759.8203,4564.559,4
26557.18,1712.0,2.791878,14934.0,1.0,47.46875,1419.25,761.8008,4562.578,4
26741.3,1711.0,2.871622,14902.0,2.0,47.46875,1419.25,811.0234,4513.355,4
26557.25,1709.0,4.300169,14902.0,1.0,47.46875,1419.25,812.3281,4512.051,4
26558.99,1710.0,4.124579,14934.0,2.0,47.46875,1419.2539,820.5977,4503.777,4
26590.26,1707.0,3.787879,14934.0,8.0,47.47656,1419.2539,787.4766,4536.891,4
26590.26,1707.0,22.31615,14838.0,7.0,47.47656,1419.2539,775.0742,4549.293,4
26590.34,1707.0,14.345992,14838.0,2.0,47.49219,1419.2617,779.8828,4544.461,4
26590.34,1707.0,4.721754,14806.0,2.0,47.49219,1419.2617,782.6016,4541.742,4
26590.34,1707.0,5.996622,14838.0,2.0,47.49219,1419.2656,757.5547,4566.785,4
26588.51,1707.0,7.861369,14806.0,1.0,47.49219,1419.2656,708.5234,4615.816,4
26661.74,1708.0,7.718405,14806.0,1.0,47.49219,1419.2734,679.1211,4645.211,4
26650.14,1708.0,7.136788,14838.0,4.0,47.5,1419.2773,674.125,4650.195,4
26640.73,1708.0,4.75382,14838.0,1.0,47.5,1419.2773,696.5898,4627.73,4
26637.73,1708.0,4.418012,14838.0,1.0,47.50781,1419.4609,710.4961,4613.633,4
26638.16,1708.0,9.121622,14806.0,1.0,47.53125,1419.4648,703.0039,4621.098,4
26633.02,1708.0,5.147679,14838.0,1.0,47.53906,1419.4648,710.7969,4613.297,4
26633.02,1708.0,4.483926,14838.0,1.0,47.53906,1419.4648,717.3633,4606.73,4
26631.84,1708.0,6.091371,14806.0,3.0,47.54688,1419.4531,692.3867,4631.711,4
26633.74,1709.0,4.55312,14806.0,2.0,47.54688,1419.4531,712.7109,4611.387,4
26631.53,1709.0,3.94958,14806.0,1.0,47.55469,1419.4531,717.8906,4606.199,4
26633.52,1710.0,3.691275,14774.0,2.0,47.57812,1419.4609,715.625,4608.434,4
26631.54,1709.0,4.300169,14838.0,1.0,47.58594,1419.4727,709.9922,4614.047,4
26631.55,1709.0,3.787879,14838.0,1.0,47.58594,1419.4727,709.125,4614.914,4
26630.93,1709.0,4.737733,14870.0,1.0,47.60156,1419.5977,706.0508,4617.848,4
26630.93,1709.0,4.043808,14870.0,1.0,47.60938,1419.5977,714.6836,4609.207,4
26630.89,1709.0,3.872054,14902.0,1.0,47.60938,1419.6016,719.2734,4604.613,4
26630.89,1709.0,3.040541,14870.0,2.0,47.60938,1419.6016,719.8711,4604.016,4
26621.18,1709.0,3.361345,14870.0,2.0,47.60938,1419.6016,723.3047,4600.582,4
26621.18,1709.0,3.375527,14838.0,1.0,47.60938,1419.6016,725.25,4598.637,4
26623.48,1715.0,4.047218,14838.0,5.0,47.61719,1419.6016,733.75,4590.129,4
26621.21,1709.0,6.334459,14838.0,1.0,47.61719,1419.6016,913.0508,4410.828,4
26620.25,1710.0,6.638655,14870.0,2.0,47.625,1419.6016,923.8906,4399.98,4
26620.41,1709.0,3.364172,14806.0,1.0,47.63281,1419.6445,926.1328,4397.688,4
26882.46,1710.0,3.775168,14838.0,2.0,47.63281,1419.6445,915.6445,4408.176,4
26608.57,1709.0,3.53238,14774.0,1.0,48.21484,1419.7031,919.75,4403.43,4
26646.22,1710.0,2.523129,14742.0,3.0,48.21484,1419.8086,928.7656,4394.309,4
26608.59,1709.0,2.931323,14774.0,1.0,48.24609,1419.8125,927.9062,4395.133,4
26610.57,1710.0,3.26907,14774.0,2.0,48.24609,1419.8164,929.2031,4393.832,4
26608.59,1709.0,2.857143,14838.0,1.0,48.24609,1419.8164,929.1992,4393.836,4
26608.59,1709.0,3.02267,14838.0,1.0,48.24609,1419.8164,925.5078,4397.527,4
26608.46,1709.0,11.661074,14838.0,1.0,48.24609,1419.8203,1037.8359,4285.195,4
26824.16,1709.0,11.064189,14806.0,2.0,48.25391,1419.8203,1099.5508,4223.473,4
26609.7,1709.0,3.111859,14838.0,2.0,48.26172,1419.8203,1115.6289,4207.387,4
26606.91,1707.0,2.866779,14838.0,1.0,48.26172,1419.8203,1114.9766,4208.039,4
26608.68,1708.0,2.768456,14806.0,2.0,48.27734,1419.9492,1121.6992,4201.172,4
26606.98,1707.0,2.521008,14838.0,1.0,48.27734,1419.9492,1119.1562,4203.715,4
26611.22,1709.0,2.613828,14870.0,2.0,48.27734,1419.9492,1117.3398,4205.531,4
26610.94,1708.0,2.953586,14774.0,1.0,48.27734,1419.9492,1116.8242,4206.047,4
26610.95,1708.0,2.523129,14774.0,2.0,48.32812,1420.3633,1124.0352,4198.371,4
26606.94,1707.0,2.272727,14774.0,1.0,48.32812,1420.3633,1128.1367,4194.27,4
26606.94,1707.0,2.188552,14774.0,1.0,48.32812,1420.3633,1125.8633,4196.543,4
26606.88,1707.0,2.270816,14806.0,1.0,48.32812,1420.3633,1129.1719,4193.234,4
26606.9,1707.0,2.095557,14806.0,1.0,48.32812,1420.3633,1138.1445,4184.262,4
26619.36,1707.0,2.516779,14838.0,1.0,48.33594,1420.3672,1113.4844,4208.91,4
26621.21,1708.0,2.093802,14838.0,2.0,48.35938,1420.3672,1120.332,4202.039,4
26623.7,1707.0,2.773109,14806.0,1.0,48.35938,1420.3672,1101.7344,4220.637,4
26625.43,1708.0,1.93115,14838.0,2.0,48.36719,1420.3672,1099.3008,4223.062,4
26608.94,1707.0,2.272727,14838.0,1.0,48.36719,1420.375,1113.1523,4209.203,4
26611.03,1707.0,2.773109,14838.0,1.0,48.38281,1420.3828,1119.0352,4203.297,4
26609.75,1707.0,2.611626,14838.0,1.0,48.38281,1420.3828,1114.8906,4207.441,4
26609.75,1707.0,2.190396,14806.0,1.0,48.38281,1420.3828,1115.2617,4207.07,4
26621.16,1708.0,2.531646,14838.0,2.0,48.38281,1420.3867,1100.8906,4221.438,4
26619.27,1707.0,2.362869,14806.0,1.0,48.38281,1420.3867,1100.4922,4221.836,4
26611.69,1708.0,2.197802,14838.0,2.0,48.39062,1420.3867,1097.4336,4224.887,4
26609.73,1708.0,2.700422,14806.0,1.0,48.39062,1420.3867,1102.4492,4219.871,4
26647.38,1708.0,1.934399,14806.0,2.0,48.39062,1420.3867,1105.8477,4216.473,4
26609.73,1708.0,2.109705,14742.0,1.0,48.39062,1420.3906,1108.1914,4214.125,4
26608.96,1709.0,2.021904,14742.0,2.0,48.39062,1420.3906,1117.5586,4204.758,4
26606.98,1708.0,2.192243,14742.0,1.0,48.39844,1420.3906,1119.6953,4202.613,4
26607.48,1709.0,2.605042,14742.0,2.0,48.39844,1420.3906,1121.7344,4200.574,4
26611.02,1709.0,2.861953,14806.0,1.0,48.39844,1420.3906,1121.0625,4201.246,4
26623.47,1709.0,2.770781,14838.0,1.0,48.40625,1420.3945,1105.9453,4216.352,4
26623.47,1709.0,2.523129,14838.0,1.0,48.40625,1420.3945,1109.5781,4212.719,4
26619.4,1708.0,2.348993,14806.0,1.0,48.40625,1420.3945,1116.6719,4205.625,4
26619.81,1709.0,2.686818,14806.0,2.0,48.40625,1420.3945,1103.2578,4219.039,4
26633.7,1709.0,2.857143,14806.0,2.0,48.40625,1420.3945,1077.8828,4244.414,4
26635.11,1709.0,2.605042,14838.0,2.0,48.41406,1420.3984,1083.0664,4239.219,4
26632.94,1708.0,2.441077,14806.0,2.0,48.41406,1420.4023,1080.3086,4241.973,4
26642.64,1708.0,3.442485,14806.0,1.0,48.42188,1420.7812,1078.2266,4243.668,4
26624.54,1708.0,2.602855,14838.0,1.0,48.42188,1420.7812,1089.543,4232.352,4
26624.54,1708.0,2.936242,14838.0,1.0,48.42188,1420.7852,1091.4766,4230.414,4
26614.84,1708.0,2.102607,14838.0,1.0,48.42188,1420.7852,1104.9375,4216.953,4
26612.84,1708.0,2.434929,14806.0,1.0,48.42188,1420.7969,1106.4219,4215.457,4
26609.7,1708.0,2.602855,14838.0,1.0,48.42969,1420.7969,1108.6211,4213.25,4
26609.71,1708.0,2.849958,14838.0,1.0,48.42969,1420.7969,1114.4062,4207.465,4
26606.97,1708.0,2.766136,14838.0,1.0,48.42969,1420.8008,1115.7383,4206.129,4
26606.97,1708.0,2.759197,14838.0,1.0,48.42969,1420.8008,1119.9375,4201.93,4
26608.81,1709.0,2.845188,14838.0,2.0,48.42969,1420.8008,1116.2539,4205.613,4
26606.97,1708.0,2.854744,14774.0,3.0,48.44531,1420.8047,1115.3945,4206.453,4
26608.73,1709.0,3.350084,14806.0,2.0,48.44531,1420.8047,1116.0508,4205.797,4
26607.01,1708.0,2.677824,14806.0,1.0,48.44531,1420.8047,1127.1367,4194.711,4
26869.06,1709.0,3.017603,14806.0,2.0,48.44531,1420.8086,1118.6523,4203.191,4
26607.01,1708.0,2.92887,14806.0,1.0,48.44531,1420.8086,1115.8867,4205.957,4
26611.5,1709.0,3.010033,14806.0,2.0,48.45312,1420.8086,1109.1445,4212.691,4
26610.84,1709.0,3.017603,14806.0,1.0,48.45312,1420.8086,1115.7617,4206.074,4
26612.7,1710.0,2.941176,14838.0,2.0,48.45312,1420.8125,1113.8359,4207.996,4
26606.9,1708.0,3.195963,14838.0,1.0,48.45312,1420.8125,1116.543,4205.289,4
26606.91,1708.0,2.594142,14838.0,1.0,48.45312,1420.8125,1116.125,4205.707,4
26606.91,1708.0,2.600671,14838.0,1.0,48.46094,1420.8125,1123.9336,4197.891,4
26608.64,1709.0,2.272727,14838.0,2.0,48.46094,1420.8125,1121.0117,4200.812,4
26727.2,1714.0,2.432886,14838.0,2.0,48.46094,1420.8164,1115.3711,4206.449,4
26683.64,1707.0,2.352941,14838.0,2.0,48.46094,1420.8203,1124.6172,4197.199,4
26606.92,1707.0,3.012552,14838.0,1.0,48.46094,1420.8203,1125.0078,4196.809,4
26609.07,1707.0,3.517588,14838.0,1.0,48.46875,1420.8203,1125.6289,4196.18,4
26606.95,1707.0,3.187919,14838.0,1.0,48.46875,1420.8242,1123.1562,4198.648,4
26606.82,1707.0,2.436975,14774.0,1.0,48.46875,1420.8242,1127.6953,4194.109,4
26868.9,1708.0,2.602855,14806.0,2.0,48.46875,1420.8281,1122.7891,4199.012,4
26606.85,1707.0,2.441077,14774.0,1.0,48.46875,1420.8281,1124.7344,4197.066,4
26606.85,1708.0,2.518892,14806.0,2.0,48.47656,1420.8281,1125.3555,4196.438,4
26606.85,1707.0,2.52738,14806.0,1.0,48.47656,1420.8281,1124.9023,4196.891,4
26868.9,1708.0,1.76619,14806.0,2.0,48.47656,1420.8281,1121.9062,4199.887,4
26606.85,1707.0,2.358888,14774.0,1.0,48.47656,1420.832,1127.2305,4194.559,4
26868.91,1708.0,2.352941,14774.0,2.0,48.47656,1420.832,1128.8242,4192.965,4
26606.86,1707.0,2.434929,14806.0,1.0,48.48438,1420.832,1128.2656,4193.516,4
26617.05,1709.0,3.125,14806.0,3.0,48.48438,1420.832,1108.9141,4212.867,4
26618.33,1707.0,12.837838,14838.0,1.0,48.48438,1420.8359,1083.1914,4238.586,4
26618.2,1707.0,2.184874,14806.0,2.0,48.48438,1420.8359,1079.3672,4242.41,4
26615.15,1707.0,2.190396,14806.0,1.0,48.48438,1420.8359,1072.168,4249.609,4
26607.07,1706.0,2.177554,14806.0,1.0,48.49219,1420.8359,1077.5664,4244.203,4
26605.53,1707.0,2.525253,14838.0,2.0,48.49219,1420.8477,1082.4102,4239.348,4
26608.58,1709.0,2.272727,14870.0,2.0,48.49219,1420.8477,1082.5742,4239.184,4
26609.19,1707.0,2.348993,14870.0,2.0,48.50781,1420.957,1086.332,4235.301,4
26611.23,1707.0,1.853412,14838.0,1.0,48.50781,1420.957,1087.8711,4233.762,4
26613.2,1708.0,1.940928,14806.0,2.0,48.50781,1420.957,1094.3633,4227.27,4
26611.24,1708.0,1.854975,14774.0,1.0,48.50781,1420.957,1088.6875,4232.945,4
26608.97,1708.0,2.111486,14774.0,2.0,48.50781,1420.957,1093.4336,4228.199,4
26607.25,1707.0,2.104377,14742.0,1.0,48.53125,1420.9609,1091.0547,4230.551,4
26608.84,1708.0,2.52738,14742.0,2.0,48.53125,1420.9609,1091.8359,4229.77,4
26607.13,1707.0,2.278481,14710.0,1.0,48.53125,1421.0391,1099.0,4222.527,4
26607.13,1707.0,2.274642,14742.0,1.0,48.53125,1421.0391,1099.2812,4222.246,4
