hand_landmarking_mem.committed_Committed_AS,hand_landmarking_system.active_processes_active,hand_landmarking_system.cpu_user,hand_landmarking_system.file_nr_used_used,hand_landmarking_system.processes_running,hand_landmarking_system.ram_buffers,hand_landmarking_system.ram_cached,hand_landmarking_system.ram_free,hand_landmarking_system.ram_used,Target
32937.31,1689,15.397631,15477,5,27.33984,1568.1055,517.582,4681.723,3
33028.58,1688,9.40678,15477,4,27.34766,1568.0898,513.9258,4673.609,3
32939.79,1694,9.98308,15445,5,27.36328,1568.0898,522.0391,4665.16,3
32935.05,1688,9.052453,15445,5,27.36328,1568.0898,530.4961,4665.312,3
32938.02,1687,9.475465,15445,5,27.36328,1568.0938,530.3281,4643.766,3
32923.8,1691,8.952703,15477,5,27.36328,1568.0938,551.875,4636.395,3
32923.78,1687,10.008482,15381,4,27.36328,1568.0938,559.2422,4637.27,3
33060.2,1687,8.023649,15381,4,27.37109,1568.0703,558.3672,4632.715,3
32992.58,1705,9.229467,15605,14,27.87891,1568.1797,562.9219,4624.422,3
33719.84,1693,11.479592,15573,4,27.91797,1568.3672,571.2305,4629.199,3
33243.87,1696,9.584394,15573,5,27.91797,1568.3672,565.8359,4672.195,3
32988.99,1697,14.868309,15541,5,27.91797,1568.3867,522.6133,4668.34,3
32984.88,1693,23.38435,15541,7,27.92578,1568.3828,526.4688,4661.969,3
32984.93,1693,11.894647,15541,4,27.92578,1568.4102,532.8203,4672.594,3
32974.3,1693,10.557432,15541,6,27.92578,1568.6914,522.1914,4684.133,3
32979.52,1693,15.332198,15605,5,27.92578,1568.6953,510.625,4673.844,3
32976.16,1697,17.53794,15605,6,27.92969,1568.707,520.6328,4671.555,3
32977.41,1693,11.319149,15605,4,27.9375,1568.707,522.918,4672.551,3
32935.89,1696,9.669211,15605,4,28.06641,1568.8281,521.9062,4669.406,3
32947.34,1692,7.65349,15445,6,28.06641,1568.8477,525.043,4660.812,3
33113.95,1694,9.813875,15445,7,28.06641,1568.8438,533.3867,4630.559,3
33605.15,1704,7.841484,15605,12,28.14453,1568.8633,563.6211,4627.344,3
33005.53,1698,15.463042,15669,5,28.16016,1568.9297,566.8398,4632.074,3
32996.13,1693,17.43197,15605,7,28.42578,1570.0117,562.0117,4634.223,3
33721.93,1693,23.04422,15637,5,28.42578,1570.1289,559.7812,4622.574,3
32980.26,1695,12.329932,15605,6,28.42578,1570.1641,570.082,4622.004,3
32976.14,1692,23.82979,15605,4,28.42578,1570.1836,570.5352,4610.301,3
32975.5,1693,10.414903,15541,7,28.43359,1570.1836,582.2031,4609.719,3
32974.32,1695,18.81356,15605,4,28.43359,1570.1992,582.7656,4603.59,3
32980.06,1692,11.186441,15637,4,28.43359,1570.3242,588.8867,4608.594,3
33012.17,1695,9.974641,15669,4,28.43359,1571.7578,583.8672,4601.383,3
32991.21,1700,10.204082,15669,9,28.88672,1579.5508,590.9531,4604.203,3
32969.57,1693,7.828283,15541,5,28.91797,1579.6992,586.6992,4613.152,3
33041.93,1692,9.229467,15477,4,28.9375,1580.0352,569.5039,4614.781,3
32986.88,1697,11.496196,15541,8,29.02344,1580.25,567.6953,4624.719,3
32982.91,1689,11.139456,15509,6,29.08594,1580.1016,557.4023,4656.043,3
32977.97,1687,10.236887,15477,4,29.08594,1580.1055,525.7773,4660.297,3
33659.8,1690,16.9244,15477,6,29.08594,1580.2344,521.6094,4663.309,3
33657.66,1701,29.47189,15477,5,29.08594,1580.3945,518.5938,4775.57,3
33661.56,1703,12.755102,15477,4,29.08594,1580.4414,406.2031,4897.492,3
33863.32,1703,18.75,15445,5,29.09375,1580.4922,284.1211,4878.742,3
34227.06,1707,16.638079,15445,6,29.38281,1582.1602,302.8242,4888.379,3
34055.51,1766,9.137056,16341,8,37.89844,1641.3828,293.1289,4904.055,3
34325.46,1753,14.516129,16277,4,37.90625,1642.0977,275.4961,4977.555,3
34069.1,1754,16.538789,16309,6,37.67578,1610.3438,134.25781,4985.863,3
34069.47,1753,31.6283,16309,4,37.67969,1610.3477,125.22656,4899.605,3
34731.51,1753,11.430991,16309,5,37.67969,1610.3477,243.4688,4902.629,3
35184.52,1762,16.86644,16309,4,37.83594,1610.6836,240.4375,4909.242,3
35294.58,1773,11.082694,16501,46,28.63672,1434.6328,233.8242,4937.312,3
35286.36,1771,14.493997,16565,7,13.328125,1226.1172,205.2617,5119.961,3
34909.4,1772,16.123499,16565,6,16.85938,1232.7344,207.8633,5101.523,3
34579.61,1773,17.94872,16373,6,17.07422,1239.8516,450.125,5158.836,3
34577.09,1740,24.06463,15701,5,17.40625,1243.7969,382.6641,4790.672,3
34822.21,1736,23.4842,15637,4,17.41797,1246.4453,743.4961,4731.887,3
34572.3,1736,20.58319,15605,5,17.57031,1246.4961,798.0039,4719.398,3
34569.82,1736,11.860068,15637,4,17.57031,1246.5039,807.832,4720.578,3
34569.63,1736,9.556314,15637,4,17.57031,1246.582,806.4492,4726.801,3
34556.38,1736,8.340354,15637,4,17.73047,1246.9453,800.2188,4719.602,3
34708.22,1732,8.445946,15637,4,17.76172,1247.2383,807.3398,4731.832,3
34556.96,1732,8.023649,15605,5,17.77734,1248.5742,794.5859,4725.262,3
34556.95,1732,11.205433,15605,4,17.77734,1250.5195,800.832,4716.398,3
34558.67,1731,9.029536,15637,4,17.77734,1251.1523,808.3438,4715.645,3
34569.53,1732,8.788396,15637,5,17.78906,1251.1562,807.1523,4710.262,3
34726.8,1731,7.58214,15637,4,17.81641,1251.3789,811.9023,4718.531,3
34570.04,1731,8.220339,15637,7,17.95312,1251.2852,803.6172,4733.887,3
34570.05,1731,8.636749,15669,3,17.96094,1252.0156,788.0117,4733.523,3
34560.71,1731,8.418367,15637,3,17.96094,1251.9922,788.332,4729.445,3
34561.52,1731,7.627119,15637,20,17.96094,1252.0391,791.6719,4719.969,3
34561.66,1728,6.366723,15669,4,17.96094,1252.1367,801.1719,4684.137,3
34563.48,1728,1.865988,15669,4,17.96484,1252.4141,836.957,4678.965,3
34558.87,1729,2.633815,15669,6,17.97266,1252.4141,842.0312,4680.258,3
34560.59,1728,9.974641,15669,5,18.08984,1252.4844,840.457,4682.949,3
34581.54,1729,8.610401,15669,5,18.09766,1252.7461,837.7578,4677.121,3
34569.62,1729,8.636749,15701,5,18.09766,1252.7461,843.3984,4681.023,3
34641.71,1728,10.016978,15733,3,18.23438,1252.8555,839.2266,4683.969,3
34653.6,1733,9.991533,15733,6,18.25,1252.9297,836.2812,4694.25,3
34632.26,1732,10.902896,15733,4,18.25,1253.0742,825.7539,4697.496,3
34870.08,1732,9.308284,15701,4,18.98438,1255.6211,822.418,4703.801,3
34619.41,1734,10.526316,15637,6,19.51172,1256.3828,815.9688,4677.871,3
34618.26,1733,14.761092,15669,8,20.08984,1259.043,838.6172,4654.574,3
34628.7,1733,24.31973,15605,6,20.50781,1273.5078,860.625,4667.711,3
34628.11,1734,15.338475,15605,7,20.51953,1274.0352,844.25,4686.391,3
34886.15,1733,20.89041,15605,6,20.52344,1274.1328,810.6875,4684.828,3
34632.74,1734,18.86792,15669,7,20.86328,1276.2031,811.7109,4675.805,3
34649.09,1733,17.73779,15637,5,20.87109,1276.5039,820.6328,4683.926,3
34646.45,1733,17.84799,15669,9,20.91016,1277.625,810.1016,4685.836,3
34643.01,1734,12.947189,15637,6,20.94531,1277.7578,807.8828,4757.102,3
34587.93,1733,8.983051,15605,4,20.95312,1277.8398,735.457,4684.281,3
34650.5,1736,21.92605,15605,10,21.09766,1280.1133,808.1094,4680.891,3
34646.32,1734,17.76824,15605,5,21.51562,1281.3242,811.4102,4674.883,3
34645.98,1733,11.774744,15637,4,21.51953,1281.6758,815.0,4708.863,3
34652.07,1733,13.722127,15637,6,21.51953,1281.7812,779.3906,4707.613,3
34650.75,1735,18.83562,15605,7,22.17969,1282.0703,780.2852,4708.828,3
34650.97,1734,16.595381,15605,4,22.17969,1282.1328,778.9648,4708.34,3
34642.54,1734,12.755102,15637,4,22.17969,1282.1602,778.5039,4706.055,3
34644.68,1733,9.797297,15669,3,22.21094,1282.2578,780.7266,4703.582,3
34645.32,1733,13.321947,15669,8,22.35156,1282.3008,783.1719,4710.727,3
34641.32,1734,12.755102,15701,4,22.625,1282.2617,775.8984,4713.332,3
34641.32,1731,8.101266,15669,4,22.625,1282.3203,773.1094,4705.969,3
34643.04,1731,10.312764,15669,4,22.625,1282.3203,780.2383,4706.258,3
34641.95,1732,10.659898,15669,4,22.625,1282.3516,779.8906,4706.723,3
35560.09,1731,7.874682,15637,3,22.62891,1282.3516,779.4258,4698.73,3
34569.62,1729,8.4246,15509,5,22.63672,1282.3438,787.3867,4700.062,3
34553.18,1727,8.691983,15541,3,22.63672,1282.418,786.0508,4693.953,3
34558.57,1727,8.361486,15541,3,22.63672,1282.4375,792.1602,4684.996,3
34556.04,1728,7.607777,15509,6,22.63672,1282.4414,801.043,4661.559,3
34557.6,1727,7.497894,15509,3,22.63672,1282.5156,824.4609,4656.465,3
34560.54,1727,9.014322,15509,3,22.64453,1282.5742,829.5508,4660.723,3
34559.29,1728,11.430991,15509,4,22.64453,1282.7422,825.2188,4656.133,3
33887.36,1727,11.64966,15477,10,22.66016,1282.9883,829.7422,4649.586,3
33888.32,1718,12.023709,15445,9,22.66016,1282.9141,836.1211,4648.77,3
33890.29,1717,10.43257,15413,3,22.66016,1282.9414,836.6758,4639.496,3
33892.21,1717,11.989796,15381,4,22.66016,1283.0,846.0234,4645.305,3
33898.51,1718,12.627119,15477,4,22.66016,1283.0,840.1875,4645.395,3
33898.86,1718,12.892282,15477,3,22.66797,1283.0078,840.0391,4645.934,3
33900.39,1718,14.188034,15509,3,22.66797,1283.0625,839.5,4639.414,3
33898.42,1719,10.236887,15477,4,22.66797,1283.1875,846.0039,4632.074,3
33900.19,1716,10.508475,15509,4,22.66797,1283.2148,853.2891,4635.902,3
33898.47,1717,9.398815,15509,4,22.66797,1283.2188,849.3359,4642.785,3
33899.83,1716,10.406091,15477,3,22.67578,1283.2969,842.4258,4625.879,3
33901.79,1716,9.483489,15477,3,22.67578,1283.3008,859.3281,4630.16,3
33901.86,1717,12.648557,15445,6,22.67578,1283.3281,854.9609,4627.395,3
33903.3,1719,11.261643,15413,5,22.67969,1283.3438,857.7227,4630.84,3
33905.71,1716,9.745763,15413,3,22.67969,1283.3477,854.25,4622.734,3
33904.29,1717,10.744501,15413,7,22.6875,1283.418,862.3359,4633.438,3
34157.93,1716,11.580727,15413,3,22.71094,1283.4258,851.6289,4639.25,3
33900.19,1717,12.404418,15413,4,22.71094,1283.4258,845.7383,4655.562,3
33902.32,1716,9.568163,15413,3,22.71094,1283.457,829.3945,4657.027,3
33892.21,1716,13.220339,15413,3,22.71094,1283.457,827.9297,4657.617,3
33890.52,1717,9.780776,15381,5,22.71094,1283.5586,827.3086,4658.984,3
33897.73,1716,8.776371,15413,3,22.71875,1283.6133,825.9414,4631.328,3
33899.57,1716,9.805579,15413,3,22.71875,1283.7188,853.4961,4626.348,3
33899.73,1717,9.198312,15445,4,22.71875,1283.7188,858.4141,4648.859,3
33891.71,1716,9.467456,15445,8,22.72656,1283.7188,835.7969,4636.75,3
33900.39,1717,10.228233,15445,5,22.72656,1283.8281,847.9062,4615.176,3
33900.63,1716,9.805579,15381,3,22.74219,1283.9062,869.4727,4612.953,3
33902.53,1716,11.908784,15381,3,22.74219,1283.9062,871.5859,4624.805,3
33900.81,1717,11.928934,15381,4,22.74219,1283.9062,859.6406,4620.562,3
33891.04,1716,11.83432,15381,4,22.74219,1283.9961,863.8828,4627.438,3
33891.51,1716,10.97973,15349,5,22.74219,1284.0,857.0078,4631.539,3
33900.78,1717,12.436548,15349,4,22.75391,1284.0039,852.8164,4616.113,3
33900.84,1716,10.886076,15381,4,22.75391,1284.1328,868.2383,4617.965,3
33891.08,1716,12.372881,15381,3,22.75391,1284.1562,866.3711,4624.777,3
33891.09,1716,12.246622,15413,3,22.75391,1284.1562,859.4297,4629.734,3
33920.96,1716,11.824324,15413,3,22.75391,1284.1758,854.4492,4624.32,3
33890.13,1717,8.952703,15413,6,22.76562,1284.2383,859.8633,4615.699,3
33887.03,1716,8.368555,15445,3,22.76562,1284.2539,868.4648,4614.938,3
33901.78,1716,8.761584,15413,3,22.76562,1284.2539,869.1523,4616.828,3
33897.8,1717,11.64557,15381,8,22.76562,1284.2852,867.2461,4619.469,3
33899.8,1716,14.648603,15413,4,22.76562,1284.293,864.6055,4625.707,3
33899.7,1716,12.616427,15413,4,22.77734,1284.4219,858.3359,4623.328,3
33899.82,1716,11.308017,15413,3,22.77734,1284.4219,860.707,4607.152,3
34113.46,1716,9.551986,15413,4,22.79688,1284.457,876.7422,4610.281,3
33899.82,1716,9.535865,15413,4,22.79688,1284.457,873.6133,4611.547,3
33899.84,1716,9.966216,15413,4,22.79688,1284.5,872.293,4612.434,3
34153.49,1716,9.527825,15445,3,22.79688,1284.5,871.4062,4598.031,3
33899.63,1717,8.907563,15445,4,22.79688,1284.5,885.7656,4594.781,3
33885.96,1716,10.886076,15445,3,22.80859,1284.5156,889.0156,4608.875,3
33885.96,1719,11.720067,15445,5,22.80859,1284.543,874.9219,4599.453,3
33884.68,1716,10.228233,15413,3,22.80859,1284.543,884.3164,4604.602,3
33916.68,1717,11.749789,15445,3,22.81641,1286.6992,879.1406,4613.938,3
34615.47,1718,11.759729,15445,7,22.83984,1287.4102,869.8047,4615.562,3
33884.16,1718,11.298482,15445,4,22.85156,1287.4102,866.0156,4617.457,3
33917.03,1717,8.094435,15413,4,22.85156,1287.4102,863.3867,4614.883,3
33887.16,1723,13.142376,15381,4,22.85156,1287.8047,865.9492,4623.293,3
33886.04,1723,9.519798,15413,3,22.85156,1287.8086,857.5391,4622.93,3
33888.0,1723,11.993243,15413,3,22.87109,1287.8242,857.5078,4626.438,3
33886.04,1724,12.785775,15413,4,22.87109,1287.8555,853.9961,4623.234,3
33887.84,1723,12.013536,15413,4,22.87109,1287.8555,857.1641,4616.441,3
33886.12,1724,11.214165,15413,6,22.87109,1287.8906,863.9258,4617.27,3
33884.02,1723,9.78903,15413,3,22.87109,1287.875,863.0977,4616.352,3
33885.87,1723,12.764159,15413,3,22.88281,1287.9062,863.9805,4603.43,3
33884.45,1724,12.013536,15445,4,22.88281,1287.9141,876.918,4604.328,3
33884.45,1723,8.501684000000001,15413,4,22.88281,1287.9141,875.9766,4607.121,3
33888.59,1723,8.585859,15413,3,22.88281,1287.9141,873.1758,4620.555,3
33887.08,1724,9.865093,15413,4,22.88281,1287.9805,859.7422,4622.07,3
33888.67,1723,9.712838,15445,3,22.89453,1287.9727,858.2266,4630.102,3
33886.9,1724,11.129848,15445,6,22.89453,1288.0156,850.1289,4628.148,3
33886.98,1723,9.251472,15445,3,22.89453,1288.0156,852.0781,4628.047,3
33888.71,1723,8.761584,15445,3,22.89453,1288.0195,852.1367,4627.566,3
33886.98,1724,12.764159,15445,5,22.89453,1288.082,852.6172,4621.805,3
33886.99,1723,13.355875,15445,4,22.90625,1288.1523,858.375,4621.016,3
33888.7,1723,10.21097,15413,3,22.91406,1288.207,859.1016,4636.121,3
33887.11,1724,9.335576,15445,5,22.91406,1288.2383,843.9141,4632.211,3
33983.82,1723,11.993243,15413,5,22.91406,1288.2656,847.7617,4629.203,3
33891.14,1724,13.659359,15413,5,22.91406,1288.2656,850.7383,4629.527,3
33891.05,1724,9.966216,15413,3,22.93359,1288.2695,850.3867,4633.957,3
33891.66,1722,10.304054,15413,5,22.94922,1288.2812,845.957,4621.199,3
33887.93,1723,11.045531,15413,4,22.94922,1288.2969,858.6914,4616.754,3
33887.11,1723,9.831933,15381,3,22.94922,1288.4219,863.1094,4619.91,3
33979.57,1722,12.023709,15381,3,22.97656,1288.4414,859.9375,4628.273,3
33888.35,1729,11.148649,15381,5,22.97656,1288.4453,851.4492,4617.371,3
33887.22,1725,14.091681,15381,4,22.98438,1288.4453,862.3047,4621.113,3
33887.22,1722,12.067511,15381,5,22.98438,1288.4766,858.5586,4611.031,3
33885.36,1722,11.139241,15381,3,22.98438,1288.4766,868.6328,4607.797,3
34139.0,1722,10.659898,15381,4,23.01172,1288.4805,871.8359,4623.445,3
33885.32,1722,11.064189,15413,4,23.02734,1288.5,856.1875,4622.289,3
33885.33,1722,11.486486,15445,5,23.02734,1288.5312,857.3125,4618.316,3
34139.0,1722,10.641892,15445,3,23.02734,1288.5312,861.25,4617.52,3
33889.43,1723,9.511785,15413,8,23.02734,1288.5312,862.0156,4610.727,3
33888.43,1722,11.973019,15381,3,23.02734,1294.2148,868.8086,4614.949,3
33890.52,1722,8.746846,15381,4,23.03906,1294.6172,864.5859,4621.723,3
33887.64,1722,9.729272,15413,5,23.03906,1294.9219,852.1289,4620.785,3
33889.7,1723,12.255319,15381,4,23.03906,1294.9258,852.6523,4620.891,3
33888.68,1723,10.365336,15349,6,23.06641,1294.9258,852.2422,4622.09,3
33888.69,1722,12.468193,15381,4,23.06641,1294.9531,851.0391,4623.73,3
33890.98,1722,13.640239,15381,3,23.06641,1294.957,849.3711,4624.277,3
33886.6,1723,15.247019,15381,5,23.06641,1294.957,848.7969,4630.676,3
33890.47,1722,18.67008,15413,4,23.06641,1294.9844,842.3945,4628.555,3
33898.88,1721,8.915055,15413,3,23.07812,1294.9844,844.5156,4632.004,3
33898.14,1722,17.17687,15413,4,23.09375,1297.0117,841.0391,4624.293,3
35038.54,1721,11.544992,15445,6,23.14844,1297.8164,848.7383,4623.758,3
34719.83,1731,11.839864,15573,6,23.35938,1301.8789,847.2305,4617.938,3
34716.54,1734,15.226689,15541,8,23.36719,1303.0781,852.1914,5164.5,3
34716.58,1733,12.098139,15541,5,23.375,1303.1289,301.3555,4906.57,3
34730.76,1733,27.81116,15541,7,23.37891,1303.1953,558.0781,4884.949,3
34731.49,1735,25.88134,15509,12,23.37891,1303.6094,579.6406,4868.875,3
33982.25,1734,16.129032,15509,6,23.55859,1303.8945,595.6445,4885.398,3
33988.98,1717,8.552075,15445,5,23.61328,1305.0859,578.707,4885.723,3
34124.29,1718,15.852614,15413,5,23.61719,1305.1055,577.918,4897.512,3
34260.51,1720,22.23161,15381,7,23.65625,1305.9453,564.8828,4911.918,3
34324.59,1720,18.76607,15381,5,23.72266,1307.3984,550.4531,4906.051,3
34480.54,1720,16.101695,15541,5,23.87891,1308.332,555.4414,4909.027,3
34048.9,1719,25.42808,15637,7,23.875,1296.293,550.9453,5316.902,3
33997.91,1719,17.3617,15509,4,23.875,1296.6602,141.98047,5324.672,3
33996.08,1722,24.0,15509,5,23.875,1296.5117,146.25391,4930.043,3
33997.16,1719,31.21784,15477,6,23.875,1296.5039,540.5156,4879.223,3
33992.49,1720,19.0273,15477,9,23.89062,1296.5195,591.4844,4883.406,3
33989.5,1719,18.08055,15477,3,23.89844,1296.5117,587.3086,4879.703,3
33991.26,1719,11.538462,15509,4,23.89844,1296.5195,590.9805,4871.77,3
33989.54,1720,9.206081,15445,4,23.91406,1296.5234,598.9141,4871.402,3
33990.42,1719,8.51602,15477,3,23.94531,1296.5,599.2734,4861.258,3
33995.43,1719,7.85473,15477,3,23.96484,1296.4648,609.3984,4861.098,3
33993.42,1720,7.588533,15477,4,23.96484,1296.5195,609.5508,4859.145,3
33995.28,1719,7.42616,15477,3,23.99609,1296.5625,611.5195,4864.898,3
33980.36,1720,8.108108,15477,4,23.99609,1296.5625,605.7109,4859.656,3
33980.26,1719,7.744108,15445,3,23.99609,1296.5781,610.8789,4860.113,3
33982.25,1719,6.93153,15445,3,23.99609,1296.5781,610.4219,4842.891,3
33982.95,1720,7.257384,15477,4,23.99609,1296.5781,627.6289,4848.273,3
33987.1,1719,7.588533,15445,3,24.00391,1296.6445,622.2461,4849.5,3
33993.9,1720,8.158116,15445,3,24.01953,1296.6484,621.0195,4844.84,3
33849.02,1721,7.556675,15445,4,24.01953,1296.6484,625.6055,4846.238,3
33843.38,1720,8.542714,15445,4,24.07422,1296.6758,624.1875,4844.984,3
33841.02,1720,7.029289,15445,4,24.07422,1296.6992,625.4414,4674.297,3
33838.02,1719,8.549873999999999,15413,4,24.07422,1296.7031,796.0469,4669.254,3
33840.0,1719,12.205387,15381,3,24.07422,1296.7031,801.0664,4663.621,3
33838.0,1718,8.968986,15349,4,24.07422,1296.7031,806.6953,4656.531,3
33817.45,1717,7.563025,15349,3,24.07422,1296.7031,813.7852,4657.996,3
32963.52,1716,7.388749,15349,3,24.09766,1296.7031,812.3203,4658.062,3
32963.53,1695,7.724601,15317,3,24.09766,1296.8359,812.2539,4608.09,3
33686.69,1695,7.67285,15349,3,24.09766,1296.8398,862.2031,4552.809,3
32953.1,1697,7.504215999999999,15317,5,24.10547,1296.8438,917.3516,4546.66,3
32956.65,1695,7.647059,15317,3,24.10547,1296.8438,923.4961,4526.691,3
32958.45,1697,7.757167,15317,4,24.13672,1297.1406,943.4531,4516.809,3
32957.57,1698,9.443508,15349,4,24.13672,1297.1406,953.3359,4500.594,3
32957.19,1697,8.937605,15349,3,24.13672,1297.3711,969.2227,4509.453,3
32956.89,1697,17.81513,15349,4,24.13672,1297.2227,960.3633,4510.207,3
32957.77,1697,8.00337,15349,3,24.13672,1297.2227,959.3789,4508.395,3
32959.87,1697,8.530405,15381,3,24.14453,1297.2773,961.3398,4502.555,3
32958.62,1698,7.757167,15349,5,24.14453,1297.5,967.1797,4510.785,3
32958.25,1697,10.228233,15349,3,24.14453,1297.4102,958.8867,4514.832,3
32958.95,1698,7.932489,15381,4,24.14453,1297.4141,954.6172,4507.711,3
32956.47,1698,8.199493,15381,5,24.16016,1297.4219,961.8281,4509.371,3
32959.22,1697,7.692308,15349,3,24.18359,1297.4141,960.1641,4517.527,3
32958.77,1697,7.354184,15349,6,24.19141,1297.543,951.9844,4521.203,3
32958.36,1697,10.499577,15381,3,24.19141,1297.5586,948.293,4509.797,3
32960.8,1697,7.529611,15381,3,24.19141,1297.5508,959.5625,4511.863,3
32959.03,1698,8.813559,15381,4,24.19141,1297.5625,957.4805,4506.965,3
32961.65,1697,7.535986,15381,3,24.19141,1297.5938,962.3867,4506.262,3
33215.96,1697,9.137056,15381,4,24.19922,1297.5781,963.0781,4515.176,3
32962.16,1698,9.060119,15349,4,24.19922,1297.5938,954.1328,4512.078,3
32961.39,1697,8.783784,15317,3,24.19922,1297.6055,957.2383,4509.754,3
32961.01,1697,7.2095,15317,3,24.21484,1297.582,959.5469,4508.727,3
32962.04,1697,11.769687,15317,3,24.22266,1297.5977,960.5625,4499.57,3
32963.52,1697,7.874682,15349,4,24.24609,1297.6133,969.7266,4504.406,3
32961.82,1698,10.641892,15317,4,24.24609,1297.6133,964.8672,4502.09,3
32962.98,1697,8.108108,15285,3,24.24609,1297.6289,967.1445,4504.047,3
33170.71,1697,9.168081,15285,3,24.24609,1297.6289,965.1875,4511.773,3
32963.23,1697,7.281964,15317,5,24.24609,1297.6367,957.4453,4510.418,3
33102.52,1697,10.614996,15317,4,24.25391,1297.6406,958.8008,4514.383,3
32966.59,1708,7.614213,15317,6,24.25391,1297.6523,954.8281,4518.953,3
32968.74,1697,9.797297,15349,3,24.25391,1297.6523,950.2461,4525.684,3
32971.35,1697,9.052453,15317,4,24.25391,1297.6523,943.5039,4515.043,3
32968.74,1698,8.537616,15253,5,24.25391,1297.6562,954.1445,4512.973,3
32967.38,1697,10.050676,15285,3,24.26172,1297.6562,956.2148,4513.141,3
33225.04,1697,8.438819,15285,4,24.26953,1297.668,956.043,4515.414,3
32970.79,1698,8.87574,15285,4,24.27734,1297.6562,953.7617,4520.832,3
32968.16,1697,7.347973,15317,3,24.27734,1297.6562,948.3242,4524.777,3
32969.78,1697,10.708263,15317,3,24.27734,1297.6602,944.3828,4530.34,3
32969.28,1697,8.016878,15317,3,24.27734,1297.6953,938.8203,4532.035,3
33135.94,1697,7.776839,15317,4,24.27734,1297.6953,937.1211,4525.867,3
32968.89,1697,6.73968,15349,4,24.27734,1297.6953,943.2539,4526.617,3
32971.92,1697,9.451477,15349,3,24.29297,1297.7031,942.5039,4536.121,3
33225.07,1697,7.016061,15317,3,24.30859,1297.7031,933.0,4545.008,3
32974.62,1698,7.413648,15381,5,24.30859,1297.7227,924.0898,4543.281,3
32972.25,1698,11.026936,15349,5,24.32422,1297.5156,925.8008,4535.508,3
32971.08,1696,7.666386,15349,3,24.32422,1297.7344,933.5547,4534.836,3
32989.2,1696,7.601351,15317,3,24.32422,1297.9961,934.418,4530.559,3
33242.77,1699,9.029536,15317,3,24.32422,1299.5391,938.4766,4523.215,3
32992.21,1699,7.329402,15285,4,24.33203,1299.625,945.5586,4525.301,3
32992.34,1699,10.286678,15317,3,24.33203,1299.7578,941.9297,4526.902,3
32995.02,1700,9.235936,15317,3,24.33203,1299.7578,940.2344,4524.359,3
32992.81,1701,7.58214,15317,4,24.33203,1299.7617,942.6445,4523.77,3
33243.5,1700,7.666386,15317,4,24.33203,1299.7695,943.2344,4537.465,3
32989.81,1700,7.821699,15285,5,24.34766,1299.8438,929.5352,4536.625,3
32990.7,1700,13.552189,15285,3,24.35547,1299.8594,930.3672,4536.777,3
32992.33,1700,7.815126,15285,3,24.35547,1299.8594,930.125,4529.004,3
32990.61,1701,7.245156,15285,4,24.35547,1299.9844,937.875,4526.152,3
32995.32,1700,7.808564,15317,3,24.36328,1299.9883,940.7266,4534.656,3
32996.6,1700,7.376362,15317,3,24.37891,1300.0078,932.0977,4527.965,3
33085.98,1701,8.151261,15317,4,24.37891,1300.0078,938.7773,4534.547,3
33247.52,1706,7.394958,15317,4,24.37891,1300.1016,932.1602,4535.152,3
32996.98,1700,8.922559,15285,4,24.38672,1300.1016,931.5547,4536.383,3
32996.86,1700,7.834878,15349,3,24.38672,1300.1094,930.2305,4526.074,3
32999.43,1700,7.544007,15349,3,24.38672,1300.0938,940.5312,4527.941,3
32997.33,1701,11.502939,15349,4,24.38672,1300.0938,938.6562,4537.965,3
32998.41,1700,7.491582,15349,3,24.38672,1300.0977,928.6484,4540.445,3
33002.93,1700,8.207705,15349,3,24.39453,1300.0977,926.168,4533.082,3
33000.61,1700,9.182814,15349,4,24.39453,1300.1992,933.5273,4539.465,3
33002.34,1699,7.821699,15381,4,24.41016,1300.2422,927.1367,4540.699,3
32997.61,1700,11.512605,15381,4,24.41016,1300.2109,925.8008,4542.52,3
32997.61,1699,7.815126,15381,3,24.41797,1300.2031,923.9219,4543.559,3
32999.46,1699,7.640638,15381,3,24.42578,1300.1992,922.9141,4542.145,3
32997.63,1700,7.472712,15413,4,24.42578,1300.1992,924.3281,4546.922,3
32997.63,1699,7.718121,15317,4,24.44141,1300.1758,919.5469,4548.148,3
32997.63,1699,7.711651,15317,3,24.44141,1300.2031,918.3203,4548.383,3
32997.47,1699,7.388749,15317,3,24.44922,1300.5156,918.0938,4550.09,3
32999.41,1699,8.074012,15349,3,24.44922,1300.5234,916.3594,4546.961,3
32997.56,1700,7.711651,15317,4,24.44922,1300.6445,919.168,4547.508,3
32997.57,1698,7.724601,15317,3,24.44922,1300.6445,918.6133,4545.18,3
32998.64,1698,7.802013,15317,16,24.44922,1300.6445,920.8203,4543.836,3
32997.57,1699,7.731092,15349,18,24.45703,1300.6484,922.1641,4544.98,3
32997.57,1698,7.949791,15349,16,24.45703,1300.6602,921.0195,4549.191,3
32997.57,1698,7.466443,15349,15,24.45703,1300.6602,916.7969,4545.086,3
32997.58,1698,7.640638,15349,18,24.46484,1300.6602,920.8906,4547.797,3
32999.56,1699,7.983193,15317,16,24.47266,1300.6602,918.1797,4556.871,3
32998.2,1700,7.323232,15317,17,24.47266,1300.668,909.0977,4552.941,3
33002.31,1699,7.912458,15285,20,24.48828,1300.875,913.0195,4545.75,3
33251.88,1699,7.472712,15285,16,24.48828,1301.0508,920.2031,4547.199,3
