hand_landmarking_mem.committed_Committed_AS,hand_landmarking_system.active_processes_active,hand_landmarking_system.cpu_user,hand_landmarking_system.file_nr_used_used,hand_landmarking_system.processes_running,hand_landmarking_system.ram_buffers,hand_landmarking_system.ram_cached,hand_landmarking_system.ram_free,hand_landmarking_system.ram_used,Target
33057.29,1697,7.466443,15381,4,29.27734,1419.9531,812.793,4534.004,3
33055.33,1698,7.154882,15381,4,29.28516,1419.957,807.8594,4530.758,3
33051.19,1696,7.413648,15349,3,29.28516,1419.957,811.1055,4530.969,3
33304.9,1694,7.97649,15349,4,29.28516,1419.957,810.8828,4529.16,3
33051.25,1695,7.815126,15381,4,29.28516,1419.9609,812.6914,4524.648,3
32377.4,1693,7.718121,15381,3,29.28516,1419.9609,817.2031,4523.664,3
32481.36,1683,7.544007,15349,3,29.29297,1419.9414,818.1836,4529.301,3
32377.4,1690,7.491582,15349,4,29.30859,1419.9414,812.5469,4514.688,3
32379.13,1683,8.040201,15349,3,29.30859,1419.9414,827.1719,4524.91,3
32377.41,1684,6.890756,15349,4,29.30859,1419.9453,816.9336,4519.117,3
32377.29,1683,7.89916,15349,3,29.30859,1419.9453,822.7266,4523.582,3
32379.24,1683,7.634228,15349,3,29.30859,1419.9453,818.2578,4529.957,3
32383.91,1684,7.453936,15381,4,29.31641,1419.9492,811.8828,4528.754,3
32378.84,1683,7.905803,15413,4,29.31641,1419.9492,813.0859,4530.781,3
32373.18,1684,7.711651,15413,5,29.33984,1419.9453,811.0469,4534.23,3
32373.2,1683,8.38223,15381,3,29.35547,1420.1602,807.5977,4524.172,3
32375.06,1683,10.970464,15381,3,29.35547,1419.9531,817.6367,4525.078,3
32373.21,1684,19.2437,15413,4,29.35547,1419.9531,816.5,4526.137,3
32373.21,1683,7.905803,15381,3,29.35547,1419.957,815.6484,4521.031,3
32374.07,1683,8.24222,15381,3,29.35547,1419.957,820.7539,4520.145,3
32379.52,1689,9.175084,15381,5,29.36328,1419.957,821.6367,4523.934,3
32414.91,1684,7.232969,15381,5,29.37891,1420.0117,817.8477,4522.293,3
32415.56,1691,7.304786,15381,4,29.37891,1420.2617,819.4805,4522.711,3
32415.56,1690,7.711651,15413,3,29.37891,1420.3828,818.9922,4541.008,3
32417.54,1690,25.95097,15413,3,29.39453,1420.3867,800.4453,4539.812,3
32415.69,1691,9.106239,15413,4,29.40234,1420.5117,801.5195,4535.785,3
32417.89,1690,21.2963,15413,4,29.40234,1420.5586,805.5273,4540.664,3
32420.04,1690,7.711651,15413,3,29.43359,1420.5586,800.5156,4537.316,3
32418.58,1691,8.607595,15445,5,29.4375,1420.5977,803.8164,4544.098,3
32420.31,1690,10.050676,15445,3,29.46094,1420.5977,797.0039,4549.801,3
32418.47,1691,13.367174,15413,4,29.46094,1420.6016,791.2578,4548.75,3
32384.88,1690,19.17578,15349,3,29.46094,1420.6016,792.2852,4552.836,3
32386.73,1686,8.326325,15317,3,29.47656,1420.6016,788.1953,4553.191,3
32388.14,1687,7.419899,15317,4,29.47656,1420.6016,787.8398,4549.289,3
32385.08,1686,7.828283,15349,3,29.47656,1420.6016,791.7266,4550.133,3
32386.54,1686,7.588533,15349,3,29.47656,1420.6016,790.8828,4554.527,3
32384.58,1687,7.504215999999999,15349,4,29.47656,1420.6016,786.4883,4558.734,3
32399.28,1686,8.277027,15349,3,29.48438,1420.6367,782.2812,4546.059,3
32384.61,1688,6.919831,15349,5,29.49219,1420.6094,794.957,4539.254,3
32384.61,1686,18.02864,15349,3,29.49219,1420.6094,801.7188,4540.816,3
32638.12,1686,18.05907,15349,3,29.49219,1420.6094,800.1758,4532.297,3
32384.44,1686,7.537688,15349,5,29.49219,1420.6133,808.6953,4528.172,3
32384.63,1685,8.137584,15349,3,29.49219,1420.6133,812.8203,4518.906,3
32384.63,1685,7.364017,15349,4,29.5,1420.6133,822.082,4519.723,3
32384.63,1685,8.312343,15349,3,29.50781,1420.6055,821.2656,4524.117,3
32386.36,1682,7.666386,15317,3,29.53906,1420.6172,816.8633,4527.293,3
32384.63,1683,7.912458,15349,4,29.53906,1420.6172,813.6875,4520.719,3
32420.64,1682,7.750631999999999,15381,5,29.53906,1420.6172,820.2188,4523.488,3
32422.48,1687,7.491582,15349,3,29.57031,1420.6289,817.4492,4518.164,3
32419.27,1688,7.245156,15349,4,29.57031,1420.6367,822.7734,4511.023,3
32669.67,1687,7.341772,15381,3,29.57031,1420.6445,829.8711,4517.148,3
32419.08,1687,13.299233,15381,4,29.60156,1420.6328,823.7383,4530.016,3
32419.2,1687,8.298052,15381,3,29.60156,1420.6328,810.8633,4524.91,3
32420.93,1687,8.853288,15381,3,29.60156,1420.6328,815.9492,4528.203,3
32421.96,1688,18.44332,15381,4,29.60938,1420.6875,812.6562,4530.395,3
32421.85,1687,7.9459,15381,4,29.60938,1420.6914,810.4648,4531.34,3
32423.81,1687,8.544839,15381,4,29.60938,1420.6914,809.457,4538.227,3
32390.41,1688,7.179054,15381,5,29.60938,1420.6914,802.5664,4539.535,3
32426.2,1684,8.530405,15381,10,29.625,1420.6992,801.2578,4540.277,3
32424.67,1690,13.996627,15413,6,29.64844,1420.7969,800.5156,4535.105,3
32423.86,1689,11.288964,15413,3,29.67969,1420.7969,805.6641,4541.234,3
32429.77,1689,12.637829,15413,4,29.67969,1420.7969,799.4141,4533.355,3
32428.05,1691,13.886537,15413,4,29.67969,1420.9258,807.2617,4529.223,3
32428.05,1690,10.490694,15445,3,29.67969,1420.9258,811.3945,4533.516,3
32425.94,1690,18.2968,15445,3,29.67969,1420.9258,806.9727,4533.18,3
32423.98,1690,7.77027,15445,4,29.6875,1420.9258,807.3086,4534.766,3
32425.7,1689,7.67285,15413,3,29.6875,1420.9258,805.7227,4529.852,3
32423.98,1690,7.394958,15413,5,29.6875,1420.9258,810.6289,4532.848,3
32405.46,1689,8.00337,15413,4,29.6875,1420.9297,807.6328,4535.195,3
32394.97,1685,7.407407,15445,6,29.69531,1420.9297,805.2852,4540.238,3
32393.0,1685,9.26706,15413,5,29.71094,1420.9336,800.2383,4535.688,3
32393.03,1684,11.269975,15381,4,29.71094,1420.9336,804.7812,4539.246,3
32393.04,1684,11.25105,15381,3,29.71094,1420.9336,801.2031,4531.941,3
32393.06,1684,11.700337,15381,4,29.71094,1420.9375,808.5078,4540.551,3
32550.21,1684,12.141653,15381,3,29.71094,1420.9375,799.8984,4538.039,3
32393.09,1684,10.92437,15381,4,29.71875,1420.9375,802.4062,4542.895,3
32387.69,1684,7.323232,15413,3,29.71875,1420.9375,797.5508,4543.898,3
32389.39,1684,7.969799,15413,3,29.71875,1420.9375,796.5391,4551.926,3
32387.69,1685,7.29254,15413,4,29.71875,1420.9375,788.5117,4552.605,3
32423.43,1684,7.996633,15413,4,29.74219,1420.9375,787.832,4546.238,3
32383.57,1684,7.525084,15413,4,29.74219,1420.9375,794.1992,4540.898,3
32381.6,1684,7.808564,15413,3,29.74219,1420.9414,799.5156,4542.047,3
32385.33,1684,7.232969,15413,3,29.74219,1420.9453,798.3672,4541.805,3
32383.61,1685,7.364017,15413,4,29.74219,1420.9609,798.6055,4536.863,3
32383.61,1684,7.996633,15381,3,29.75,1420.9609,803.543,4538.77,3
32383.57,1684,8.494533,15445,3,29.75,1420.9609,801.6211,4539.758,3
32383.57,1685,7.731092,15413,4,29.76562,1420.9531,800.625,4541.238,3
32385.38,1684,7.711651,15413,3,29.76562,1420.9648,799.1445,4531.398,3
32383.53,1685,7.214765,15413,5,29.76562,1420.9648,808.9766,4533.426,3
32383.83,1684,9.182814,15381,3,29.77344,1420.9648,806.9375,4533.918,3
32638.67,1686,7.388749,15413,4,29.77344,1420.9648,806.4453,4533.387,3
32386.44,1684,7.737595,15445,7,29.79688,1420.9844,806.9688,4538.074,3
32418.54,1684,7.563025,15445,4,29.79688,1420.9922,802.2812,4530.004,3
32418.61,1688,7.329402,15445,3,29.79688,1420.9961,810.3086,4542.957,3
32416.49,1688,11.590525,15413,3,29.79688,1421.0,797.3477,4545.172,3
32670.14,1688,10.169492,15413,3,29.79688,1421.0,795.1289,4548.949,3
32417.86,1689,7.239057,15413,4,29.82031,1421.0,791.3477,4549.086,3
32418.36,1689,8.739495999999999,15413,3,29.82031,1421.0117,791.2109,4554.891,3
32420.06,1689,7.239057,15349,3,29.82031,1421.0117,785.3828,4557.664,3
33149.9,1690,7.38255,15381,4,29.82031,1421.0117,782.5977,4563.375,3
32418.85,1690,8.937605,15381,4,29.82031,1421.0117,776.8867,4562.879,3
32418.14,1690,9.151973,15413,4,29.82812,1421.0117,777.3828,4563.762,3
32384.67,1689,7.401177,15413,3,29.83594,1421.0156,776.5,4556.0,3
32386.52,1684,7.076664,15381,4,29.84375,1421.0117,784.2539,4557.734,3
32384.67,1685,7.666386,15349,4,29.84375,1421.0117,782.5078,4550.543,3
32384.67,1684,7.808564,15381,3,29.84375,1421.0117,789.6953,4555.445,3
32384.67,1684,7.698816,15413,3,29.84375,1421.0117,784.793,4556.301,3
32384.79,1684,7.905803,15413,3,29.85938,1421.0117,783.9375,4557.777,3
32386.77,1684,7.516892,15413,3,29.85938,1421.0117,782.4609,4556.691,3
32384.89,1685,7.563025,15413,5,29.85938,1421.0117,783.5312,4557.648,3
32384.71,1684,7.666386,15381,3,29.85938,1421.0117,782.5742,4554.719,3
32638.44,1684,7.370184,15381,3,29.85938,1421.0117,785.5039,4558.434,3
32384.8,1685,7.453936,15381,4,29.85938,1421.0156,781.7891,4553.77,3
32420.54,1684,7.388749,15413,3,29.86719,1421.0156,786.4531,4553.391,3
32384.82,1684,7.821699,15413,5,29.86719,1421.0195,786.8281,4548.398,3
32384.82,1684,7.472712,15413,3,29.86719,1421.0195,791.8125,4548.508,3
32386.54,1684,7.239057,15445,3,29.88281,1421.0195,791.6992,4542.59,3
32384.82,1685,7.052897,15413,4,29.88281,1421.0195,797.6172,4544.445,3
32384.82,1684,7.750631999999999,15413,4,29.88281,1421.0195,795.7461,4547.605,3
32386.79,1684,7.172996,15445,4,29.88281,1421.0195,792.5859,4544.414,3
32384.72,1685,7.516892,15445,4,29.88281,1421.0195,795.7773,4532.969,3
32386.46,1684,7.939189,15445,3,29.91406,1421.0195,807.2227,4536.637,3
32384.74,1685,7.100592,15445,4,29.92969,1421.0195,803.5547,4535.988,3
32384.75,1685,7.088608,15445,3,29.94531,1421.0195,804.1719,4537.625,3
32389.37,1685,7.841484,15477,3,29.94531,1421.0195,802.5195,4535.184,3
32387.39,1685,7.094595,15477,4,29.94531,1421.0195,804.9453,4538.418,3
32387.39,1684,8.347386,15445,3,29.94531,1421.0195,801.7109,4535.477,3
32386.56,1684,7.094595,15445,4,29.96875,1421.0078,804.6523,4538.5,3
32383.92,1683,7.905803,15413,3,29.96875,1421.0078,801.6289,4543.75,3
32385.9,1683,7.19729,15413,4,29.96875,1421.0078,796.3672,4548.32,3
33111.86,1684,7.112616,15413,4,29.96875,1421.0938,791.7969,4554.703,3
32383.89,1683,7.516892,15381,4,29.96875,1421.0938,785.4141,4555.828,3
32384.66,1683,6.734007,15381,3,29.96875,1421.0938,784.2031,4555.73,3
32383.92,1685,7.329402,15381,5,29.97656,1421.0938,784.3008,4544.957,3
32383.93,1684,7.335582,15413,3,29.97656,1421.0938,795.0742,4544.215,3
32384.0,1684,7.232969,15413,3,29.97656,1421.0938,795.8086,4548.355,3
32384.0,1684,7.239057,15413,3,29.98438,1421.0938,791.668,4549.023,3
32637.64,1684,7.563025,15413,3,29.98438,1421.0938,791.0,4550.324,3
32384.0,1684,7.286432,15413,4,29.98438,1421.0938,789.6914,4552.012,3
32384.0,1683,7.594937,15413,3,29.98438,1421.0938,788.0039,4559.641,3
32385.72,1683,6.801008,15413,3,29.98438,1421.0938,780.375,4561.414,3
32381.11,1684,7.245156,15445,4,29.98438,1421.0938,778.6016,4556.297,3
32380.84,1683,7.569386,15413,3,29.99219,1421.0938,783.7188,4554.719,3
32383.75,1684,7.802013,15381,4,29.99219,1421.0938,785.2969,4544.922,3
32383.75,1683,8.732158,15381,4,29.99219,1421.1055,795.0859,4549.082,3
32385.61,1683,7.569386,15381,4,29.99219,1421.1055,790.9258,4543.508,3
32383.75,1684,7.376362,15381,4,29.99219,1421.1055,796.4883,4543.508,3
32383.77,1683,8.417508,15413,4,30.00781,1421.1016,796.4883,4548.875,3
32381.77,1683,7.370184,15381,4,30.00781,1421.1055,791.1211,4543.613,3
32383.77,1683,8.291457,15381,4,30.00781,1421.3555,796.3711,4541.859,3
32385.89,1683,7.460184,15349,4,30.00781,1421.4453,798.1211,4543.109,3
32383.75,1684,7.808564,15349,4,30.00781,1421.4453,796.6211,4542.707,3
32379.74,1683,7.466443,15381,3,30.01562,1421.4453,796.9336,4543.984,3
32385.7,1682,7.441472,15381,3,30.01562,1421.4453,795.6562,4545.551,3
32383.99,1683,7.550336,15381,4,30.01562,1421.4453,794.082,4543.176,3
32381.56,1682,7.640638,15349,3,30.03125,1421.4453,796.457,4550.773,3
32383.07,1684,7.052897,15381,4,30.03125,1421.4453,788.8594,4552.457,3
32383.07,1683,8.4246,15381,3,30.03906,1421.4453,787.1602,4548.332,3
32381.86,1683,7.142857,15381,3,30.03906,1421.4453,791.2852,4547.926,3
32519.12,1684,7.659933,15349,4,30.03906,1421.4453,791.6836,4551.184,3
32380.02,1696,20.53872,15381,5,30.03906,1421.4453,788.4258,4554.055,3
32380.04,1683,7.478992,15381,3,30.03906,1421.4609,785.5547,4560.75,3
32382.88,1683,7.310924,15381,4,30.04688,1421.4609,778.8594,4554.891,3
32384.86,1683,7.65349,15349,4,30.04688,1421.4609,784.7031,4557.035,3
32382.88,1684,7.208718,15349,4,30.0625,1421.4609,782.5508,4559.301,3
32382.94,1683,7.569386,15349,3,30.0625,1421.4609,780.2852,4566.508,3
32636.59,1683,8.710218,15285,3,30.0625,1421.4609,773.0625,4558.352,3
32382.95,1684,7.478992,15285,4,30.0625,1421.4609,781.2188,4557.832,3
32382.9,1683,7.763713,15317,3,30.0625,1421.4609,781.7383,4551.859,3
32382.91,1683,7.154882,15349,3,30.07031,1421.4648,787.7109,4552.836,3
32386.9,1684,7.413648,15381,3,30.07031,1421.4688,786.7344,4558.473,3
32388.66,1685,7.148865,15381,3,30.07031,1421.4688,781.0859,4560.574,3
32386.94,1686,7.65349,15317,4,30.08594,1421.4688,778.9805,4567.418,3
32382.85,1685,7.594937,15349,3,30.08594,1421.4688,772.1367,4568.898,3
32384.68,1684,7.323232,15317,3,30.08594,1421.4688,770.6406,4576.492,3
32382.85,1685,7.16091,15317,4,30.08594,1421.4688,763.0469,4577.309,3
32384.7,1676,7.919124,15317,3,30.08594,1421.4688,762.2305,4574.559,3
32382.85,1677,7.401177,15349,4,30.09375,1421.4609,764.9805,4573.91,3
32382.85,1676,7.705192999999999,15349,4,30.09375,1421.4727,765.6289,4575.078,3
32633.73,1676,7.949791,15349,3,30.09375,1421.4727,764.4609,4573.242,3
32380.04,1677,7.879296,15349,4,30.09375,1421.4727,766.2852,4569.363,3
32380.06,1676,7.750631999999999,15349,3,30.09375,1421.4727,770.1641,4565.125,3
32380.07,1677,7.432432,15349,3,30.10156,1421.4727,774.4023,4558.023,3
32380.07,1677,7.491582,15381,3,30.10156,1421.4727,781.5039,4559.227,3
32381.79,1677,8.094435,15381,3,30.10156,1421.4727,780.293,4547.32,3
32380.07,1678,7.082631,15349,4,30.10156,1421.4727,792.1992,4547.414,3
32380.15,1677,7.588533,15349,3,30.10156,1421.4727,792.1055,4546.613,3
32380.15,1677,7.263514,15349,3,30.11719,1421.4727,792.9062,4547.16,3
32380.15,1677,7.354184,15349,3,30.125,1421.3633,792.3594,4548.133,3
32382.25,1678,7.523246,15349,3,30.125,1421.4727,791.3711,4550.355,3
32430.15,1678,7.19729,15349,4,30.125,1421.4727,789.25,4547.008,3
32380.05,1677,7.20339,15349,4,30.125,1421.4727,792.4883,4547.512,3
32381.9,1676,7.510549,15317,3,30.125,1421.4727,791.9844,4547.922,3
32380.07,1677,7.58214,15349,5,30.13281,1421.4727,791.5742,4541.145,3
32381.79,1676,7.269653,15349,3,30.13281,1421.4727,798.3516,4544.242,3
32380.14,1677,7.432432,15349,4,30.13281,1421.4727,795.2461,4544.332,3
32380.14,1676,7.257384,15381,3,30.14062,1421.4648,795.1562,4544.555,3
32381.99,1676,7.100592,15381,3,30.14062,1421.4727,794.9336,4544.102,3
32380.15,1677,6.913997,15349,4,30.14062,1421.4727,795.3867,4544.133,3
32380.15,1676,7.516892,15349,3,30.14062,1421.4766,795.3477,4549.055,3
32380.11,1676,6.908172,15349,3,30.14062,1421.4766,790.4258,4550.035,3
32377.13,1676,7.341772,15349,3,30.14062,1421.4766,789.4414,4544.164,3
32407.01,1676,7.154882,15285,3,30.14844,1421.4766,795.3125,4545.234,3
32375.14,1676,6.980656,15285,4,30.14844,1421.4766,794.2422,4551.621,3
32377.14,1676,7.659933,15317,3,30.14844,1421.4844,787.8477,4552.359,3
32378.97,1676,7.666386,15317,3,30.14844,1421.4844,787.1094,4557.207,3
32377.27,1677,7.13686,15349,4,30.14844,1421.4883,782.2539,4557.941,3
32378.99,1676,7.485282,15381,3,30.16406,1421.5625,781.5195,4564.023,3
32375.27,1677,7.226891,15381,5,30.16406,1421.5625,775.4336,4564.672,3
32377.27,1676,8.600337,15349,3,30.16406,1421.5703,774.6953,4557.887,3
32378.73,1676,7.453936,15317,3,30.16406,1421.5742,781.4805,4560.512,3
32377.24,1677,7.478992,15317,4,30.16406,1421.5742,778.8477,4553.84,3
32377.25,1676,7.65349,15317,3,30.17188,1421.5664,785.5156,4553.688,3
32373.37,1676,7.731092,15349,3,30.17188,1421.5742,785.668,4556.766,3
32373.37,1676,7.718121,15381,3,30.17188,1421.5742,782.5898,4557.078,3
32627.02,1676,7.453936,15381,3,30.17188,1421.5742,782.2695,4548.145,3
32373.37,1677,7.963118,15381,4,30.1875,1421.5742,791.2031,4548.93,3
32373.37,1676,8.080808,15381,3,30.1875,1421.5742,790.418,4544.906,3
32375.08,1676,7.107023,15413,3,30.1875,1421.5781,794.4258,4542.293,3
32379.38,1677,7.705192999999999,15413,4,30.1875,1421.5781,797.0391,4550.305,3
32414.68,1676,7.38255,15381,3,30.1875,1421.582,789.0234,4551.855,3
33144.14,1683,7.821699,15381,5,30.21875,1421.5859,787.4727,4555.254,3
32412.61,1683,7.550336,15413,4,30.21875,1421.6016,784.0703,4537.316,3
32414.46,1683,8.83095,15413,4,30.21875,1421.6055,801.9727,4548.637,3
32412.61,1684,12.85956,15413,4,30.23438,1421.6055,790.6367,4554.438,3
32412.61,1683,10.135135,15413,3,30.23438,1421.6172,784.832,4549.922,3
32412.65,1683,7.310924,15381,3,30.24219,1421.6211,789.332,4556.785,3
32412.65,1683,7.323232,15381,3,30.24219,1421.6914,782.457,4558.625,3
32414.77,1683,7.563025,15381,3,30.25,1421.6953,780.6055,4547.93,3
32414.0,1684,7.569386,15381,4,30.25,1421.6953,791.2305,4547.688,3
32379.01,1689,7.154882,15317,6,30.25,1421.6953,791.4609,4554.031,3
32380.73,1679,7.04698,15317,3,30.25781,1421.6992,785.1172,4540.246,3
32379.02,1680,7.16091,15317,4,30.27344,1421.7031,798.9023,4538.703,3
32379.13,1679,7.329402,15349,3,30.27344,1421.7031,800.4336,4543.957,3
32378.98,1680,7.744108,15381,4,30.27344,1421.707,795.1602,4543.812,3
32383.07,1680,7.251265,15381,3,30.27344,1421.832,795.3047,4544.438,3
32384.92,1681,7.42616,15349,3,30.27344,1421.832,794.6758,4553.391,3
32383.09,1682,7.323232,15349,4,30.28125,1421.832,785.5977,4554.055,3
32378.95,1681,8.108108,15349,4,30.28125,1421.8359,784.9336,4560.523,3
32378.95,1680,7.996633,15349,3,30.28125,1421.8359,778.457,4555.141,3
32378.98,1680,7.757167,15317,3,30.28125,1421.8359,783.8359,4546.191,3
32380.96,1680,7.347973,15317,3,30.28125,1421.8359,792.7852,4545.895,3
32378.98,1681,7.052897,15317,4,30.28906,1421.8398,793.082,4546.711,3
32379.02,1680,7.286432,15317,3,30.28906,1421.8398,792.2656,4547.777,3
32380.72,1680,8.04694,15317,3,30.28906,1421.8438,791.1875,4555.043,3
32381.98,1681,7.808564,15317,4,30.28906,1421.9688,783.9219,4555.816,3
32381.98,1683,7.588533,15317,4,30.58594,1422.3047,783.1445,4553.445,3
32378.92,1683,7.251265,15381,3,30.60156,1422.375,785.3906,4548.062,3
32378.94,1683,7.67285,15413,3,30.60156,1422.375,790.1406,4554.594,3
32382.46,1685,23.90203,15413,4,30.60938,1422.375,783.5234,4558.359,3
32510.61,1686,7.952623,15381,6,30.625,1422.4492,779.7578,4561.883,3
32381.29,1694,8.142494,15381,4,30.65625,1423.3633,776.2266,4551.844,3
32384.68,1686,7.783418,15349,3,30.67188,1423.3672,786.1758,4562.371,3
32380.8,1688,16.283035,15381,5,30.67188,1423.3555,774.7031,4564.375,3
32322.88,1687,8.481764,15381,10,30.67188,1424.3672,772.6797,4568.312,3
32321.12,1688,9.702128,15413,3,30.67188,1424.6719,768.7539,4569.625,3
32321.53,1688,15.443686,15445,11,30.67969,1424.6797,766.4297,4557.852,3
32320.45,1688,18.82952,15445,3,30.67969,1424.6992,777.8984,4562.277,3
32318.6,1689,22.74276,15381,18,30.67969,1424.6992,773.457,4549.773,3
32318.6,1688,10.008482,15381,17,30.67969,1424.7266,785.9414,4546.227,3
32320.02,1688,13.021277,15381,15,30.6875,1424.7188,789.4883,4557.625,3
32318.3,1689,11.976048,15413,16,30.6875,1424.7305,778.0625,4561.199,3
32317.98,1686,26.10544,15381,15,30.6875,1424.7344,774.4883,4566.145,3
32320.27,1688,8.467401,15381,17,30.6875,1424.7344,769.5312,4568.551,3
32318.43,1689,11.053985,15381,16,30.6875,1425.2422,767.1211,4569.781,3
32379.84,1688,7.288136,15381,15,30.69531,1425.2422,765.8906,4571.418,3
32388.3,1689,6.756757,15381,17,30.69531,1425.2539,763.7461,4572.02,3
32386.03,1687,10.508475,15381,15,30.69531,1425.2773,763.1367,4579.828,3
32324.09,1687,7.874682,15413,14,30.69531,1425.2773,755.3164,4597.336,3
32322.91,1689,21.77966,15381,17,30.70312,1425.2773,737.7852,4601.609,3
32385.39,1687,12.892282,15381,17,30.70703,1425.7227,733.5117,4600.41,3
33067.2,1687,8.84583,15381,15,30.70703,1425.7266,734.7031,4572.008,3
33065.46,1698,8.913413,15413,18,30.70703,1425.7383,762.6562,4579.301,3
33065.0,1697,11.870196,15413,19,30.70703,1425.7383,755.3594,4588.238,3
33061.87,1697,9.568163,15445,16,30.71484,1425.7383,746.4102,4597.191,3
33065.93,1697,15.28608,15413,15,30.71484,1425.7383,737.457,4590.367,3
32102.17,1697,13.117547,15413,15,30.71484,1425.7461,744.2734,4586.441,3
32099.88,1680,12.136752,15381,17,30.71484,1426.1289,748.1992,4599.617,3
32098.57,1679,10.356537,15413,18,30.71484,1426.2109,735.0156,4469.793,3
32105.76,1679,11.548332,15381,16,30.73438,1426.1055,864.457,4468.742,3
32091.06,1681,12.637829,15381,19,30.73438,1426.2422,865.4258,4445.902,3
32091.17,1680,11.894647,15381,16,30.73438,1426.25,888.3516,4434.984,3
32090.25,1680,7.329402,15381,16,30.73438,1426.5977,899.1328,4436.328,3
32088.42,1681,7.647059,15413,8,30.74609,1426.3789,897.7812,4425.625,3
32092.91,1680,8.487395,15381,17,30.74609,1426.3828,908.1367,4423.777,3
32091.18,1681,8.305369,15349,11,30.77734,1426.3828,910.1914,4421.621,3
32091.18,1680,8.249158,15349,19,30.78516,1426.3867,912.3438,4428.18,3
32092.91,1680,7.419899,15349,5,30.81641,1426.3008,905.7539,4431.379,3
32091.19,1681,7.841484,15349,16,30.81641,1426.3125,902.543,4426.98,3
32091.19,1680,9.006734,15349,6,30.81641,1426.3125,906.9961,4427.457,3
32091.03,1680,11.942809,15349,17,30.83203,1426.3125,906.5078,4434.027,3
32091.05,1681,8.823529,15381,17,30.83203,1426.375,899.9375,4434.082,3
32092.9,1680,10.033727,15381,17,30.83203,1426.375,899.8672,4420.832,3
32091.17,1681,9.26706,15317,17,30.83203,1426.3789,913.0547,4420.684,3
32091.17,1680,8.010118,15317,18,30.83203,1426.3828,913.2031,4419.926,3
32091.18,1680,9.290541,15317,8,30.83984,1426.3828,913.957,4422.629,3
32091.18,1681,11.531987,15317,10,30.83984,1426.3828,911.25,4420.176,3
32091.2,1680,8.347386,15317,10,30.83984,1426.3828,913.6953,4419.551,3
32091.2,1680,7.329402,15317,9,30.84766,1426.3828,914.3203,4413.336,3
32093.99,1680,9.274874,15349,16,30.84766,1426.3867,920.5352,4415.496,3
32347.37,1683,6.992418,15349,18,30.85547,1426.3789,918.3672,4420.945,3
32093.74,1680,8.067227,15381,16,30.85547,1426.3867,912.9141,4418.852,3
32096.8,1679,9.206081,15349,5,30.86328,1426.375,915.0078,4415.082,3
32097.29,1679,10.53075,15317,7,30.86328,1426.375,918.7695,4416.559,3
32093.75,1680,11.868687,15317,11,30.86328,1426.3789,917.2969,4417.391,3
32197.53,1679,11.31601,15381,8,30.86328,1426.3828,916.4648,4420.074,3
32093.17,1679,13.109244,15381,10,30.86328,1426.3867,913.7773,4408.488,3
31419.32,1677,10.025063,15381,6,30.87109,1426.3789,925.3594,4407.801,3
31671.47,1668,7.919124,15381,8,30.87109,1426.4023,926.043,4403.293,3
31419.22,1668,8.171862,15381,10,30.95703,1426.4023,930.5508,4389.879,3
31431.41,1668,7.996633,15381,8,30.95703,1426.4023,943.9414,4392.551,3
31422.65,1669,7.42616,15381,10,30.95703,1426.4023,941.1836,4392.055,3
31421.02,1669,18.24324,15349,9,30.95703,1426.4023,941.6797,4394.152,3
31427.75,1668,7.9459,15381,9,30.96484,1426.3984,939.582,4398.117,3
31425.64,1669,7.347973,15349,8,30.96484,1426.4062,935.6172,4400.965,3
31425.64,1668,7.861369,15317,8,30.96484,1426.4102,932.7656,4409.285,3
31427.36,1668,7.451312,15349,8,31.01172,1426.3867,924.4375,4417.105,3
31425.79,1669,9.932088,15349,11,31.01172,1426.4141,916.6133,4425.703,3
31425.8,1669,11.959288,15317,8,31.01172,1426.4141,907.9922,4426.414,3
31427.65,1669,7.861369,15317,8,31.01953,1426.4062,907.2539,4426.977,3
31425.84,1670,7.601351,15317,12,31.02734,1426.418,906.6914,4426.977,3
31427.63,1669,9.787234,15317,8,31.02734,1426.543,906.6914,4422.059,3
31425.91,1670,7.263514,15317,10,31.02734,1426.543,911.5898,4414.496,3
31425.91,1669,7.42616,15285,8,31.02734,1426.543,919.0273,4413.359,3
31427.76,1669,7.19729,15285,6,31.02734,1426.5469,920.1641,4409.27,3
31425.92,1670,7.932489,15317,7,31.03516,1426.7852,924.2539,4410.496,3
31418.58,1669,7.004219,15317,5,31.03516,1426.7852,923.0234,4412.07,3
31420.58,1669,7.407407,15349,5,31.03516,1426.7969,921.2031,4405.406,3
31420.58,1669,7.510549,15317,7,31.03516,1426.7969,927.8672,4395.605,3
31422.45,1669,7.912458,15317,5,31.03516,1426.8047,937.6562,4395.742,3
31420.44,1670,7.666386,15285,6,31.08203,1426.6172,937.5195,4397.141,3
31420.44,1669,7.497894,15285,5,31.08203,1426.6484,936.1133,4402.695,3
31639.2,1669,7.388749,15285,5,31.08203,1426.6523,930.6992,4405.887,3
31430.87,1669,7.407407,15317,7,31.09766,1426.6367,927.4766,4401.602,3
31430.87,1669,7.892527,15317,5,31.09766,1426.6523,931.7578,4395.691,3
31424.59,1669,7.647059,15317,5,31.09766,1426.6523,937.668,4412.812,3
31423.72,1674,7.892527,15317,7,31.09766,1426.6523,920.5312,4415.777,3
31606.63,1669,8.564232,15317,5,31.09766,1426.6523,917.5664,4415.043,3
