face_landmarking_mem.committed_Committed_AS,face_landmarking_system.active_processes_active,face_landmarking_system.cpu_user,face_landmarking_system.file_nr_used_used,face_landmarking_system.processes_running,face_landmarking_system.ram_buffers,face_landmarking_system.ram_cached,face_landmarking_system.ram_free,face_landmarking_system.ram_used,Target
10392.773,1013.0,3.865546,9494,2,80.75,2779.27,1733.965,2197.109,8
10392.773,1013.0,3.881857,9462,2,80.75,2779.27,1734.68,2196.387,8
10394.281,1016.0,4.208754,9494,3,80.75,2779.27,1737.289,2193.777,8
10392.773,1013.0,3.862301,9494,3,80.75,2779.27,1737.047,2194.02,8
10392.773,1013.0,4.117647,9494,1,80.75,2779.27,1738.559,2192.508,8
10392.773,1013.0,3.775168,9462,3,80.75,2779.273,1738.227,2192.84,8
10392.773,1013.0,3.946264,9462,4,80.75781,2779.273,1739.051,2192.012,8
10394.418,1014.0,4.030227,9526,3,80.75781,2779.273,1738.391,2192.664,8
10396.805,1014.0,4.541632,9526,3,80.75781,2779.273,1738.57,2192.484,8
10426.285,1014.0,8.026756,9526,4,80.75781,2779.273,1736.355,2194.699,8
10397.656,1014.0,3.868797,9526,2,80.75781,2779.273,1735.535,2195.52,8
10650.523,1015.0,6.397306,9494,3,80.76562,2779.273,1737.336,2193.719,8
10393.68,1013.0,9.090909,9494,3,80.76562,2779.273,1737.664,2193.383,8
10393.359,1014.0,4.110738,9494,4,80.76562,2779.277,1738.207,2192.84,8
10391.641,1013.0,3.778338,9462,2,80.76562,2779.277,1743.773,2187.27,8
10391.641,1013.0,4.70984,9430,2,80.76562,2779.277,1741.836,2189.207,8
10391.641,1013.0,3.709949,9462,2,80.77344,2779.277,1740.605,2190.438,8
10391.641,1013.0,4.110738,9462,2,80.77344,2779.277,1737.695,2193.34,8
10391.453,1013.0,3.933054,9494,3,80.77344,2779.277,1737.566,2193.469,8
10391.461,1013.0,3.75626,9430,2,80.77344,2779.277,1736.609,2194.426,8
10391.535,1013.0,3.784693,9462,2,80.77344,2779.277,1736.648,2194.387,8
10391.535,1013.0,3.865546,9462,2,80.78125,2779.277,1737.406,2193.629,8
10400.402,1015.0,3.946264,9462,5,80.78125,2779.277,1736.668,2194.359,8
10398.566,1014.0,4.205214,9462,3,80.78125,2779.277,1736.48,2194.547,8
10400.422,1015.0,3.784693,9462,3,80.78125,2779.277,1735.004,2196.023,8
10394.57,1013.0,4.366079,9430,2,80.78125,2779.277,1736.598,2194.43,8
10647.258,1013.0,3.622578,9430,3,80.78125,2779.277,1738.348,2192.68,8
10392.582,1013.0,3.448276,9430,5,80.78906,2779.277,1738.059,2192.969,8
10394.305,1014.0,3.36984,9430,3,80.78906,2779.277,1736.969,2194.051,8
10392.543,1013.0,3.691275,9462,2,80.78906,2779.277,1734.859,2196.16,8
10392.551,1013.0,4.285714,9494,3,80.78906,2779.277,1736.973,2194.047,8
10392.551,1013.0,4.107293,9494,2,80.78906,2779.277,1735.422,2195.598,8
10392.648,1013.0,4.274937,9494,2,80.79688,2779.277,1737.445,2193.574,8
10392.648,1013.0,5.699916,9462,2,80.79688,2779.277,1737.32,2193.691,8
10392.648,1013.0,3.768844,9462,2,80.79688,2779.277,1740.586,2190.426,8
10392.648,1013.0,4.857621,9494,2,80.79688,2779.277,1738.645,2192.367,8
10392.648,1013.0,4.442582,9462,2,80.79688,2779.277,1736.586,2194.426,8
10394.355,1014.0,4.12111,9462,4,80.79688,2779.277,1736.586,2194.426,8
10392.648,1013.0,4.02347,9462,3,80.80469,2779.277,1738.934,2192.078,8
10394.5,1014.0,3.872054,9462,3,80.80469,2779.277,1738.195,2192.809,8
10392.652,1013.0,4.117647,9494,3,80.80469,2779.277,1737.023,2193.98,8
10422.094,1013.0,4.030227,9526,5,80.80469,2779.277,1737.391,2193.613,8
10392.613,1013.0,4.96633,9526,4,80.80469,2779.281,1737.398,2193.605,8
10394.336,1014.0,3.872054,9494,3,80.8125,2779.281,1736.895,2194.105,8
10392.695,1013.0,3.784693,9430,3,80.8125,2779.281,1735.688,2195.305,8
10392.699,1013.0,4.026846,9430,3,80.8125,2779.281,1736.84,2194.152,8
10392.699,1013.0,3.94958,9462,4,80.8125,2779.281,1735.66,2195.332,8
10392.699,1013.0,4.289319,9462,4,80.8125,2779.281,1736.934,2194.059,8
10392.699,1013.0,5.391744,9494,4,80.8125,2779.281,1736.562,2194.43,8
10392.699,1013.0,4.882155,9494,3,80.82031,2779.281,1736.785,2194.207,8
10392.703,1013.0,3.865546,9494,4,80.82031,2779.281,1737.512,2193.473,8
10392.578,1013.0,4.878049,9462,4,80.82031,2779.281,1736.473,2194.512,8
10398.305,1015.0,4.878049,9430,4,80.82031,2779.281,1736.801,2194.184,8
10396.609,1014.0,4.050633,9430,3,80.82031,2779.281,1737.672,2193.312,8
10398.461,1015.0,3.526448,9430,3,80.82812,2779.281,1739.188,2191.797,8
10396.609,1014.0,4.201681,9430,2,80.82812,2779.281,1738.875,2192.102,8
10640.227,1013.0,4.373423,9430,3,80.82812,2779.281,1737.406,2193.57,8
10392.676,1013.0,4.205214,9430,3,80.82812,2779.281,1738.785,2192.191,8
10394.398,1014.0,3.946264,9430,3,80.82812,2779.281,1737.066,2193.91,8
10392.676,1013.0,4.358759,9430,2,80.82812,2779.281,1736.574,2194.402,8
10392.676,1013.0,5.961377,9398,2,80.83594,2779.281,1739.105,2191.871,8
10392.551,1013.0,4.442582,9398,2,80.83594,2779.281,1740.066,2190.902,8
10392.637,1013.0,6.454317,9398,4,80.83594,2779.281,1739.621,2191.348,8
10392.637,1013.0,3.778338,9398,2,80.83594,2779.281,1739.852,2191.117,8
10392.637,1013.0,4.450042,9398,2,80.83594,2779.281,1739.805,2191.164,8
10392.641,1013.0,4.518828,9398,2,80.84375,2779.281,1738.621,2192.348,8
10392.641,1013.3455,4.461279,9398,2,80.84644,2779.281,1739.633,2191.328,8
10392.641,1014.0,5.065088,9398,2,80.85156,2779.281,1740.893,2190.066,8
10392.641,1014.0,6.208054,9462,3,80.85156,2779.281,1743.289,2187.664,8
10392.641,1014.0,6.536347,9462,2,80.85156,2779.41,1741.488,2189.465,8
10392.641,1014.0,4.87395,9462,2,80.85156,2779.41,1736.59,2194.234,8
10645.488,1014.0,4.030227,9462,4,80.85156,2779.414,1738.918,2191.906,8
10392.66,1014.0,3.67893,9462,3,80.85938,2779.414,1736.879,2193.941,8
10394.32,1016.0,4.11419,9462,3,80.85938,2779.418,1736.504,2194.309,8
10392.605,1015.0,5.448449,9430,2,80.85938,2779.418,1735.363,2195.445,8
10394.402,1016.0,3.784693,9398,3,80.85938,2779.418,1736.371,2194.438,8
10392.68,1015.0,5.121746,9398,2,80.85938,2779.418,1737.531,2193.277,8
10392.68,1015.0,4.541632,9398,2,80.86719,2779.418,1736.938,2193.871,8
10392.688,1015.0,4.705882,9398,2,80.86719,2779.418,1736.219,2194.582,8
10392.688,1015.0,3.784693,9430,2,80.86719,2779.418,1737.234,2193.566,8
10392.688,1015.0,3.193277,9462,4,80.86719,2779.418,1736.191,2194.609,8
10392.73,1015.0,3.616484,9462,2,80.86719,2779.418,1733.73,2197.07,8
10392.73,1015.0,3.781513,9462,2,80.875,2779.418,1733.578,2197.223,8
10392.676,1015.0,5.121746,9462,2,80.875,2779.418,1735.418,2195.375,8
10394.324,1016.0,5.11745,9494,4,80.875,2779.418,1734.461,2196.332,8
10392.625,1015.0,4.289319,9494,2,80.875,2779.418,1735.102,2195.691,8
10394.477,1016.0,4.690117,9494,3,80.875,2779.418,1736.648,2194.145,8
10392.742,1015.0,4.351464,9494,3,80.875,2779.418,1738.32,2192.473,8
10645.59,1016.0,4.198153,9526,3,80.88281,2779.418,1737.465,2193.328,8
10392.742,1015.0,4.110738,9494,3,80.88281,2779.418,1737.102,2193.684,8
10394.465,1016.0,4.198153,9494,3,80.88281,2779.418,1737.219,2193.566,8
10392.746,1015.0,3.79107,9462,3,80.88281,2779.418,1738.73,2192.055,8
10392.746,1015.0,3.942953,9494,2,80.88281,2779.418,1736.527,2194.258,8
10392.746,1015.0,3.688181,9494,2,80.89062,2779.418,1735.297,2195.488,8
10392.746,1015.0,6.155143,9462,2,80.89062,2779.418,1737.695,2193.082,8
10396.504,1016.0,5.30303,9494,3,80.89062,2779.418,1738.203,2192.574,8
10396.527,1016.0,4.64135,9494,2,80.89062,2779.418,1736.676,2194.102,8
10396.527,1016.0,3.619529,9494,2,80.89062,2779.418,1737.551,2193.227,8
10392.527,1015.0,3.694374,9462,2,80.89062,2779.418,1733.75,2197.027,8
10394.297,1016.0,3.535354,9462,4,80.89844,2779.418,1735.52,2195.258,8
10392.59,1015.0,4.198153,9462,2,80.89844,2779.418,1736.305,2194.465,8
10394.441,1016.0,3.694374,9494,3,80.89844,2779.422,1737.605,2193.164,8
10392.59,1015.0,4.107293,9494,3,80.89844,2779.422,1737.301,2193.465,8
10640.684,1015.0,4.12111,9494,3,80.89844,2779.422,1737.176,2193.59,8
10392.594,1015.0,5.961377,9494,2,80.90625,2779.422,1736.438,2194.328,8
10394.316,1016.0,4.962153,9494,3,80.90625,2779.422,1736.824,2193.934,8
10392.598,1015.0,4.530201,9494,2,80.90625,2779.422,1735.324,2195.434,8
10392.605,1015.0,4.377104,9494,3,80.90625,2779.422,1736.492,2194.266,8
10392.637,1015.0,4.945516,9494,4,80.90625,2779.422,1734.91,2195.848,8
10392.637,1015.0,6.040268,9526,2,80.91406,2779.422,1736.914,2193.844,8
10392.637,1015.0,4.5454550000000005,9526,1,80.91406,2779.422,1737.293,2193.457,8
10392.703,1015.0,5.457599,9526,3,80.91406,2779.422,1738.551,2192.199,8
10392.703,1015.0,4.12111,9494,2,80.91406,2779.422,1735.379,2195.371,8
10392.703,1015.0,3.85906,9494,3,80.91406,2779.422,1733.707,2197.043,8
10394.414,1016.0,3.862301,9494,4,80.91406,2779.422,1735.438,2195.312,8
10392.707,1015.0,4.040404,9494,2,80.92188,2779.422,1735.109,2195.641,8
10394.43,1016.0,5.382675,9494,3,80.92188,2779.422,1735.941,2194.801,8
10392.523,1015.0,3.784693,9494,3,80.92188,2779.422,1736.652,2194.09,8
10394.383,1016.0,3.94958,9494,3,80.92188,2779.422,1734.188,2196.555,8
10392.531,1015.0,3.778338,9462,2,80.92188,2779.422,1734.773,2195.969,8
10645.391,1016.0,4.198153,9462,3,80.92188,2779.422,1737.555,2193.188,8
10392.609,1015.0,5.11745,9462,3,80.92969,2779.422,1736.551,2194.191,8
10394.473,1018.0,4.793944,9462,5,80.92969,2779.422,1737.461,2193.273,8
10392.629,1015.0,5.285235,9494,2,80.92969,2779.422,1736.184,2194.551,8
10392.633,1015.0,6.234204,9494,7,80.92969,2779.422,1734.961,2195.773,8
10392.641,1015.0,3.865546,9494,3,80.92969,2779.422,1734.223,2196.512,8
10392.648,1015.0,6.986532,9494,4,80.9375,2779.422,1735.402,2195.332,8
10392.648,1015.0,6.31845,9526,4,80.9375,2779.422,1738.605,2192.121,8
10392.648,1015.0,8.137584,9494,4,80.9375,2779.422,1739.023,2191.703,8
10645.539,1016.0,8.087616,9526,6,80.9375,2779.422,1738.215,2192.512,8
10396.699,1016.0,8.221477,9526,2,80.9375,2779.426,1738.738,2191.988,8
10398.426,1017.0,5.966387,9494,4,80.94531,2779.426,1737.996,2192.727,8
10396.703,1016.0,3.952902,9494,4,80.94531,2779.426,1736.633,2194.082,8
10394.434,1016.0,5.382675,9494,5,80.94531,2779.43,1736.516,2194.199,8
10392.711,1015.0,6.223717,9462,4,80.94531,2779.43,1735.648,2195.062,8
10392.703,1015.0,8.256108,9462,4,80.94531,2779.43,1735.379,2195.332,8
10392.734,1015.0,4.713805,9430,5,80.94531,2779.43,1733.996,2196.715,8
10392.734,1015.0,4.442582,9398,3,80.95312,2779.43,1734.223,2196.488,8
10392.734,1015.0,3.691275,9398,4,80.95312,2779.43,1734.984,2195.719,8
10392.609,1015.0,7.082631,9430,4,80.95312,2779.43,1735.062,2195.641,8
10392.617,1015.0,6.795302,9430,4,80.95312,2779.43,1735.766,2194.938,8
10392.707,1015.0,6.549118,9430,3,80.95312,2779.43,1735.551,2195.152,8
10393.184,1016.0,6.806723,9462,4,80.95312,2779.43,1737.52,2193.184,8
10392.707,1015.0,6.05042,9430,5,80.96094,2779.43,1734.832,2195.871,8
10394.434,1016.0,5.050505,9430,3,80.96094,2779.43,1735.371,2195.324,8
10392.711,1015.0,6.82968,9430,2,80.96094,2779.43,1735.727,2194.969,8
10394.434,1016.0,4.282116,9430,3,80.96094,2779.43,1735.098,2195.598,8
10392.711,1015.0,4.278523,9430,3,80.96094,2779.43,1735.594,2195.102,8
10392.715,1015.0,5.30303,9430,5,80.96875,2779.43,1736.648,2194.047,8
10392.715,1015.0,4.617968,9430,3,80.96875,2779.43,1738.062,2192.625,8
10392.617,1015.0,4.957983,9430,2,80.96875,2779.43,1739.973,2190.715,8
10392.625,1015.0,5.210084,9430,2,80.96875,2779.43,1741.461,2189.227,8
10392.625,1016.0,3.962901,9430,4,80.96875,2779.43,1739.246,2191.441,8
10392.695,1016.0,4.285714,9430,4,80.96875,2779.43,1738.812,2191.875,8
10392.695,1016.0,6.705784,9430,3,80.97656,2779.43,1736.262,2194.426,8
10395.781,1020.0,5.130362,9430,6,80.97656,2779.43,1740.145,2190.535,8
10392.695,1016.0,8.732158,9462,4,80.97656,2779.43,1739.504,2191.176,8
10394.551,1017.0,7.659933,9430,5,80.97656,2779.43,1740.895,2189.785,8
10392.699,1016.0,5.634987,9430,4,80.97656,2779.43,1742.039,2188.641,8
10422.18,1016.0,8.892617,9430,4,80.98438,2779.434,1746.273,2184.406,8
10392.707,1016.0,5.719092,9398,4,80.98438,2779.434,1743.32,2187.348,8
10645.566,1017.0,4.465038,9398,5,80.98438,2781.891,1740.613,2190.055,8
10392.691,1016.0,4.373423,9398,3,80.98438,2781.891,1739.16,2189.051,8
10392.691,1016.0,3.703704,9398,2,80.98438,2781.891,1735.938,2192.273,8
10392.691,1016.0,3.862301,9398,2,80.99219,2781.891,1740.289,2187.922,8
10392.688,1016.0,3.942953,9398,2,80.99219,2781.891,1735.191,2193.012,8
10392.688,1016.0,4.030227,9398,2,81.00781,2782.387,1738.492,2189.711,8
10392.688,1016.0,4.617968,9430,4,81.00781,2782.387,1733.93,2193.762,8
10392.688,1015.0,4.70984,9462,4,81.00781,2782.387,1738.227,2189.465,8
10391.953,1014.0,8.326325,9462,4,81.00781,2782.371,1738.797,2188.895,8
10394.398,1016.0,8.340354,9462,4,81.00781,2782.391,1737.258,2190.449,8
10392.629,1015.0,7.323232,9462,4,81.01562,2782.391,1737.066,2190.621,8
10394.363,1016.0,6.554622,9462,3,81.01562,2782.391,1736.98,2190.699,8
10392.641,1015.0,7.466443,9462,2,81.01562,2782.391,1737.055,2190.625,8
10394.504,1016.0,3.852596,9462,3,81.01562,2782.391,1735.824,2191.855,8
10392.773,1016.0,3.616484,9462,4,81.01562,2782.391,1735.172,2192.508,8
10392.773,1018.0,9.037162,9494,4,81.02344,2782.391,1734.516,2193.164,8
10392.773,1016.0,8.340354,9494,5,81.02344,2782.391,1736.492,2191.18,8
10392.773,1016.0,7.094595,9462,4,81.03125,2782.391,1736.809,2190.863,8
10392.777,1016.0,7.388749,9462,3,81.03125,2782.391,1733.855,2193.809,8
10392.777,1018.0,6.902357,9462,3,81.03125,2782.391,1736.438,2191.227,8
10392.781,1016.0,6.908172,9462,3,81.03125,2782.391,1736.305,2191.359,8
10392.719,1016.0,7.214765,9430,5,81.03125,2782.391,1736.375,2191.289,8
10394.559,1017.0,6.795302,9462,5,81.03125,2782.391,1733.668,2193.996,8
10392.852,1016.0,9.296482,9430,3,81.03906,2782.391,1732.227,2195.438,8
10394.703,1017.0,9.388097,9430,5,81.03906,2782.391,1731.73,2195.926,8
10392.852,1016.0,6.951424,9462,5,81.03906,2782.391,1733.16,2194.496,8
10394.703,1016.0,8.922559,9462,5,81.03906,2782.391,1734.773,2192.883,8
10392.852,1015.0,8.732158,9526,5,81.03906,2782.395,1734.891,2192.766,8
10643.57,1016.0,8.746846,9494,6,81.04688,2782.395,1733.703,2193.949,8
10396.859,1017.0,6.391926,9494,3,81.04688,2782.395,1735.328,2192.316,8
10396.859,1017.0,4.79798,9494,4,81.04688,2782.395,1732.375,2195.27,8
10396.859,1017.0,5.550883,9462,4,81.04688,2782.395,1733.773,2193.871,8
10392.672,1016.0,7.370184,9462,3,81.04688,2782.395,1734.809,2192.836,8
10392.688,1016.0,5.360134,9430,3,81.05469,2782.395,1735.188,2192.457,8
10392.781,1016.0,4.274937,9430,3,81.05469,2782.395,1735.703,2191.934,8
10392.781,1016.0,3.685092,9462,3,81.05469,2782.395,1734.227,2193.41,8
10392.781,1015.0,4.050633,9462,3,81.05469,2782.398,1734.309,2193.328,8
10645.629,1016.0,4.355109,9462,3,81.05469,2782.398,1734.492,2193.141,8
10392.781,1015.0,4.026846,9462,5,81.0625,2782.398,1731.531,2196.102,8
10394.504,1017.0,3.613445,9430,3,81.0625,2782.398,1730.875,2196.75,8
10392.797,1016.0,3.610411,9430,4,81.0625,2782.398,1732.52,2195.105,8
10394.523,1017.0,7.575758,9430,5,81.0625,2782.398,1733.809,2193.816,8
10392.785,1016.0,8.900084,9430,3,81.0625,2782.398,1731.539,2196.086,8
10392.664,1016.0,8.915055,9430,2,81.0625,2782.398,1731.359,2196.266,8
10392.676,1016.0,6.902357,9462,3,81.07031,2782.398,1731.18,2196.445,8
10392.676,1016.0,7.737595,9462,3,81.07031,2782.398,1730.082,2197.535,8
10392.75,1016.0,8.466052,9462,18,81.07031,2782.398,1731.988,2195.629,8
10392.754,1016.0,5.961377,9494,14,81.07031,2782.398,1733.32,2194.297,8
10392.754,1016.0,5.882353,9494,2,81.07031,2782.453,1733.523,2194.094,8
10392.754,1016.0,6.055509,9494,3,81.07812,2782.453,1732.488,2195.074,8
10394.461,1017.0,3.52349,9526,4,81.07812,2782.453,1730.941,2196.613,8
10392.754,1016.0,3.868797,9494,3,81.07812,2782.453,1732.773,2194.781,8
10394.625,1017.0,3.697479,9494,3,81.07812,2782.453,1732.992,2194.562,8
10392.777,1016.0,4.117647,9494,3,81.07812,2782.453,1730.895,2196.66,8
10645.5,1017.0,3.862301,9494,3,81.08594,2782.453,1731.949,2195.605,8
10392.68,1016.0,3.697479,9526,3,81.08594,2782.453,1732.945,2194.602,8
10394.402,1017.0,4.117647,9558,3,81.08594,2782.457,1734.078,2193.469,8
10392.68,1016.0,3.529412,9558,2,81.08594,2782.457,1731.863,2195.68,8
10392.738,1016.0,5.634987,9558,4,81.08594,2782.457,1731.324,2196.219,8
10392.75,1016.0,3.688181,9462,3,81.08594,2782.457,1730.34,2197.203,8
10392.75,1016.0,3.875316,9494,3,81.09375,2782.457,1730.5,2197.043,8
10392.75,1016.0,3.939648,9494,3,81.09375,2782.457,1731.473,2196.062,8
10392.75,1016.0,3.778338,9494,3,81.09375,2782.457,1731.145,2196.391,8
10392.75,1016.0,3.694374,9494,2,81.09375,2782.457,1730.859,2196.676,8
10393.617,1021.0,3.946264,9494,4,81.09375,2782.457,1733.02,2194.516,8
10394.395,1017.0,3.616484,9494,3,81.10156,2782.457,1734.246,2193.289,8
10392.699,1016.0,4.289319,9462,4,81.10156,2782.457,1733.688,2193.84,8
10394.434,1017.0,3.784693,9494,4,81.10156,2782.457,1733.02,2194.508,8
10392.711,1016.0,3.781513,9526,3,81.10156,2782.457,1733.438,2194.09,8
10394.691,1017.0,3.781513,9462,4,81.10156,2782.457,1734.172,2193.355,8
10392.777,1016.0,3.868797,9526,3,81.10938,2782.457,1734.055,2193.473,8
10645.625,1017.0,3.942953,9462,4,81.10938,2782.457,1732.676,2194.844,8
10392.777,1016.0,3.439597,9462,3,81.10938,2782.457,1733.055,2194.465,8
10392.777,1016.0,8.151261,9462,2,81.10938,2782.457,1733.641,2193.879,8
10392.781,1016.0,9.235936,9430,3,81.10938,2782.457,1734.207,2193.312,8
10392.781,1016.0,8.922559,9398,2,81.10938,2782.457,1733.023,2194.496,8
10392.73,1016.0,7.821699,9398,4,81.11719,2782.457,1732.473,2195.047,8
10392.738,1016.0,4.713805,9398,2,81.11719,2782.457,1726.223,2201.289,8
10394.445,1017.0,6.902357,9398,3,81.11719,2782.457,1729.305,2198.207,8
10392.75,1016.0,8.564232,9430,2,81.11719,2782.457,1732.168,2195.344,8
10394.473,1017.0,8.900084,9430,3,81.125,2782.457,1728.605,2198.906,8
10392.75,1016.0,9.106239,9398,4,81.125,2782.457,1729.406,2198.098,8
10394.609,1017.0,9.47192,9398,3,81.125,2782.457,1728.285,2199.219,8
10392.758,1016.0,9.403862,9398,4,81.125,2782.457,1733.812,2193.691,8
10392.758,1016.0,8.768971,9462,3,81.125,2782.457,1733.051,2194.453,8
10392.758,1016.0,8.907563,9462,2,81.13281,2782.461,1732.078,2195.426,8
10392.699,1016.0,9.182814,9430,2,81.13281,2782.461,1731.008,2196.484,8
10392.711,1016.0,8.746846,9430,2,81.13281,2782.461,1734.223,2193.27,8
10392.723,1016.0,8.670034,9398,3,81.13281,2782.461,1735.074,2192.418,8
10392.73,1016.0,8.4246,9430,2,81.13281,2782.461,1735.621,2191.871,8
10392.73,1016.0,9.388097,9430,3,81.14062,2782.461,1736.145,2191.348,8
10645.578,1017.0,8.51602,9494,4,81.14062,2782.461,1735.109,2192.375,8
10396.734,1016.0,8.823529,9494,3,81.14062,2782.461,1733.172,2194.312,8
10649.582,1017.0,9.06801,9494,3,81.14062,2782.461,1733.918,2193.566,8
10396.734,1016.0,8.816121,9494,3,81.14062,2782.461,1731.797,2195.688,8
10393.344,1016.0,8.677338,9494,6,81.14062,2782.461,1736.199,2191.285,8
10392.738,1015.0,8.816121,9462,3,81.14844,2782.461,1735.109,2192.375,8
10392.738,1016.0,8.885163,9462,3,81.14844,2782.461,1731.715,2195.762,8
10392.746,1015.0,9.327731,9462,3,81.14844,2782.461,1729.941,2197.535,8
10392.75,1015.0,8.585859,9462,3,81.14844,2782.461,1735.746,2191.73,8
10392.762,1015.0,5.8873,9462,3,81.15625,2782.461,1736.246,2191.23,8
10392.766,1015.0,3.94958,9494,4,81.15625,2782.465,1733.91,2193.559,8
10392.805,1015.0,3.79107,9462,2,81.21875,2782.469,1731.156,2196.309,8
10392.824,1015.0,3.862301,9462,2,81.21875,2782.469,1731.309,2196.09,8
10645.672,1016.0,3.942953,9462,4,81.21875,2782.469,1733.055,2194.344,8
10392.824,1015.0,3.784693,9430,2,81.21875,2782.469,1732.57,2194.828,8
10394.547,1016.0,3.616484,9462,5,81.21875,2782.469,1732.094,2195.305,8
10392.824,1015.0,4.355109,9462,2,81.21875,2782.469,1733.043,2194.355,8
10394.422,1016.0,8.768971,9462,3,81.22656,2782.469,1733.535,2193.863,8
10392.746,1015.0,8.768971,9462,3,81.22656,2782.469,1734.918,2192.473,8
10392.746,1015.0,9.014322,9462,3,81.22656,2782.469,1732.941,2194.449,8
10392.75,1015.0,8.662742,9462,3,81.22656,2782.469,1733.848,2193.543,8
10392.812,1015.0,4.107293,9494,2,81.22656,2782.469,1730.699,2196.691,8
10392.812,1015.0,4.267782,9430,2,81.23438,2782.469,1732.742,2194.648,8
10392.812,1016.0,4.453782,9430,3,81.23438,2782.473,1734.707,2192.676,8
10392.812,1016.0,8.04694,9398,2,81.23438,2782.473,1734.258,2193.121,8
10392.812,1016.0,9.639564,9398,3,81.23438,2782.473,1735.883,2191.496,8
10394.52,1017.0,7.388749,9430,3,81.23438,2782.473,1734.77,2192.609,8
10392.812,1016.0,7.16091,9398,3,81.23438,2782.473,1731.465,2195.914,8
10394.48,1017.0,8.171862,9430,3,81.24219,2782.473,1732.094,2195.285,8
10392.766,1016.0,6.818182,9430,3,81.24219,2782.473,1733.262,2194.109,8
10394.5,1017.0,8.340354,9430,4,81.24219,2782.473,1732.934,2194.438,8
10392.785,1016.0,8.578638,9430,2,81.24219,2782.473,1735.859,2191.512,8
10392.785,1016.0,8.83095,9462,2,81.24219,2782.473,1734.195,2193.176,8
10392.789,1016.0,8.549873999999999,9462,3,81.25,2782.473,1734.109,2193.262,8
10392.789,1016.0,8.564232,9430,3,81.25,2782.473,1733.457,2193.906,8
10392.789,1016.0,8.564232,9430,3,81.25,2782.473,1732.77,2194.594,8
10392.789,1016.0,8.51602,9430,3,81.25,2782.473,1729.473,2197.891,8
10392.789,1016.0,7.575758,9462,2,81.25,2782.473,1728.672,2198.691,8
10392.789,1016.0,8.51602,9462,3,81.25781,2782.473,1730.133,2197.23,8
10645.59,1017.0,8.83095,9462,3,81.25781,2782.473,1733.695,2193.66,8
10392.75,1016.0,8.937605,9462,2,81.25781,2782.473,1733.883,2193.473,8
10397.234,1018.0,9.144295,9462,3,81.25781,2782.473,1733.637,2193.719,8
10396.766,1017.0,8.494533,9430,3,81.25781,2782.473,1735.461,2191.895,8
10399.805,1020.0,8.585859,9430,4,81.26562,2782.473,1733.969,2193.387,8
10396.766,1017.0,7.724601,9430,3,81.26562,2782.473,1735.703,2191.645,8
10392.77,1016.0,8.403361,9430,3,81.26562,2782.473,1734.633,2192.715,8
10392.77,1016.0,7.364017,9430,4,81.26562,2782.473,1736.152,2191.195,8
10392.77,1016.0,8.648195,9430,3,81.26562,2782.473,1735.754,2191.594,8
10392.77,1016.0,8.991597,9398,3,81.26562,2782.473,1734.77,2192.578,8
10392.707,1016.0,9.151973,9398,3,81.27344,2782.473,1738.848,2188.5,8
10394.555,1017.0,8.922559,9398,3,81.27344,2782.473,1737.125,2190.215,8
10392.73,1016.0,8.670034,9430,3,81.27344,2782.473,1732.789,2194.551,8
10394.582,1017.0,8.699324,9462,3,81.27344,2782.477,1732.543,2194.797,8
10392.734,1016.0,8.600337,9494,4,81.27344,2782.477,1734.141,2193.195,8
10394.598,1017.0,6.633081,9494,3,81.28125,2782.477,1733.664,2193.672,8
10392.75,1016.0,7.38255,9462,4,81.28125,2782.477,1734.211,2193.117,8
10392.75,1016.0,8.754209,9430,2,81.28125,2782.477,1737.02,2190.309,8
10396.816,1017.0,6.986532,9430,3,81.28125,2782.477,1736.402,2190.926,8
10396.816,1017.0,8.473154,9462,3,81.28125,2782.477,1734.289,2193.039,8
10396.816,1017.0,9.356725,9430,3,81.28125,2782.477,1735.398,2191.93,8
10392.754,1016.0,9.175084,9462,3,81.28906,2782.477,1734.973,2192.355,8
10392.77,1016.0,7.737595,9462,2,81.28906,2782.477,1735.414,2191.906,8
10392.77,1016.0,7.575758,9430,3,81.28906,2782.477,1735.789,2191.531,8
10394.488,1017.0,6.065712,9462,3,81.28906,2782.477,1733.574,2193.746,8
10392.781,1016.0,5.976431,9462,2,81.28906,2782.477,1732.59,2194.73,8
10394.508,1017.0,5.8873,9462,3,81.29688,2782.477,1731.355,2195.965,8
10392.797,1016.0,5.803196,9430,4,81.29688,2782.477,1731.238,2196.074,8
10394.52,1017.0,6.208054,9398,3,81.29688,2782.477,1731.473,2195.84,8
10392.797,1016.0,8.319328,9462,2,81.29688,2782.477,1731.906,2195.406,8
10392.859,1016.0,8.137584,9462,2,81.29688,2782.477,1733.609,2193.703,8
10392.859,1016.0,6.119028,9494,3,81.29688,2782.477,1734.02,2193.293,8
10392.797,1016.0,5.981466,9494,2,81.30469,2782.477,1732.906,2194.406,8
10392.824,1016.0,8.164983,9494,2,81.30469,2782.477,1732.199,2195.105,8
10392.828,1016.0,9.106239,9494,2,81.30469,2782.477,1733.828,2193.477,8
10392.828,1016.0,9.052808,9462,2,81.30469,2782.477,1732.406,2194.898,8
10392.828,1016.0,7.142857,9462,3,81.30469,2782.48,1732.328,2194.977,8
10645.676,1017.0,8.403361,9462,3,81.30469,2782.48,1733.27,2194.031,8
10392.828,1016.0,5.733558,9494,2,81.3125,2782.48,1733.035,2194.266,8
